Site;SS41 Copet 5 (ID 3240);SS41 Copet 5 (ID 3240);SS41 Copet 5 (ID 3240);SS41 Copet 5 (ID 3240)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-01-01 00:00:00;0;61.0;26.0;37.2
2023-01-01 01:00:00;0;58.6;23.9;36.5
2023-01-01 02:00:00;0;54.7;21.5;35.3
2023-01-01 03:00:00;0;51.3;20.0;33.8
2023-01-01 04:00:00;0;48.2;19.0;32.4
2023-01-01 05:00:00;0;45.3;18.1;30.9
2023-01-01 06:00:00;0;42.8;17.6;29.6
2023-01-01 07:00:00;10;58.3;40.7;47.4
2023-01-01 08:00:00;2;75.5;54.2;49.1
2023-01-01 09:00:00;2;75.7;65.0;49.4
2023-01-01 10:00:00;3;75.9;64.8;47.8
2023-01-01 11:00:00;7;75.7;63.7;47.7
2023-01-01 12:00:00;5;76.9;58.6;66.1
2023-01-01 13:00:00;0;71.8;43.7;57.7
2023-01-01 14:00:00;0;66.7;35.1;42.6
2023-01-01 15:00:00;1;68.6;53.1;41.3
2023-01-01 16:00:00;2;73.7;61.4;43.9
2023-01-01 17:00:00;1;75.6;65.9;48.8
2023-01-01 18:00:00;9;76.4;62.9;57.3
2023-01-01 19:00:00;0;74.6;51.9;62.4
2023-01-01 20:00:00;0;69.3;39.0;45.1
2023-01-01 21:00:00;10;74.3;61.1;57.7
2023-01-01 22:00:00;0;74.3;50.3;63.0
2023-01-01 23:00:00;0;69.0;38.8;58.4
2023-01-02 00:00:00;0;64.1;33.4;54.6
2023-01-02 01:00:00;0;59.7;29.6;51.1
2023-01-02 02:00:00;0;55.8;27.0;47.9
2023-01-02 03:00:00;10;53.6;26.8;46.1
2023-01-02 04:00:00;50;76.8;40.5;51.7
2023-01-02 05:00:00;30;77.2;45.7;51.0
2023-01-02 06:00:00;28;76.9;46.0;50.9
2023-01-02 07:00:00;43;77.6;52.1;60.3
2023-01-02 08:00:00;27;77.9;47.6;52.4
2023-01-02 09:00:00;33;77.4;46.5;51.4
2023-01-02 10:00:00;29;77.0;46.4;51.7
2023-01-02 11:00:00;30;77.8;53.3;59.0
2023-01-02 12:00:00;26;77.3;46.2;50.5
2023-01-02 13:00:00;33;77.6;51.9;58.6
2023-01-02 14:00:00;23;77.4;49.6;52.2
2023-01-02 15:00:00;22;76.3;44.8;48.4
2023-01-02 16:00:00;23;76.7;44.6;49.3
2023-01-02 17:00:00;27;76.5;45.0;49.3
2023-01-02 18:00:00;29;77.0;51.8;56.8
2023-01-02 19:00:00;0;74.7;51.4;62.8
2023-01-02 20:00:00;0;69.5;39.4;49.2
2023-01-02 21:00:00;10;72.2;53.4;50.3
2023-01-02 22:00:00;0;74.9;51.4;64.1
2023-01-02 23:00:00;0;69.5;39.9;59.6
2023-01-03 00:00:00;0;64.7;34.6;55.7
2023-01-03 01:00:00;4;61.5;34.4;53.6
2023-01-03 02:00:00;10;78.3;69.8;73.6
2023-01-03 03:00:00;0;74.3;52.5;68.4
2023-01-03 04:00:00;0;69.0;42.2;63.8
2023-01-03 05:00:00;9;64.8;37.1;59.1
2023-01-03 06:00:00;60;75.6;40.9;51.1
2023-01-03 07:00:00;30;76.9;46.0;50.7
2023-01-03 08:00:00;28;76.7;46.2;51.1
2023-01-03 09:00:00;26;76.3;46.6;50.8
2023-01-03 10:00:00;25;76.0;46.6;51.2
2023-01-03 11:00:00;33;76.2;47.4;52.8
2023-01-03 12:00:00;31;77.7;52.0;58.4
2023-01-03 13:00:00;27;77.0;46.0;50.8
2023-01-03 14:00:00;32;77.0;45.8;51.8
2023-01-03 15:00:00;24;76.5;45.9;50.3
2023-01-03 16:00:00;31;77.3;51.6;57.8
2023-01-03 17:00:00;28;77.4;45.9;50.9
2023-01-03 18:00:00;38;77.4;51.3;58.0
2023-01-03 19:00:00;0;74.8;50.8;61.5
2023-01-03 20:00:00;1;70.9;46.4;44.2
2023-01-03 21:00:00;10;75.4;62.0;54.7
2023-01-03 22:00:00;0;75.2;50.4;62.9
2023-01-03 23:00:00;0;69.8;39.4;58.2
2023-01-04 00:00:00;0;64.9;34.0;54.5
2023-01-04 01:00:00;0;60.5;30.5;51.1
2023-01-04 02:00:00;0;56.6;27.9;48.0
2023-01-04 03:00:00;0;53.1;25.7;45.1
2023-01-04 04:00:00;0;49.9;24.1;42.6
2023-01-04 05:00:00;11;48.7;25.2;41.9
2023-01-04 06:00:00;57;77.7;38.3;52.3
2023-01-04 07:00:00;44;77.6;49.4;59.6
2023-01-04 08:00:00;30;77.4;48.1;53.1
2023-01-04 09:00:00;31;77.0;46.5;51.4
2023-01-04 10:00:00;21;77.2;46.8;52.3
2023-01-04 11:00:00;31;77.3;47.4;53.3
2023-01-04 12:00:00;31;77.8;53.0;58.5
2023-01-04 13:00:00;36;77.3;46.0;51.9
2023-01-04 14:00:00;26;77.1;45.7;50.8
2023-01-04 15:00:00;34;77.9;51.9;57.6
2023-01-04 16:00:00;27;77.3;46.0;50.3
2023-01-04 17:00:00;31;76.7;46.3;51.7
2023-01-04 18:00:00;29;77.4;52.2;58.0
2023-01-04 19:00:00;0;75.1;50.9;61.7
2023-01-04 20:00:00;1;70.0;42.1;42.1
2023-01-04 21:00:00;9;75.3;63.2;58.8
2023-01-04 22:00:00;0;74.5;51.0;63.6
2023-01-04 23:00:00;0;69.3;39.8;59.1
2023-01-05 00:00:00;0;64.5;34.4;55.3
2023-01-05 01:00:00;0;60.1;30.7;51.8
2023-01-05 02:00:00;0;56.3;28.0;48.6
2023-01-05 03:00:00;0;52.7;25.9;45.6
2023-01-05 04:00:00;0;49.6;24.2;43.0
2023-01-05 05:00:00;10;48.5;25.3;42.2
2023-01-05 06:00:00;59;77.4;41.3;51.5
2023-01-05 07:00:00;36;78.0;51.9;59.3
2023-01-05 08:00:00;26;77.3;48.3;53.1
2023-01-05 09:00:00;29;77.0;46.8;51.9
2023-01-05 10:00:00;28;76.7;46.8;51.7
2023-01-05 11:00:00;36;77.1;47.6;52.5
2023-01-05 12:00:00;27;78.2;53.6;59.6
2023-01-05 13:00:00;25;77.0;46.6;50.8
2023-01-05 14:00:00;32;76.9;46.0;51.0
2023-01-05 15:00:00;24;76.1;46.7;51.0
2023-01-05 16:00:00;35;77.0;48.8;54.6
2023-01-05 17:00:00;25;77.8;50.8;54.5
2023-01-05 18:00:00;27;77.3;51.9;57.7
2023-01-05 19:00:00;0;75.2;51.5;62.1
2023-01-05 20:00:00;1;70.6;44.3;42.7
2023-01-05 21:00:00;11;75.2;61.8;56.6
2023-01-05 22:00:00;0;74.3;51.0;63.2
2023-01-05 23:00:00;0;69.0;39.4;58.6
2023-01-06 00:00:00;0;64.1;33.8;54.9
2023-01-06 01:00:00;0;59.8;30.1;51.4
2023-01-06 02:00:00;0;55.9;27.3;48.2
2023-01-06 03:00:00;0;52.3;25.0;45.3
2023-01-06 04:00:00;0;49.2;23.4;42.7
2023-01-06 05:00:00;11;48.1;24.7;41.9
2023-01-06 06:00:00;46;78.7;43.5;53.8
2023-01-06 07:00:00;38;78.5;52.4;60.0
2023-01-06 08:00:00;25;78.0;48.5;53.5
2023-01-06 09:00:00;37;77.6;48.0;53.7
2023-01-06 10:00:00;32;78.2;51.3;58.0
2023-01-06 11:00:00;26;78.1;50.2;54.3
2023-01-06 12:00:00;27;77.3;49.9;55.4
2023-01-06 13:00:00;21;78.1;52.6;56.7
2023-01-06 14:00:00;28;77.4;46.9;51.4
2023-01-06 15:00:00;21;76.9;47.5;51.6
2023-01-06 16:00:00;26;77.0;47.4;51.3
2023-01-06 17:00:00;30;77.4;51.5;57.2
2023-01-06 18:00:00;16;77.9;51.3;52.5
2023-01-06 19:00:00;8;76.4;59.3;65.3
2023-01-06 20:00:00;0;72.7;47.1;59.1
2023-01-06 21:00:00;1;69.7;46.1;43.8
2023-01-06 22:00:00;7;76.5;61.7;61.7
2023-01-06 23:00:00;0;73.5;46.9;59.9
2023-01-07 00:00:00;0;68.3;37.5;55.3
2023-01-07 01:00:00;0;63.5;32.4;51.9
2023-01-07 02:00:00;0;59.2;29.1;48.8
2023-01-07 03:00:00;0;55.4;26.6;45.9
2023-01-07 04:00:00;0;51.9;24.5;43.2
2023-01-07 05:00:00;0;48.8;22.9;40.8
2023-01-07 06:00:00;0;46.0;21.6;38.5
2023-01-07 07:00:00;9;58.1;40.6;49.9
2023-01-07 08:00:00;1;77.1;59.8;53.5
2023-01-07 09:00:00;4;77.0;66.0;48.7
2023-01-07 10:00:00;3;77.2;66.4;49.0
2023-01-07 11:00:00;7;76.8;65.5;46.5
2023-01-07 12:00:00;6;77.1;58.8;65.7
2023-01-07 13:00:00;0;72.2;44.5;55.3
2023-01-07 14:00:00;1;69.6;48.4;43.5
2023-01-07 15:00:00;2;73.2;60.4;43.1
2023-01-07 16:00:00;2;76.5;66.0;50.1
2023-01-07 17:00:00;1;76.6;65.1;48.8
2023-01-07 18:00:00;12;77.4;62.1;58.1
2023-01-07 19:00:00;0;75.5;51.9;61.5
2023-01-07 20:00:00;1;71.6;48.9;46.0
2023-01-07 21:00:00;10;75.4;61.9;56.9
2023-01-07 22:00:00;0;74.3;50.3;60.2
2023-01-07 23:00:00;0;69.0;37.5;39.6
2023-01-08 00:00:00;0;64.0;29.2;37.0
2023-01-08 01:00:00;0;59.5;24.3;36.0
2023-01-08 02:00:00;0;55.5;21.6;34.7
2023-01-08 03:00:00;0;52.0;20.2;33.3
2023-01-08 04:00:00;0;48.8;19.0;31.9
2023-01-08 05:00:00;0;45.9;18.2;30.5
2023-01-08 06:00:00;0;43.3;17.5;29.2
2023-01-08 07:00:00;12;59.7;41.5;48.0
2023-01-08 08:00:00;2;76.9;58.0;53.2
2023-01-08 09:00:00;2;76.9;66.7;46.4
2023-01-08 10:00:00;2;76.7;64.1;47.6
2023-01-08 11:00:00;6;76.9;67.0;52.0
2023-01-08 12:00:00;6;77.4;58.5;65.2
2023-01-08 13:00:00;0;72.5;43.2;50.9
2023-01-08 14:00:00;1;72.6;60.1;45.1
2023-01-08 15:00:00;1;75.7;64.9;47.4
2023-01-08 16:00:00;3;77.0;66.6;49.0
2023-01-08 17:00:00;1;76.5;65.1;45.9
2023-01-08 18:00:00;10;77.6;65.9;60.3
2023-01-08 19:00:00;0;74.8;51.3;61.4
2023-01-08 20:00:00;1;71.2;48.6;45.6
2023-01-08 21:00:00;11;75.3;62.3;55.4
2023-01-08 22:00:00;0;75.6;50.7;63.9
2023-01-08 23:00:00;0;70.2;38.8;59.3
2023-01-09 00:00:00;0;65.1;33.0;55.4
2023-01-09 01:00:00;0;60.5;29.2;51.7
2023-01-09 02:00:00;0;56.5;26.4;48.4
2023-01-09 03:00:00;12;54.3;26.5;46.6
2023-01-09 04:00:00;60;77.7;40.0;53.5
2023-01-09 05:00:00;37;78.4;50.7;57.7
2023-01-09 06:00:00;32;78.0;46.9;52.8
2023-01-09 07:00:00;42;78.4;51.1;58.8
2023-01-09 08:00:00;33;78.2;48.0;53.2
2023-01-09 09:00:00;26;77.9;47.7;53.7
2023-01-09 10:00:00;28;77.8;47.1;52.5
2023-01-09 11:00:00;37;78.0;47.8;53.4
2023-01-09 12:00:00;31;78.7;53.0;59.7
2023-01-09 13:00:00;28;78.0;47.3;52.7
2023-01-09 14:00:00;30;78.0;47.4;52.8
2023-01-09 15:00:00;32;77.9;47.4;53.0
2023-01-09 16:00:00;32;78.0;47.9;53.8
2023-01-09 17:00:00;28;78.1;49.5;55.2
2023-01-09 18:00:00;31;78.6;54.2;60.5
2023-01-09 19:00:00;1;76.0;53.1;61.6
2023-01-09 20:00:00;2;73.2;54.9;43.4
2023-01-09 21:00:00;9;77.1;63.9;57.0
2023-01-09 22:00:00;0;76.2;50.7;61.8
2023-01-09 23:00:00;0;70.6;38.6;56.8
2023-01-10 00:00:00;0;65.5;32.8;53.2
2023-01-10 01:00:00;5;62.1;33.1;51.7
2023-01-10 02:00:00;10;79.3;69.5;73.6
2023-01-10 03:00:00;0;74.6;51.8;68.3
2023-01-10 04:00:00;0;69.2;40.9;63.5
2023-01-10 05:00:00;9;64.9;36.0;59.3
2023-01-10 06:00:00;63;78.0;39.7;54.3
2023-01-10 07:00:00;35;78.5;43.5;54.2
2023-01-10 08:00:00;32;78.0;44.0;54.2
2023-01-10 09:00:00;35;78.2;46.2;56.7
2023-01-10 10:00:00;31;78.7;51.6;57.5
2023-01-10 11:00:00;33;78.3;48.7;53.9
2023-01-10 12:00:00;33;78.5;50.2;56.8
2023-01-10 13:00:00;25;79.1;51.1;56.2
2023-01-10 14:00:00;29;78.0;48.0;52.2
2023-01-10 15:00:00;26;78.0;48.2;53.5
2023-01-10 16:00:00;27;78.0;47.8;52.2
2023-01-10 17:00:00;30;78.5;52.1;58.7
2023-01-10 18:00:00;22;77.9;50.1;53.9
2023-01-10 19:00:00;6;76.5;58.4;66.2
2023-01-10 20:00:00;0;72.1;44.4;53.7
2023-01-10 21:00:00;2;72.3;56.6;43.4
2023-01-10 22:00:00;10;77.4;62.6;64.8
2023-01-10 23:00:00;0;74.1;46.6;61.5
2023-01-11 00:00:00;0;68.7;37.3;57.5
2023-01-11 01:00:00;0;63.8;32.3;53.7
2023-01-11 02:00:00;0;59.4;28.9;50.3
2023-01-11 03:00:00;0;55.5;26.4;47.1
2023-01-11 04:00:00;0;51.9;24.2;44.2
2023-01-11 05:00:00;13;50.5;25.3;43.3
2023-01-11 06:00:00;57;79.0;41.0;53.7
2023-01-11 07:00:00;45;79.1;52.3;60.5
2023-01-11 08:00:00;27;78.7;49.1;53.8
2023-01-11 09:00:00;28;78.2;48.9;54.5
2023-01-11 10:00:00;34;79.0;53.2;59.5
2023-01-11 11:00:00;28;78.0;47.9;52.8
2023-01-11 12:00:00;34;78.2;49.3;55.2
2023-01-11 13:00:00;33;79.0;51.3;57.7
2023-01-11 14:00:00;32;78.3;47.9;53.7
2023-01-11 15:00:00;31;78.8;51.5;58.3
2023-01-11 16:00:00;34;78.0;48.1;53.2
2023-01-11 17:00:00;30;78.1;47.8;53.9
2023-01-11 18:00:00;26;78.8;51.7;58.0
2023-01-11 19:00:00;8;77.3;56.9;66.2
2023-01-11 20:00:00;0;73.3;45.6;54.4
2023-01-11 21:00:00;2;72.7;58.2;44.3
2023-01-11 22:00:00;8;77.9;62.0;65.3
2023-01-11 23:00:00;0;73.9;46.2;61.7
2023-01-12 00:00:00;0;68.4;36.9;57.7
2023-01-12 01:00:00;0;63.6;32.1;54.0
2023-01-12 02:00:00;0;59.1;28.6;50.5
2023-01-12 03:00:00;0;55.2;25.9;47.3
2023-01-12 04:00:00;0;51.6;23.7;44.3
2023-01-12 05:00:00;18;65.9;45.4;55.9
2023-01-12 06:00:00;61;79.5;44.1;55.6
2023-01-12 07:00:00;45;79.1;51.2;59.2
2023-01-12 08:00:00;34;79.0;48.4;54.1
2023-01-12 09:00:00;33;79.0;48.5;54.7
2023-01-12 10:00:00;40;78.9;51.7;59.1
2023-01-12 11:00:00;33;79.1;49.7;55.1
2023-01-12 12:00:00;31;78.5;50.1;56.1
2023-01-12 13:00:00;30;79.3;52.2;57.4
2023-01-12 14:00:00;24;78.0;48.1;52.4
2023-01-12 15:00:00;31;78.5;52.2;57.8
2023-01-12 16:00:00;28;78.2;49.2;53.7
2023-01-12 17:00:00;24;78.0;48.6;53.3
2023-01-12 18:00:00;31;78.1;52.8;59.1
2023-01-12 19:00:00;0;76.4;50.2;60.0
2023-01-12 20:00:00;2;73.9;56.1;43.6
2023-01-12 21:00:00;8;78.5;57.0;65.0
2023-01-12 22:00:00;0;73.1;41.4;49.0
2023-01-12 23:00:00;0;67.6;31.7;45.2
2023-01-13 00:00:00;0;62.7;26.1;43.2
2023-01-13 01:00:00;0;58.3;23.0;41.1
2023-01-13 02:00:00;0;54.4;21.3;38.9
2023-01-13 03:00:00;0;50.9;19.9;36.9
2023-01-13 04:00:00;0;47.8;18.9;35.0
2023-01-13 05:00:00;23;64.5;44.0;52.4
2023-01-13 06:00:00;79;79.2;43.1;53.4
2023-01-13 07:00:00;37;78.7;51.3;58.4
2023-01-13 08:00:00;25;78.6;48.5;53.1
2023-01-13 09:00:00;30;78.1;48.3;53.7
2023-01-13 10:00:00;31;78.0;47.7;52.8
2023-01-13 11:00:00;38;79.3;53.9;61.4
2023-01-13 12:00:00;30;79.1;53.2;58.8
2023-01-13 13:00:00;39;78.6;52.7;59.9
2023-01-13 14:00:00;26;78.2;47.5;51.9
2023-01-13 15:00:00;28;77.6;51.0;55.9
2023-01-13 16:00:00;22;77.9;49.5;53.3
2023-01-13 17:00:00;26;77.0;47.3;51.5
2023-01-13 18:00:00;30;77.9;52.6;59.1
2023-01-13 19:00:00;0;75.3;49.2;61.8
2023-01-13 20:00:00;1;70.6;43.5;43.6
2023-01-13 21:00:00;11;76.7;60.2;66.3
2023-01-13 22:00:00;0;73.9;45.9;58.1
2023-01-13 23:00:00;0;68.4;35.2;39.0
2023-01-14 00:00:00;0;63.5;28.2;36.7
2023-01-14 01:00:00;0;59.0;23.9;35.7
2023-01-14 02:00:00;0;55.1;21.3;34.4
2023-01-14 03:00:00;0;51.5;19.7;33.0
2023-01-14 04:00:00;0;48.3;18.6;31.6
2023-01-14 05:00:00;10;64.3;44.1;51.9
2023-01-14 06:00:00;0;74.7;46.1;61.8
2023-01-14 07:00:00;6;72.5;49.2;62.2
2023-01-14 08:00:00;2;74.8;59.0;50.9
2023-01-14 09:00:00;3;77.1;67.1;48.3
2023-01-14 10:00:00;5;77.1;67.7;53.5
2023-01-14 11:00:00;5;78.1;55.3;63.4
2023-01-14 12:00:00;1;73.2;48.7;46.2
2023-01-14 13:00:00;8;77.2;60.7;65.7
2023-01-14 14:00:00;0;73.5;45.2;54.7
2023-01-14 15:00:00;1;70.7;52.6;42.2
2023-01-14 16:00:00;2;74.7;65.2;49.1
2023-01-14 17:00:00;2;76.2;64.2;44.1
2023-01-14 18:00:00;13;77.5;61.4;65.0
2023-01-14 19:00:00;0;73.5;46.3;56.8
2023-01-14 20:00:00;9;71.7;52.3;48.3
2023-01-14 21:00:00;7;77.5;55.7;64.8
2023-01-14 22:00:00;0;72.1;41.4;48.9
2023-01-14 23:00:00;1;71.7;56.7;54.2
2023-01-15 00:00:00;0;67.4;40.4;55.6
2023-01-15 01:00:00;0;62.6;29.0;51.8
2023-01-15 02:00:00;0;58.2;23.1;48.3
2023-01-15 03:00:00;0;54.4;20.4;45.0
2023-01-15 04:00:00;0;50.8;19.0;42.0
2023-01-15 05:00:00;10;65.4;45.1;55.8
2023-01-15 06:00:00;0;74.8;47.5;62.1
2023-01-15 07:00:00;6;72.4;49.7;62.3
2023-01-15 08:00:00;2;73.8;56.9;52.6
2023-01-15 09:00:00;2;76.1;66.6;46.5
2023-01-15 10:00:00;11;77.4;59.5;64.1
2023-01-15 11:00:00;0;72.7;43.7;49.9
2023-01-15 12:00:00;10;74.0;61.4;51.6
2023-01-15 13:00:00;2;75.8;54.0;62.4
2023-01-15 14:00:00;1;71.8;51.2;44.6
2023-01-15 15:00:00;3;75.3;66.5;46.3
2023-01-15 16:00:00;2;76.8;67.6;48.2
2023-01-15 17:00:00;2;76.7;67.3;48.0
2023-01-15 18:00:00;11;77.6;64.4;58.9
2023-01-15 19:00:00;0;75.2;50.6;58.1
2023-01-15 20:00:00;2;72.9;58.1;46.4
2023-01-15 21:00:00;11;77.6;61.2;61.4
2023-01-15 22:00:00;0;74.0;45.9;55.8
2023-01-15 23:00:00;0;68.4;34.3;51.1
2023-01-16 00:00:00;0;63.4;28.0;48.1
2023-01-16 01:00:00;0;58.9;24.6;45.2
2023-01-16 02:00:00;0;54.8;22.3;42.5
2023-01-16 03:00:00;15;53.0;23.9;42.0
2023-01-16 04:00:00;71;79.5;41.5;55.5
2023-01-16 05:00:00;37;78.9;47.2;54.8
2023-01-16 06:00:00;34;78.7;47.8;55.2
2023-01-16 07:00:00;47;79.6;52.0;61.3
2023-01-16 08:00:00;37;79.3;49.2;56.0
2023-01-16 09:00:00;30;79.1;48.3;54.4
2023-01-16 10:00:00;42;79.1;47.8;56.3
2023-01-16 11:00:00;38;79.6;52.1;59.5
2023-01-16 12:00:00;38;79.0;48.7;55.7
2023-01-16 13:00:00;41;79.5;52.6;60.2
2023-01-16 14:00:00;39;79.5;48.4;54.4
2023-01-16 15:00:00;30;79.3;48.9;54.9
2023-01-16 16:00:00;33;78.8;48.8;54.8
2023-01-16 17:00:00;32;78.9;48.6;55.0
2023-01-16 18:00:00;33;79.4;53.8;60.8
2023-01-16 19:00:00;0;76.6;49.6;55.2
2023-01-16 20:00:00;4;75.7;65.1;47.7
2023-01-16 21:00:00;10;78.6;64.9;59.0
2023-01-16 22:00:00;0;76.0;49.8;60.8
2023-01-16 23:00:00;0;70.4;37.5;55.8
2023-01-17 00:00:00;0;65.1;31.5;52.2
2023-01-17 01:00:00;5;61.8;31.9;50.9
2023-01-17 02:00:00;10;79.9;69.4;73.6
2023-01-17 03:00:00;0;75.1;51.6;68.1
2023-01-17 04:00:00;0;69.5;40.6;63.2
2023-01-17 05:00:00;10;65.2;35.7;59.1
2023-01-17 06:00:00;68;79.1;41.2;56.1
2023-01-17 07:00:00;45;79.7;47.4;55.9
2023-01-17 08:00:00;30;79.0;47.9;55.3
2023-01-17 09:00:00;39;79.2;49.5;57.1
2023-01-17 10:00:00;34;79.9;52.7;60.2
2023-01-17 11:00:00;35;79.4;49.4;55.3
2023-01-17 12:00:00;38;79.1;51.0;58.0
2023-01-17 13:00:00;31;79.6;51.6;57.3
2023-01-17 14:00:00;39;79.5;49.1;55.6
2023-01-17 15:00:00;35;79.1;49.4;56.2
2023-01-17 16:00:00;35;79.2;49.9;56.1
2023-01-17 17:00:00;32;79.6;52.5;59.5
2023-01-17 18:00:00;32;79.7;52.7;59.7
2023-01-17 19:00:00;1;77.6;50.0;54.8
2023-01-17 20:00:00;2;76.4;67.5;51.7
2023-01-17 21:00:00;9;79.3;64.7;59.2
2023-01-17 22:00:00;0;76.7;49.9;60.6
2023-01-17 23:00:00;0;70.9;37.4;55.6
2023-01-18 00:00:00;0;65.6;31.0;52.0
2023-01-18 01:00:00;0;60.9;27.2;48.6
2023-01-18 02:00:00;0;56.6;24.4;45.5
2023-01-18 03:00:00;0;52.8;22.4;42.8
2023-01-18 04:00:00;0;49.4;20.7;40.2
2023-01-18 05:00:00;14;48.3;22.5;39.8
2023-01-18 06:00:00;72;80.5;45.6;57.9
2023-01-18 07:00:00;48;80.6;54.5;63.7
2023-01-18 08:00:00;37;79.8;48.3;56.0
2023-01-18 09:00:00;33;79.8;49.2;55.8
2023-01-18 10:00:00;36;79.6;49.1;55.1
2023-01-18 11:00:00;43;79.9;52.1;60.0
2023-01-18 12:00:00;33;80.1;52.5;59.5
2023-01-18 13:00:00;34;79.8;49.4;55.4
2023-01-18 14:00:00;39;79.6;49.7;56.1
2023-01-18 15:00:00;31;79.9;49.4;56.3
2023-01-18 16:00:00;35;79.7;50.8;58.9
2023-01-18 17:00:00;39;80.2;51.2;58.0
2023-01-18 18:00:00;33;79.9;53.1;60.2
2023-01-18 19:00:00;1;77.4;52.0;54.2
2023-01-18 20:00:00;2;76.4;66.4;52.7
2023-01-18 21:00:00;11;78.4;64.9;58.3
2023-01-18 22:00:00;0;75.5;49.0;59.7
2023-01-18 23:00:00;0;69.5;35.1;54.4
2023-01-19 00:00:00;36;74.0;36.6;41.6
2023-01-19 01:00:00;21;78.4;50.3;50.1
2023-01-19 02:00:00;17;77.9;52.3;51.4
2023-01-19 03:00:00;22;78.0;51.3;50.7
2023-01-19 04:00:00;21;78.2;51.8;52.2
2023-01-19 05:00:00;27;78.2;50.3;51.3
2023-01-19 06:00:00;48;80.8;48.1;58.7
2023-01-19 07:00:00;45;80.9;54.1;63.6
2023-01-19 08:00:00;44;80.7;49.7;58.7
2023-01-19 09:00:00;41;80.8;49.5;59.3
2023-01-19 10:00:00;44;80.9;53.3;61.1
2023-01-19 11:00:00;38;80.8;50.1;58.8
2023-01-19 12:00:00;42;80.3;50.8;58.4
2023-01-19 13:00:00;35;81.2;52.5;59.3
2023-01-19 14:00:00;44;80.7;48.5;55.9
2023-01-19 15:00:00;31;80.4;50.4;56.7
2023-01-19 16:00:00;30;80.2;51.0;56.4
2023-01-19 17:00:00;30;80.2;50.6;56.2
2023-01-19 18:00:00;38;81.1;55.5;64.6
2023-01-19 19:00:00;7;78.1;51.1;51.6
2023-01-19 20:00:00;19;77.8;56.7;53.6
2023-01-19 21:00:00;26;80.2;57.3;60.4
2023-01-19 22:00:00;16;79.6;55.9;52.5
2023-01-19 23:00:00;19;79.0;53.9;52.3
2023-01-20 00:00:00;21;79.0;53.5;52.6
2023-01-20 01:00:00;23;79.0;53.3;52.9
2023-01-20 02:00:00;21;79.0;53.5;52.4
2023-01-20 03:00:00;19;79.0;53.7;53.3
2023-01-20 04:00:00;23;79.1;53.2;52.8
2023-01-20 05:00:00;24;79.2;51.8;53.8
2023-01-20 06:00:00;55;81.6;48.3;61.1
2023-01-20 07:00:00;49;82.1;55.1;63.6
2023-01-20 08:00:00;42;82.0;50.4;59.5
2023-01-20 09:00:00;37;81.5;51.3;60.4
2023-01-20 10:00:00;37;81.5;51.7;60.7
2023-01-20 11:00:00;35;82.3;54.3;61.6
2023-01-20 12:00:00;37;81.4;52.6;60.1
2023-01-20 13:00:00;29;82.0;53.5;60.3
2023-01-20 14:00:00;35;81.2;51.6;57.9
2023-01-20 15:00:00;32;81.2;51.2;57.5
2023-01-20 16:00:00;34;81.0;50.8;57.5
2023-01-20 17:00:00;34;81.1;51.5;57.9
2023-01-20 18:00:00;38;81.7;55.0;62.5
2023-01-20 19:00:00;4;79.2;62.7;52.2
2023-01-20 20:00:00;21;79.6;56.6;55.1
2023-01-20 21:00:00;26;80.8;58.5;61.0
2023-01-20 22:00:00;20;80.4;57.6;55.2
2023-01-20 23:00:00;13;80.0;58.0;54.4
2023-01-21 00:00:00;16;79.0;54.5;52.6
2023-01-21 01:00:00;17;78.9;54.2;52.9
2023-01-21 02:00:00;21;79.0;54.0;52.2
2023-01-21 03:00:00;18;79.0;53.9;53.3
2023-01-21 04:00:00;21;79.2;53.9;52.8
2023-01-21 05:00:00;21;79.0;53.6;53.3
2023-01-21 06:00:00;22;79.1;53.9;52.7
2023-01-21 07:00:00;32;80.6;56.3;60.9
2023-01-21 08:00:00;21;81.0;57.6;56.2
2023-01-21 09:00:00;22;80.9;57.7;57.2
2023-01-21 10:00:00;24;81.0;58.8;56.5
2023-01-21 11:00:00;31;81.3;57.1;59.3
2023-01-21 12:00:00;22;81.2;57.0;58.2
2023-01-21 13:00:00;21;80.6;57.8;55.0
2023-01-21 14:00:00;22;80.6;58.2;55.3
2023-01-21 15:00:00;16;80.4;57.6;54.7
2023-01-21 16:00:00;21;80.0;57.6;54.4
2023-01-21 17:00:00;20;80.0;58.3;54.6
2023-01-21 18:00:00;29;80.9;57.5;61.0
2023-01-21 19:00:00;18;80.7;56.5;54.6
2023-01-21 20:00:00;18;79.8;57.6;54.3
2023-01-21 21:00:00;27;80.9;57.0;61.0
2023-01-21 22:00:00;22;80.2;56.8;54.7
2023-01-21 23:00:00;19;80.1;56.0;54.0
2023-01-22 00:00:00;17;79.1;55.4;52.5
2023-01-22 01:00:00;21;79.1;53.1;53.0
2023-01-22 02:00:00;20;79.1;54.1;52.9
2023-01-22 03:00:00;22;79.0;53.7;52.5
2023-01-22 04:00:00;21;79.0;54.2;52.9
2023-01-22 05:00:00;22;79.4;54.2;53.3
2023-01-22 06:00:00;19;79.3;54.2;53.1
