Site;SS33 Rue des Communaux 7 (ID 3233);SS33 Rue des Communaux 7 (ID 3233);SS33 Rue des Communaux 7 (ID 3233);SS33 Rue des Communaux 7 (ID 3233)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-06-11 17:00:00;0;58.6;45.0;53.5
2023-06-11 18:00:00;2;55.6;44.1;52.4
2023-06-11 19:00:00;0;67.2;53.4;57.7
2023-06-11 20:00:00;0;60.0;46.3;54.2
2023-06-11 21:00:00;1;54.4;42.1;51.2
2023-06-11 22:00:00;1;67.7;54.9;58.6
2023-06-11 23:00:00;0;60.7;46.9;54.7
2023-06-12 00:00:00;0;54.5;42.0;51.4
2023-06-12 01:00:00;2;65.5;53.4;57.5
2023-06-12 02:00:00;0;61.6;47.7;55.0
2023-06-12 03:00:00;0;55.2;42.7;51.7
2023-06-12 04:00:00;2;67.1;52.8;56.8
2023-06-12 05:00:00;0;64.6;48.1;55.0
2023-06-12 06:00:00;0;57.5;42.9;51.8
2023-06-12 07:00:00;2;63.2;51.2;56.0
2023-06-12 08:00:00;0;62.8;48.9;55.6
2023-06-12 09:00:00;0;56.1;43.5;52.2
2023-06-12 10:00:00;2;65.6;53.4;57.6
2023-06-12 11:00:00;0;62.2;48.0;55.3
2023-06-12 12:00:00;3;62.5;49.8;55.8
2023-06-12 13:00:00;0;66.9;51.4;57.4
2023-06-12 14:00:00;4;65.0;50.7;56.8
2023-06-12 15:00:00;0;69.7;52.3;58.2
2023-06-12 16:00:00;2;63.6;48.2;56.2
2023-06-12 17:00:00;1;69.7;53.9;58.5
2023-06-12 18:00:00;2;63.0;48.0;56.0
2023-06-12 19:00:00;1;70.0;54.9;59.0
2023-06-12 20:00:00;0;62.5;47.2;55.6
2023-06-12 21:00:00;2;66.4;53.6;58.0
2023-06-12 22:00:00;0;62.7;48.6;55.8
2023-06-12 23:00:00;2;61.7;49.8;55.9
2023-06-13 00:00:00;0;65.6;51.4;57.1
2023-06-13 01:00:00;0;58.4;45.1;53.7
2023-06-13 02:00:00;2;57.7;46.7;53.8
2023-06-13 03:00:00;0;66.0;51.9;57.0
2023-06-13 04:00:00;0;58.6;45.3;53.6
2023-06-13 05:00:00;2;55.2;43.8;52.2
2023-06-13 06:00:00;0;67.2;53.7;57.8
2023-06-13 07:00:00;0;59.8;46.2;54.2
2023-06-13 08:00:00;0;53.8;41.5;50.9
2023-06-13 09:00:00;3;67.6;54.9;58.9
2023-06-13 10:00:00;0;61.1;47.0;55.9
2023-06-13 11:00:00;2;59.4;47.4;54.7
2023-06-13 12:00:00;0;67.2;52.1;57.2
2023-06-13 13:00:00;0;59.6;45.5;53.8
2023-06-13 14:00:00;3;68.6;54.3;58.3
2023-06-13 15:00:00;0;63.2;47.8;55.6
2023-06-13 16:00:00;2;64.7;52.2;57.1
2023-06-13 17:00:00;0;63.9;49.9;56.4
2023-06-13 18:00:00;4;63.9;51.3;56.8
2023-06-13 19:00:00;0;68.1;51.8;58.2
2023-06-13 20:00:00;2;61.7;47.4;55.7
2023-06-13 21:00:00;1;67.7;54.2;58.3
2023-06-13 22:00:00;0;60.3;46.6;54.8
2023-06-13 23:00:00;5;66.5;55.3;59.4
2023-06-14 00:00:00;3;73.3;66.0;69.3
2023-06-14 01:00:00;0;65.8;55.2;64.2
2023-06-14 02:00:00;2;71.8;64.0;68.6
2023-06-14 03:00:00;0;64.7;54.2;63.6
2023-06-14 04:00:00;2;70.1;62.5;67.6
2023-06-14 05:00:00;0;65.7;55.5;64.5
2023-06-14 06:00:00;0;59.7;48.6;59.8
2023-06-14 07:00:00;0;55.5;43.8;55.7
2023-06-14 08:00:00;0;52.1;40.4;52.1
2023-06-14 09:00:00;0;48.9;37.8;49.1
2023-06-14 10:00:00;0;46.4;35.9;46.6
2023-06-14 11:00:00;0;44.0;34.3;43.9
2023-06-14 12:00:00;3;53.0;42.7;48.9
2023-06-14 13:00:00;0;67.6;51.2;56.4
2023-06-14 14:00:00;3;63.5;49.2;55.5
2023-06-14 15:00:00;0;69.7;53.3;58.6
2023-06-14 16:00:00;0;61.9;46.3;55.2
2023-06-14 17:00:00;3;69.9;54.2;58.3
2023-06-14 18:00:00;0;64.6;47.8;55.5
2023-06-14 19:00:00;3;69.5;55.1;59.1
2023-06-14 20:00:00;0;63.5;48.3;56.2
2023-06-14 21:00:00;2;65.1;52.5;57.5
2023-06-14 22:00:00;0;63.8;49.6;56.3
2023-06-14 23:00:00;2;59.9;47.7;55.0
2023-06-15 00:00:00;0;66.6;52.9;57.5
2023-06-15 01:00:00;0;59.3;45.9;54.1
2023-06-15 02:00:00;2;55.4;43.8;52.3
2023-06-15 03:00:00;0;67.0;53.7;57.8
2023-06-15 04:00:00;0;59.8;46.2;54.2
2023-06-15 05:00:00;0;53.7;41.6;50.9
2023-06-15 06:00:00;2;67.6;55.0;58.6
2023-06-15 07:00:00;0;60.7;46.9;54.7
2023-06-15 08:00:00;0;54.4;42.1;51.3
2023-06-15 09:00:00;2;66.0;53.8;57.8
2023-06-15 10:00:00;0;61.4;47.6;55.0
2023-06-15 11:00:00;2;63.6;50.8;56.0
2023-06-15 12:00:00;0;66.6;50.2;56.3
2023-06-15 13:00:00;2;61.5;47.2;54.7
2023-06-15 14:00:00;1;69.5;53.8;58.4
2023-06-15 15:00:00;0;61.8;46.6;55.1
2023-06-15 16:00:00;3;67.1;53.7;58.0
2023-06-15 17:00:00;0;63.4;48.6;56.0
2023-06-15 18:00:00;4;69.1;54.4;58.9
2023-06-15 19:00:00;0;65.1;49.1;57.0
2023-06-15 20:00:00;2;65.9;52.8;57.7
2023-06-15 21:00:00;0;64.2;49.6;56.3
2023-06-15 22:00:00;2;62.0;50.0;56.0
2023-06-15 23:00:00;0;66.0;51.9;57.4
2023-06-16 00:00:00;0;58.6;45.4;54.0
2023-06-16 01:00:00;2;62.5;51.2;56.3
2023-06-16 02:00:00;0;63.7;49.6;56.2
2023-06-16 03:00:00;0;56.8;44.0;52.8
2023-06-16 04:00:00;2;58.9;47.9;54.3
2023-06-16 05:00:00;0;65.2;51.0;56.7
2023-06-16 06:00:00;0;57.9;44.8;53.3
2023-06-16 07:00:00;2;56.3;45.6;53.0
2023-06-16 08:00:00;0;66.8;52.6;57.3
2023-06-16 09:00:00;0;59.2;45.7;53.8
2023-06-16 10:00:00;2;64.5;51.2;56.2
2023-06-16 11:00:00;0;65.5;49.2;55.8
2023-06-16 12:00:00;2;61.9;47.8;54.9
2023-06-16 13:00:00;0;69.8;52.5;56.9
2023-06-16 14:00:00;2;62.9;47.3;54.7
2023-06-16 15:00:00;1;71.2;54.6;58.8
2023-06-16 16:00:00;0;63.3;47.1;55.5
2023-06-16 17:00:00;3;68.2;54.5;58.6
2023-06-16 18:00:00;0;63.2;48.4;56.0
2023-06-16 19:00:00;2;63.9;51.6;56.8
2023-06-16 20:00:00;0;64.4;50.2;56.5
2023-06-16 21:00:00;2;60.2;48.0;55.1
2023-06-16 22:00:00;0;66.8;53.0;57.6
2023-06-16 23:00:00;0;59.4;46.0;54.2
2023-06-17 00:00:00;2;58.4;47.2;54.2
2023-06-17 01:00:00;0;65.9;51.9;57.0
2023-06-17 02:00:00;0;58.6;45.4;53.6
2023-06-17 03:00:00;2;55.3;44.1;52.3
2023-06-17 04:00:00;0;67.0;53.5;57.7
2023-06-17 05:00:00;0;59.7;46.2;54.2
2023-06-17 06:00:00;0;53.7;41.6;50.9
2023-06-17 07:00:00;2;67.2;55.0;58.4
2023-06-17 08:00:00;0;60.9;47.2;54.7
2023-06-17 09:00:00;3;62.4;50.5;56.0
2023-06-17 10:00:00;0;64.9;50.4;56.6
2023-06-17 11:00:00;2;60.5;48.0;55.2
2023-06-17 12:00:00;0;67.6;53.1;57.8
2023-06-17 13:00:00;0;60.0;46.2;54.4
2023-06-17 14:00:00;2;58.3;46.7;54.0
2023-06-17 15:00:00;0;66.7;52.7;57.5
2023-06-17 16:00:00;0;59.3;45.9;54.1
2023-06-17 17:00:00;0;53.5;41.5;50.9
2023-06-17 18:00:00;2;68.3;54.3;57.8
2023-06-17 19:00:00;0;62.5;47.5;54.6
2023-06-17 20:00:00;0;56.0;42.7;51.4
2023-06-17 21:00:00;2;65.2;52.9;57.1
2023-06-17 22:00:00;0;62.4;48.4;55.4
2023-06-17 23:00:00;0;55.9;43.2;52.0
2023-06-18 00:00:00;2;63.1;51.5;56.3
2023-06-18 01:00:00;0;63.3;49.0;55.9
2023-06-18 02:00:00;0;56.6;43.7;52.5
2023-06-18 03:00:00;3;60.5;49.3;55.0
2023-06-18 04:00:00;0;64.6;50.3;56.5
2023-06-18 05:00:00;0;57.6;44.4;53.1
2023-06-18 06:00:00;2;56.8;46.0;53.2
2023-06-18 07:00:00;0;66.6;52.4;57.4
2023-06-18 08:00:00;0;59.1;45.7;54.0
2023-06-18 09:00:00;0;53.3;41.4;50.7
2023-06-18 10:00:00;3;67.6;55.0;58.5
2023-06-18 11:00:00;0;61.2;47.3;54.8
2023-06-18 12:00:00;0;55.0;42.5;51.5
2023-06-18 13:00:00;2;64.3;52.4;56.7
2023-06-18 14:00:00;0;63.1;48.8;55.7
2023-06-18 15:00:00;0;56.5;43.6;52.4
2023-06-18 16:00:00;3;59.8;48.6;54.6
2023-06-18 17:00:00;0;65.0;50.7;56.5
2023-06-18 18:00:00;0;57.9;44.9;53.2
2023-06-18 19:00:00;2;57.0;46.2;53.3
2023-06-18 20:00:00;0;66.6;52.4;57.2
2023-06-18 21:00:00;0;59.3;45.9;53.9
2023-06-18 22:00:00;1;54.0;42.0;51.0
2023-06-18 23:00:00;2;67.8;55.0;58.6
2023-06-19 00:00:00;0;60.9;47.1;54.7
2023-06-19 01:00:00;0;54.8;42.4;51.5
2023-06-19 02:00:00;2;65.6;53.7;57.6
2023-06-19 03:00:00;0;62.0;48.1;55.4
2023-06-19 04:00:00;0;55.6;43.1;52.1
2023-06-19 05:00:00;3;61.8;50.5;55.6
2023-06-19 06:00:00;0;63.4;49.7;56.0
2023-06-19 07:00:00;0;56.7;44.1;52.6
2023-06-19 08:00:00;2;61.3;50.1;55.4
2023-06-19 09:00:00;0;64.3;50.1;56.4
2023-06-19 10:00:00;0;57.4;44.5;52.9
2023-06-19 11:00:00;2;68.2;55.0;58.5
2023-06-19 12:00:00;0;61.4;47.2;54.7
2023-06-19 13:00:00;2;65.8;51.7;56.6
2023-06-19 14:00:00;0;66.7;49.6;56.2
2023-06-19 15:00:00;3;63.3;49.0;55.6
2023-06-19 16:00:00;0;68.2;52.8;58.1
2023-06-19 17:00:00;0;60.7;46.2;54.7
2023-06-19 18:00:00;4;70.6;55.8;59.6
2023-06-19 19:00:00;0;64.1;48.4;56.3
2023-06-19 20:00:00;3;65.5;52.8;57.6
2023-06-19 21:00:00;0;64.7;50.2;56.8
2023-06-19 22:00:00;2;60.0;47.5;55.0
2023-06-19 23:00:00;0;66.7;53.5;57.7
2023-06-20 00:00:00;0;59.6;46.5;54.3
2023-06-20 01:00:00;3;63.5;51.8;56.6
2023-06-20 02:00:00;0;63.3;49.4;55.9
2023-06-20 03:00:00;0;56.6;44.0;52.6
2023-06-20 04:00:00;2;60.1;49.1;54.8
2023-06-20 05:00:00;0;64.7;50.4;56.5
2023-06-20 06:00:00;0;57.6;44.6;53.1
2023-06-20 07:00:00;2;56.8;46.2;53.3
2023-06-20 08:00:00;0;66.6;52.4;57.4
2023-06-20 09:00:00;0;59.2;45.7;54.1
2023-06-20 10:00:00;2;54.8;43.0;52.7
2023-06-20 11:00:00;1;69.3;54.3;57.8
2023-06-20 12:00:00;0;61.6;46.6;54.1
2023-06-20 13:00:00;2;67.2;52.4;56.7
2023-06-20 14:00:00;0;66.0;49.0;55.5
2023-06-20 15:00:00;3;65.2;51.0;56.4
2023-06-20 16:00:00;0;66.6;51.2;57.4
2023-06-20 17:00:00;2;61.7;48.1;55.6
2023-06-20 18:00:00;1;69.9;53.9;58.5
2023-06-20 19:00:00;0;62.1;46.8;55.3
2023-06-20 20:00:00;2;67.1;54.3;58.2
2023-06-20 21:00:00;0;62.3;48.3;55.6
2023-06-20 22:00:00;2;63.3;51.2;56.5
2023-06-20 23:00:00;3;66.3;53.2;58.7
2023-06-21 00:00:00;3;73.8;66.2;69.4
2023-06-21 01:00:00;0;66.3;55.7;64.5
2023-06-21 02:00:00;3;70.1;62.4;67.5
2023-06-21 03:00:00;0;66.3;56.1;64.8
2023-06-21 04:00:00;2;66.1;57.9;64.9
2023-06-21 05:00:00;0;68.6;59.3;66.8
2023-06-21 06:00:00;0;61.8;51.3;61.7
2023-06-21 07:00:00;0;57.5;46.0;57.6
2023-06-21 08:00:00;0;53.9;42.3;54.0
2023-06-21 09:00:00;0;50.8;39.6;50.8
2023-06-21 10:00:00;0;48.0;37.5;48.2
2023-06-21 11:00:00;0;45.7;35.7;45.5
2023-06-21 12:00:00;3;53.4;42.9;49.3
2023-06-21 13:00:00;0;68.7;51.0;55.9
2023-06-21 14:00:00;4;66.3;51.3;56.5
2023-06-21 15:00:00;0;68.8;51.9;58.1
2023-06-21 16:00:00;2;63.1;48.7;56.2
2023-06-21 17:00:00;1;68.9;53.7;58.1
2023-06-21 18:00:00;0;61.3;46.8;54.9
2023-06-21 19:00:00;3;69.8;55.7;59.5
2023-06-21 20:00:00;0;63.1;48.1;56.1
2023-06-21 21:00:00;2;66.3;52.4;57.3
2023-06-21 22:00:00;0;66.3;49.8;56.4
2023-06-21 23:00:00;2;61.2;47.8;55.0
2023-06-22 00:00:00;0;66.9;53.3;57.6
2023-06-22 01:00:00;0;59.7;46.5;54.2
2023-06-22 02:00:00;2;56.2;45.0;52.9
2023-06-22 03:00:00;0;67.0;53.6;57.7
2023-06-22 04:00:00;0;59.9;46.4;54.3
2023-06-22 05:00:00;0;54.0;42.0;51.1
2023-06-22 06:00:00;2;66.3;54.1;58.0
2023-06-22 07:00:00;0;61.8;47.8;55.3
2023-06-22 08:00:00;0;55.5;43.0;52.0
2023-06-22 09:00:00;2;64.0;52.3;56.7
2023-06-22 10:00:00;0;62.6;48.7;55.6
2023-06-22 11:00:00;2;59.7;47.7;54.6
2023-06-22 12:00:00;0;68.6;53.0;57.5
2023-06-22 13:00:00;0;61.0;46.3;54.3
2023-06-22 14:00:00;3;67.8;53.3;57.7
2023-06-22 15:00:00;0;66.2;49.6;56.9
2023-06-22 16:00:00;3;63.4;49.3;56.1
2023-06-22 17:00:00;0;69.0;52.6;58.0
2023-06-22 18:00:00;2;62.7;48.0;55.8
2023-06-22 19:00:00;1;69.0;54.3;58.7
2023-06-22 20:00:00;0;61.6;46.9;55.3
2023-06-22 21:00:00;3;67.1;54.2;58.3
2023-06-22 22:00:00;0;62.1;48.1;55.5
2023-06-22 23:00:00;2;62.5;50.7;56.2
2023-06-23 00:00:00;0;64.9;50.7;56.7
2023-06-23 01:00:00;0;57.8;44.8;53.3
2023-06-23 02:00:00;2;60.0;48.9;54.8
2023-06-23 03:00:00;0;64.7;50.7;56.5
2023-06-23 04:00:00;0;57.6;44.8;53.1
2023-06-23 05:00:00;2;56.9;46.3;53.3
2023-06-23 06:00:00;0;66.2;52.1;57.1
2023-06-23 07:00:00;0;58.8;45.6;53.7
2023-06-23 08:00:00;2;54.2;42.8;51.4
2023-06-23 09:00:00;1;67.2;54.4;58.1
2023-06-23 10:00:00;0;60.0;46.6;54.3
2023-06-23 11:00:00;2;65.8;52.2;56.6
2023-06-23 12:00:00;0;65.4;49.1;55.6
2023-06-23 13:00:00;2;63.0;49.9;55.7
2023-06-23 14:00:00;0;66.3;51.4;57.2
2023-06-23 15:00:00;2;60.2;46.7;54.7
2023-06-23 16:00:00;1;68.8;54.7;58.6
2023-06-23 17:00:00;0;61.5;47.2;55.2
2023-06-23 18:00:00;4;68.3;54.5;58.8
2023-06-23 19:00:00;0;65.1;49.5;57.0
2023-06-23 20:00:00;2;62.9;50.1;56.4
2023-06-23 21:00:00;0;65.9;51.6;57.1
2023-06-23 22:00:00;0;58.6;45.4;53.8
2023-06-23 23:00:00;2;67.3;54.9;58.5
2023-06-24 00:00:00;0;61.2;47.6;55.1
2023-06-24 01:00:00;0;55.0;42.7;51.8
2023-06-24 02:00:00;2;66.6;54.4;58.2
2023-06-24 03:00:00;0;61.1;47.5;54.9
2023-06-24 04:00:00;0;54.9;42.6;51.6
2023-06-24 05:00:00;3;63.0;51.5;56.3
2023-06-24 06:00:00;0;62.9;49.0;55.7
2023-06-24 07:00:00;0;56.2;43.6;52.3
2023-06-24 08:00:00;2;62.9;49.6;55.1
2023-06-24 09:00:00;0;66.8;49.9;55.7
2023-06-24 10:00:00;3;62.4;48.5;55.0
2023-06-24 11:00:00;0;67.1;52.7;57.8
2023-06-24 12:00:00;0;59.8;46.0;54.3
2023-06-24 13:00:00;2;67.7;54.8;58.4
2023-06-24 14:00:00;0;61.6;47.6;55.1
2023-06-24 15:00:00;2;60.5;48.8;55.2
2023-06-24 16:00:00;0;66.1;51.9;57.3
2023-06-24 17:00:00;0;58.9;45.8;54.0
2023-06-24 18:00:00;0;53.4;41.9;50.9
2023-06-24 19:00:00;2;67.9;55.2;58.8
2023-06-24 20:00:00;0;61.2;47.4;55.0
2023-06-24 21:00:00;0;55.2;42.8;51.8
2023-06-24 22:00:00;2;63.4;51.8;56.4
2023-06-24 23:00:00;0;63.0;49.0;55.7
2023-06-25 00:00:00;0;56.4;43.9;52.4
2023-06-25 01:00:00;3;62.1;50.8;55.8
2023-06-25 02:00:00;0;63.9;49.7;56.2
2023-06-25 03:00:00;0;57.1;44.2;52.8
2023-06-25 04:00:00;2;60.1;49.1;54.9
2023-06-25 05:00:00;0;64.9;50.7;56.7
2023-06-25 06:00:00;0;57.9;44.8;53.3
2023-06-25 07:00:00;2;56.6;45.8;53.2
2023-06-25 08:00:00;0;66.6;52.6;57.4
2023-06-25 09:00:00;0;59.2;45.9;53.9
2023-06-25 10:00:00;0;53.5;41.5;50.8
2023-06-25 11:00:00;2;67.6;55.0;58.6
2023-06-25 12:00:00;0;61.1;47.3;54.8
2023-06-25 13:00:00;0;55.1;42.6;51.6
2023-06-25 14:00:00;3;64.7;52.6;57.0
2023-06-25 15:00:00;0;63.0;48.8;55.8
2023-06-25 16:00:00;0;56.4;43.8;52.5
2023-06-25 17:00:00;2;59.8;49.0;54.8
2023-06-25 18:00:00;0;65.0;50.9;56.7
2023-06-25 19:00:00;0;58.1;45.1;53.4
2023-06-25 20:00:00;2;56.5;45.6;53.1
2023-06-25 21:00:00;0;66.9;52.8;57.4
2023-06-25 22:00:00;0;59.7;46.3;54.1
2023-06-25 23:00:00;0;54.0;42.0;51.0
2023-06-26 00:00:00;2;67.5;54.9;58.5
2023-06-26 01:00:00;0;60.9;47.3;54.7
2023-06-26 02:00:00;0;54.8;42.7;51.5
2023-06-26 03:00:00;3;68.9;54.2;57.9
2023-06-26 04:00:00;0;63.3;47.6;54.9
2023-06-26 05:00:00;0;56.6;42.8;51.7
2023-06-26 06:00:00;2;63.3;51.6;56.3
2023-06-26 07:00:00;0;63.2;49.2;55.9
2023-06-26 08:00:00;0;56.5;43.9;52.6
2023-06-26 09:00:00;2;61.7;50.4;55.6
2023-06-26 10:00:00;0;63.7;49.8;55.9
2023-06-26 11:00:00;2;58.7;46.5;54.0
2023-06-26 12:00:00;0;67.3;54.0;57.9
2023-06-26 13:00:00;0;60.2;46.7;54.4
2023-06-26 14:00:00;3;68.2;53.5;58.0
2023-06-26 15:00:00;0;66.5;49.6;57.1
2023-06-26 16:00:00;3;63.9;49.7;56.4
2023-06-26 17:00:00;0;68.5;52.3;57.8
2023-06-26 18:00:00;2;62.7;48.6;56.0
2023-06-26 19:00:00;1;69.6;54.0;58.7
2023-06-26 20:00:00;0;62.2;47.1;55.4
2023-06-26 21:00:00;2;67.7;54.4;58.3
2023-06-26 22:00:00;0;63.1;48.6;55.8
2023-06-26 23:00:00;2;62.6;50.6;56.2
2023-06-27 00:00:00;0;65.4;51.2;56.9
2023-06-27 01:00:00;0;58.3;45.4;53.6
2023-06-27 02:00:00;2;59.1;48.2;54.5
2023-06-27 03:00:00;0;65.5;51.5;56.9
2023-06-27 04:00:00;0;58.4;45.4;53.5
2023-06-27 05:00:00;2;53.7;42.3;51.1
2023-06-27 06:00:00;1;67.6;54.7;58.5
2023-06-27 07:00:00;0;60.6;47.0;54.7
2023-06-27 08:00:00;0;54.5;42.4;51.4
2023-06-27 09:00:00;2;64.5;52.9;57.3
2023-06-27 10:00:00;0;62.3;48.5;56.5
2023-06-27 11:00:00;0;55.9;43.5;52.6
2023-06-27 12:00:00;2;69.7;54.3;57.8
2023-06-27 13:00:00;0;64.1;47.8;54.7
2023-06-27 14:00:00;3;63.4;49.2;55.2
2023-06-27 15:00:00;0;69.0;51.6;56.6
2023-06-27 16:00:00;0;61.2;45.5;53.6
2023-06-27 17:00:00;3;67.2;54.2;58.2
2023-06-27 18:00:00;0;61.7;48.0;55.3
2023-06-27 19:00:00;3;65.5;52.8;57.4
2023-06-27 20:00:00;0;64.1;49.5;56.3
2023-06-27 21:00:00;2;64.1;50.8;56.3
2023-06-27 22:00:00;0;68.4;51.0;56.6
2023-06-27 23:00:00;4;62.8;48.8;56.2
2023-06-28 00:00:00;4;73.7;66.6;69.5
2023-06-28 01:00:00;0;66.4;56.1;64.7
2023-06-28 02:00:00;2;70.5;62.6;67.6
2023-06-28 03:00:00;0;66.3;56.1;64.7
2023-06-28 04:00:00;2;66.3;58.1;65.0
2023-06-28 05:00:00;0;68.6;59.1;66.5
2023-06-28 06:00:00;0;61.6;51.1;61.5
2023-06-28 07:00:00;0;57.1;45.7;57.3
2023-06-28 08:00:00;0;53.5;42.0;53.6
2023-06-28 09:00:00;0;50.4;39.2;50.5
2023-06-28 10:00:00;0;47.7;37.1;47.9
2023-06-28 11:00:00;0;45.2;35.5;45.1
2023-06-28 12:00:00;2;53.8;43.9;49.7
2023-06-28 13:00:00;0;67.7;51.0;56.7
2023-06-28 14:00:00;3;62.2;47.6;55.1
2023-06-28 15:00:00;1;69.3;54.0;58.5
2023-06-28 16:00:00;0;61.8;47.1;55.2
2023-06-28 17:00:00;3;67.2;53.6;58.1
2023-06-28 18:00:00;0;63.5;48.8;56.1
2023-06-28 19:00:00;3;63.4;51.0;56.6
2023-06-28 20:00:00;0;65.8;51.2;57.2
2023-06-28 21:00:00;1;59.4;46.2;54.3
2023-06-28 22:00:00;1;67.8;54.9;58.4
2023-06-28 23:00:00;0;60.7;47.1;54.7
2023-06-29 00:00:00;2;60.4;49.1;55.2
2023-06-29 01:00:00;0;65.0;51.2;56.6
2023-06-29 02:00:00;0;58.0;45.3;53.3
2023-06-29 03:00:00;2;56.1;45.6;52.9
2023-06-29 04:00:00;0;67.1;53.1;57.6
2023-06-29 05:00:00;0;59.8;46.2;54.2
2023-06-29 06:00:00;0;53.9;41.8;51.0
2023-06-29 07:00:00;2;65.8;53.7;57.6
2023-06-29 08:00:00;0;61.8;48.1;55.2
2023-06-29 09:00:00;0;55.5;43.2;51.9
2023-06-29 10:00:00;2;65.2;53.1;57.2
2023-06-29 11:00:00;0;62.2;48.2;55.3
2023-06-29 12:00:00;2;60.8;48.5;54.9
2023-06-29 13:00:00;0;69.2;52.2;56.8
2023-06-29 14:00:00;0;61.3;45.9;53.7
2023-06-29 15:00:00;2;66.6;53.9;57.9
2023-06-29 16:00:00;0;62.5;48.6;55.7
2023-06-29 17:00:00;2;61.2;49.2;55.4
2023-06-29 18:00:00;0;67.6;52.0;57.4
2023-06-29 19:00:00;0;60.0;45.9;54.2
2023-06-29 20:00:00;3;68.0;55.3;58.8
2023-06-29 21:00:00;0;61.2;47.6;55.1
2023-06-29 22:00:00;2;64.1;52.1;56.9
2023-06-29 23:00:00;0;63.5;49.6;56.1
2023-06-30 00:00:00;0;56.9;44.3;52.8
2023-06-30 01:00:00;2;64.8;53.3;57.4
2023-06-30 02:00:00;0;62.4;48.6;55.6
2023-06-30 03:00:00;0;56.0;43.5;52.3
2023-06-30 04:00:00;2;59.8;49.0;54.7
2023-06-30 05:00:00;0;64.6;50.4;56.4
2023-06-30 06:00:00;0;57.7;44.7;53.1
2023-06-30 07:00:00;2;56.7;46.0;53.2
2023-06-30 08:00:00;0;66.6;52.6;57.4
2023-06-30 09:00:00;0;59.2;46.0;54.0
2023-06-30 10:00:00;2;56.1;44.6;52.7
2023-06-30 11:00:00;0;68.3;53.5;57.6
2023-06-30 12:00:00;0;60.7;46.3;54.2
2023-06-30 13:00:00;2;65.3;52.3;57.0
2023-06-30 14:00:00;0;64.6;49.4;56.3
2023-06-30 15:00:00;3;62.1;49.3;55.8
2023-06-30 16:00:00;0;68.0;52.8;58.2
2023-06-30 17:00:00;0;60.3;46.1;54.7
2023-06-30 18:00:00;4;69.3;55.1;59.1
2023-06-30 19:00:00;0;63.8;48.4;56.3
2023-06-30 20:00:00;3;65.6;52.8;57.6
2023-06-30 21:00:00;0;64.0;49.7;56.5
2023-06-30 22:00:00;2;61.3;49.1;55.7
2023-06-30 23:00:00;0;66.1;52.1;57.2
2023-07-01 00:00:00;0;58.7;45.5;53.8
2023-07-01 01:00:00;2;64.8;52.7;57.2
2023-07-01 02:00:00;0;62.5;48.7;55.6
2023-07-01 03:00:00;0;55.9;43.4;52.2
2023-07-01 04:00:00;2;60.4;49.5;55.0
2023-07-01 05:00:00;0;64.4;50.3;56.5
2023-07-01 06:00:00;0;57.4;44.4;53.0
2023-07-01 07:00:00;2;56.8;46.1;53.3
2023-07-01 08:00:00;0;66.0;52.1;57.0
2023-07-01 09:00:00;0;58.7;45.6;53.6
2023-07-01 10:00:00;2;55.6;44.4;52.4
2023-07-01 11:00:00;0;67.0;53.4;57.7
2023-07-01 12:00:00;0;59.8;46.3;54.2
2023-07-01 13:00:00;0;54.0;41.8;51.0
2023-07-01 14:00:00;3;65.9;53.5;57.7
2023-07-01 15:00:00;0;62.1;48.0;55.3
2023-07-01 16:00:00;0;55.7;43.1;52.0
2023-07-01 17:00:00;3;60.8;49.6;55.1
2023-07-01 18:00:00;0;64.1;50.1;56.2
2023-07-01 19:00:00;0;57.3;44.4;52.9
2023-07-01 20:00:00;3;59.9;48.7;54.6
2023-07-01 21:00:00;0;65.2;50.8;56.7
2023-07-01 22:00:00;0;58.1;44.9;53.3
2023-07-01 23:00:00;2;55.4;44.2;52.4
2023-07-02 00:00:00;0;66.9;53.4;57.6
2023-07-02 01:00:00;0;59.6;46.3;54.1
2023-07-02 02:00:00;0;53.7;41.7;50.9
2023-07-02 03:00:00;2;67.2;54.7;58.4
2023-07-02 04:00:00;0;61.1;47.4;54.9
2023-07-02 05:00:00;0;54.8;42.5;51.5
2023-07-02 06:00:00;3;63.6;51.8;56.6
2023-07-02 07:00:00;0;62.9;48.8;55.7
2023-07-02 08:00:00;0;56.2;43.5;52.3
2023-07-02 09:00:00;2;60.3;49.2;54.9
2023-07-02 10:00:00;0;64.6;50.4;56.4
2023-07-02 11:00:00;0;57.6;44.6;53.0
2023-07-02 12:00:00;2;56.9;46.2;53.2
2023-07-02 13:00:00;0;66.4;52.1;57.1
2023-07-02 14:00:00;0;59.0;45.7;53.7
2023-07-02 15:00:00;2;54.4;42.5;51.3
2023-07-02 16:00:00;1;67.5;54.7;58.3
2023-07-02 17:00:00;0;60.6;46.9;54.5
2023-07-02 18:00:00;0;54.6;42.3;51.4
2023-07-02 19:00:00;2;65.2;53.2;57.4
2023-07-02 20:00:00;0;62.3;48.3;55.4
2023-07-02 21:00:00;0;55.9;43.3;52.1
2023-07-02 22:00:00;2;63.1;51.4;56.3
2023-07-02 23:00:00;0;63.0;49.1;55.7
