Site;SS33 Rue des Communaux 7 (ID 3233);SS33 Rue des Communaux 7 (ID 3233);SS33 Rue des Communaux 7 (ID 3233);SS33 Rue des Communaux 7 (ID 3233)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-03-09 23:00:00;7;72.2;28.7;37.7
2023-03-10 00:00:00;11;71.6;36.8;44.4
2023-03-10 01:00:00;5;72.3;37.7;40.9
2023-03-10 02:00:00;9;71.3;29.3;39.2
2023-03-10 03:00:00;12;72.0;40.0;47.4
2023-03-10 04:00:00;9;72.4;33.9;41.4
2023-03-10 05:00:00;10;72.0;31.3;41.4
2023-03-10 06:00:00;16;72.2;37.6;47.0
2023-03-10 07:00:00;8;73.3;38.6;45.3
2023-03-10 08:00:00;10;73.4;34.1;44.3
2023-03-10 09:00:00;14;73.8;40.6;49.1
2023-03-10 10:00:00;8;73.9;37.9;45.1
2023-03-10 11:00:00;11;73.4;33.8;44.1
2023-03-10 12:00:00;10;74.4;44.6;48.9
2023-03-10 13:00:00;8;73.5;32.1;41.3
2023-03-10 14:00:00;11;74.1;44.4;49.3
2023-03-10 15:00:00;8;73.5;32.6;40.7
2023-03-10 16:00:00;12;73.7;39.3;46.9
2023-03-10 17:00:00;7;73.8;36.9;43.1
2023-03-10 18:00:00;8;73.0;31.6;41.1
2023-03-10 19:00:00;13;74.0;44.3;49.6
2023-03-10 20:00:00;11;73.3;32.3;42.6
2023-03-10 21:00:00;13;74.2;42.8;48.9
2023-03-10 22:00:00;12;73.1;32.1;43.0
2023-03-10 23:00:00;15;73.6;39.6;48.5
2023-03-11 00:00:00;12;73.4;35.5;44.7
2023-03-11 01:00:00;13;73.0;33.1;44.7
2023-03-11 02:00:00;16;73.6;41.9;50.5
2023-03-11 03:00:00;14;73.3;35.3;44.9
2023-03-11 04:00:00;14;73.0;33.8;45.5
2023-03-11 05:00:00;19;73.8;39.9;49.8
2023-03-11 06:00:00;16;74.3;38.5;49.1
2023-03-11 07:00:00;15;74.2;38.0;49.4
2023-03-11 08:00:00;17;74.5;41.1;51.3
2023-03-11 09:00:00;13;74.6;41.8;50.3
2023-03-11 10:00:00;14;74.3;36.8;48.3
2023-03-11 11:00:00;15;74.5;38.1;48.6
2023-03-11 12:00:00;12;75.0;42.4;50.0
2023-03-11 13:00:00;12;74.4;35.3;46.2
2023-03-11 14:00:00;12;74.3;35.2;46.0
2023-03-11 15:00:00;15;75.2;44.9;51.7
2023-03-11 16:00:00;12;74.3;35.9;47.0
2023-03-11 17:00:00;16;75.3;44.2;51.5
2023-03-11 18:00:00;13;74.1;35.7;46.9
2023-03-11 19:00:00;18;74.4;37.4;49.0
2023-03-11 20:00:00;13;74.9;42.2;50.0
2023-03-11 21:00:00;12;74.3;32.9;44.2
2023-03-11 22:00:00;16;74.4;36.7;46.8
2023-03-11 23:00:00;12;74.7;39.7;47.5
2023-03-12 00:00:00;13;73.4;33.0;44.3
2023-03-12 01:00:00;18;73.6;35.1;46.1
2023-03-12 02:00:00;12;74.7;41.0;48.2
2023-03-12 03:00:00;13;73.1;33.0;44.1
2023-03-12 04:00:00;18;73.6;35.9;46.7
2023-03-12 05:00:00;12;74.6;40.0;47.7
2023-03-12 06:00:00;14;73.3;33.8;45.5
2023-03-12 07:00:00;16;74.8;37.9;48.1
2023-03-12 08:00:00;11;74.9;41.0;48.5
2023-03-12 09:00:00;11;74.4;34.9;45.6
2023-03-12 10:00:00;15;74.7;35.5;45.8
2023-03-12 11:00:00;9;74.9;42.7;48.3
2023-03-12 12:00:00;8;74.5;33.2;42.6
2023-03-12 13:00:00;7;73.9;32.5;40.6
2023-03-12 14:00:00;7;74.9;44.6;47.9
2023-03-12 15:00:00;4;73.4;31.2;39.0
2023-03-12 16:00:00;5;72.8;30.6;38.5
2023-03-12 17:00:00;6;74.0;49.9;48.9
2023-03-12 18:00:00;7;72.6;30.4;39.3
2023-03-12 19:00:00;11;73.2;31.9;42.0
2023-03-12 20:00:00;12;74.5;43.4;49.1
2023-03-12 21:00:00;9;73.3;30.3;40.7
2023-03-12 22:00:00;11;73.3;31.1;41.3
2023-03-12 23:00:00;14;74.4;43.1;48.7
2023-03-13 00:00:00;12;72.8;31.3;42.2
2023-03-13 01:00:00;10;72.5;31.3;41.5
2023-03-13 02:00:00;13;73.9;44.0;49.1
2023-03-13 03:00:00;10;72.8;30.4;40.7
2023-03-13 04:00:00;10;72.3;30.3;40.7
2023-03-13 05:00:00;11;73.6;43.7;48.7
2023-03-13 06:00:00;13;73.3;31.4;42.2
2023-03-13 07:00:00;10;73.7;33.5;43.5
2023-03-13 08:00:00;13;74.6;41.2;48.9
2023-03-13 09:00:00;7;74.4;36.4;42.9
2023-03-13 10:00:00;7;73.9;31.4;40.4
2023-03-13 11:00:00;7;74.3;46.9;48.4
2023-03-13 12:00:00;5;72.9;30.0;37.6
2023-03-13 13:00:00;7;73.2;45.7;47.7
2023-03-13 14:00:00;4;72.5;30.9;37.1
2023-03-13 15:00:00;8;73.1;47.7;50.1
2023-03-13 16:00:00;2;71.5;31.9;35.9
2023-03-13 17:00:00;7;72.1;44.6;48.8
2023-03-13 18:00:00;3;71.2;35.8;37.4
2023-03-13 19:00:00;8;71.9;44.4;48.4
2023-03-13 20:00:00;4;72.0;32.8;38.9
2023-03-13 21:00:00;4;69.0;40.5;44.4
2023-03-13 22:00:00;0;67.7;51.3;47.2
2023-03-13 23:00:00;13;69.9;31.6;40.4
2023-03-14 00:00:00;7;72.3;39.0;43.8
2023-03-14 01:00:00;10;71.2;29.1;39.1
2023-03-14 02:00:00;12;72.9;42.8;48.2
2023-03-14 03:00:00;11;71.8;30.2;40.7
2023-03-14 04:00:00;12;71.0;31.1;41.7
2023-03-14 05:00:00;14;73.1;43.0;49.2
2023-03-14 06:00:00;14;72.0;32.4;44.1
2023-03-14 07:00:00;12;72.6;35.1;45.8
2023-03-14 08:00:00;12;73.8;44.5;50.2
2023-03-14 09:00:00;11;73.0;34.1;44.3
2023-03-14 10:00:00;13;74.0;44.1;50.4
2023-03-14 11:00:00;11;73.1;34.6;44.4
2023-03-14 12:00:00;15;73.3;37.5;47.4
2023-03-14 13:00:00;10;73.6;41.2;47.9
2023-03-14 14:00:00;16;73.3;37.4;48.0
2023-03-14 15:00:00;10;74.1;43.1;49.2
2023-03-14 16:00:00;11;73.1;34.2;44.7
2023-03-14 17:00:00;15;74.2;44.4;51.0
2023-03-14 18:00:00;13;73.1;35.2;46.1
2023-03-14 19:00:00;17;74.5;45.4;52.1
2023-03-14 20:00:00;13;73.2;35.1;46.2
2023-03-14 21:00:00;14;74.4;44.0;50.0
2023-03-14 22:00:00;13;73.0;32.0;43.2
2023-03-14 23:00:00;20;74.4;44.5;52.5
2023-03-15 00:00:00;14;75.8;56.1;59.6
2023-03-15 01:00:00;18;73.1;33.6;45.3
2023-03-15 02:00:00;13;75.2;47.5;53.6
2023-03-15 03:00:00;13;73.1;33.1;44.4
2023-03-15 04:00:00;16;75.2;47.9;54.1
2023-03-15 05:00:00;16;73.1;34.0;45.9
2023-03-15 06:00:00;20;73.7;36.1;49.8
2023-03-15 07:00:00;17;74.3;39.0;51.5
2023-03-15 08:00:00;17;74.5;39.4;52.0
2023-03-15 09:00:00;14;74.2;38.6;50.0
2023-03-15 10:00:00;13;74.2;36.9;48.1
2023-03-15 11:00:00;13;74.0;36.3;47.4
2023-03-15 12:00:00;13;75.3;44.6;50.9
2023-03-15 13:00:00;10;74.3;35.5;45.7
2023-03-15 14:00:00;13;75.2;45.2;50.9
2023-03-15 15:00:00;9;74.1;34.9;44.7
2023-03-15 16:00:00;11;74.9;44.6;49.9
2023-03-15 17:00:00;9;74.0;34.2;43.8
2023-03-15 18:00:00;13;74.9;45.4;51.0
2023-03-15 19:00:00;14;73.9;34.7;45.9
2023-03-15 20:00:00;17;74.6;42.0;51.4
2023-03-15 21:00:00;12;74.3;38.0;46.9
2023-03-15 22:00:00;18;74.3;36.3;47.7
2023-03-15 23:00:00;14;74.8;41.7;50.1
2023-03-16 00:00:00;16;74.0;35.3;47.6
2023-03-16 01:00:00;18;74.9;43.9;52.1
2023-03-16 02:00:00;17;74.0;36.2;48.8
2023-03-16 03:00:00;18;74.0;37.0;49.7
2023-03-16 04:00:00;20;75.7;44.1;53.2
2023-03-16 05:00:00;18;74.6;37.1;50.2
2023-03-16 06:00:00;20;75.0;38.7;52.6
2023-03-16 07:00:00;20;76.1;46.6;55.9
2023-03-16 08:00:00;17;75.2;40.3;53.2
2023-03-16 09:00:00;20;75.2;40.8;52.1
2023-03-16 10:00:00;12;75.8;42.8;50.9
2023-03-16 11:00:00;11;75.0;35.8;46.4
2023-03-16 12:00:00;13;75.9;45.2;50.8
2023-03-16 13:00:00;11;74.9;35.0;45.2
2023-03-16 14:00:00;13;75.6;44.8;51.4
2023-03-16 15:00:00;9;74.9;35.5;44.2
2023-03-16 16:00:00;13;74.9;38.2;46.8
2023-03-16 17:00:00;7;74.8;41.7;46.6
2023-03-16 18:00:00;14;74.5;38.2;46.9
2023-03-16 19:00:00;10;74.7;40.4;47.0
2023-03-16 20:00:00;16;74.3;37.6;47.8
2023-03-16 21:00:00;11;74.6;40.6;47.6
2023-03-16 22:00:00;12;74.0;33.2;44.2
2023-03-16 23:00:00;16;75.1;43.9;50.6
2023-03-17 00:00:00;14;73.5;33.9;45.5
2023-03-17 01:00:00;16;74.6;43.6;51.0
2023-03-17 02:00:00;16;74.0;34.6;46.5
2023-03-17 03:00:00;15;74.0;35.0;46.9
2023-03-17 04:00:00;17;75.1;44.0;51.7
2023-03-17 05:00:00;17;74.1;35.5;47.6
2023-03-17 06:00:00;18;74.3;36.4;49.9
2023-03-17 07:00:00;19;75.7;45.6;54.3
2023-03-17 08:00:00;16;75.0;38.9;51.2
2023-03-17 09:00:00;12;74.8;37.2;47.7
2023-03-17 10:00:00;12;75.7;45.3;50.7
2023-03-17 11:00:00;10;74.7;34.0;44.0
2023-03-17 12:00:00;12;75.2;41.5;48.9
2023-03-17 13:00:00;6;74.6;36.9;42.9
2023-03-17 14:00:00;7;74.0;33.0;40.9
2023-03-17 15:00:00;4;74.6;48.9;48.5
2023-03-17 16:00:00;5;72.9;30.0;37.3
2023-03-17 17:00:00;6;73.5;48.4;50.3
2023-03-17 18:00:00;6;72.1;32.5;37.0
2023-03-17 19:00:00;9;73.2;41.6;47.2
2023-03-17 20:00:00;7;74.0;33.9;40.4
2023-03-17 21:00:00;11;72.9;34.3;42.5
2023-03-17 22:00:00;7;73.6;39.4;43.4
2023-03-17 23:00:00;8;73.0;29.5;39.0
2023-03-18 00:00:00;11;73.5;43.0;47.9
2023-03-18 01:00:00;11;72.7;30.3;40.9
2023-03-18 02:00:00;12;72.1;31.1;41.7
2023-03-18 03:00:00;13;73.8;43.3;49.2
2023-03-18 04:00:00;13;73.0;31.7;42.8
2023-03-18 05:00:00;12;72.8;32.2;43.0
2023-03-18 06:00:00;20;74.6;43.0;50.7
2023-03-18 07:00:00;15;74.0;36.1;47.7
2023-03-18 08:00:00;13;74.0;36.1;47.0
2023-03-18 09:00:00;14;74.8;44.1;50.4
2023-03-18 10:00:00;10;74.2;34.2;44.0
2023-03-18 11:00:00;10;74.8;44.4;49.3
2023-03-18 12:00:00;7;73.8;33.0;41.4
2023-03-18 13:00:00;10;73.8;40.0;46.9
2023-03-18 14:00:00;3;73.3;39.7;41.3
2023-03-18 15:00:00;5;72.5;30.0;37.7
2023-03-18 16:00:00;8;73.4;41.2;46.4
2023-03-18 17:00:00;4;72.4;40.1;41.2
2023-03-18 18:00:00;5;71.4;29.8;37.5
2023-03-18 19:00:00;12;72.2;37.2;44.7
2023-03-18 20:00:00;8;73.2;36.1;41.9
2023-03-18 21:00:00;6;71.7;28.8;38.5
2023-03-18 22:00:00;11;72.8;39.6;46.3
2023-03-18 23:00:00;7;72.9;32.5;38.1
2023-03-19 00:00:00;7;71.5;28.5;38.1
2023-03-19 01:00:00;11;71.8;38.0;45.4
2023-03-19 02:00:00;7;73.1;34.6;40.4
2023-03-19 03:00:00;9;71.8;29.2;39.1
2023-03-19 04:00:00;13;73.2;37.0;45.4
2023-03-19 05:00:00;8;73.0;35.2;42.1
2023-03-19 06:00:00;12;71.8;30.5;41.3
2023-03-19 07:00:00;14;73.3;38.4;47.0
2023-03-19 08:00:00;9;73.4;37.5;44.4
2023-03-19 09:00:00;9;73.2;32.1;41.9
2023-03-19 10:00:00;12;73.6;35.4;44.4
2023-03-19 11:00:00;5;73.7;41.1;44.1
2023-03-19 12:00:00;6;72.4;29.2;38.2
2023-03-19 13:00:00;13;73.4;34.8;43.5
2023-03-19 14:00:00;6;73.4;39.0;44.0
2023-03-19 15:00:00;7;72.9;30.8;39.9
2023-03-19 16:00:00;9;72.7;32.7;41.1
2023-03-19 17:00:00;6;73.3;43.5;45.9
2023-03-19 18:00:00;9;72.0;30.0;39.5
2023-03-19 19:00:00;11;72.4;31.3;41.7
2023-03-19 20:00:00;12;73.6;42.8;48.4
2023-03-19 21:00:00;9;72.3;29.2;39.6
2023-03-19 22:00:00;13;72.2;30.4;41.0
2023-03-19 23:00:00;10;73.3;41.5;47.0
2023-03-20 00:00:00;11;72.0;30.0;40.7
2023-03-20 01:00:00;11;72.0;30.0;40.7
2023-03-20 02:00:00;15;73.7;42.5;48.8
2023-03-20 03:00:00;13;72.4;31.0;41.8
2023-03-20 04:00:00;13;72.0;31.0;42.2
2023-03-20 05:00:00;14;73.9;42.6;48.9
2023-03-20 06:00:00;16;72.6;32.3;44.3
2023-03-20 07:00:00;13;73.5;35.3;45.9
2023-03-20 08:00:00;15;74.4;44.0;50.5
2023-03-20 09:00:00;11;73.3;33.0;43.2
2023-03-20 10:00:00;15;73.8;39.4;47.4
2023-03-20 11:00:00;8;73.7;37.2;43.8
2023-03-20 12:00:00;6;73.1;32.8;40.9
2023-03-20 13:00:00;7;73.9;47.2;49.0
2023-03-20 14:00:00;5;72.0;29.6;37.2
2023-03-20 15:00:00;8;73.5;46.7;49.0
2023-03-20 16:00:00;4;72.5;30.6;37.9
2023-03-20 17:00:00;8;73.3;51.4;50.7
2023-03-20 18:00:00;8;71.4;34.7;41.2
2023-03-20 19:00:00;8;72.9;40.5;44.6
2023-03-20 20:00:00;10;72.2;31.4;41.3
2023-03-20 21:00:00;10;73.1;44.5;48.5
2023-03-20 22:00:00;10;72.1;30.0;40.3
2023-03-20 23:00:00;12;73.2;43.6;49.0
2023-03-21 00:00:00;12;71.9;30.8;41.7
2023-03-21 01:00:00;15;71.8;31.6;43.0
2023-03-21 02:00:00;13;73.1;42.7;48.8
2023-03-21 03:00:00;13;72.0;32.1;43.3
2023-03-21 04:00:00;14;72.0;33.0;44.6
2023-03-21 05:00:00;17;73.9;43.4;50.4
2023-03-21 06:00:00;17;73.0;35.0;47.6
2023-03-21 07:00:00;15;73.8;37.7;49.1
2023-03-21 08:00:00;15;74.7;44.8;52.0
2023-03-21 09:00:00;11;74.0;35.4;45.9
2023-03-21 10:00:00;14;74.4;41.1;49.5
2023-03-21 11:00:00;7;74.4;36.8;43.5
2023-03-21 12:00:00;7;73.5;32.6;41.8
2023-03-21 13:00:00;8;74.4;46.3;49.2
2023-03-21 14:00:00;6;73.3;31.6;40.1
2023-03-21 15:00:00;8;74.4;47.6;48.5
2023-03-21 16:00:00;4;72.6;30.0;37.7
2023-03-21 17:00:00;8;73.2;46.9;48.2
2023-03-21 18:00:00;5;72.4;30.2;36.8
2023-03-21 19:00:00;12;73.3;43.7;47.4
2023-03-21 20:00:00;8;72.6;31.3;40.5
2023-03-21 21:00:00;9;72.9;42.4;47.2
2023-03-21 22:00:00;7;72.2;31.1;38.7
2023-03-21 23:00:00;13;72.7;38.3;46.4
2023-03-22 00:00:00;8;74.7;63.0;60.7
2023-03-22 01:00:00;9;72.1;29.2;38.9
2023-03-22 02:00:00;13;73.9;48.6;52.9
2023-03-22 03:00:00;13;72.1;31.5;41.9
2023-03-22 04:00:00;11;73.8;48.0;51.9
2023-03-22 05:00:00;11;72.1;31.5;42.2
2023-03-22 06:00:00;15;72.1;32.9;44.6
2023-03-22 07:00:00;12;73.5;35.5;46.0
2023-03-22 08:00:00;12;73.6;35.6;46.2
2023-03-22 09:00:00;8;73.4;33.9;43.1
2023-03-22 10:00:00;8;73.4;32.2;41.4
2023-03-22 11:00:00;10;73.9;40.7;47.4
2023-03-22 12:00:00;5;74.0;36.3;41.6
2023-03-22 13:00:00;9;73.3;34.3;41.9
2023-03-22 14:00:00;6;74.4;45.8;47.4
2023-03-22 15:00:00;4;72.1;30.8;37.8
2023-03-22 16:00:00;7;73.1;51.6;50.4
2023-03-22 17:00:00;2;71.0;31.8;35.5
2023-03-22 18:00:00;6;71.7;46.4;47.4
2023-03-22 19:00:00;6;72.1;29.8;37.6
2023-03-22 20:00:00;10;72.7;41.0;47.2
2023-03-22 21:00:00;1;70.2;42.5;43.4
2023-03-22 22:00:00;8;70.5;34.6;41.2
2023-03-22 23:00:00;4;71.9;41.1;41.6
2023-03-23 00:00:00;4;70.5;28.0;35.9
2023-03-23 01:00:00;8;71.3;46.7;48.6
2023-03-23 02:00:00;4;71.2;29.3;35.6
2023-03-23 03:00:00;6;70.2;27.6;36.1
2023-03-23 04:00:00;8;70.8;42.2;47.1
2023-03-23 05:00:00;5;71.2;31.7;36.4
2023-03-23 06:00:00;9;70.9;29.4;39.0
2023-03-23 07:00:00;8;72.5;44.9;47.5
2023-03-23 08:00:00;5;72.7;31.0;38.7
2023-03-23 09:00:00;5;72.0;29.7;37.6
2023-03-23 10:00:00;5;72.4;53.1;49.9
2023-03-23 11:00:00;1;69.9;29.1;35.9
2023-03-23 12:00:00;4;70.0;46.9;52.3
2023-03-23 13:00:00;0;64.7;49.0;39.1
2023-03-23 14:00:00;5;63.3;49.4;42.9
2023-03-23 15:00:00;0;70.6;46.2;40.3
2023-03-23 16:00:00;6;69.3;28.3;35.3
2023-03-23 17:00:00;2;70.0;54.7;50.4
2023-03-23 18:00:00;7;68.8;31.0;35.3
2023-03-23 19:00:00;5;72.2;49.1;47.7
2023-03-23 20:00:00;5;70.3;28.0;35.6
2023-03-23 21:00:00;4;70.8;51.1;49.3
2023-03-23 22:00:00;3;69.3;28.2;33.7
2023-03-23 23:00:00;8;70.5;44.6;46.9
2023-03-24 00:00:00;3;69.9;31.1;34.5
2023-03-24 01:00:00;5;68.6;36.8;43.3
2023-03-24 02:00:00;5;70.6;36.8;39.8
2023-03-24 03:00:00;4;70.3;27.9;35.4
2023-03-24 04:00:00;10;69.4;35.9;42.8
2023-03-24 05:00:00;5;71.2;34.5;38.8
2023-03-24 06:00:00;10;70.0;28.6;38.6
2023-03-24 07:00:00;11;71.4;37.8;45.6
2023-03-24 08:00:00;7;72.0;37.6;43.1
2023-03-24 09:00:00;7;72.0;30.7;39.8
2023-03-24 10:00:00;10;72.1;39.4;46.4
2023-03-24 11:00:00;4;72.0;37.1;40.3
2023-03-24 12:00:00;5;70.8;29.0;36.8
2023-03-24 13:00:00;5;72.4;47.5;47.2
2023-03-24 14:00:00;5;70.5;28.6;36.4
2023-03-24 15:00:00;9;72.6;45.8;48.6
2023-03-24 16:00:00;7;71.1;30.1;38.9
2023-03-24 17:00:00;12;72.6;45.2;48.4
2023-03-24 18:00:00;10;71.6;31.0;40.8
2023-03-24 19:00:00;15;72.8;43.5;49.5
2023-03-24 20:00:00;11;71.8;31.8;42.1
2023-03-24 21:00:00;14;72.2;36.6;45.5
2023-03-24 22:00:00;10;72.6;35.6;43.3
2023-03-24 23:00:00;11;71.9;31.1;41.9
2023-03-25 00:00:00;13;73.0;43.0;48.4
2023-03-25 01:00:00;11;71.3;30.8;41.4
2023-03-25 02:00:00;16;71.5;34.1;44.8
2023-03-25 03:00:00;11;72.8;39.1;46.5
2023-03-25 04:00:00;12;71.9;31.0;42.4
2023-03-25 05:00:00;16;72.2;33.8;44.3
2023-03-25 06:00:00;13;73.2;41.7;48.7
2023-03-25 07:00:00;12;72.8;34.7;45.3
2023-03-25 08:00:00;11;73.0;34.3;44.7
2023-03-25 09:00:00;13;74.1;44.3;50.1
2023-03-25 10:00:00;9;73.5;33.2;43.0
2023-03-25 11:00:00;8;73.0;31.6;41.1
2023-03-25 12:00:00;9;74.1;44.5;48.5
2023-03-25 13:00:00;6;72.7;30.0;38.9
2023-03-25 14:00:00;6;72.5;29.8;38.0
2023-03-25 15:00:00;7;73.0;49.2;49.2
2023-03-25 16:00:00;7;71.9;28.9;37.5
2023-03-25 17:00:00;7;72.3;29.7;38.3
2023-03-25 18:00:00;10;73.3;45.5;48.1
2023-03-25 19:00:00;11;72.2;30.1;40.2
2023-03-25 20:00:00;11;72.6;31.4;41.7
2023-03-25 21:00:00;10;73.6;43.8;48.5
2023-03-25 22:00:00;12;72.0;29.5;40.3
2023-03-25 23:00:00;12;72.4;30.9;41.3
2023-03-26 00:00:00;13;73.0;40.5;48.2
2023-03-26 01:00:00;11;72.7;32.5;41.0
2023-03-26 02:00:00;10;72.0;30.2;40.8
2023-03-26 03:00:00;9;72.0;30.0;40.4
2023-03-26 04:00:00;14;72.6;37.8;46.4
2023-03-26 05:00:00;9;72.8;35.0;42.2
2023-03-26 06:00:00;13;72.1;31.1;42.3
2023-03-26 07:00:00;13;73.4;35.9;45.3
2023-03-26 08:00:00;11;73.6;40.6;47.6
2023-03-26 09:00:00;12;73.5;34.4;45.0
2023-03-26 10:00:00;15;73.5;35.4;45.9
2023-03-26 11:00:00;12;74.8;42.0;49.1
2023-03-26 12:00:00;12;74.2;34.3;45.0
2023-03-26 13:00:00;14;73.8;35.4;45.7
2023-03-26 14:00:00;11;74.2;41.9;48.6
2023-03-26 15:00:00;8;73.7;32.8;42.5
2023-03-26 16:00:00;14;73.6;33.8;45.2
2023-03-26 17:00:00;12;74.2;43.7;49.9
2023-03-26 18:00:00;11;73.6;33.8;44.1
2023-03-26 19:00:00;12;73.4;32.7;43.8
2023-03-26 20:00:00;14;74.8;43.6;49.8
2023-03-26 21:00:00;10;73.3;30.8;41.3
2023-03-26 22:00:00;13;73.0;31.1;42.1
2023-03-26 23:00:00;17;74.3;42.7;49.6
2023-03-27 00:00:00;14;73.0;32.4;44.0
2023-03-27 01:00:00;14;73.0;32.1;44.0
2023-03-27 02:00:00;16;74.2;43.0;49.9
2023-03-27 03:00:00;15;73.0;32.9;44.4
2023-03-27 04:00:00;14;73.0;32.0;44.0
2023-03-27 05:00:00;16;74.4;43.1;50.1
2023-03-27 06:00:00;17;73.5;33.9;46.4
2023-03-27 07:00:00;14;74.0;36.5;47.7
2023-03-27 08:00:00;15;75.1;44.7;51.7
2023-03-27 09:00:00;15;74.1;36.2;47.7
2023-03-27 10:00:00;17;74.5;40.3;50.4
2023-03-27 11:00:00;13;74.7;39.8;49.0
2023-03-27 12:00:00;13;74.1;36.4;47.1
2023-03-27 13:00:00;15;74.9;43.6;50.5
2023-03-27 14:00:00;14;74.0;34.2;45.2
2023-03-27 15:00:00;18;75.3;45.2;52.3
2023-03-27 16:00:00;15;73.6;35.6;46.9
2023-03-27 17:00:00;19;77.1;45.2;52.3
2023-03-27 18:00:00;15;74.2;35.1;46.4
2023-03-27 19:00:00;18;75.5;44.5;51.8
2023-03-27 20:00:00;17;74.0;34.8;46.8
2023-03-27 21:00:00;18;75.4;42.4;50.2
2023-03-27 22:00:00;17;73.9;33.7;45.7
2023-03-27 23:00:00;19;75.4;42.6;50.7
2023-03-28 00:00:00;18;73.9;33.4;45.8
2023-03-28 01:00:00;21;74.5;37.8;48.9
2023-03-28 02:00:00;17;74.5;39.4;49.4
2023-03-28 03:00:00;20;74.2;35.6;48.8
2023-03-28 04:00:00;24;74.9;38.4;51.2
2023-03-28 05:00:00;21;74.9;41.8;52.5
2023-03-28 06:00:00;23;75.1;37.9;53.0
2023-03-28 07:00:00;21;75.2;40.3;54.7
2023-03-28 08:00:00;23;76.0;46.1;56.8
2023-03-28 09:00:00;19;74.7;40.6;54.1
2023-03-28 10:00:00;20;75.8;44.5;54.0
2023-03-28 11:00:00;15;75.3;38.9;49.8
2023-03-28 12:00:00;15;75.0;37.4;49.1
2023-03-28 13:00:00;14;75.9;45.4;51.3
2023-03-28 14:00:00;12;75.0;34.2;44.7
2023-03-28 15:00:00;14;75.8;44.3;49.9
2023-03-28 16:00:00;13;74.5;33.9;44.4
2023-03-28 17:00:00;14;75.5;43.8;50.0
2023-03-28 18:00:00;11;74.5;33.5;43.6
2023-03-28 19:00:00;14;75.3;43.6;49.9
2023-03-28 20:00:00;14;74.1;33.1;44.3
2023-03-28 21:00:00;13;75.4;43.6;49.1
2023-03-28 22:00:00;13;74.1;31.1;42.3
2023-03-28 23:00:00;19;74.6;38.0;47.8
2023-03-29 00:00:00;12;76.3;58.4;60.7
2023-03-29 01:00:00;12;73.4;30.9;41.5
2023-03-29 02:00:00;13;75.3;48.7;52.4
2023-03-29 03:00:00;11;73.4;30.7;41.1
2023-03-29 04:00:00;13;75.2;48.6;52.4
2023-03-29 05:00:00;11;73.6;30.3;40.6
2023-03-29 06:00:00;15;73.0;31.2;42.7
2023-03-29 07:00:00;12;74.1;33.9;44.4
2023-03-29 08:00:00;12;74.3;33.8;44.3
2023-03-29 09:00:00;11;74.2;33.2;43.6
2023-03-29 10:00:00;11;74.1;32.4;42.6
2023-03-29 11:00:00;9;74.3;31.7;41.1
2023-03-29 12:00:00;10;74.9;45.8;48.6
2023-03-29 13:00:00;7;74.0;29.4;37.9
2023-03-29 14:00:00;11;74.3;41.9;47.8
2023-03-29 15:00:00;5;73.9;32.5;38.4
2023-03-29 16:00:00;8;72.8;38.3;44.3
2023-03-29 17:00:00;1;72.4;45.0;42.0
2023-03-29 18:00:00;8;71.1;34.2;40.3
2023-03-29 19:00:00;3;73.1;41.9;42.9
2023-03-29 20:00:00;8;71.6;28.8;36.6
2023-03-29 21:00:00;2;72.2;52.4;50.6
2023-03-29 22:00:00;3;70.5;27.0;34.0
2023-03-29 23:00:00;5;71.7;49.2;48.3
2023-03-30 00:00:00;4;71.1;26.9;34.3
2023-03-30 01:00:00;8;71.3;40.9;45.9
2023-03-30 02:00:00;4;71.8;33.6;36.3
2023-03-30 03:00:00;5;70.5;26.7;34.9
2023-03-30 04:00:00;12;70.7;37.4;44.4
2023-03-30 05:00:00;4;71.9;36.9;38.7
2023-03-30 06:00:00;8;70.5;27.5;36.7
2023-03-30 07:00:00;12;71.7;37.4;44.8
2023-03-30 08:00:00;5;72.8;37.1;41.3
2023-03-30 09:00:00;6;72.2;29.3;37.3
2023-03-30 10:00:00;11;72.7;39.1;45.9
2023-03-30 11:00:00;4;72.3;36.9;39.8
2023-03-30 12:00:00;9;72.4;29.5;38.7
2023-03-30 13:00:00;11;73.5;44.1;48.1
2023-03-30 14:00:00;7;72.3;30.3;38.9
2023-03-30 15:00:00;11;73.6;46.4;49.3
2023-03-30 16:00:00;6;72.2;29.9;38.0
2023-03-30 17:00:00;10;72.3;41.3;47.2
2023-03-30 18:00:00;3;72.2;35.2;38.1
2023-03-30 19:00:00;7;72.0;34.7;41.4
2023-03-30 20:00:00;5;72.8;41.6;43.4
2023-03-30 21:00:00;4;70.8;27.9;37.2
2023-03-30 22:00:00;7;72.4;46.2;46.8
2023-03-30 23:00:00;7;71.3;27.1;36.1
2023-03-31 00:00:00;9;72.2;43.2;45.7
2023-03-31 01:00:00;7;71.7;27.7;36.6
2023-03-31 02:00:00;9;70.2;27.7;37.3
2023-03-31 03:00:00;8;72.1;42.7;45.8
2023-03-31 04:00:00;9;71.9;28.3;37.6
2023-03-31 05:00:00;8;70.8;28.3;37.7
