Site;SS28 Rue des Tilleuls 1 (ID 3228);SS28 Rue des Tilleuls 1 (ID 3228);SS28 Rue des Tilleuls 1 (ID 3228);SS28 Rue des Tilleuls 1 (ID 3228)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-06-15 19:00:00;4;71.9;51.7;67.0
2023-06-15 20:00:00;7;71.8;51.0;65.4
2023-06-15 21:00:00;12;73.1;49.2;65.3
2023-06-15 22:00:00;6;71.9;50.8;63.7
2023-06-15 23:00:00;0;62.1;40.9;59.5
2023-06-16 00:00:00;0;57.8;36.6;55.9
2023-06-16 01:00:00;0;54.2;34.3;52.9
2023-06-16 02:00:00;0;50.8;32.7;50.1
2023-06-16 03:00:00;0;48.0;31.7;47.5
2023-06-16 04:00:00;10;60.2;39.2;51.9
2023-06-16 05:00:00;0;65.1;40.7;60.2
2023-06-16 06:00:00;16;76.3;56.5;65.5
2023-06-16 07:00:00;0;69.7;48.7;67.2
2023-06-16 08:00:00;13;73.7;51.2;66.0
2023-06-16 09:00:00;8;73.0;50.8;67.2
2023-06-16 10:00:00;6;73.5;52.0;68.1
2023-06-16 11:00:00;5;72.3;51.4;65.7
2023-06-16 12:00:00;0;64.6;46.2;59.6
2023-06-16 13:00:00;0;58.6;38.7;55.6
2023-06-16 14:00:00;20;76.3;53.7;65.7
2023-06-16 15:00:00;5;71.2;50.7;65.8
2023-06-16 16:00:00;6;72.6;51.6;66.7
2023-06-16 17:00:00;4;71.3;51.2;65.7
2023-06-16 18:00:00;6;70.4;51.7;64.6
2023-06-16 19:00:00;4;71.8;51.2;66.8
2023-06-16 20:00:00;5;69.8;51.5;63.3
2023-06-16 21:00:00;5;71.3;51.1;65.7
2023-06-16 22:00:00;7;70.3;51.7;63.0
2023-06-16 23:00:00;0;65.9;47.0;62.1
2023-06-17 00:00:00;0;60.1;39.5;58.2
2023-06-17 01:00:00;0;56.2;36.1;55.0
2023-06-17 02:00:00;0;52.7;34.1;52.2
2023-06-17 03:00:00;0;49.7;32.6;49.4
2023-06-17 04:00:00;0;46.9;31.6;46.9
2023-06-17 05:00:00;0;44.3;30.9;44.6
2023-06-17 06:00:00;21;75.5;54.2;64.7
2023-06-17 07:00:00;3;72.8;52.5;67.7
2023-06-17 08:00:00;0;63.8;41.3;62.5
2023-06-17 09:00:00;0;58.6;36.9;58.0
2023-06-17 10:00:00;12;75.0;55.3;66.6
2023-06-17 11:00:00;2;68.6;46.0;65.8
2023-06-17 12:00:00;5;73.2;51.6;68.3
2023-06-17 13:00:00;0;64.5;41.0;63.3
2023-06-17 14:00:00;15;70.5;47.1;62.8
2023-06-17 15:00:00;6;73.7;51.2;67.2
2023-06-17 16:00:00;7;70.9;51.5;63.3
2023-06-17 17:00:00;5;72.0;52.2;67.2
2023-06-17 18:00:00;4;72.0;52.3;67.6
2023-06-17 19:00:00;6;70.6;51.7;63.6
2023-06-17 20:00:00;4;71.4;51.3;66.3
2023-06-17 21:00:00;5;72.1;51.8;67.8
2023-06-17 22:00:00;5;72.0;51.9;67.0
2023-06-17 23:00:00;0;64.6;42.8;63.5
2023-06-18 00:00:00;0;59.1;37.8;58.8
2023-06-18 01:00:00;0;55.0;35.3;55.1
2023-06-18 02:00:00;0;51.5;33.6;51.9
2023-06-18 03:00:00;0;48.6;32.5;49.0
2023-06-18 04:00:00;0;45.9;31.6;46.4
2023-06-18 05:00:00;8;53.6;36.7;48.9
2023-06-18 06:00:00;15;77.2;55.8;65.5
2023-06-18 07:00:00;0;69.5;48.3;67.0
2023-06-18 08:00:00;0;62.0;39.7;61.0
2023-06-18 09:00:00;0;57.2;36.2;56.9
2023-06-18 10:00:00;11;72.1;53.4;64.3
2023-06-18 11:00:00;0;69.1;47.6;66.6
2023-06-18 12:00:00;7;67.0;46.2;63.0
2023-06-18 13:00:00;0;70.3;48.7;67.7
2023-06-18 14:00:00;8;67.3;45.9;63.4
2023-06-18 15:00:00;4;70.2;50.8;63.3
2023-06-18 16:00:00;4;72.7;51.6;67.5
2023-06-18 17:00:00;5;72.4;51.7;67.0
2023-06-18 18:00:00;4;70.1;50.7;62.9
2023-06-18 19:00:00;6;71.9;51.8;66.9
2023-06-18 20:00:00;6;69.9;51.1;62.7
2023-06-18 21:00:00;8;71.2;51.1;62.2
2023-06-18 22:00:00;15;72.7;51.5;63.4
2023-06-18 23:00:00;0;70.6;45.1;68.6
2023-06-19 00:00:00;0;62.6;38.0;61.7
2023-06-19 01:00:00;0;57.5;35.0;57.1
2023-06-19 02:00:00;8;57.9;35.5;54.3
2023-06-19 03:00:00;7;72.8;45.3;59.3
2023-06-19 04:00:00;0;60.9;37.9;57.1
2023-06-19 05:00:00;0;55.8;34.4;53.0
2023-06-19 06:00:00;16;75.6;56.4;65.2
2023-06-19 07:00:00;0;70.3;49.6;67.6
2023-06-19 08:00:00;8;72.7;52.2;65.9
2023-06-19 09:00:00;0;67.7;45.7;65.5
2023-06-19 10:00:00;7;70.5;51.4;62.9
2023-06-19 11:00:00;6;72.0;51.8;66.4
2023-06-19 12:00:00;6;69.4;48.8;63.4
2023-06-19 13:00:00;0;64.1;45.4;60.0
2023-06-19 14:00:00;14;70.3;48.0;61.7
2023-06-19 15:00:00;6;70.1;51.5;61.7
2023-06-19 16:00:00;7;72.2;51.8;62.4
2023-06-19 17:00:00;5;70.9;50.5;64.8
2023-06-19 18:00:00;7;73.3;53.0;66.8
2023-06-19 19:00:00;6;69.5;50.7;62.0
2023-06-19 20:00:00;7;69.8;50.8;62.1
2023-06-19 21:00:00;8;70.4;51.1;62.5
2023-06-19 22:00:00;7;71.2;51.5;64.2
2023-06-19 23:00:00;0;69.0;47.0;67.1
2023-06-20 00:00:00;0;61.8;39.4;61.2
2023-06-20 01:00:00;0;57.1;36.0;56.9
2023-06-20 02:00:00;0;53.4;34.3;53.4
2023-06-20 03:00:00;7;73.1;59.1;74.0
2023-06-20 04:00:00;0;67.9;45.0;69.7
2023-06-20 05:00:00;0;62.5;39.6;64.3
2023-06-20 06:00:00;18;75.7;55.4;65.5
2023-06-20 07:00:00;0;70.2;48.4;67.6
2023-06-20 08:00:00;8;69.2;48.7;64.1
2023-06-20 09:00:00;0;70.5;48.9;68.0
2023-06-20 10:00:00;7;70.8;49.6;64.6
2023-06-20 11:00:00;6;72.6;50.9;67.5
2023-06-20 12:00:00;0;68.8;48.0;66.8
2023-06-20 13:00:00;0;61.6;39.9;61.1
2023-06-20 14:00:00;10;71.8;51.2;64.3
2023-06-20 15:00:00;7;71.7;50.2;66.6
2023-06-20 16:00:00;6;72.9;51.2;67.3
2023-06-20 17:00:00;4;69.7;51.9;63.2
2023-06-20 18:00:00;5;71.8;52.4;66.6
2023-06-20 19:00:00;5;69.3;51.9;62.6
2023-06-20 20:00:00;6;70.0;51.8;63.8
2023-06-20 21:00:00;6;71.9;50.5;66.4
2023-06-20 22:00:00;9;72.5;50.4;64.9
2023-06-20 23:00:00;0;70.9;46.9;68.5
2023-06-21 00:00:00;0;62.8;39.0;61.7
2023-06-21 01:00:00;0;57.8;35.9;57.2
2023-06-21 02:00:00;0;53.9;34.1;53.6
2023-06-21 03:00:00;0;50.7;32.9;50.5
2023-06-21 04:00:00;1;48.4;32.3;48.1
2023-06-21 05:00:00;7;67.6;44.8;55.8
2023-06-21 06:00:00;16;76.6;55.8;65.7
2023-06-21 07:00:00;0;70.0;48.5;67.5
2023-06-21 08:00:00;7;68.0;47.1;63.7
2023-06-21 09:00:00;7;74.1;53.2;66.8
2023-06-21 10:00:00;5;69.5;51.2;63.5
2023-06-21 11:00:00;4;71.6;51.9;67.5
2023-06-21 12:00:00;0;68.5;48.0;66.6
2023-06-21 13:00:00;0;61.4;39.9;60.9
2023-06-21 14:00:00;12;68.6;47.7;62.0
2023-06-21 15:00:00;6;69.9;51.6;62.9
2023-06-21 16:00:00;4;72.0;51.7;67.1
2023-06-21 17:00:00;0;67.7;48.2;65.1
2023-06-21 18:00:00;8;68.3;48.6;63.5
2023-06-21 19:00:00;5;72.9;52.2;66.9
2023-06-21 20:00:00;4;70.1;52.2;62.7
2023-06-21 21:00:00;6;70.2;51.4;64.4
2023-06-21 22:00:00;8;72.7;50.8;65.9
2023-06-21 23:00:00;0;65.4;46.4;59.7
2023-06-22 00:00:00;0;59.2;38.9;55.9
2023-06-22 01:00:00;0;55.5;35.8;53.0
2023-06-22 02:00:00;0;52.4;33.8;50.3
2023-06-22 03:00:00;0;49.6;32.6;47.9
2023-06-22 04:00:00;0;46.9;31.8;45.7
2023-06-22 05:00:00;7;53.2;36.3;48.2
2023-06-22 06:00:00;14;77.1;56.3;65.5
2023-06-22 07:00:00;6;72.5;52.5;67.0
2023-06-22 08:00:00;5;73.6;52.9;67.4
2023-06-22 09:00:00;4;69.3;51.2;63.3
2023-06-22 10:00:00;4;71.5;52.4;67.1
2023-06-22 11:00:00;0;68.8;48.2;66.6
2023-06-22 12:00:00;0;61.6;40.1;61.0
2023-06-22 13:00:00;7;66.5;47.2;62.3
2023-06-22 14:00:00;0;69.5;47.8;67.3
2023-06-22 15:00:00;7;73.1;53.2;66.9
2023-06-22 16:00:00;0;65.1;43.2;63.2
2023-06-22 17:00:00;8;70.1;51.0;64.5
2023-06-22 18:00:00;0;68.8;47.4;66.6
2023-06-22 19:00:00;0;61.9;39.9;60.9
2023-06-22 20:00:00;9;72.9;52.8;65.5
2023-06-22 21:00:00;9;74.4;51.8;67.3
2023-06-22 22:00:00;7;72.1;49.6;66.8
2023-06-22 23:00:00;0;67.0;48.0;62.5
2023-06-23 00:00:00;0;60.7;39.7;58.6
2023-06-23 01:00:00;0;56.6;36.2;55.2
2023-06-23 02:00:00;0;53.2;34.2;52.2
2023-06-23 03:00:00;0;50.0;32.8;49.5
2023-06-23 04:00:00;10;63.2;41.3;53.3
2023-06-23 05:00:00;0;58.1;38.8;53.0
2023-06-23 06:00:00;17;76.4;55.7;65.4
2023-06-23 07:00:00;0;69.7;48.9;67.2
2023-06-23 08:00:00;0;62.2;40.1;61.2
2023-06-23 09:00:00;5;60.2;39.9;58.7
2023-06-23 10:00:00;6;75.2;54.9;67.7
2023-06-23 11:00:00;0;65.8;43.3;64.0
2023-06-23 12:00:00;7;69.7;50.0;63.0
2023-06-23 13:00:00;0;64.4;45.7;60.8
2023-06-23 14:00:00;7;64.8;44.6;60.3
2023-06-23 15:00:00;4;70.4;51.0;62.5
2023-06-23 16:00:00;10;71.6;52.3;63.1
2023-06-23 17:00:00;4;69.0;51.2;62.0
2023-06-23 18:00:00;4;71.5;52.1;66.2
2023-06-23 19:00:00;6;70.3;52.2;63.5
2023-06-23 20:00:00;5;73.0;51.7;68.1
2023-06-23 21:00:00;5;70.0;51.4;63.9
2023-06-23 22:00:00;8;72.3;51.9;66.0
2023-06-23 23:00:00;0;64.2;42.5;62.4
2023-06-24 00:00:00;0;59.1;37.5;58.0
2023-06-24 01:00:00;0;55.1;35.0;54.5
2023-06-24 02:00:00;0;51.7;33.4;51.4
2023-06-24 03:00:00;12;64.2;40.2;53.2
2023-06-24 04:00:00;0;63.1;40.8;58.1
2023-06-24 05:00:00;0;56.8;35.4;53.5
2023-06-24 06:00:00;16;75.9;56.5;65.4
2023-06-24 07:00:00;0;69.7;49.2;67.1
2023-06-24 08:00:00;0;62.2;40.2;61.2
2023-06-24 09:00:00;9;74.0;54.3;67.3
2023-06-24 10:00:00;0;66.5;43.8;64.7
2023-06-24 11:00:00;8;73.4;53.6;67.3
2023-06-24 12:00:00;6;70.6;49.9;66.3
2023-06-24 13:00:00;0;67.5;46.0;65.7
2023-06-24 14:00:00;10;67.8;46.6;63.0
2023-06-24 15:00:00;7;72.8;51.7;62.6
2023-06-24 16:00:00;4;69.7;51.7;63.1
2023-06-24 17:00:00;5;72.3;53.1;67.0
2023-06-24 18:00:00;9;72.4;50.7;67.1
2023-06-24 19:00:00;7;72.3;51.3;64.0
2023-06-24 20:00:00;5;70.3;51.1;62.6
2023-06-24 21:00:00;5;72.6;51.8;67.1
2023-06-24 22:00:00;6;71.8;51.8;65.2
2023-06-24 23:00:00;0;64.3;46.2;59.0
2023-06-25 00:00:00;0;58.4;38.4;55.2
2023-06-25 01:00:00;0;54.9;35.3;52.3
2023-06-25 02:00:00;0;51.9;33.4;49.7
2023-06-25 03:00:00;11;64.5;40.5;52.9
2023-06-25 04:00:00;0;65.1;41.2;60.1
2023-06-25 05:00:00;0;57.6;35.7;54.4
2023-06-25 06:00:00;16;76.0;56.2;65.2
2023-06-25 07:00:00;0;70.2;49.6;67.5
2023-06-25 08:00:00;0;62.4;40.6;61.4
2023-06-25 09:00:00;0;57.7;36.9;57.3
2023-06-25 10:00:00;10;68.0;49.0;61.2
2023-06-25 11:00:00;0;70.4;49.5;67.8
2023-06-25 12:00:00;0;62.5;40.4;61.6
2023-06-25 13:00:00;0;57.8;36.9;57.4
2023-06-25 14:00:00;9;73.2;54.0;67.2
2023-06-25 15:00:00;7;73.3;52.0;66.7
2023-06-25 16:00:00;20;76.6;51.5;65.4
2023-06-25 17:00:00;3;73.0;51.7;68.0
2023-06-25 18:00:00;6;72.0;52.0;67.2
2023-06-25 19:00:00;7;71.3;50.9;66.5
2023-06-25 20:00:00;6;72.5;50.7;67.4
2023-06-25 21:00:00;4;72.0;51.2;66.5
2023-06-25 22:00:00;6;69.4;51.5;63.0
2023-06-25 23:00:00;0;68.8;47.7;66.8
2023-06-26 00:00:00;0;61.7;39.8;61.0
2023-06-26 01:00:00;0;57.1;36.5;56.9
2023-06-26 02:00:00;0;53.4;34.5;53.4
2023-06-26 03:00:00;0;50.2;33.2;50.4
2023-06-26 04:00:00;0;47.4;32.2;47.8
2023-06-26 05:00:00;9;65.6;43.2;55.4
2023-06-26 06:00:00;18;76.9;55.3;65.4
2023-06-26 07:00:00;0;70.0;48.8;67.4
2023-06-26 08:00:00;0;62.4;40.2;61.4
2023-06-26 09:00:00;12;74.3;54.2;65.2
2023-06-26 10:00:00;5;70.4;50.8;65.4
2023-06-26 11:00:00;0;68.4;48.6;66.5
2023-06-26 12:00:00;7;66.8;46.6;63.1
2023-06-26 13:00:00;0;67.7;48.4;63.3
2023-06-26 14:00:00;6;65.6;44.9;61.0
2023-06-26 15:00:00;3;69.3;51.3;62.6
2023-06-26 16:00:00;5;69.5;52.0;63.4
2023-06-26 17:00:00;6;68.7;49.8;63.1
2023-06-26 18:00:00;0;69.7;48.4;67.2
2023-06-26 19:00:00;4;64.5;42.9;61.9
2023-06-26 20:00:00;5;72.0;52.2;64.2
2023-06-26 21:00:00;5;71.3;51.3;65.4
2023-06-26 22:00:00;6;73.3;50.8;67.5
2023-06-26 23:00:00;0;65.3;41.5;63.9
2023-06-27 00:00:00;0;59.6;37.0;58.9
2023-06-27 01:00:00;0;55.4;34.7;55.0
2023-06-27 02:00:00;0;51.8;33.4;51.7
2023-06-27 03:00:00;11;70.5;50.6;60.8
2023-06-27 04:00:00;0;58.0;38.2;53.0
2023-06-27 05:00:00;0;54.1;34.7;50.2
2023-06-27 06:00:00;18;75.7;55.6;65.1
2023-06-27 07:00:00;0;70.3;49.6;67.4
2023-06-27 08:00:00;8;66.8;45.5;63.1
2023-06-27 09:00:00;5;70.9;51.7;63.0
2023-06-27 10:00:00;12;73.4;52.9;63.7
2023-06-27 11:00:00;5;68.9;50.0;62.1
2023-06-27 12:00:00;0;65.9;46.9;62.2
2023-06-27 13:00:00;0;60.1;39.7;58.3
2023-06-27 14:00:00;7;63.6;44.6;59.6
2023-06-27 15:00:00;2;72.3;51.3;67.7
2023-06-27 16:00:00;9;72.4;51.6;63.9
2023-06-27 17:00:00;8;73.9;52.2;67.4
2023-06-27 18:00:00;5;72.2;51.8;67.2
2023-06-27 19:00:00;5;72.0;52.0;67.3
2023-06-27 20:00:00;5;71.2;51.3;66.0
2023-06-27 21:00:00;7;71.9;51.1;66.9
2023-06-27 22:00:00;9;74.0;51.8;67.6
2023-06-27 23:00:00;0;67.7;47.6;63.6
2023-06-28 00:00:00;0;61.2;39.8;59.2
2023-06-28 01:00:00;0;57.1;36.4;55.7
2023-06-28 02:00:00;0;53.5;34.4;52.7
2023-06-28 03:00:00;0;50.4;33.2;50.0
2023-06-28 04:00:00;0;47.6;32.2;47.5
2023-06-28 05:00:00;0;45.1;31.5;45.0
2023-06-28 06:00:00;18;76.2;56.2;65.6
2023-06-28 07:00:00;6;73.4;52.5;67.7
2023-06-28 08:00:00;4;73.0;52.6;68.3
2023-06-28 09:00:00;5;71.7;52.1;65.5
2023-06-28 10:00:00;5;69.1;51.1;63.0
2023-06-28 11:00:00;6;73.7;52.4;68.2
2023-06-28 12:00:00;0;68.8;46.5;66.6
2023-06-28 13:00:00;0;61.7;39.4;60.9
2023-06-28 14:00:00;13;70.1;48.7;62.8
2023-06-28 15:00:00;6;71.0;52.0;64.2
2023-06-28 16:00:00;3;72.0;52.3;67.4
2023-06-28 17:00:00;0;68.4;48.0;66.4
2023-06-28 18:00:00;8;67.8;47.6;63.4
2023-06-28 19:00:00;4;73.4;52.6;68.5
2023-06-28 20:00:00;4;70.7;50.1;67.2
2023-06-28 21:00:00;4;69.5;50.8;62.0
2023-06-28 22:00:00;7;72.4;51.7;66.9
2023-06-28 23:00:00;0;65.6;43.0;64.1
2023-06-29 00:00:00;0;59.9;38.0;59.1
2023-06-29 01:00:00;0;55.6;35.4;55.2
2023-06-29 02:00:00;0;52.1;33.6;52.0
2023-06-29 03:00:00;11;69.7;43.9;56.7
2023-06-29 04:00:00;0;60.6;38.7;56.6
2023-06-29 05:00:00;0;55.7;34.9;52.7
2023-06-29 06:00:00;18;75.8;55.8;65.3
2023-06-29 07:00:00;0;70.3;49.3;67.7
2023-06-29 08:00:00;18;75.4;53.3;64.3
2023-06-29 09:00:00;6;68.9;50.2;62.3
2023-06-29 10:00:00;4;71.1;52.1;66.1
2023-06-29 11:00:00;0;68.5;47.9;66.4
2023-06-29 12:00:00;0;61.5;40.1;60.7
2023-06-29 13:00:00;8;71.3;53.1;63.5
2023-06-29 14:00:00;1;62.7;43.3;59.4
2023-06-29 15:00:00;7;72.1;54.1;64.4
2023-06-29 16:00:00;0;63.1;43.3;60.5
2023-06-29 17:00:00;0;58.6;38.5;57.0
2023-06-29 18:00:00;0;55.0;35.9;54.0
2023-06-29 19:00:00;12;74.9;55.8;66.5
2023-06-29 20:00:00;6;72.2;51.1;66.9
2023-06-29 21:00:00;5;72.1;50.6;66.7
2023-06-29 22:00:00;8;71.7;52.0;65.0
2023-06-29 23:00:00;0;69.6;46.1;67.6
2023-06-30 00:00:00;0;62.2;38.9;61.4
2023-06-30 01:00:00;0;57.3;35.9;57.0
2023-06-30 02:00:00;0;53.6;34.2;53.4
2023-06-30 03:00:00;12;62.3;38.8;53.5
2023-06-30 04:00:00;0;66.6;42.2;60.6
2023-06-30 05:00:00;0;58.1;36.1;54.8
2023-06-30 06:00:00;16;76.0;56.4;65.4
2023-06-30 07:00:00;0;69.8;49.3;67.4
2023-06-30 08:00:00;0;62.3;40.6;61.4
2023-06-30 09:00:00;10;71.2;51.8;64.3
2023-06-30 10:00:00;8;72.7;50.9;66.6
2023-06-30 11:00:00;5;72.3;50.9;66.6
2023-06-30 12:00:00;0;69.0;47.5;66.8
2023-06-30 13:00:00;8;66.8;44.9;62.7
2023-06-30 14:00:00;2;68.7;49.3;62.4
2023-06-30 15:00:00;10;72.9;52.7;63.6
2023-06-30 16:00:00;4;70.8;51.9;65.4
2023-06-30 17:00:00;5;71.6;52.7;67.1
2023-06-30 18:00:00;4;69.3;51.1;62.2
2023-06-30 19:00:00;9;71.2;51.2;62.0
2023-06-30 20:00:00;6;70.0;50.6;62.4
2023-06-30 21:00:00;8;72.4;51.6;66.0
2023-06-30 22:00:00;6;72.1;51.7;66.6
2023-06-30 23:00:00;0;64.3;42.6;62.7
2023-07-01 00:00:00;3;60.6;37.9;57.7
2023-07-01 01:00:00;14;74.6;45.3;55.3
2023-07-01 02:00:00;0;60.4;40.8;54.8
2023-07-01 03:00:00;0;55.5;35.9;51.7
2023-07-01 04:00:00;3;55.6;34.8;49.2
2023-07-01 05:00:00;3;63.4;43.6;54.1
2023-07-01 06:00:00;16;76.4;56.3;65.5
2023-07-01 07:00:00;0;69.6;49.1;67.1
2023-07-01 08:00:00;14;73.9;52.0;64.3
2023-07-01 09:00:00;9;69.8;50.3;62.8
2023-07-01 10:00:00;5;71.3;52.1;62.8
2023-07-01 11:00:00;5;70.1;52.0;62.7
2023-07-01 12:00:00;0;65.7;46.9;61.8
2023-07-01 13:00:00;18;71.8;47.9;62.9
2023-07-01 14:00:00;4;73.3;52.0;67.6
2023-07-01 15:00:00;6;73.5;52.9;67.5
2023-07-01 16:00:00;6;71.5;50.7;66.5
2023-07-01 17:00:00;5;72.4;51.3;67.7
2023-07-01 18:00:00;5;72.3;51.9;66.9
2023-07-01 19:00:00;4;70.0;51.6;64.2
2023-07-01 20:00:00;2;69.0;48.5;66.2
2023-07-01 21:00:00;5;73.3;52.6;68.2
2023-07-01 22:00:00;8;71.1;51.1;63.3
2023-07-01 23:00:00;0;61.9;42.4;58.0
2023-07-02 00:00:00;0;57.6;37.6;54.8
2023-07-02 01:00:00;0;54.3;35.1;52.1
2023-07-02 02:00:00;0;51.3;33.5;49.6
2023-07-02 03:00:00;10;61.1;39.2;51.9
2023-07-02 04:00:00;0;66.1;42.3;59.9
2023-07-02 05:00:00;6;61.6;37.3;55.0
2023-07-02 06:00:00;18;77.0;54.9;65.1
2023-07-02 07:00:00;0;70.4;49.3;67.6
2023-07-02 08:00:00;0;62.5;40.4;61.4
2023-07-02 09:00:00;0;57.8;36.9;57.3
2023-07-02 10:00:00;13;74.8;55.1;65.9
2023-07-02 11:00:00;5;71.8;52.2;64.5
2023-07-02 12:00:00;0;62.5;43.7;59.0
2023-07-02 13:00:00;6;61.7;40.6;56.5
2023-07-02 14:00:00;5;70.4;51.3;62.5
2023-07-02 15:00:00;8;72.0;52.3;62.3
2023-07-02 16:00:00;9;72.1;51.8;62.7
2023-07-02 17:00:00;8;71.8;51.4;62.3
2023-07-02 18:00:00;7;71.2;50.5;62.8
2023-07-02 19:00:00;11;72.2;51.4;63.1
2023-07-02 20:00:00;4;69.8;51.5;63.1
2023-07-02 21:00:00;7;71.2;51.6;62.8
2023-07-02 22:00:00;8;71.4;50.7;64.1
2023-07-02 23:00:00;0;63.5;42.6;61.2
2023-07-03 00:00:00;0;58.8;37.7;57.3
2023-07-03 01:00:00;0;55.0;35.2;54.0
2023-07-03 02:00:00;0;51.7;33.5;51.1
2023-07-03 03:00:00;1;49.5;32.6;48.6
2023-07-03 04:00:00;8;68.2;44.8;56.2
2023-07-03 05:00:00;0;58.4;37.8;54.2
2023-07-03 06:00:00;18;76.2;55.6;65.3
2023-07-03 07:00:00;0;70.3;49.3;67.6
2023-07-03 08:00:00;0;62.6;40.4;61.5
2023-07-03 09:00:00;0;57.8;36.9;57.3
2023-07-03 10:00:00;12;68.1;48.5;61.3
2023-07-03 11:00:00;0;70.9;49.7;67.3
2023-07-03 12:00:00;7;68.4;47.0;63.3
2023-07-03 13:00:00;0;68.0;48.3;63.9
2023-07-03 14:00:00;8;66.5;45.8;62.1
2023-07-03 15:00:00;2;68.8;50.4;61.8
2023-07-03 16:00:00;5;70.0;52.3;63.5
2023-07-03 17:00:00;5;71.3;51.9;66.0
2023-07-03 18:00:00;5;71.0;52.2;65.6
2023-07-03 19:00:00;6;73.2;51.6;67.8
2023-07-03 20:00:00;5;70.5;51.7;64.0
2023-07-03 21:00:00;7;70.6;51.6;63.2
2023-07-03 22:00:00;6;71.2;51.3;65.6
2023-07-03 23:00:00;0;63.6;42.4;61.9
2023-07-04 00:00:00;0;58.6;37.8;57.7
2023-07-04 01:00:00;0;54.7;35.3;54.3
2023-07-04 02:00:00;0;51.4;33.7;51.3
2023-07-04 03:00:00;7;72.8;58.7;73.8
2023-07-04 04:00:00;0;67.8;45.0;69.6
2023-07-04 05:00:00;0;62.5;39.7;64.3
2023-07-04 06:00:00;19;75.8;54.6;65.1
2023-07-04 07:00:00;0;66.7;48.4;61.1
2023-07-04 08:00:00;6;66.0;46.4;60.5
2023-07-04 09:00:00;3;73.0;52.0;68.1
2023-07-04 10:00:00;0;63.9;41.9;62.3
2023-07-04 11:00:00;10;72.2;52.0;65.5
2023-07-04 12:00:00;0;68.2;46.3;66.2
2023-07-04 13:00:00;6;65.0;43.8;62.4
2023-07-04 14:00:00;2;71.6;49.1;67.9
2023-07-04 15:00:00;6;71.3;52.5;63.1
2023-07-04 16:00:00;4;71.8;51.8;66.7
2023-07-04 17:00:00;4;70.5;52.0;64.1
2023-07-04 18:00:00;7;71.1;51.8;64.0
2023-07-04 19:00:00;5;69.9;51.0;64.3
2023-07-04 20:00:00;4;69.8;52.1;62.9
2023-07-04 21:00:00;11;71.2;50.7;64.0
2023-07-04 22:00:00;7;71.6;50.8;63.2
2023-07-04 23:00:00;0;62.0;41.5;59.2
2023-07-05 00:00:00;0;57.7;37.1;55.8
2023-07-05 01:00:00;0;54.3;34.7;52.9
2023-07-05 02:00:00;0;51.1;33.3;50.2
2023-07-05 03:00:00;12;70.0;44.6;55.3
2023-07-05 04:00:00;0;59.1;39.2;54.0
2023-07-05 05:00:00;0;54.8;35.1;51.1
2023-07-05 06:00:00;17;76.0;56.2;65.3
2023-07-05 07:00:00;0;69.9;49.6;67.2
2023-07-05 08:00:00;0;62.3;40.6;61.3
2023-07-05 09:00:00;11;69.4;49.0;62.9
2023-07-05 10:00:00;9;73.1;51.9;65.1
2023-07-05 11:00:00;5;70.6;51.4;62.4
2023-07-05 12:00:00;0;68.5;47.8;65.6
2023-07-05 13:00:00;0;61.4;39.8;60.1
2023-07-05 14:00:00;11;65.3;44.3;60.7
2023-07-05 15:00:00;4;71.7;52.5;64.4
2023-07-05 16:00:00;6;70.5;51.8;63.7
2023-07-05 17:00:00;4;69.9;52.2;63.8
2023-07-05 18:00:00;1;63.1;43.5;60.8
2023-07-05 19:00:00;6;73.7;53.5;67.9
2023-07-05 20:00:00;6;71.0;51.4;63.2
2023-07-05 21:00:00;4;70.9;51.4;65.9
2023-07-05 22:00:00;4;72.0;52.2;67.3
2023-07-05 23:00:00;0;64.6;42.8;63.6
2023-07-06 00:00:00;0;59.1;38.1;58.9
2023-07-06 01:00:00;0;55.0;35.5;55.2
2023-07-06 02:00:00;0;51.6;34.0;52.0
2023-07-06 03:00:00;0;48.7;33.0;49.1
2023-07-06 04:00:00;0;46.0;32.0;46.6
2023-07-06 05:00:00;6;58.5;40.7;53.0
2023-07-06 06:00:00;15;76.8;56.4;65.8
2023-07-06 07:00:00;0;69.5;48.3;67.0
2023-07-06 08:00:00;8;71.0;50.4;64.6
2023-07-06 09:00:00;6;72.3;51.8;67.5
2023-07-06 10:00:00;6;72.4;51.4;67.6
2023-07-06 11:00:00;4;71.8;52.0;67.4
2023-07-06 12:00:00;0;68.5;48.1;66.2
2023-07-06 13:00:00;4;63.7;42.7;61.8
2023-07-06 14:00:00;4;70.5;48.8;64.3
2023-07-06 15:00:00;13;74.3;53.4;64.4
2023-07-06 16:00:00;8;70.5;50.4;63.0
2023-07-06 17:00:00;4;71.3;51.7;64.7
2023-07-06 18:00:00;4;69.6;52.4;63.6
2023-07-06 19:00:00;0;68.7;48.0;66.6
2023-07-06 20:00:00;7;70.7;51.1;63.8
2023-07-06 21:00:00;4;69.4;50.7;63.2
2023-07-06 22:00:00;5;67.9;50.4;62.5
2023-07-06 23:00:00;0;69.4;48.3;67.6
2023-07-07 00:00:00;0;61.9;39.9;61.4
