Site;SS28 Rue des Tilleuls 1 (ID 3228);SS28 Rue des Tilleuls 1 (ID 3228);SS28 Rue des Tilleuls 1 (ID 3228);SS28 Rue des Tilleuls 1 (ID 3228)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-03-28 07:00:00;26;78.9;40.8;53.4
2023-03-28 08:00:00;32;79.8;48.1;65.1
2023-03-28 09:00:00;21;78.8;39.5;50.7
2023-03-28 10:00:00;8;73.8;38.3;48.5
2023-03-28 11:00:00;0;51.9;28.3;43.9
2023-03-28 12:00:00;19;71.3;43.3;57.2
2023-03-28 13:00:00;7;76.8;42.1;47.7
2023-03-28 14:00:00;24;78.4;37.9;51.2
2023-03-28 15:00:00;9;77.0;45.8;53.7
2023-03-28 16:00:00;24;78.9;49.0;62.8
2023-03-28 17:00:00;14;77.7;49.7;59.0
2023-03-28 18:00:00;10;76.8;37.6;45.0
2023-03-28 19:00:00;22;77.9;49.9;61.3
2023-03-28 20:00:00;18;77.3;37.7;49.2
2023-03-28 21:00:00;10;77.4;34.5;42.5
2023-03-28 22:00:00;29;78.9;47.3;63.0
2023-03-28 23:00:00;0;71.2;44.3;68.5
2023-03-29 00:00:00;0;62.1;35.2;61.0
2023-03-29 01:00:00;0;56.5;31.5;55.9
2023-03-29 02:00:00;0;52.1;29.3;51.8
2023-03-29 03:00:00;8;56.0;33.1;50.8
2023-03-29 04:00:00;4;68.2;43.2;55.9
2023-03-29 05:00:00;0;56.6;33.9;52.5
2023-03-29 06:00:00;32;78.1;48.8;65.1
2023-03-29 07:00:00;29;79.0;43.2;57.4
2023-03-29 08:00:00;29;79.6;47.0;62.9
2023-03-29 09:00:00;21;78.2;39.5;50.7
2023-03-29 10:00:00;8;72.8;38.1;48.7
2023-03-29 11:00:00;6;68.3;30.9;37.5
2023-03-29 12:00:00;14;77.8;54.2;65.5
2023-03-29 13:00:00;3;72.2;30.9;35.6
2023-03-29 14:00:00;21;75.8;34.6;45.4
2023-03-29 15:00:00;6;75.0;48.8;56.0
2023-03-29 16:00:00;19;77.2;45.9;57.5
2023-03-29 17:00:00;11;73.5;46.1;54.5
2023-03-29 18:00:00;20;77.8;53.5;65.2
2023-03-29 19:00:00;15;77.4;54.7;63.6
2023-03-29 20:00:00;17;75.6;38.2;48.9
2023-03-29 21:00:00;20;77.9;53.6;65.0
2023-03-29 22:00:00;9;74.2;51.2;65.6
2023-03-29 23:00:00;0;63.7;39.6;62.0
2023-03-30 00:00:00;0;58.1;34.3;57.6
2023-03-30 01:00:00;0;53.6;31.3;53.5
2023-03-30 02:00:00;0;49.8;29.4;49.9
2023-03-30 03:00:00;0;46.4;28.2;46.7
2023-03-30 04:00:00;1;44.7;28.8;44.8
2023-03-30 05:00:00;6;67.5;43.9;55.3
2023-03-30 06:00:00;17;76.5;55.7;65.2
2023-03-30 07:00:00;25;76.0;34.3;47.6
2023-03-30 08:00:00;23;78.0;51.3;65.0
2023-03-30 09:00:00;18;77.8;54.1;65.0
2023-03-30 10:00:00;8;73.8;53.7;63.3
2023-03-30 11:00:00;0;59.8;40.3;51.6
2023-03-30 12:00:00;7;70.7;26.2;32.9
2023-03-30 13:00:00;20;77.0;53.0;64.7
2023-03-30 14:00:00;1;68.5;42.6;50.4
2023-03-30 15:00:00;13;73.8;36.0;44.6
2023-03-30 16:00:00;10;76.4;37.8;44.3
2023-03-30 17:00:00;0;55.4;26.4;42.3
2023-03-30 18:00:00;20;75.0;52.0;64.1
2023-03-30 19:00:00;14;75.6;51.1;58.8
2023-03-30 20:00:00;14;74.2;34.7;44.7
2023-03-30 21:00:00;22;77.4;52.6;65.0
2023-03-30 22:00:00;7;67.6;49.7;55.9
2023-03-30 23:00:00;0;53.4;34.8;47.3
2023-03-31 00:00:00;0;50.2;29.3;45.5
2023-03-31 01:00:00;0;47.6;27.5;43.7
2023-03-31 02:00:00;8;50.7;29.9;45.3
2023-03-31 03:00:00;5;71.1;43.6;59.9
2023-03-31 04:00:00;0;59.3;34.4;55.9
2023-03-31 05:00:00;0;53.9;30.5;51.3
2023-03-31 06:00:00;18;76.1;55.1;65.2
2023-03-31 07:00:00;19;76.0;41.7;54.6
2023-03-31 08:00:00;10;75.3;44.5;52.6
2023-03-31 09:00:00;23;77.0;43.3;55.9
2023-03-31 10:00:00;14;75.9;38.6;48.0
2023-03-31 11:00:00;4;72.0;52.4;60.1
2023-03-31 12:00:00;5;57.7;31.1;44.6
2023-03-31 13:00:00;4;70.4;49.5;63.5
2023-03-31 14:00:00;4;62.9;40.0;59.6
2023-03-31 15:00:00;8;75.1;51.9;64.5
2023-03-31 16:00:00;6;73.0;48.4;63.1
2023-03-31 17:00:00;13;72.5;49.1;64.8
2023-03-31 18:00:00;21;77.1;52.6;65.2
2023-03-31 19:00:00;9;74.2;47.8;53.8
2023-03-31 20:00:00;16;76.5;52.7;65.4
2023-03-31 21:00:00;17;74.3;47.9;57.7
2023-03-31 22:00:00;10;73.3;47.2;52.4
2023-03-31 23:00:00;2;66.1;27.5;39.2
2023-04-01 00:00:00;0;48.8;25.3;41.1
2023-04-01 01:00:00;0;45.0;24.2;38.9
2023-04-01 02:00:00;9;50.0;27.8;41.9
2023-04-01 03:00:00;6;70.0;44.2;55.4
2023-04-01 04:00:00;0;56.8;35.0;52.1
2023-04-01 05:00:00;0;52.4;30.8;48.9
2023-04-01 06:00:00;18;76.7;55.6;65.1
2023-04-01 07:00:00;14;77.0;36.7;46.4
2023-04-01 08:00:00;22;77.5;43.8;55.3
2023-04-01 09:00:00;19;76.5;38.0;47.6
2023-04-01 10:00:00;5;72.4;50.2;58.4
2023-04-01 11:00:00;6;70.6;48.1;59.0
2023-04-01 12:00:00;7;67.7;46.6;61.5
2023-04-01 13:00:00;0;67.9;46.1;63.9
2023-04-01 14:00:00;23;74.2;47.3;64.0
2023-04-01 15:00:00;15;77.6;53.9;66.3
2023-04-01 16:00:00;4;69.4;46.6;65.4
2023-04-01 17:00:00;3;72.7;51.7;67.7
2023-04-01 18:00:00;28;77.4;49.0;65.1
2023-04-01 19:00:00;11;75.9;47.7;54.4
2023-04-01 20:00:00;23;77.5;51.7;65.0
2023-04-01 21:00:00;8;73.9;46.3;51.7
2023-04-01 22:00:00;17;75.9;40.9;50.9
2023-04-01 23:00:00;2;66.5;28.0;39.2
2023-04-02 00:00:00;0;49.1;25.7;41.3
2023-04-02 01:00:00;0;45.4;24.7;39.0
2023-04-02 02:00:00;0;43.2;24.0;37.6
2023-04-02 03:00:00;13;60.2;35.7;47.8
2023-04-02 04:00:00;0;63.2;40.4;55.6
2023-04-02 05:00:00;0;55.3;32.6;51.8
2023-04-02 06:00:00;16;76.4;56.2;65.2
2023-04-02 07:00:00;12;74.2;38.9;53.6
2023-04-02 08:00:00;16;76.9;30.9;39.0
2023-04-02 09:00:00;27;77.8;43.2;56.5
2023-04-02 10:00:00;17;78.6;54.1;65.7
2023-04-02 11:00:00;11;70.1;44.6;52.8
2023-04-02 12:00:00;7;75.1;45.4;51.4
2023-04-02 13:00:00;6;74.0;26.4;32.6
2023-04-02 14:00:00;26;77.7;49.1;63.9
2023-04-02 15:00:00;5;73.8;49.8;68.2
2023-04-02 16:00:00;23;77.6;52.5;65.3
2023-04-02 17:00:00;9;74.0;51.5;67.1
2023-04-02 18:00:00;21;74.2;45.0;59.7
2023-04-02 19:00:00;10;76.4;35.2;42.8
2023-04-02 20:00:00;23;76.9;44.6;57.0
2023-04-02 21:00:00;22;76.5;41.9;53.9
2023-04-02 22:00:00;23;77.5;43.5;56.9
2023-04-02 23:00:00;0;70.8;43.1;68.5
2023-04-03 00:00:00;0;62.0;34.7;61.2
2023-04-03 01:00:00;9;61.0;34.1;56.4
2023-04-03 02:00:00;8;74.0;45.3;58.9
2023-04-03 03:00:00;0;61.2;36.1;57.4
2023-04-03 04:00:00;0;55.3;31.4;52.5
2023-04-03 05:00:00;0;51.3;29.2;48.9
2023-04-03 06:00:00;19;76.7;55.0;65.2
2023-04-03 07:00:00;28;78.7;49.5;64.8
2023-04-03 08:00:00;22;77.9;38.7;50.4
2023-04-03 09:00:00;16;77.7;44.4;54.0
2023-04-03 10:00:00;20;77.7;49.5;63.1
2023-04-03 11:00:00;9;72.4;34.3;43.9
2023-04-03 12:00:00;15;75.7;50.1;61.5
2023-04-03 13:00:00;15;74.8;29.1;38.2
2023-04-03 14:00:00;23;78.9;51.7;65.1
2023-04-03 15:00:00;20;78.8;53.2;65.0
2023-04-03 16:00:00;10;76.1;49.2;55.4
2023-04-03 17:00:00;10;75.6;29.7;36.6
2023-04-03 18:00:00;24;78.3;48.9;61.1
2023-04-03 19:00:00;22;77.7;38.8;50.6
2023-04-03 20:00:00;15;77.9;40.3;49.7
2023-04-03 21:00:00;28;78.2;45.9;62.2
2023-04-03 22:00:00;21;79.0;52.5;65.0
2023-04-03 23:00:00;0;70.9;46.7;68.0
2023-04-04 00:00:00;0;62.3;36.8;61.2
2023-04-04 01:00:00;0;56.9;32.7;56.4
2023-04-04 02:00:00;0;52.5;30.3;52.4
2023-04-04 03:00:00;7;74.4;59.1;75.2
2023-04-04 04:00:00;0;68.3;42.7;70.2
2023-04-04 05:00:00;0;62.3;36.3;64.1
2023-04-04 06:00:00;32;77.9;48.9;65.1
2023-04-04 07:00:00;18;78.8;39.7;49.9
2023-04-04 08:00:00;34;79.8;46.7;63.6
2023-04-04 09:00:00;21;78.6;39.2;50.5
2023-04-04 10:00:00;8;75.2;38.4;46.8
2023-04-04 11:00:00;14;69.9;46.5;56.1
2023-04-04 12:00:00;6;75.3;42.4;46.9
2023-04-04 13:00:00;10;75.8;28.0;34.6
2023-04-04 14:00:00;21;78.5;48.0;60.3
2023-04-04 15:00:00;12;76.3;38.0;45.6
2023-04-04 16:00:00;7;77.5;33.5;39.2
2023-04-04 17:00:00;7;75.2;28.8;34.7
2023-04-04 18:00:00;24;78.4;46.5;59.1
2023-04-04 19:00:00;25;79.1;50.3;65.0
2023-04-04 20:00:00;17;79.0;55.0;65.0
2023-04-04 21:00:00;19;76.5;43.1;53.1
2023-04-04 22:00:00;12;72.2;38.8;56.3
2023-04-04 23:00:00;0;53.9;28.4;46.8
2023-04-05 00:00:00;0;49.1;26.2;43.4
2023-04-05 01:00:00;0;46.0;25.0;41.1
2023-04-05 02:00:00;15;67.0;38.9;51.5
2023-04-05 03:00:00;0;66.2;39.9;60.6
2023-04-05 04:00:00;0;57.2;32.3;53.9
2023-04-05 05:00:00;0;52.6;29.2;49.9
2023-04-05 06:00:00;31;78.3;49.4;65.1
2023-04-05 07:00:00;23;79.4;41.5;53.0
2023-04-05 08:00:00;37;79.9;46.6;65.1
2023-04-05 09:00:00;16;79.4;38.4;48.3
2023-04-05 10:00:00;19;78.5;50.7;62.4
2023-04-05 11:00:00;7;72.0;50.3;63.7
2023-04-05 12:00:00;5;73.3;37.6;49.6
2023-04-05 13:00:00;12;76.2;28.6;35.0
2023-04-05 14:00:00;30;79.6;48.2;63.9
2023-04-05 15:00:00;10;78.4;37.8;45.1
2023-04-05 16:00:00;16;77.3;37.9;48.6
2023-04-05 17:00:00;8;72.7;36.6;47.4
2023-04-05 18:00:00;21;77.8;48.3;61.2
2023-04-05 19:00:00;21;79.1;52.6;65.0
2023-04-05 20:00:00;11;76.4;48.8;54.9
2023-04-05 21:00:00;23;77.5;42.7;56.8
2023-04-05 22:00:00;22;79.1;52.4;65.0
2023-04-05 23:00:00;0;71.3;45.4;68.4
2023-04-06 00:00:00;0;62.5;36.0;61.3
2023-04-06 01:00:00;0;56.9;32.1;56.4
2023-04-06 02:00:00;0;52.4;29.9;52.3
2023-04-06 03:00:00;0;48.6;28.4;48.7
2023-04-06 04:00:00;0;45.3;27.3;45.5
2023-04-06 05:00:00;6;68.3;44.4;59.5
2023-04-06 06:00:00;30;79.3;49.3;65.1
2023-04-06 07:00:00;19;79.5;40.2;50.1
2023-04-06 08:00:00;24;78.5;35.8;47.2
2023-04-06 09:00:00;23;79.9;46.9;60.0
2023-04-06 10:00:00;17;78.9;41.7;51.3
2023-04-06 11:00:00;6;73.1;52.8;63.1
2023-04-06 12:00:00;9;75.4;26.7;33.7
2023-04-06 13:00:00;8;76.0;29.0;34.3
2023-04-06 14:00:00;25;78.7;46.2;59.8
2023-04-06 15:00:00;18;78.0;45.7;60.1
2023-04-06 16:00:00;7;74.3;46.0;50.3
2023-04-06 17:00:00;21;77.9;48.1;60.5
2023-04-06 18:00:00;20;79.0;53.0;65.0
2023-04-06 19:00:00;18;79.0;54.6;65.0
2023-04-06 20:00:00;6;75.0;42.0;47.0
2023-04-06 21:00:00;26;77.3;42.4;56.8
2023-04-06 22:00:00;9;71.1;37.0;53.0
2023-04-06 23:00:00;0;52.5;27.4;44.9
2023-04-07 00:00:00;0;48.0;25.6;41.8
2023-04-07 01:00:00;0;45.2;24.9;39.8
2023-04-07 02:00:00;0;42.9;24.0;38.2
2023-04-07 03:00:00;2;42.2;25.3;37.6
2023-04-07 04:00:00;7;69.5;44.0;56.8
2023-04-07 05:00:00;0;58.0;34.4;54.0
2023-04-07 06:00:00;35;77.8;47.8;65.1
2023-04-07 07:00:00;19;78.6;42.0;51.8
2023-04-07 08:00:00;26;78.9;49.6;63.3
2023-04-07 09:00:00;20;79.0;52.7;65.0
2023-04-07 10:00:00;13;77.5;55.1;62.8
2023-04-07 11:00:00;9;74.7;30.0;37.3
2023-04-07 12:00:00;11;77.8;37.9;45.9
2023-04-07 13:00:00;16;76.0;34.1;43.9
2023-04-07 14:00:00;11;77.8;38.1;46.3
2023-04-07 15:00:00;12;73.1;42.2;56.8
2023-04-07 16:00:00;10;74.0;49.4;66.3
2023-04-07 17:00:00;6;73.8;50.9;68.1
2023-04-07 18:00:00;23;76.8;47.7;64.8
2023-04-07 19:00:00;22;78.8;52.3;65.1
2023-04-07 20:00:00;10;75.3;47.0;53.1
2023-04-07 21:00:00;21;75.7;35.4;46.9
2023-04-07 22:00:00;7;75.7;44.1;50.5
2023-04-07 23:00:00;5;68.4;28.2;42.3
2023-04-08 00:00:00;0;51.0;25.9;43.5
2023-04-08 01:00:00;0;46.6;25.0;40.5
2023-04-08 02:00:00;0;44.0;24.3;38.8
2023-04-08 03:00:00;0;41.9;24.0;37.2
2023-04-08 04:00:00;14;70.0;41.9;52.6
2023-04-08 05:00:00;0;59.9;37.9;54.2
2023-04-08 06:00:00;17;77.8;56.1;65.2
2023-04-08 07:00:00;18;77.6;29.1;39.9
2023-04-08 08:00:00;34;79.4;47.6;65.0
2023-04-08 09:00:00;25;79.6;49.9;65.1
2023-04-08 10:00:00;13;78.9;55.7;66.1
2023-04-08 11:00:00;5;72.3;48.9;66.9
2023-04-08 12:00:00;2;69.0;46.4;63.5
2023-04-08 13:00:00;11;73.1;26.5;34.4
2023-04-08 14:00:00;26;79.2;51.2;65.1
2023-04-08 15:00:00;9;74.7;50.3;56.1
2023-04-08 16:00:00;8;63.6;30.7;45.9
2023-04-08 17:00:00;15;78.6;55.0;65.0
2023-04-08 18:00:00;20;76.7;42.7;54.7
2023-04-08 19:00:00;23;78.8;51.6;65.0
2023-04-08 20:00:00;22;78.3;52.4;65.0
2023-04-08 21:00:00;9;75.7;43.5;49.8
2023-04-08 22:00:00;21;77.8;43.9;56.0
2023-04-08 23:00:00;2;67.6;28.1;40.2
2023-04-09 00:00:00;0;49.7;25.6;41.8
2023-04-09 01:00:00;0;45.4;24.5;39.1
2023-04-09 02:00:00;0;43.0;24.0;37.3
2023-04-09 03:00:00;0;40.9;24.0;35.9
2023-04-09 04:00:00;8;64.9;41.0;55.4
2023-04-09 05:00:00;0;60.3;35.2;56.7
2023-04-09 06:00:00;18;77.8;55.5;65.2
2023-04-09 07:00:00;10;74.8;38.7;52.8
2023-04-09 08:00:00;18;76.8;29.9;38.4
2023-04-09 09:00:00;25;78.5;45.6;58.4
2023-04-09 10:00:00;15;78.7;54.1;66.3
2023-04-09 11:00:00;0;69.2;43.7;66.6
2023-04-09 12:00:00;8;69.5;46.4;64.2
2023-04-09 13:00:00;8;75.4;33.4;45.0
2023-04-09 14:00:00;26;77.1;38.9;52.0
2023-04-09 15:00:00;15;79.0;55.4;65.0
2023-04-09 16:00:00;16;75.0;43.1;51.1
2023-04-09 17:00:00;5;72.7;50.8;64.5
2023-04-09 18:00:00;18;75.8;50.9;64.1
2023-04-09 19:00:00;24;78.1;51.6;65.0
2023-04-09 20:00:00;9;72.5;52.6;59.5
2023-04-09 21:00:00;15;74.2;51.3;59.4
2023-04-09 22:00:00;11;72.9;41.4;47.9
2023-04-09 23:00:00;0;70.4;45.3;67.9
2023-04-10 00:00:00;0;61.7;35.9;60.8
2023-04-10 01:00:00;0;56.3;32.0;55.9
2023-04-10 02:00:00;0;51.9;29.9;51.8
2023-04-10 03:00:00;4;51.6;30.8;49.6
2023-04-10 04:00:00;6;71.8;44.4;59.5
2023-04-10 05:00:00;0;60.0;35.0;56.3
2023-04-10 06:00:00;17;77.2;55.5;65.2
2023-04-10 07:00:00;8;74.1;41.2;55.9
2023-04-10 08:00:00;18;76.6;28.9;37.4
2023-04-10 09:00:00;23;78.4;47.1;59.0
2023-04-10 10:00:00;8;75.3;53.9;65.3
2023-04-10 11:00:00;0;63.8;41.5;61.5
2023-04-10 12:00:00;13;72.4;47.7;62.2
2023-04-10 13:00:00;4;64.6;39.6;58.2
2023-04-10 14:00:00;20;78.3;53.1;65.7
2023-04-10 15:00:00;10;74.6;50.0;67.7
2023-04-10 16:00:00;8;72.4;51.5;63.7
2023-04-10 17:00:00;6;73.7;51.4;67.2
2023-04-10 18:00:00;20;72.8;45.3;62.9
2023-04-10 19:00:00;12;76.7;37.6;45.5
2023-04-10 20:00:00;18;76.2;42.1;52.4
2023-04-10 21:00:00;21;76.1;47.3;59.3
2023-04-10 22:00:00;10;73.9;42.1;49.6
2023-04-10 23:00:00;0;70.4;45.2;68.2
2023-04-11 00:00:00;0;61.9;36.2;61.2
2023-04-11 01:00:00;0;56.5;32.5;56.3
2023-04-11 02:00:00;0;52.2;30.3;52.2
2023-04-11 03:00:00;8;73.1;58.0;74.0
2023-04-11 04:00:00;0;67.1;42.2;69.0
2023-04-11 05:00:00;0;61.3;36.1;63.1
2023-04-11 06:00:00;19;75.9;55.3;65.2
2023-04-11 07:00:00;11;74.5;41.0;52.6
2023-04-11 08:00:00;23;75.9;36.2;47.4
2023-04-11 09:00:00;22;77.2;51.9;65.0
2023-04-11 10:00:00;9;74.1;54.2;63.2
2023-04-11 11:00:00;6;64.7;46.4;58.8
2023-04-11 12:00:00;3;72.2;47.1;68.0
2023-04-11 13:00:00;20;73.7;47.8;64.7
2023-04-11 14:00:00;3;70.7;49.6;64.5
2023-04-11 15:00:00;9;72.4;51.2;62.5
2023-04-11 16:00:00;8;72.0;50.9;64.9
2023-04-11 17:00:00;6;71.9;51.6;67.1
2023-04-11 18:00:00;11;72.7;42.7;53.7
2023-04-11 19:00:00;21;75.1;49.6;62.3
2023-04-11 20:00:00;18;73.8;43.3;53.4
2023-04-11 21:00:00;7;74.1;40.0;45.7
2023-04-11 22:00:00;20;75.2;50.9;63.6
2023-04-11 23:00:00;0;63.3;43.5;59.5
2023-04-12 00:00:00;0;57.7;35.7;55.4
2023-04-12 01:00:00;0;53.5;32.0;52.0
2023-04-12 02:00:00;8;54.2;32.6;50.6
2023-04-12 03:00:00;5;67.3;43.3;55.6
2023-04-12 04:00:00;0;56.2;34.3;52.3
2023-04-12 05:00:00;0;52.2;30.8;49.1
2023-04-12 06:00:00;17;75.6;55.9;65.1
2023-04-12 07:00:00;17;75.9;31.7;41.6
2023-04-12 08:00:00;30;77.5;47.4;62.3
2023-04-12 09:00:00;22;77.7;51.9;65.0
2023-04-12 10:00:00;9;74.8;53.8;65.4
2023-04-12 11:00:00;0;60.4;41.2;56.1
2023-04-12 12:00:00;0;56.1;35.1;53.7
2023-04-12 13:00:00;10;71.3;52.2;64.5
2023-04-12 14:00:00;0;66.9;43.8;65.1
2023-04-12 15:00:00;10;69.1;47.6;63.4
2023-04-12 16:00:00;7;71.6;50.8;65.7
2023-04-12 17:00:00;11;72.0;50.5;63.9
2023-04-12 18:00:00;23;76.7;51.4;65.0
2023-04-12 19:00:00;17;76.7;54.9;65.0
2023-04-12 20:00:00;6;71.5;45.5;49.0
2023-04-12 21:00:00;19;75.8;50.7;62.1
2023-04-12 22:00:00;10;73.2;39.1;48.0
2023-04-12 23:00:00;0;69.6;46.6;67.0
2023-04-13 00:00:00;0;61.2;36.9;60.5
2023-04-13 01:00:00;0;56.1;32.8;55.9
2023-04-13 02:00:00;0;51.8;30.5;51.9
2023-04-13 03:00:00;0;48.2;28.8;48.4
2023-04-13 04:00:00;9;57.6;35.8;50.1
2023-04-13 05:00:00;1;65.8;40.7;58.9
2023-04-13 06:00:00;16;76.7;56.1;65.2
2023-04-13 07:00:00;13;74.9;35.2;47.6
2023-04-13 08:00:00;25;77.5;43.6;56.3
2023-04-13 09:00:00;25;78.3;50.6;65.1
2023-04-13 10:00:00;12;76.9;54.3;64.6
2023-04-13 11:00:00;0;59.0;41.9;51.9
2023-04-13 12:00:00;7;71.3;51.4;63.8
2023-04-13 13:00:00;0;63.0;40.7;60.8
2023-04-13 14:00:00;9;66.3;44.8;61.2
2023-04-13 15:00:00;6;71.2;52.1;62.4
2023-04-13 16:00:00;5;70.1;51.2;63.2
2023-04-13 17:00:00;6;72.2;51.4;67.3
2023-04-13 18:00:00;10;72.5;50.8;65.0
2023-04-13 19:00:00;21;77.8;52.6;65.4
2023-04-13 20:00:00;11;72.5;39.6;48.0
2023-04-13 21:00:00;18;76.8;38.2;48.7
2023-04-13 22:00:00;23;77.7;51.3;65.7
2023-04-13 23:00:00;0;67.9;43.2;65.2
2023-04-14 00:00:00;0;60.5;35.3;59.4
2023-04-14 01:00:00;0;55.5;31.7;54.8
2023-04-14 02:00:00;8;57.1;33.2;52.6
2023-04-14 03:00:00;6;73.0;44.7;59.4
2023-04-14 04:00:00;0;60.2;35.3;56.5
2023-04-14 05:00:00;0;54.7;31.0;51.8
2023-04-14 06:00:00;17;76.7;56.1;65.2
2023-04-14 07:00:00;17;77.0;32.7;42.8
2023-04-14 08:00:00;33;79.0;46.2;62.6
2023-04-14 09:00:00;20;77.7;38.8;50.7
2023-04-14 10:00:00;7;65.6;40.0;51.2
2023-04-14 11:00:00;7;71.3;50.4;64.3
2023-04-14 12:00:00;8;71.6;48.8;63.9
2023-04-14 13:00:00;19;72.3;32.9;45.7
2023-04-14 14:00:00;21;78.9;52.9;65.0
2023-04-14 15:00:00;7;72.7;49.6;55.0
2023-04-14 16:00:00;9;73.7;28.2;35.9
2023-04-14 17:00:00;9;75.6;53.8;67.6
2023-04-14 18:00:00;9;72.8;30.1;40.1
2023-04-14 19:00:00;20;77.4;50.9;63.1
2023-04-14 20:00:00;14;74.9;38.8;46.8
2023-04-14 21:00:00;12;76.4;38.7;47.9
2023-04-14 22:00:00;8;75.6;39.6;45.6
2023-04-14 23:00:00;4;67.7;27.6;41.4
2023-04-15 00:00:00;0;50.2;25.5;42.6
2023-04-15 01:00:00;0;46.0;24.7;39.9
2023-04-15 02:00:00;0;43.5;24.0;38.2
2023-04-15 03:00:00;10;53.0;31.5;44.4
2023-04-15 04:00:00;3;66.0;42.2;55.6
2023-04-15 05:00:00;0;55.8;33.3;51.9
2023-04-15 06:00:00;19;77.0;55.0;65.2
2023-04-15 07:00:00;17;77.0;30.8;39.5
2023-04-15 08:00:00;17;76.8;32.1;40.1
2023-04-15 09:00:00;24;78.3;51.8;65.1
2023-04-15 10:00:00;13;76.9;55.4;63.5
2023-04-15 11:00:00;14;70.0;42.0;47.5
2023-04-15 12:00:00;5;73.5;48.7;57.0
2023-04-15 13:00:00;7;73.9;26.6;33.4
2023-04-15 14:00:00;16;74.9;37.8;46.9
2023-04-15 15:00:00;7;75.5;51.9;67.9
2023-04-15 16:00:00;6;72.6;51.8;65.1
2023-04-15 17:00:00;7;72.2;48.1;59.3
2023-04-15 18:00:00;28;77.8;43.0;58.3
2023-04-15 19:00:00;20;77.1;37.9;48.9
2023-04-15 20:00:00;7;75.5;43.2;49.8
2023-04-15 21:00:00;17;77.0;39.6;50.0
2023-04-15 22:00:00;14;77.0;38.2;47.6
2023-04-15 23:00:00;3;68.6;28.5;42.2
2023-04-16 00:00:00;0;50.9;26.1;43.1
2023-04-16 01:00:00;0;46.6;25.0;40.2
2023-04-16 02:00:00;0;44.1;25.0;38.5
2023-04-16 03:00:00;4;44.7;26.0;38.9
2023-04-16 04:00:00;6;70.7;43.1;60.3
2023-04-16 05:00:00;0;59.5;33.8;56.0
2023-04-16 06:00:00;18;77.7;55.6;65.2
2023-04-16 07:00:00;13;75.4;38.5;53.8
2023-04-16 08:00:00;18;77.5;31.2;39.6
2023-04-16 09:00:00;24;78.6;48.7;60.9
2023-04-16 10:00:00;11;77.2;55.7;65.0
2023-04-16 11:00:00;3;69.3;34.2;39.9
2023-04-16 12:00:00;7;73.3;27.0;33.2
2023-04-16 13:00:00;16;76.5;42.4;52.1
2023-04-16 14:00:00;5;75.3;27.5;33.2
2023-04-16 15:00:00;24;78.2;51.3;65.1
2023-04-16 16:00:00;12;77.1;48.2;60.0
2023-04-16 17:00:00;3;73.3;50.8;67.9
2023-04-16 18:00:00;20;77.3;52.5;64.5
2023-04-16 19:00:00;21;78.4;52.6;65.0
2023-04-16 20:00:00;9;74.8;43.3;49.0
2023-04-16 21:00:00;25;77.8;50.0;64.4
2023-04-16 22:00:00;23;78.1;51.9;65.0
2023-04-16 23:00:00;0;71.2;44.3;68.9
2023-04-17 00:00:00;0;62.3;35.4;61.5
2023-04-17 01:00:00;14;67.6;37.5;55.8
2023-04-17 02:00:00;5;70.7;45.1;57.0
2023-04-17 03:00:00;0;58.3;35.5;54.5
2023-04-17 04:00:00;0;53.8;31.2;50.9
2023-04-17 05:00:00;0;50.2;29.0;47.8
2023-04-17 06:00:00;17;76.9;56.4;65.2
2023-04-17 07:00:00;15;77.1;35.6;45.7
2023-04-17 08:00:00;28;78.4;43.3;57.6
2023-04-17 09:00:00;19;77.7;37.9;48.8
2023-04-17 10:00:00;6;66.9;50.4;53.0
2023-04-17 11:00:00;10;72.7;51.3;61.6
2023-04-17 12:00:00;12;73.5;49.2;61.2
2023-04-17 13:00:00;0;64.7;43.3;60.1
2023-04-17 14:00:00;10;66.1;42.5;59.9
2023-04-17 15:00:00;11;74.1;52.0;63.2
2023-04-17 16:00:00;6;70.6;51.7;63.0
2023-04-17 17:00:00;4;71.8;52.2;66.2
2023-04-17 18:00:00;6;66.3;37.1;55.7
2023-04-17 19:00:00;21;75.4;52.3;61.7
2023-04-17 20:00:00;14;74.9;37.5;46.9
2023-04-17 21:00:00;7;72.1;50.9;64.1
2023-04-17 22:00:00;6;71.1;51.3;64.4
2023-04-17 23:00:00;0;62.8;40.4;60.8
2023-04-18 00:00:00;0;57.4;34.5;56.4
2023-04-18 01:00:00;0;53.1;31.4;52.7
2023-04-18 02:00:00;0;49.5;29.4;49.3
2023-04-18 03:00:00;10;70.1;47.8;65.9
2023-04-18 04:00:00;0;60.7;35.9;58.4
2023-04-18 05:00:00;0;55.1;31.5;53.8
2023-04-18 06:00:00;20;76.6;54.7;65.2
2023-04-18 07:00:00;4;73.4;51.1;63.9
2023-04-18 08:00:00;26;75.4;28.8;41.0
2023-04-18 09:00:00;9;76.1;45.2;51.1
2023-04-18 10:00:00;3;65.9;27.4;40.8
2023-04-18 11:00:00;11;64.1;41.1;54.3
2023-04-18 12:00:00;1;68.7;48.4;62.7
