Site;SS21 Rue du Clos 12 (ID 3221);SS21 Rue du Clos 12 (ID 3221);SS21 Rue du Clos 12 (ID 3221);SS21 Rue du Clos 12 (ID 3221)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-01-01 00:00:00;0;64.0;68.0;54.8
2023-01-01 01:00:00;24;76.9;48.1;49.7
2023-01-01 02:00:00;27;78.7;46.7;49.7
2023-01-01 03:00:00;28;78.6;46.7;49.9
2023-01-01 04:00:00;31;78.7;47.1;50.8
2023-01-01 05:00:00;30;78.7;47.4;50.9
2023-01-01 06:00:00;31;78.9;47.4;51.1
2023-01-01 07:00:00;64;79.1;50.8;57.6
2023-01-01 08:00:00;48;79.3;54.9;60.1
2023-01-01 09:00:00;48;79.4;54.8;60.0
2023-01-01 10:00:00;43;79.1;53.9;58.6
2023-01-01 11:00:00;34;79.3;52.6;56.3
2023-01-01 12:00:00;3;63.3;47.2;50.2
2023-01-01 13:00:00;0;51.6;38.8;47.0
2023-01-01 14:00:00;0;48.4;34.0;43.5
2023-01-01 15:00:00;0;45.9;31.0;40.7
2023-01-01 16:00:00;0;43.9;28.8;38.5
2023-01-01 17:00:00;0;42.3;26.9;36.7
2023-01-01 18:00:00;79;71.0;40.2;50.0
2023-01-01 19:00:00;45;79.1;50.1;55.1
2023-01-01 20:00:00;45;79.1;51.1;56.0
2023-01-01 21:00:00;47;79.0;52.5;57.6
2023-01-01 22:00:00;49;79.3;53.5;58.8
2023-01-01 23:00:00;19;74.5;51.6;53.7
2023-01-02 00:00:00;31;75.2;56.4;56.9
2023-01-02 01:00:00;28;78.6;46.7;49.9
2023-01-02 02:00:00;28;78.8;46.6;49.8
2023-01-02 03:00:00;25;78.7;47.0;49.9
2023-01-02 04:00:00;27;78.6;46.7;49.9
2023-01-02 05:00:00;27;78.9;46.8;49.8
2023-01-02 06:00:00;29;79.0;46.6;49.8
2023-01-02 07:00:00;56;79.3;48.9;54.9
2023-01-02 08:00:00;46;79.6;52.5;57.4
2023-01-02 09:00:00;45;79.4;53.2;58.0
2023-01-02 10:00:00;37;79.3;53.2;57.2
2023-01-02 11:00:00;29;79.1;48.3;51.7
2023-01-02 12:00:00;28;79.1;47.8;51.1
2023-01-02 13:00:00;3;63.0;45.9;48.5
2023-01-02 14:00:00;0;50.1;37.8;45.3
2023-01-02 15:00:00;0;46.9;33.3;42.0
2023-01-02 16:00:00;5;45.2;30.6;39.6
2023-01-02 17:00:00;62;78.8;44.3;51.0
2023-01-02 18:00:00;34;79.0;47.6;51.5
2023-01-02 19:00:00;36;78.6;48.3;52.3
2023-01-02 20:00:00;38;78.9;49.2;53.4
2023-01-02 21:00:00;41;78.8;49.8;54.2
2023-01-02 22:00:00;41;78.6;50.7;55.2
2023-01-02 23:00:00;16;74.2;50.0;51.7
2023-01-03 00:00:00;33;75.7;55.9;56.3
2023-01-03 01:00:00;23;78.1;47.0;49.7
2023-01-03 02:00:00;30;78.2;46.5;49.8
2023-01-03 03:00:00;28;78.3;46.6;49.9
2023-01-03 04:00:00;28;78.4;46.6;49.8
2023-01-03 05:00:00;28;78.3;46.7;49.8
2023-01-03 06:00:00;29;78.2;46.4;49.9
2023-01-03 07:00:00;60;79.0;49.2;55.6
2023-01-03 08:00:00;45;78.9;53.1;58.0
2023-01-03 09:00:00;46;79.0;53.3;58.0
2023-01-03 10:00:00;45;79.1;53.2;58.1
2023-01-03 11:00:00;44;79.0;53.3;58.1
2023-01-03 12:00:00;49;79.0;52.8;58.0
2023-01-03 13:00:00;45;79.0;53.2;58.1
2023-01-03 14:00:00;49;79.0;53.3;58.6
2023-01-03 15:00:00;46;79.0;54.1;59.0
2023-01-03 16:00:00;46;79.0;54.1;58.9
2023-01-03 17:00:00;46;79.0;54.0;59.0
2023-01-03 18:00:00;49;79.0;54.2;59.4
2023-01-03 19:00:00;50;79.0;54.6;60.0
2023-01-03 20:00:00;51;79.0;54.8;60.1
2023-01-03 21:00:00;52;79.1;55.2;60.7
2023-01-03 22:00:00;50;79.0;55.4;60.8
2023-01-03 23:00:00;25;76.1;63.3;64.3
2023-01-04 00:00:00;33;78.9;48.0;51.7
2023-01-04 01:00:00;34;78.8;47.9;51.8
2023-01-04 02:00:00;34;78.8;47.9;51.8
2023-01-04 03:00:00;33;78.9;47.8;51.7
2023-01-04 04:00:00;34;78.8;47.8;51.8
2023-01-04 05:00:00;38;79.0;48.4;52.7
2023-01-04 06:00:00;38;79.0;48.9;53.2
2023-01-04 07:00:00;69;79.2;52.4;59.5
2023-01-04 08:00:00;54;79.4;56.2;61.9
2023-01-04 09:00:00;52;79.5;56.3;61.8
2023-01-04 10:00:00;31;79.0;53.2;56.6
2023-01-04 11:00:00;30;79.0;50.1;53.5
2023-01-04 12:00:00;42;79.2;48.5;53.3
2023-01-04 13:00:00;49;79.1;49.7;55.1
2023-01-04 14:00:00;45;79.2;51.7;56.5
2023-01-04 15:00:00;47;79.1;52.7;57.8
2023-01-04 16:00:00;45;79.0;53.1;58.0
2023-01-04 17:00:00;45;79.0;53.1;58.1
2023-01-04 18:00:00;50;79.0;53.6;59.0
2023-01-04 19:00:00;47;79.0;54.0;59.0
2023-01-04 20:00:00;47;79.2;53.8;58.9
2023-01-04 21:00:00;50;79.3;57.8;62.7
2023-01-04 22:00:00;47;79.0;53.9;59.0
2023-01-04 23:00:00;21;73.3;51.8;53.9
2023-01-05 00:00:00;32;78.9;47.2;50.9
2023-01-05 01:00:00;31;79.0;47.4;50.9
2023-01-05 02:00:00;34;78.4;47.3;51.1
2023-01-05 03:00:00;33;78.9;47.9;51.8
2023-01-05 04:00:00;34;79.1;48.0;51.8
2023-01-05 05:00:00;34;78.6;47.7;51.8
2023-01-05 06:00:00;34;78.9;47.8;51.8
2023-01-05 07:00:00;66;79.1;50.5;57.6
2023-01-05 08:00:00;51;79.1;54.5;60.0
2023-01-05 09:00:00;50;79.2;54.7;60.0
2023-01-05 10:00:00;49;79.1;54.6;60.0
2023-01-05 11:00:00;46;79.2;54.7;59.7
2023-01-05 12:00:00;46;79.4;54.0;59.0
2023-01-05 13:00:00;35;79.1;53.0;56.9
2023-01-05 14:00:00;25;78.6;49.5;52.6
2023-01-05 15:00:00;34;79.0;47.8;51.7
2023-01-05 16:00:00;27;78.9;48.8;51.8
2023-01-05 17:00:00;48;79.0;47.9;53.2
2023-01-05 18:00:00;47;79.0;51.7;56.7
2023-01-05 19:00:00;48;79.0;53.6;58.7
2023-01-05 20:00:00;57;79.1;57.9;63.6
2023-01-05 21:00:00;49;79.0;55.5;60.7
2023-01-05 22:00:00;51;79.1;55.7;61.1
2023-01-05 23:00:00;24;73.4;53.7;56.4
2023-01-06 00:00:00;38;79.0;49.4;53.6
2023-01-06 01:00:00;39;79.0;50.3;54.6
2023-01-06 02:00:00;42;79.0;50.3;54.9
2023-01-06 03:00:00;40;79.2;51.0;55.5
2023-01-06 04:00:00;44;79.4;51.3;56.2
2023-01-06 05:00:00;41;79.0;51.3;55.7
2023-01-06 06:00:00;43;79.5;50.7;55.5
2023-01-06 07:00:00;68;79.7;53.6;60.7
2023-01-06 08:00:00;55;79.9;56.9;62.7
2023-01-06 09:00:00;56;80.0;56.7;62.7
2023-01-06 10:00:00;39;79.8;56.3;60.5
2023-01-06 11:00:00;29;79.4;51.8;55.1
2023-01-06 12:00:00;37;79.6;51.5;55.5
2023-01-06 13:00:00;30;79.4;50.3;53.5
2023-01-06 14:00:00;35;79.6;49.5;53.6
2023-01-06 15:00:00;36;79.7;49.0;53.0
2023-01-06 16:00:00;42;79.7;49.0;53.7
2023-01-06 17:00:00;44;79.5;51.0;55.9
2023-01-06 18:00:00;50;79.8;52.8;58.2
2023-01-06 19:00:00;53;79.5;56.4;61.7
2023-01-06 20:00:00;42;79.4;54.9;59.4
2023-01-06 21:00:00;49;79.7;54.3;59.6
2023-01-06 22:00:00;50;79.5;54.6;60.0
2023-01-06 23:00:00;22;75.5;52.5;54.8
2023-01-07 00:00:00;36;79.1;48.2;52.2
2023-01-07 01:00:00;37;79.1;48.8;53.1
2023-01-07 02:00:00;40;79.1;49.3;53.8
2023-01-07 03:00:00;41;79.5;50.2;54.8
2023-01-07 04:00:00;42;79.1;50.8;55.4
2023-01-07 05:00:00;43;79.4;50.8;55.5
2023-01-07 06:00:00;44;79.7;50.6;55.4
2023-01-07 07:00:00;74;79.7;54.7;62.3
2023-01-07 08:00:00;63;80.1;59.1;65.6
2023-01-07 09:00:00;63;80.3;59.2;65.8
2023-01-07 10:00:00;23;79.0;57.2;59.6
2023-01-07 11:00:00;26;79.5;52.8;55.8
2023-01-07 12:00:00;17;75.3;52.5;54.7
2023-01-07 13:00:00;0;53.1;43.1;50.4
2023-01-07 14:00:00;0;47.2;35.2;44.9
2023-01-07 15:00:00;77;74.4;43.0;52.5
2023-01-07 16:00:00;38;79.9;49.6;53.8
2023-01-07 17:00:00;47;80.0;49.5;54.7
2023-01-07 18:00:00;57;79.9;52.6;58.8
2023-01-07 19:00:00;54;80.0;58.2;63.6
2023-01-07 20:00:00;56;80.0;55.7;61.7
2023-01-07 21:00:00;55;79.9;56.9;62.7
2023-01-07 22:00:00;57;80.0;56.7;62.8
2023-01-07 23:00:00;29;75.8;54.5;58.0
2023-01-08 00:00:00;41;80.0;51.0;55.4
2023-01-08 01:00:00;44;80.0;50.4;55.3
2023-01-08 02:00:00;40;80.0;51.1;55.5
2023-01-08 03:00:00;39;80.0;50.5;54.9
2023-01-08 04:00:00;31;79.8;48.9;52.5
2023-01-08 05:00:00;37;79.9;48.9;53.1
2023-01-08 06:00:00;34;79.9;48.5;52.4
2023-01-08 07:00:00;69;80.1;51.1;58.3
2023-01-08 08:00:00;52;80.0;55.2;60.8
2023-01-08 09:00:00;54;80.0;55.0;60.7
2023-01-08 10:00:00;53;80.0;55.0;60.7
2023-01-08 11:00:00;49;80.0;55.0;60.4
2023-01-08 12:00:00;46;80.1;54.2;59.2
2023-01-08 13:00:00;48;80.0;53.8;58.9
2023-01-08 14:00:00;48;80.0;53.8;59.0
2023-01-08 15:00:00;47;80.0;53.9;58.9
2023-01-08 16:00:00;47;80.0;53.8;59.1
2023-01-08 17:00:00;49;80.0;53.8;59.2
2023-01-08 18:00:00;51;80.0;58.2;63.2
2023-01-08 19:00:00;51;80.0;54.2;59.7
2023-01-08 20:00:00;53;80.0;54.6;60.4
2023-01-08 21:00:00;51;80.0;55.2;60.8
2023-01-08 22:00:00;51;80.0;55.3;60.8
2023-01-08 23:00:00;25;75.1;53.0;55.9
2023-01-09 00:00:00;36;79.4;48.8;53.0
2023-01-09 01:00:00;37;79.7;48.9;53.0
2023-01-09 02:00:00;37;79.6;48.8;53.0
2023-01-09 03:00:00;43;79.9;49.5;54.2
2023-01-09 04:00:00;31;79.2;49.0;52.5
2023-01-09 05:00:00;37;79.6;47.6;51.8
2023-01-09 06:00:00;40;79.7;48.3;52.9
2023-01-09 07:00:00;67;79.8;51.2;58.3
2023-01-09 08:00:00;59;80.1;55.4;61.7
2023-01-09 09:00:00;53;80.0;56.1;61.5
2023-01-09 10:00:00;52;80.0;56.0;61.4
2023-01-09 11:00:00;43;79.6;53.5;58.0
2023-01-09 12:00:00;56;80.0;55.1;61.0
2023-01-09 13:00:00;49;80.0;56.0;61.4
2023-01-09 14:00:00;48;80.0;55.2;60.2
2023-01-09 15:00:00;51;80.0;55.3;60.8
2023-01-09 16:00:00;64;80.0;58.5;65.1
2023-01-09 17:00:00;59;80.0;60.4;66.2
2023-01-09 18:00:00;54;80.0;57.8;63.5
2023-01-09 19:00:00;53;80.0;56.7;62.3
2023-01-09 20:00:00;54;80.1;56.3;61.9
2023-01-09 21:00:00;58;80.2;55.8;62.1
2023-01-09 22:00:00;62;80.0;57.2;63.7
2023-01-09 23:00:00;31;76.4;56.0;59.1
2023-01-10 00:00:00;37;80.0;50.1;54.3
2023-01-10 01:00:00;51;80.0;50.0;55.4
2023-01-10 02:00:00;47;80.1;52.4;57.5
2023-01-10 03:00:00;50;80.2;52.4;57.9
2023-01-10 04:00:00;46;80.1;52.2;57.4
2023-01-10 05:00:00;50;80.2;52.3;57.8
2023-01-10 06:00:00;48;80.2;52.9;58.1
2023-01-10 07:00:00;77;80.3;55.6;63.4
2023-01-10 08:00:00;66;80.6;58.9;65.8
2023-01-10 09:00:00;61;80.5;58.4;64.8
2023-01-10 10:00:00;35;80.0;57.6;61.4
2023-01-10 11:00:00;37;80.1;53.5;57.6
2023-01-10 12:00:00;56;80.4;52.1;58.1
2023-01-10 13:00:00;27;80.1;53.3;56.4
2023-01-10 14:00:00;47;80.3;51.0;56.1
2023-01-10 15:00:00;59;80.5;52.9;59.1
2023-01-10 16:00:00;45;80.3;55.2;59.7
2023-01-10 17:00:00;51;80.1;54.1;59.6
2023-01-10 18:00:00;54;80.0;55.0;60.7
2023-01-10 19:00:00;53;80.3;55.8;61.6
2023-01-10 20:00:00;55;80.2;56.0;61.9
2023-01-10 21:00:00;56;80.2;55.9;61.9
2023-01-10 22:00:00;54;80.1;56.2;61.9
2023-01-10 23:00:00;27;75.4;54.0;56.9
2023-01-11 00:00:00;41;80.0;49.3;53.8
2023-01-11 01:00:00;42;80.0;50.5;54.9
2023-01-11 02:00:00;43;80.0;50.0;54.7
2023-01-11 03:00:00;45;80.1;50.6;55.5
2023-01-11 04:00:00;50;80.0;51.6;57.1
2023-01-11 05:00:00;50;80.2;52.9;58.4
2023-01-11 06:00:00;48;80.1;53.5;58.7
2023-01-11 07:00:00;74;80.3;54.9;62.4
2023-01-11 08:00:00;59;80.5;57.8;64.0
2023-01-11 09:00:00;57;80.5;57.7;63.8
2023-01-11 10:00:00;54;80.6;56.7;62.4
2023-01-11 11:00:00;56;80.4;56.3;62.4
2023-01-11 12:00:00;54;80.6;56.8;62.4
2023-01-11 13:00:00;54;80.5;56.1;61.9
2023-01-11 14:00:00;59;80.3;59.1;65.0
2023-01-11 15:00:00;57;80.4;56.1;62.2
2023-01-11 16:00:00;56;80.3;56.8;62.7
2023-01-11 17:00:00;57;80.1;56.6;62.7
2023-01-11 18:00:00;54;80.3;57.1;62.8
2023-01-11 19:00:00;56;80.3;57.1;62.9
2023-01-11 20:00:00;55;80.4;56.9;62.6
2023-01-11 21:00:00;57;80.4;56.6;62.8
2023-01-11 22:00:00;59;80.4;57.3;63.8
2023-01-11 23:00:00;29;76.8;55.2;58.5
2023-01-12 00:00:00;42;80.0;50.9;55.4
2023-01-12 01:00:00;43;80.3;50.8;55.5
2023-01-12 02:00:00;43;79.8;50.8;55.5
2023-01-12 03:00:00;50;80.5;51.3;56.7
2023-01-12 04:00:00;49;80.0;52.8;58.0
2023-01-12 05:00:00;50;80.3;53.0;58.6
2023-01-12 06:00:00;49;80.5;53.1;58.5
2023-01-12 07:00:00;80;80.4;56.0;64.0
2023-01-12 08:00:00;67;80.7;60.1;67.0
2023-01-12 09:00:00;64;80.6;60.3;67.1
2023-01-12 10:00:00;43;80.4;58.9;63.5
2023-01-12 11:00:00;32;80.1;53.5;57.0
2023-01-12 12:00:00;59;80.4;56.6;62.1
2023-01-12 13:00:00;46;80.5;53.2;58.2
2023-01-12 14:00:00;52;80.6;53.4;59.0
2023-01-12 15:00:00;48;80.3;54.9;60.0
2023-01-12 16:00:00;48;80.2;54.8;60.1
2023-01-12 17:00:00;51;80.1;55.1;60.5
2023-01-12 18:00:00;50;80.1;55.4;60.8
2023-01-12 19:00:00;50;80.0;55.4;60.8
2023-01-12 20:00:00;55;80.0;55.7;61.6
2023-01-12 21:00:00;53;80.0;56.2;61.9
2023-01-12 22:00:00;54;80.2;56.8;62.6
2023-01-12 23:00:00;28;77.4;54.7;57.4
2023-01-13 00:00:00;45;80.0;50.3;55.2
2023-01-13 01:00:00;43;80.0;50.8;55.5
2023-01-13 02:00:00;43;80.0;50.7;55.4
2023-01-13 03:00:00;43;79.9;50.8;55.5
2023-01-13 04:00:00;44;80.1;50.8;55.4
2023-01-13 05:00:00;42;80.0;50.7;55.4
2023-01-13 06:00:00;40;80.0;50.4;54.8
2023-01-13 07:00:00;72;80.2;53.1;60.3
2023-01-13 08:00:00;50;80.6;56.2;61.6
2023-01-13 09:00:00;54;80.2;54.9;60.8
2023-01-13 10:00:00;53;80.4;55.0;60.7
2023-01-13 11:00:00;53;80.2;58.8;64.0
2023-01-13 12:00:00;46;80.0;54.1;59.1
2023-01-13 13:00:00;42;80.0;53.3;57.9
2023-01-13 14:00:00;39;80.0;50.8;55.1
2023-01-13 15:00:00;41;80.0;50.4;55.0
2023-01-13 16:00:00;43;79.9;51.2;55.8
2023-01-13 17:00:00;43;79.9;50.6;55.3
2023-01-13 18:00:00;47;79.9;52.7;57.8
2023-01-13 19:00:00;46;79.6;52.9;58.0
2023-01-13 20:00:00;48;79.9;53.4;58.6
2023-01-13 21:00:00;48;79.9;54.2;59.4
2023-01-13 22:00:00;50;79.8;54.2;59.6
2023-01-13 23:00:00;22;74.0;52.1;54.8
2023-01-14 00:00:00;34;79.1;47.9;51.8
2023-01-14 01:00:00;34;79.1;47.8;51.7
2023-01-14 02:00:00;41;79.4;48.7;53.2
2023-01-14 03:00:00;44;79.8;50.0;54.8
2023-01-14 04:00:00;43;79.3;50.6;55.3
2023-01-14 05:00:00;44;79.9;50.7;55.5
2023-01-14 06:00:00;47;80.0;51.5;56.6
2023-01-14 07:00:00;76;80.0;55.3;63.0
2023-01-14 08:00:00;61;80.1;59.4;65.9
2023-01-14 09:00:00;62;80.0;59.4;65.8
2023-01-14 10:00:00;53;80.1;59.1;64.4
2023-01-14 11:00:00;51;80.2;55.8;61.1
2023-01-14 12:00:00;46;80.0;54.5;59.5
2023-01-14 13:00:00;48;80.0;53.4;58.5
2023-01-14 14:00:00;47;80.0;53.9;59.1
2023-01-14 15:00:00;46;80.0;53.1;58.0
2023-01-14 16:00:00;49;80.0;53.1;58.5
2023-01-14 17:00:00;50;80.0;54.5;59.9
2023-01-14 18:00:00;49;79.9;54.6;60.0
2023-01-14 19:00:00;50;79.9;54.7;60.0
2023-01-14 20:00:00;50;80.0;54.6;60.0
2023-01-14 21:00:00;44;79.8;54.3;59.1
2023-01-14 22:00:00;46;79.9;52.9;58.0
2023-01-14 23:00:00;24;76.3;51.3;53.8
2023-01-15 00:00:00;34;79.4;47.7;51.6
2023-01-15 01:00:00;32;79.3;47.8;51.7
2023-01-15 02:00:00;34;79.1;47.2;51.0
2023-01-15 03:00:00;34;79.4;47.6;51.6
2023-01-15 04:00:00;36;79.5;47.6;51.6
2023-01-15 05:00:00;36;79.3;47.7;52.0
2023-01-15 06:00:00;38;79.5;48.8;52.9
2023-01-15 07:00:00;64;79.9;51.8;58.3
2023-01-15 08:00:00;56;79.8;58.1;63.6
2023-01-15 09:00:00;47;79.7;53.9;58.9
2023-01-15 10:00:00;46;80.0;53.1;58.1
2023-01-15 11:00:00;56;79.9;53.6;59.6
2023-01-15 12:00:00;55;80.0;55.0;60.8
2023-01-15 13:00:00;55;80.0;55.4;61.4
2023-01-15 14:00:00;59;80.0;56.1;62.5
2023-01-15 15:00:00;61;80.0;57.4;63.7
2023-01-15 16:00:00;59;80.0;57.6;63.8
2023-01-15 17:00:00;56;80.0;57.8;63.7
2023-01-15 18:00:00;59;80.0;58.0;64.0
2023-01-15 19:00:00;60;80.0;58.3;64.7
2023-01-15 20:00:00;63;80.0;58.5;65.1
2023-01-15 21:00:00;66;80.1;60.0;66.8
2023-01-15 22:00:00;68;80.2;61.1;68.0
2023-01-15 23:00:00;41;78.5;59.5;63.7
2023-01-16 00:00:00;54;80.2;55.0;60.8
2023-01-16 01:00:00;52;80.2;55.2;60.7
2023-01-16 02:00:00;53;80.4;55.0;60.7
2023-01-16 03:00:00;53;80.3;55.0;60.7
2023-01-16 04:00:00;52;80.7;55.2;60.8
2023-01-16 05:00:00;53;80.7;55.2;60.7
2023-01-16 06:00:00;49;80.9;54.2;59.5
2023-01-16 07:00:00;79;80.9;58.6;66.2
2023-01-16 08:00:00;64;80.9;60.1;66.9
2023-01-16 09:00:00;60;80.9;59.3;65.8
2023-01-16 10:00:00;60;81.1;59.4;65.7
2023-01-16 11:00:00;59;81.1;59.6;65.8
2023-01-16 12:00:00;61;81.0;59.5;65.8
2023-01-16 13:00:00;53;80.9;58.9;64.4
2023-01-16 14:00:00;61;81.0;57.6;64.1
2023-01-16 15:00:00;61;81.0;58.8;65.3
2023-01-16 16:00:00;55;81.1;58.9;64.8
2023-01-16 17:00:00;60;81.0;59.2;65.5
2023-01-16 18:00:00;58;81.0;59.7;65.8
2023-01-16 19:00:00;58;81.0;59.6;65.7
2023-01-16 20:00:00;61;81.0;59.3;65.8
2023-01-16 21:00:00;62;81.0;59.9;66.4
2023-01-16 22:00:00;61;80.9;60.4;66.7
2023-01-16 23:00:00;35;78.4;58.2;61.9
2023-01-17 00:00:00;50;81.0;53.2;58.7
2023-01-17 01:00:00;50;80.8;54.4;59.8
2023-01-17 02:00:00;54;81.0;54.6;60.4
2023-01-17 03:00:00;58;81.0;58.7;64.4
2023-01-17 04:00:00;51;81.0;55.3;60.8
2023-01-17 05:00:00;53;81.0;54.9;60.8
2023-01-17 06:00:00;52;81.0;55.3;60.8
2023-01-17 07:00:00;79;81.0;58.4;66.5
2023-01-17 08:00:00;64;81.0;61.6;68.2
2023-01-17 09:00:00;62;81.1;61.6;67.9
2023-01-17 10:00:00;67;81.0;61.2;68.1
2023-01-17 11:00:00;65;81.2;61.6;68.4
2023-01-17 12:00:00;60;81.3;61.4;67.6
2023-01-17 13:00:00;62;81.1;60.5;67.0
2023-01-17 14:00:00;68;81.2;61.6;68.6
2023-01-17 15:00:00;65;81.1;61.8;68.6
2023-01-17 16:00:00;60;81.2;62.4;68.6
2023-01-17 17:00:00;63;81.2;61.3;67.9
2023-01-17 18:00:00;68;81.2;62.0;68.9
2023-01-17 19:00:00;68;81.1;61.8;68.7
2023-01-17 20:00:00;63;81.3;61.8;68.4
2023-01-17 21:00:00;65;81.3;61.5;68.1
2023-01-17 22:00:00;63;81.3;61.0;67.6
2023-01-17 23:00:00;38;79.1;58.9;62.8
2023-01-18 00:00:00;60;81.3;57.9;63.8
2023-01-18 01:00:00;52;81.1;55.1;60.7
2023-01-18 02:00:00;52;81.0;55.1;60.8
2023-01-18 03:00:00;53;81.4;54.7;60.4
2023-01-18 04:00:00;53;81.2;54.2;60.0
2023-01-18 05:00:00;55;81.1;54.5;60.5
2023-01-18 06:00:00;54;81.4;54.9;60.7
2023-01-18 07:00:00;81;81.4;58.4;66.4
2023-01-18 08:00:00;67;81.3;62.2;69.0
2023-01-18 09:00:00;70;81.2;61.5;68.8
2023-01-18 10:00:00;66;81.5;62.2;69.0
2023-01-18 11:00:00;66;81.5;61.4;68.2
2023-01-18 12:00:00;65;81.7;61.4;68.0
2023-01-18 13:00:00;66;81.6;61.7;68.4
2023-01-18 14:00:00;72;81.7;61.6;69.2
2023-01-18 15:00:00;76;81.8;62.6;70.2
2023-01-18 16:00:00;71;81.7;62.8;69.9
2023-01-18 17:00:00;70;81.8;62.8;69.9
2023-01-18 18:00:00;73;81.8;62.3;69.9
2023-01-18 19:00:00;71;81.8;62.6;69.9
2023-01-18 20:00:00;75;81.8;62.6;70.1
2023-01-18 21:00:00;78;81.8;63.5;71.1
2023-01-18 22:00:00;79;81.7;64.6;72.1
2023-01-18 23:00:00;53;80.8;61.5;67.0
2023-01-19 00:00:00;66;82.0;57.8;64.8
2023-01-19 01:00:00;68;81.9;58.6;65.6
2023-01-19 02:00:00;72;82.0;59.3;66.7
2023-01-19 03:00:00;73;82.0;60.4;67.7
2023-01-19 04:00:00;75;82.0;60.5;68.1
2023-01-19 05:00:00;72;82.0;61.5;68.7
2023-01-19 06:00:00;76;82.0;60.5;68.3
2023-01-19 07:00:00;99;82.0;62.3;71.5
2023-01-19 08:00:00;90;82.4;66.5;74.7
2023-01-19 09:00:00;90;82.4;66.9;75.1
2023-01-19 10:00:00;51;82.4;65.4;70.5
2023-01-19 11:00:00;54;82.4;61.3;67.0
2023-01-19 12:00:00;52;82.3;60.1;65.8
2023-01-19 13:00:00;55;82.7;58.8;64.8
2023-01-19 14:00:00;63;82.4;57.1;63.7
2023-01-19 15:00:00;61;82.4;57.5;63.8
2023-01-19 16:00:00;61;82.2;57.2;63.8
2023-01-19 17:00:00;78;82.3;58.8;66.8
2023-01-19 18:00:00;77;82.1;63.7;71.1
2023-01-19 19:00:00;80;82.4;64.7;72.4
2023-01-19 20:00:00;84;82.3;65.8;73.8
2023-01-19 21:00:00;86;82.3;67.0;74.9
2023-01-19 22:00:00;88;82.5;67.4;75.3
2023-01-19 23:00:00;62;82.0;66.7;72.1
2023-01-20 00:00:00;78;82.6;62.1;69.9
2023-01-20 01:00:00;79;82.5;62.4;70.3
2023-01-20 02:00:00;80;82.9;62.9;71.0
2023-01-20 03:00:00;81;82.8;62.9;70.9
2023-01-20 04:00:00;84;83.0;63.5;71.7
2023-01-20 05:00:00;82;83.0;63.8;71.8
2023-01-20 06:00:00;83;83.3;63.5;71.8
2023-01-20 07:00:00;103;83.3;63.9;73.3
2023-01-20 08:00:00;96;83.3;66.9;75.4
2023-01-20 09:00:00;96;83.5;67.0;75.6
2023-01-20 10:00:00;66;83.4;66.7;73.1
2023-01-20 11:00:00;58;83.3;65.1;70.9
2023-01-20 12:00:00;70;83.6;60.9;68.1
2023-01-20 13:00:00;73;83.5;59.6;67.2
2023-01-20 14:00:00;80;83.4;60.4;68.7
2023-01-20 15:00:00;73;83.4;62.6;70.0
2023-01-20 16:00:00;74;83.0;61.8;69.5
2023-01-20 17:00:00;78;83.2;61.8;69.8
2023-01-20 18:00:00;83;82.8;63.7;71.8
2023-01-20 19:00:00;87;83.1;65.6;73.8
2023-01-20 20:00:00;87;82.9;66.7;74.8
2023-01-20 21:00:00;88;83.0;67.9;75.9
2023-01-20 22:00:00;88;83.1;68.0;75.8
2023-01-20 23:00:00;61;83.0;64.0;70.0
2023-01-21 00:00:00;73;83.2;59.6;67.1
2023-01-21 01:00:00;73;83.0;59.3;67.1
2023-01-21 02:00:00;73;83.0;59.5;67.0
2023-01-21 03:00:00;82;83.0;61.8;69.6
2023-01-21 04:00:00;78;83.0;60.4;68.3
2023-01-21 05:00:00;79;83.0;61.6;69.6
2023-01-21 06:00:00;80;83.3;61.7;69.9
2023-01-21 07:00:00;106;83.2;63.5;73.1
2023-01-21 08:00:00;99;83.6;67.3;76.1
2023-01-21 09:00:00;97;83.6;67.7;76.2
2023-01-21 10:00:00;71;83.5;66.4;73.2
2023-01-21 11:00:00;68;83.4;63.5;70.4
2023-01-21 12:00:00;69;83.5;62.0;69.0
2023-01-21 13:00:00;80;83.6;60.1;68.2
2023-01-21 14:00:00;72;83.7;60.1;67.5
2023-01-21 15:00:00;71;83.5;58.8;66.2
2023-01-21 16:00:00;76;83.2;58.4;66.4
2023-01-21 17:00:00;80;83.0;60.4;68.5
2023-01-21 18:00:00;83;83.2;62.4;70.7
2023-01-21 19:00:00;85;83.2;63.1;71.6
2023-01-21 20:00:00;87;83.1;63.7;72.2
2023-01-21 21:00:00;85;82.9;65.5;73.4
2023-01-21 22:00:00;85;83.1;64.9;73.0
2023-01-21 23:00:00;62;82.4;61.4;67.5
2023-01-22 00:00:00;72;82.9;58.8;66.2
2023-01-22 01:00:00;75;83.0;59.2;67.1
2023-01-22 02:00:00;77;83.0;60.0;67.9
2023-01-22 03:00:00;79;83.0;59.9;68.0
2023-01-22 04:00:00;80;83.0;61.0;69.0
2023-01-22 05:00:00;78;83.0;61.2;69.1
2023-01-22 06:00:00;79;83.1;61.1;69.0
