Site;SS06 Rte du Stand 1 (ID 3206);SS06 Rte du Stand 1 (ID 3206);SS06 Rte du Stand 1 (ID 3206);SS06 Rte du Stand 1 (ID 3206)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-01-01 00:00:00;9;79.0;37.0;50.0
2023-01-01 01:00:00;10;79.5;37.0;50.4
2023-01-01 02:00:00;15;79.8;47.0;59.7
2023-01-01 03:00:00;10;79.4;37.0;50.5
2023-01-01 04:00:00;10;79.5;37.0;50.5
2023-01-01 05:00:00;10;79.7;37.0;50.5
2023-01-01 06:00:00;13;79.7;38.2;52.9
2023-01-01 07:00:00;12;79.9;39.9;53.5
2023-01-01 08:00:00;12;79.9;40.0;53.8
2023-01-01 09:00:00;12;79.9;40.0;54.0
2023-01-01 10:00:00;12;80.1;40.0;53.7
2023-01-01 11:00:00;10;80.0;39.8;52.7
2023-01-01 12:00:00;8;79.6;38.4;50.5
2023-01-01 13:00:00;2;72.4;34.4;49.7
2023-01-01 14:00:00;0;54.2;28.2;49.8
2023-01-01 15:00:00;0;47.7;26.1;44.9
2023-01-01 16:00:00;6;59.8;25.3;42.0
2023-01-01 17:00:00;15;79.8;31.4;48.0
2023-01-01 18:00:00;12;79.7;36.3;50.5
2023-01-01 19:00:00;11;79.5;37.8;51.4
2023-01-01 20:00:00;11;79.5;38.5;52.1
2023-01-01 21:00:00;11;79.7;39.0;52.6
2023-01-01 22:00:00;12;79.6;39.4;53.1
2023-01-01 23:00:00;8;79.2;38.5;50.5
2023-01-02 00:00:00;10;79.5;37.2;50.5
2023-01-02 01:00:00;14;79.9;41.9;55.4
2023-01-02 02:00:00;10;79.5;42.4;54.4
2023-01-02 03:00:00;10;79.7;37.0;50.5
2023-01-02 04:00:00;10;79.7;37.0;50.6
2023-01-02 05:00:00;10;79.8;37.0;50.6
2023-01-02 06:00:00;13;79.8;38.7;53.3
2023-01-02 07:00:00;12;80.1;40.0;53.4
2023-01-02 08:00:00;12;79.9;40.0;53.3
2023-01-02 09:00:00;11;79.9;40.0;53.3
2023-01-02 10:00:00;11;80.0;39.9;52.8
2023-01-02 11:00:00;9;79.9;38.8;51.7
2023-01-02 12:00:00;10;79.9;38.0;51.3
2023-01-02 13:00:00;4;78.3;36.7;47.9
2023-01-02 14:00:00;0;59.4;29.7;51.4
2023-01-02 15:00:00;0;49.3;26.3;46.4
2023-01-02 16:00:00;6;72.2;26.5;40.8
2023-01-02 17:00:00;7;78.7;29.1;42.5
2023-01-02 18:00:00;5;77.9;30.0;42.5
2023-01-02 19:00:00;9;78.7;30.5;44.7
2023-01-02 20:00:00;11;79.6;33.8;48.3
2023-01-02 21:00:00;10;79.0;35.8;49.7
2023-01-02 22:00:00;10;79.0;37.0;50.1
2023-01-02 23:00:00;10;79.4;37.0;50.1
2023-01-03 00:00:00;9;79.2;37.0;50.0
2023-01-03 01:00:00;13;79.2;46.8;59.0
2023-01-03 02:00:00;10;79.2;37.0;50.1
2023-01-03 03:00:00;8;78.2;35.5;54.0
2023-01-03 04:00:00;10;79.1;36.7;50.0
2023-01-03 05:00:00;9;79.2;37.0;50.1
2023-01-03 06:00:00;10;79.3;37.1;50.7
2023-01-03 07:00:00;10;79.3;37.9;50.9
2023-01-03 08:00:00;10;79.2;38.0;50.9
2023-01-03 09:00:00;10;79.3;38.0;50.8
2023-01-03 10:00:00;10;79.3;38.0;50.7
2023-01-03 11:00:00;10;79.2;37.1;50.5
2023-01-03 12:00:00;10;79.4;37.0;50.5
2023-01-03 13:00:00;10;79.3;37.0;50.6
2023-01-03 14:00:00;10;79.3;37.0;50.5
2023-01-03 15:00:00;10;79.2;37.0;50.6
2023-01-03 16:00:00;9;79.2;37.0;50.1
2023-01-03 17:00:00;9;79.1;37.0;50.1
2023-01-03 18:00:00;11;79.2;37.1;51.0
2023-01-03 19:00:00;11;79.6;38.3;52.0
2023-01-03 20:00:00;12;79.6;39.0;52.7
2023-01-03 21:00:00;12;79.8;39.8;53.3
2023-01-03 22:00:00;11;79.7;39.8;52.7
2023-01-03 23:00:00;8;79.2;38.4;50.5
2023-01-04 00:00:00;10;79.3;37.0;50.4
2023-01-04 01:00:00;13;80.2;47.6;59.6
2023-01-04 02:00:00;10;79.6;37.0;50.5
2023-01-04 03:00:00;9;79.4;37.0;50.4
2023-01-04 04:00:00;9;79.6;37.0;50.4
2023-01-04 05:00:00;9;79.7;37.0;50.5
2023-01-04 06:00:00;14;79.8;38.4;53.3
2023-01-04 07:00:00;12;80.0;40.0;53.9
2023-01-04 08:00:00;11;79.9;40.0;53.3
2023-01-04 09:00:00;11;79.9;40.0;53.2
2023-01-04 10:00:00;10;79.9;39.7;52.7
2023-01-04 11:00:00;9;79.8;39.0;51.7
2023-01-04 12:00:00;8;79.4;37.5;50.0
2023-01-04 13:00:00;9;79.5;37.0;49.6
2023-01-04 14:00:00;8;79.2;36.6;49.1
2023-01-04 15:00:00;10;79.3;36.6;49.9
2023-01-04 16:00:00;10;79.4;37.0;50.0
2023-01-04 17:00:00;9;79.2;37.0;50.1
2023-01-04 18:00:00;11;79.5;37.3;51.0
2023-01-04 19:00:00;10;79.6;38.0;51.1
2023-01-04 20:00:00;10;79.6;38.0;51.3
2023-01-04 21:00:00;10;79.3;38.0;51.3
2023-01-04 22:00:00;10;79.6;38.0;51.6
2023-01-04 23:00:00;9;79.4;37.6;50.3
2023-01-05 00:00:00;12;79.8;46.1;58.9
2023-01-05 01:00:00;9;79.3;37.9;50.8
2023-01-05 02:00:00;10;79.5;37.0;50.3
2023-01-05 03:00:00;10;79.6;37.0;50.3
2023-01-05 04:00:00;9;79.3;37.0;50.3
2023-01-05 05:00:00;10;79.6;37.0;50.2
2023-01-05 06:00:00;12;79.9;37.7;51.7
2023-01-05 07:00:00;10;79.5;38.0;51.8
2023-01-05 08:00:00;11;79.7;38.5;51.7
2023-01-05 09:00:00;10;79.8;38.3;51.6
2023-01-05 10:00:00;10;79.9;38.0;51.4
2023-01-06 04:00:00;10;80.0;38.0;51.1
2023-01-06 05:00:00;10;80.0;38.0;51.2
2023-01-06 07:00:00;14;80.0;42.0;55.8
2023-01-06 08:00:00;14;80.4;42.0;55.9
2023-01-06 09:00:00;13;80.3;42.0;55.7
2023-01-06 10:00:00;12;80.1;41.5;54.7
2023-01-06 11:00:00;12;80.2;41.0;54.6
2023-01-06 12:00:00;9;80.1;39.9;52.0
2023-01-06 13:00:00;8;79.8;38.3;50.6
2023-01-06 14:00:00;3;72.6;34.5;51.7
2023-01-06 15:00:00;4;63.6;29.2;48.7
2023-01-06 16:00:00;13;79.9;32.6;48.0
2023-01-06 17:00:00;11;80.0;36.5;50.2
2023-01-06 18:00:00;12;80.1;37.6;51.7
2023-01-06 19:00:00;11;80.0;39.0;52.0
2023-01-06 20:00:00;11;80.0;39.0;52.0
2023-01-06 21:00:00;11;80.0;39.0;52.2
2023-01-06 22:00:00;11;80.0;39.0;52.2
2023-01-06 23:00:00;8;79.8;38.1;50.4
2023-01-07 00:00:00;10;80.0;37.0;50.5
2023-01-07 01:00:00;10;79.9;37.0;50.6
2023-01-07 02:00:00;10;79.9;37.0;50.7
2023-01-07 03:00:00;10;79.8;37.9;50.8
2023-01-07 04:00:00;10;80.0;37.8;50.9
2023-01-07 05:00:00;10;80.2;38.0;50.9
2023-01-07 06:00:00;16;80.1;39.5;54.9
2023-01-07 07:00:00;14;80.6;41.3;55.5
2023-01-07 08:00:00;14;80.5;42.0;56.1
2023-01-07 09:00:00;14;80.5;42.4;56.6
2023-01-07 10:00:00;13;80.5;43.0;56.5
2023-01-07 11:00:00;13;80.7;42.4;56.1
2023-01-07 12:00:00;10;80.4;41.3;53.7
2023-01-07 13:00:00;11;80.4;47.9;59.3
2023-01-07 14:00:00;3;72.9;35.0;53.2
2023-01-07 15:00:00;6;77.2;31.9;45.2
2023-01-07 16:00:00;11;79.6;32.9;47.7
2023-01-07 17:00:00;11;80.2;36.6;50.4
2023-01-07 18:00:00;14;80.3;38.6;53.6
2023-01-07 19:00:00;13;80.4;40.3;54.3
2023-01-07 20:00:00;13;80.4;41.0;55.1
2023-01-07 21:00:00;14;80.5;41.9;55.7
2023-01-07 22:00:00;14;80.8;42.0;56.0
2023-01-07 23:00:00;6;79.7;40.1;51.3
2023-01-08 00:00:00;10;80.2;38.0;51.2
2023-01-08 01:00:00;10;80.4;38.0;51.3
2023-01-08 02:00:00;10;80.4;38.0;51.3
2023-01-08 03:00:00;10;80.4;38.0;51.1
2023-01-08 04:00:00;10;80.7;38.0;51.0
2023-01-08 05:00:00;10;80.5;38.0;51.0
2023-01-08 06:00:00;15;80.9;39.3;54.5
2023-01-08 07:00:00;13;80.9;41.0;54.7
2023-01-08 08:00:00;12;80.7;41.0;54.5
2023-01-08 09:00:00;12;80.9;41.0;54.3
2023-01-08 10:00:00;12;80.8;40.6;53.8
2023-01-08 11:00:00;16;81.0;48.4;61.4
2023-01-08 12:00:00;11;80.5;39.0;52.4
2023-01-08 13:00:00;11;80.4;39.0;51.9
2023-01-08 14:00:00;11;80.6;39.0;52.3
2023-01-08 15:00:00;10;80.3;39.0;51.9
2023-01-08 16:00:00;8;80.2;37.7;50.4
2023-01-08 17:00:00;10;80.1;37.0;50.4
2023-01-08 18:00:00;12;80.4;38.1;52.3
2023-01-08 19:00:00;11;80.4;39.0;52.3
2023-01-08 20:00:00;11;80.4;39.0;52.6
2023-01-08 21:00:00;11;80.5;39.0;52.8
2023-01-08 22:00:00;11;80.1;39.4;52.9
2023-01-08 23:00:00;8;80.0;38.6;50.5
2023-01-09 00:00:00;9;80.0;37.2;50.5
2023-01-09 01:00:00;10;80.2;37.0;50.6
2023-01-09 02:00:00;10;80.3;37.0;50.7
2023-01-09 03:00:00;10;80.0;37.2;50.7
2023-01-09 04:00:00;10;80.1;37.5;50.8
2023-01-09 05:00:00;10;80.3;37.5;50.7
2023-01-09 06:00:00;15;80.1;39.1;54.1
2023-01-09 07:00:00;22;80.9;49.8;64.7
2023-01-09 08:00:00;15;80.6;43.5;58.0
2023-01-09 09:00:00;13;80.6;41.2;55.3
2023-01-09 10:00:00;12;80.4;41.0;54.6
2023-01-09 11:00:00;10;80.1;40.2;53.0
2023-01-09 12:00:00;19;80.6;47.0;61.7
2023-01-09 13:00:00;12;80.4;39.9;53.1
2023-01-09 14:00:00;15;80.3;41.2;55.4
2023-01-09 15:00:00;17;80.4;47.5;61.1
2023-01-09 16:00:00;9;80.0;38.3;51.1
2023-01-09 17:00:00;10;80.1;38.0;51.0
2023-01-09 18:00:00;15;80.6;39.5;54.8
2023-01-09 19:00:00;13;80.5;41.0;54.8
2023-01-09 20:00:00;12;80.7;41.0;54.6
2023-01-09 21:00:00;13;80.7;41.0;54.7
2023-01-09 22:00:00;13;80.6;41.0;54.9
2023-01-09 23:00:00;7;80.0;39.4;51.0
2023-01-10 00:00:00;10;80.2;38.0;50.9
2023-01-10 01:00:00;10;80.5;37.9;50.9
2023-01-10 02:00:00;10;80.7;38.0;51.1
2023-01-10 03:00:00;9;79.4;36.2;54.6
2023-01-10 04:00:00;11;80.5;37.3;51.2
2023-01-10 05:00:00;11;80.9;38.0;51.1
2023-01-10 06:00:00;17;80.9;39.9;55.9
2023-01-10 07:00:00;15;81.0;42.2;56.5
2023-01-10 08:00:00;18;81.3;50.8;64.5
2023-01-10 09:00:00;14;80.8;42.0;55.8
2023-01-10 10:00:00;21;81.1;47.6;62.6
2023-01-10 11:00:00;14;81.2;43.8;57.5
2023-01-10 12:00:00;12;80.9;40.5;53.9
2023-01-10 13:00:00;10;80.6;39.6;52.6
2023-01-10 14:00:00;15;81.1;50.9;62.7
2023-01-10 15:00:00;12;80.7;35.5;50.5
2023-01-10 16:00:00;11;80.5;37.0;50.4
2023-01-10 17:00:00;10;80.3;37.0;50.6
2023-01-10 18:00:00;14;80.8;38.4;53.4
2023-01-10 19:00:00;16;80.9;42.1;56.7
2023-01-10 20:00:00;14;80.8;44.7;58.6
2023-01-10 21:00:00;12;80.9;40.0;53.9
2023-01-10 22:00:00;12;80.7;40.0;54.0
2023-01-10 23:00:00;7;80.1;38.9;50.8
2023-01-11 00:00:00;10;80.4;38.0;50.9
2023-01-11 01:00:00;11;80.5;38.0;51.0
2023-01-11 02:00:00;10;80.5;38.0;51.0
2023-01-11 03:00:00;11;80.2;38.0;51.1
2023-01-11 04:00:00;11;80.6;38.0;51.3
2023-01-11 05:00:00;11;80.7;38.0;51.2
2023-01-11 06:00:00;18;81.0;40.6;56.9
2023-01-11 07:00:00;14;81.0;42.3;56.3
2023-01-11 08:00:00;13;81.0;42.0;55.9
2023-01-11 09:00:00;19;81.2;48.9;63.3
2023-01-11 10:00:00;13;81.0;41.0;55.0
2023-01-11 11:00:00;12;81.0;41.0;54.3
2023-01-11 12:00:00;12;81.1;40.0;54.0
2023-01-11 13:00:00;12;80.8;40.0;53.5
2023-01-11 14:00:00;21;81.2;49.4;64.2
2023-01-11 15:00:00;13;81.0;39.9;53.8
2023-01-11 16:00:00;8;80.3;38.7;50.6
2023-01-11 17:00:00;10;80.6;37.3;50.8
2023-01-11 18:00:00;14;81.0;39.1;54.1
2023-01-11 19:00:00;13;80.9;40.0;54.1
2023-01-11 20:00:00;13;80.8;40.5;54.2
2023-01-11 21:00:00;13;80.9;41.0;54.6
2023-01-11 22:00:00;20;81.1;48.3;63.1
2023-01-11 23:00:00;7;80.2;39.3;51.0
2023-01-12 00:00:00;10;80.6;38.0;50.9
2023-01-12 01:00:00;11;80.4;37.8;51.0
2023-01-12 02:00:00;10;80.9;37.9;50.9
2023-01-12 03:00:00;11;80.5;38.0;51.2
2023-01-12 04:00:00;11;80.6;38.0;51.3
2023-01-12 05:00:00;11;80.9;38.0;51.4
2023-01-12 06:00:00;18;80.9;40.6;57.0
2023-01-12 07:00:00;15;81.0;42.7;57.1
2023-01-12 08:00:00;15;81.0;43.0;57.5
2023-01-12 09:00:00;18;81.3;44.5;59.6
2023-01-12 10:00:00;18;81.0;48.2;62.9
2023-01-12 11:00:00;13;81.2;42.0;55.8
2023-01-12 12:00:00;10;81.0;40.6;53.3
2023-01-12 13:00:00;10;80.9;39.1;51.7
2023-01-12 14:00:00;16;80.9;46.8;61.0
2023-01-12 15:00:00;18;80.9;41.8;56.9
2023-01-12 16:00:00;10;80.3;42.3;54.5
2023-01-12 17:00:00;10;80.3;37.0;50.7
2023-01-12 18:00:00;14;80.9;38.7;53.5
2023-01-12 19:00:00;12;80.9;40.0;53.9
2023-01-12 20:00:00;13;80.9;40.7;54.4
2023-01-12 21:00:00;13;80.9;41.0;54.7
2023-01-12 22:00:00;13;80.9;41.1;55.2
2023-01-12 23:00:00;7;80.1;39.4;51.0
2023-01-13 00:00:00;10;80.4;38.0;51.2
2023-01-13 01:00:00;10;80.8;38.0;51.1
2023-01-13 02:00:00;10;80.4;38.0;51.2
2023-01-13 03:00:00;13;80.8;43.5;56.0
2023-01-13 04:00:00;10;80.9;37.7;51.0
2023-01-13 05:00:00;10;80.6;37.8;51.0
2023-01-13 06:00:00;15;80.9;39.4;54.8
2023-01-13 07:00:00;13;80.9;41.0;54.5
2023-01-13 08:00:00;12;80.7;40.6;53.8
2023-01-13 09:00:00;12;80.8;40.0;53.5
2023-01-13 10:00:00;17;80.7;43.8;58.4
2023-01-13 11:00:00;13;80.8;42.8;56.3
2023-01-13 12:00:00;9;80.0;38.5;51.5
2023-01-13 13:00:00;10;80.4;38.0;51.1
2023-01-13 14:00:00;11;80.4;48.6;60.2
2023-01-13 15:00:00;4;72.4;31.4;51.7
2023-01-13 16:00:00;14;80.1;33.9;49.6
2023-01-13 17:00:00;10;80.1;36.8;50.2
2023-01-13 18:00:00;11;80.0;37.5;51.2
2023-01-13 19:00:00;10;80.0;38.0;51.3
2023-01-13 20:00:00;12;80.0;38.2;52.3
2023-01-13 21:00:00;12;80.1;39.1;53.1
2023-01-13 22:00:00;11;80.0;39.3;52.6
2023-01-13 23:00:00;8;79.9;38.4;50.7
2023-01-14 00:00:00;9;80.0;37.0;50.4
2023-01-14 01:00:00;15;80.5;47.0;60.5
2023-01-14 02:00:00;11;80.0;37.3;51.0
2023-01-14 03:00:00;10;80.0;38.0;51.0
2023-01-14 04:00:00;11;80.1;38.0;51.1
2023-01-14 05:00:00;11;80.2;38.0;51.2
2023-01-14 06:00:00;17;80.6;40.2;56.3
2023-01-14 07:00:00;15;80.8;42.4;56.8
2023-01-14 08:00:00;14;80.6;43.0;56.9
2023-01-14 09:00:00;14;80.7;43.0;56.6
2023-01-14 10:00:00;13;80.8;42.3;55.8
2023-01-14 11:00:00;12;80.8;41.6;54.6
2023-01-14 12:00:00;10;80.4;40.1;52.7
2023-01-14 13:00:00;10;80.2;38.4;51.6
2023-01-14 14:00:00;10;80.1;38.0;51.4
2023-01-14 15:00:00;9;80.1;37.2;50.5
2023-01-14 16:00:00;10;80.0;37.0;50.2
2023-01-14 17:00:00;10;80.0;37.0;50.3
2023-01-14 18:00:00;20;80.4;46.9;61.6
2023-01-14 19:00:00;12;80.1;38.9;52.6
2023-01-14 20:00:00;12;80.0;39.1;53.0
2023-01-14 21:00:00;11;80.1;39.7;52.7
2023-01-14 22:00:00;12;80.0;39.1;53.0
2023-01-14 23:00:00;8;80.0;38.5;50.8
2023-01-15 00:00:00;10;80.0;37.2;50.6
2023-01-15 01:00:00;10;79.9;37.0;50.6
2023-01-15 02:00:00;10;80.0;37.0;50.6
2023-01-15 03:00:00;10;80.3;37.0;50.6
2023-01-15 04:00:00;10;79.8;37.0;50.6
2023-01-15 05:00:00;10;80.1;37.0;50.6
2023-01-15 06:00:00;13;80.2;38.3;52.7
2023-01-15 07:00:00;12;80.1;39.0;52.9
2023-01-15 08:00:00;11;80.1;39.0;52.7
2023-01-15 09:00:00;11;80.2;39.0;52.5
2023-01-15 10:00:00;11;80.0;39.0;52.1
2023-01-15 11:00:00;12;80.1;39.0;52.6
2023-01-15 12:00:00;12;80.3;39.7;53.5
2023-01-15 13:00:00;12;80.2;40.0;53.6
2023-01-15 14:00:00;18;80.4;48.4;62.4
2023-01-15 15:00:00;13;80.2;40.6;54.6
2023-01-15 16:00:00;7;79.9;39.3;50.8
2023-01-15 17:00:00;10;80.0;37.7;50.9
2023-01-15 18:00:00;16;80.7;39.7;55.4
2023-01-15 19:00:00;14;80.8;41.8;55.7
2023-01-15 20:00:00;14;80.8;42.3;56.6
2023-01-15 21:00:00;14;80.8;43.0;57.0
2023-01-15 22:00:00;14;81.0;43.3;57.5
2023-01-15 23:00:00;6;80.0;40.6;51.6
2023-01-16 00:00:00;10;80.8;38.1;51.6
2023-01-16 01:00:00;11;80.9;38.0;51.6
2023-01-16 02:00:00;10;80.8;38.0;51.6
2023-01-16 03:00:00;11;81.0;38.0;51.6
2023-01-16 04:00:00;11;81.0;38.0;51.5
2023-01-16 05:00:00;11;81.0;38.0;51.6
2023-01-16 06:00:00;20;81.5;41.3;58.6
2023-01-16 07:00:00;15;81.2;44.0;58.4
2023-01-16 08:00:00;19;81.4;48.0;62.7
2023-01-16 09:00:00;15;81.6;46.5;60.4
2023-01-16 10:00:00;15;81.4;43.0;57.1
2023-01-16 11:00:00;14;81.3;42.1;56.4
2023-01-16 12:00:00;14;81.3;42.0;56.2
2023-01-16 13:00:00;16;81.4;43.6;57.8
2023-01-16 14:00:00;18;81.6;47.4;62.4
2023-01-16 15:00:00;20;81.5;47.5;62.5
2023-01-16 16:00:00;7;81.0;39.4;51.0
2023-01-16 17:00:00;10;81.0;38.0;51.1
2023-01-16 18:00:00;17;81.4;39.8;55.9
2023-01-16 19:00:00;14;81.2;41.9;55.8
2023-01-16 20:00:00;14;81.3;42.0;56.3
2023-01-16 21:00:00;14;81.1;42.0;56.3
2023-01-16 22:00:00;14;81.4;42.0;56.5
2023-01-16 23:00:00;7;80.6;40.1;51.3
2023-01-17 00:00:00;10;81.0;38.0;51.3
2023-01-17 01:00:00;11;81.0;38.0;51.3
2023-01-17 02:00:00;11;81.0;38.0;51.4
2023-01-17 03:00:00;9;80.0;36.5;54.8
2023-01-17 04:00:00;12;81.0;37.8;51.5
2023-01-17 05:00:00;11;81.3;38.0;51.5
2023-01-17 06:00:00;19;81.9;40.9;57.8
2023-01-17 07:00:00;19;81.7;46.1;61.1
2023-01-17 08:00:00;15;81.7;47.0;60.6
2023-01-17 09:00:00;15;81.5;43.0;57.3
2023-01-17 10:00:00;15;81.8;43.0;57.2
2023-01-17 11:00:00;14;81.8;43.0;57.1
2023-01-17 12:00:00;23;82.1;51.3;66.1
2023-01-17 13:00:00;14;81.9;42.0;56.5
2023-01-17 14:00:00;15;81.8;42.8;57.2
2023-01-17 15:00:00;24;81.9;51.2;66.6
2023-01-17 16:00:00;7;80.9;40.4;51.4
2023-01-17 17:00:00;11;81.2;38.0;51.4
2023-01-17 18:00:00;19;81.9;40.9;57.8
2023-01-17 19:00:00;15;81.9;43.4;57.8
2023-01-17 20:00:00;14;81.9;44.0;57.7
2023-01-17 21:00:00;14;81.9;43.3;57.5
2023-01-17 22:00:00;14;81.9;43.4;57.5
2023-01-17 23:00:00;6;81.1;40.5;51.4
2023-01-18 00:00:00;11;81.6;38.1;51.5
2023-01-18 01:00:00;11;81.6;38.0;51.6
2023-01-18 02:00:00;11;81.8;38.0;51.5
2023-01-18 03:00:00;11;81.5;38.0;51.4
2023-01-18 04:00:00;11;81.3;38.0;51.5
2023-01-18 05:00:00;11;81.8;38.0;51.4
2023-01-18 06:00:00;19;82.0;40.9;57.9
2023-01-18 07:00:00;16;82.1;43.2;58.0
2023-01-18 08:00:00;19;82.0;50.2;64.8
2023-01-18 09:00:00;15;82.1;43.0;57.6
2023-01-18 10:00:00;15;82.1;43.0;57.7
2023-01-18 11:00:00;14;82.0;43.0;57.3
2023-01-18 12:00:00;15;82.0;43.0;57.0
2023-01-18 13:00:00;21;82.1;46.3;62.0
2023-01-18 14:00:00;17;82.1;46.3;61.3
2023-01-18 15:00:00;22;82.2;48.6;64.0
2023-01-18 16:00:00;7;81.2;40.3;51.6
2023-01-18 17:00:00;11;81.9;38.0;51.5
2023-01-18 18:00:00;19;82.1;40.9;57.9
2023-01-18 19:00:00;16;81.9;43.2;58.0
2023-01-18 20:00:00;16;82.2;44.0;58.6
2023-01-18 21:00:00;16;82.1;44.3;59.2
2023-01-18 22:00:00;16;82.1;45.0;59.8
2023-01-18 23:00:00;6;81.3;41.3;52.0
2023-01-19 00:00:00;12;82.0;39.0;52.6
2023-01-19 01:00:00;12;82.0;39.0;52.9
2023-01-19 02:00:00;13;82.0;39.1;53.4
2023-01-19 03:00:00;13;82.0;40.0;53.8
2023-01-19 04:00:00;13;82.0;40.0;53.9
2023-01-19 05:00:00;14;82.1;40.0;54.3
2023-01-19 06:00:00;26;82.9;45.2;64.4
2023-01-19 07:00:00;27;82.8;53.5;69.9
2023-01-19 08:00:00;21;83.1;49.0;65.3
2023-01-19 09:00:00;21;82.9;49.2;65.5
2023-01-19 10:00:00;20;83.0;50.0;65.2
2023-01-19 11:00:00;19;83.1;48.9;64.2
2023-01-19 12:00:00;16;83.0;47.6;62.0
2023-01-19 13:00:00;21;83.0;49.7;64.5
2023-01-19 14:00:00;11;82.7;42.8;55.2
2023-01-19 15:00:00;19;82.7;47.3;62.3
2023-01-19 16:00:00;9;82.2;38.8;51.2
2023-01-19 17:00:00;11;82.2;38.0;51.7
2023-01-19 18:00:00;22;82.7;42.0;60.3
2023-01-19 19:00:00;19;82.9;46.0;61.8
2023-01-19 20:00:00;18;82.8;47.3;62.8
2023-01-19 21:00:00;19;82.9;48.4;64.0
2023-01-19 22:00:00;19;83.0;49.2;64.8
2023-01-19 23:00:00;8;82.1;44.2;55.0
2023-01-20 00:00:00;14;82.9;41.1;55.3
2023-01-20 01:00:00;14;83.0;41.0;55.6
2023-01-20 02:00:00;15;83.0;41.4;56.0
2023-01-20 03:00:00;18;83.2;46.5;60.8
2023-01-20 04:00:00;15;83.1;42.0;56.3
2023-01-20 05:00:00;15;83.5;42.0;56.5
2023-01-20 06:00:00;30;83.9;48.5;68.3
2023-01-20 07:00:00;23;84.0;52.6;68.4
2023-01-20 08:00:00;22;84.1;53.1;68.6
2023-01-20 09:00:00;28;84.3;55.1;71.9
2023-01-20 10:00:00;23;84.2;52.0;68.3
2023-01-20 11:00:00;20;84.2;51.4;66.2
2023-01-20 12:00:00;23;84.2;52.2;67.9
2023-01-20 13:00:00;16;84.0;46.9;61.0
2023-01-20 14:00:00;21;83.9;46.3;61.9
2023-01-20 15:00:00;21;83.8;50.5;66.0
2023-01-20 16:00:00;7;82.7;40.7;51.8
2023-01-20 17:00:00;13;82.9;38.0;52.4
2023-01-20 18:00:00;26;83.5;42.9;62.6
2023-01-20 19:00:00;22;83.6;47.3;63.9
2023-01-20 20:00:00;24;83.7;50.3;67.0
2023-01-20 21:00:00;22;83.6;50.9;67.1
2023-01-20 22:00:00;23;83.7;52.5;68.0
2023-01-20 23:00:00;8;82.8;45.0;55.8
2023-01-21 00:00:00;18;83.6;47.6;62.0
2023-01-21 01:00:00;12;83.0;40.0;53.9
2023-01-21 02:00:00;13;83.1;39.1;53.7
2023-01-21 03:00:00;14;83.2;39.8;54.1
2023-01-21 04:00:00;14;83.2;40.2;54.9
2023-01-21 05:00:00;14;83.3;41.0;55.3
2023-01-21 06:00:00;29;84.0;46.7;66.7
2023-01-21 07:00:00;23;83.9;51.2;67.5
2023-01-21 08:00:00;22;84.0;52.1;68.0
2023-01-21 09:00:00;28;84.2;54.8;71.7
2023-01-21 10:00:00;22;84.3;51.9;67.7
2023-01-21 11:00:00;21;84.2;51.1;66.8
2023-01-21 12:00:00;17;84.0;49.7;63.8
2023-01-21 13:00:00;15;83.9;47.1;60.8
2023-01-21 14:00:00;12;83.8;44.6;57.2
2023-01-21 15:00:00;14;83.8;42.4;56.8
2023-01-21 16:00:00;8;82.6;39.9;51.7
2023-01-21 17:00:00;11;83.0;38.0;51.8
2023-01-21 18:00:00;22;83.6;41.9;59.9
2023-01-21 19:00:00;18;83.7;45.1;60.5
2023-01-21 20:00:00;17;83.5;46.0;61.0
2023-01-21 21:00:00;17;83.5;46.0;61.1
2023-01-21 22:00:00;17;83.6;46.0;61.3
2023-01-21 23:00:00;7;82.5;41.9;52.9
2023-01-22 00:00:00;13;83.0;39.7;53.7
2023-01-22 01:00:00;13;83.0;40.0;54.1
2023-01-22 02:00:00;13;83.0;40.0;54.2
2023-01-22 03:00:00;14;83.2;40.6;55.5
2023-01-22 04:00:00;16;83.4;47.1;61.1
2023-01-22 05:00:00;14;83.3;40.0;54.6
2023-01-22 06:00:00;26;83.8;45.4;64.7
2023-01-22 07:00:00;19;83.8;48.0;63.8
2023-01-22 08:00:00;19;83.8;48.0;63.7
2023-01-22 09:00:00;18;83.9;48.0;63.7
2023-01-22 10:00:00;17;83.7;47.8;62.6
2023-01-22 11:00:00;16;83.8;46.4;60.9
2023-01-22 12:00:00;16;83.6;46.0;60.4
2023-01-22 13:00:00;15;83.5;45.4;59.6
2023-01-22 14:00:00;15;83.3;44.3;58.8
2023-01-22 15:00:00;16;83.2;44.0;58.8
2023-01-22 16:00:00;7;82.1;40.5;51.7
2023-01-22 17:00:00;19;82.9;46.3;61.4
2023-01-22 18:00:00;22;83.2;44.1;61.5
2023-01-22 19:00:00;17;82.9;44.3;59.5
2023-01-22 20:00:00;16;83.0;45.0;59.4
2023-01-22 21:00:00;16;82.9;45.0;59.6
2023-01-22 22:00:00;17;83.0;45.0;60.0
2023-01-22 23:00:00;6;81.9;41.0;51.9
2023-01-23 00:00:00;12;82.3;38.1;52.2
