Site;SS22 Gare CFF Vevey - Aile Ouest (ID 3222);SS22 Gare CFF Vevey - Aile Ouest (ID 3222);SS22 Gare CFF Vevey - Aile Ouest (ID 3222);SS22 Gare CFF Vevey - Aile Ouest (ID 3222)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-04-06 21:00:00;17;78.0;37.0;46.1
2023-04-06 22:00:00;21;78.4;41.5;54.0
2023-04-06 23:00:00;0;68.4;34.9;44.3
2023-04-07 00:00:00;1;70.2;34.0;40.0
2023-04-07 01:00:00;1;69.0;34.0;40.3
2023-04-07 02:00:00;1;67.4;34.0;40.0
2023-04-07 03:00:00;1;67.0;34.0;39.7
2023-04-07 04:00:00;1;68.0;34.0;40.3
2023-04-07 05:00:00;1;68.8;34.0;40.3
2023-04-07 06:00:00;6;75.1;33.0;44.7
2023-04-07 07:00:00;62;78.9;39.7;61.6
2023-04-07 08:00:00;19;78.3;40.1;49.7
2023-04-07 09:00:00;22;78.5;38.0;47.5
2023-04-07 10:00:00;21;78.9;38.0;47.7
2023-04-07 11:00:00;20;79.0;38.0;47.8
2023-04-07 12:00:00;27;79.0;38.8;50.5
2023-04-07 13:00:00;20;78.7;40.9;51.8
2023-04-07 14:00:00;18;78.5;38.0;47.4
2023-04-07 15:00:00;24;78.5;41.2;54.7
2023-04-07 16:00:00;14;78.1;39.2;48.5
2023-04-07 17:00:00;15;78.0;37.2;46.3
2023-04-07 18:00:00;19;78.4;39.9;51.4
2023-04-07 19:00:00;17;78.0;37.0;46.5
2023-04-07 20:00:00;19;77.9;39.2;50.0
2023-04-07 21:00:00;26;78.1;40.0;53.5
2023-04-07 22:00:00;16;77.8;41.0;50.8
2023-04-07 23:00:00;1;69.8;34.4;46.6
2023-04-08 00:00:00;1;71.9;34.0;41.2
2023-04-08 01:00:00;1;69.9;34.1;40.0
2023-04-08 02:00:00;1;69.5;34.3;40.2
2023-04-08 03:00:00;1;70.1;34.6;40.8
2023-04-08 04:00:00;1;70.3;34.8;41.3
2023-04-08 05:00:00;1;70.3;34.9;41.6
2023-04-08 06:00:00;2;70.7;34.0;41.5
2023-04-08 07:00:00;41;79.3;42.2;61.7
2023-04-08 08:00:00;38;79.2;38.4;52.8
2023-04-08 09:00:00;23;79.0;39.0;49.1
2023-04-08 10:00:00;20;79.2;38.9;48.4
2023-04-08 11:00:00;19;79.0;38.0;47.7
2023-04-08 12:00:00;22;78.9;38.2;49.1
2023-04-08 13:00:00;22;78.7;41.4;53.6
2023-04-08 14:00:00;19;78.3;39.3;50.2
2023-04-08 15:00:00;21;78.4;41.1;53.1
2023-04-08 16:00:00;15;78.1;36.5;45.1
2023-04-08 17:00:00;14;77.9;36.0;45.0
2023-04-08 18:00:00;24;77.8;40.2;52.5
2023-04-08 19:00:00;17;77.6;36.4;46.2
2023-04-08 20:00:00;17;77.9;40.3;51.2
2023-04-08 21:00:00;22;77.7;39.1;51.1
2023-04-08 22:00:00;8;76.6;36.4;44.9
2023-04-08 23:00:00;0;59.4;38.8;44.1
2023-04-09 00:00:00;1;66.7;35.1;40.3
2023-04-09 01:00:00;1;69.4;34.0;39.9
2023-04-09 02:00:00;1;67.9;34.0;40.6
2023-04-09 03:00:00;1;68.0;34.0;39.5
2023-04-09 04:00:00;1;69.2;34.0;40.1
2023-04-09 05:00:00;1;69.9;34.0;41.3
2023-04-09 06:00:00;0;70.0;34.0;41.1
2023-04-09 07:00:00;39;78.7;42.2;61.5
2023-04-09 08:00:00;36;79.0;37.8;51.7
2023-04-09 09:00:00;22;78.7;38.4;48.2
2023-04-09 10:00:00;20;78.8;38.1;47.9
2023-04-09 11:00:00;18;78.4;38.0;47.1
2023-04-09 12:00:00;22;78.6;39.6;51.0
2023-04-09 13:00:00;22;78.6;40.7;53.3
2023-04-09 14:00:00;19;78.0;39.9;51.0
2023-04-09 15:00:00;23;77.8;40.8;53.7
2023-04-09 16:00:00;12;77.2;38.1;46.2
2023-04-09 17:00:00;14;77.0;36.3;44.9
2023-04-09 18:00:00;12;77.0;36.2;44.6
2023-04-09 19:00:00;16;77.4;40.0;51.1
2023-04-09 20:00:00;19;77.3;39.4;50.4
2023-04-09 21:00:00;16;77.0;39.7;50.4
2023-04-09 22:00:00;12;76.3;42.1;52.0
2023-04-09 23:00:00;0;63.2;45.3;51.3
2023-04-10 00:00:00;0;51.8;40.3;42.1
2023-04-10 01:00:00;0;64.7;34.7;40.0
2023-04-10 02:00:00;1;67.1;34.0;40.5
2023-04-10 03:00:00;1;66.3;34.0;40.4
2023-04-10 04:00:00;1;67.7;34.0;40.8
2023-04-10 05:00:00;1;68.3;34.0;40.3
2023-04-10 06:00:00;7;75.0;33.0;44.4
2023-04-10 07:00:00;50;78.7;38.3;56.6
2023-04-10 08:00:00;20;78.0;38.0;47.4
2023-04-10 09:00:00;19;78.1;38.0;47.5
2023-04-10 10:00:00;16;78.0;37.7;46.7
2023-04-10 11:00:00;19;78.3;40.1;51.3
2023-04-10 12:00:00;21;78.4;38.6;50.4
2023-04-10 13:00:00;20;78.0;39.9;51.6
2023-04-10 14:00:00;12;77.3;37.8;45.8
2023-04-10 15:00:00;18;77.2;39.8;50.2
2023-04-10 16:00:00;20;77.0;39.1;50.6
2023-04-10 17:00:00;10;75.9;36.6;43.7
2023-04-10 18:00:00;18;76.6;39.3;50.9
2023-04-10 19:00:00;14;76.3;36.0;43.7
2023-04-10 20:00:00;18;76.2;38.5;49.1
2023-04-10 21:00:00;16;76.2;39.2;49.0
2023-04-10 22:00:00;26;76.8;44.7;60.6
2023-04-10 23:00:00;0;64.5;43.5;55.8
2023-04-11 00:00:00;0;52.6;39.5;45.4
2023-04-11 01:00:00;12;74.8;63.6;73.5
2023-04-11 02:00:00;0;67.4;56.0;68.9
2023-04-11 03:00:00;0;59.8;49.8;59.1
2023-04-11 04:00:00;0;53.4;45.8;51.6
2023-04-11 05:00:00;0;48.4;42.4;43.9
2023-04-11 06:00:00;4;67.9;31.9;41.9
2023-04-11 07:00:00;35;76.7;31.1;43.5
2023-04-11 08:00:00;16;76.5;35.4;43.8
2023-04-11 09:00:00;16;76.3;36.0;44.1
2023-04-11 10:00:00;15;76.9;36.0;44.4
2023-04-11 11:00:00;15;77.0;36.0;44.5
2023-04-11 12:00:00;20;76.9;37.8;49.1
2023-04-11 13:00:00;18;76.2;37.8;47.6
2023-04-11 14:00:00;17;76.2;38.1;47.9
2023-04-11 15:00:00;12;76.1;39.9;48.9
2023-04-11 16:00:00;15;75.9;40.2;50.1
2023-04-11 17:00:00;11;76.0;34.9;43.1
2023-04-11 18:00:00;13;75.8;35.0;43.1
2023-04-11 19:00:00;16;75.5;38.8;49.0
2023-04-11 20:00:00;13;75.1;35.2;44.0
2023-04-11 21:00:00;16;75.4;39.5;49.2
2023-04-11 22:00:00;22;76.0;42.6;55.8
2023-04-11 23:00:00;0;57.9;43.0;45.5
2023-04-12 00:00:00;0;55.2;38.0;39.5
2023-04-12 01:00:00;0;65.5;34.2;40.3
2023-04-12 02:00:00;1;65.3;33.6;40.1
2023-04-12 03:00:00;1;63.5;33.2;40.1
2023-04-12 04:00:00;1;63.3;33.2;39.6
2023-04-12 05:00:00;1;63.9;33.8;40.0
2023-04-12 06:00:00;6;72.6;32.0;43.1
2023-04-12 07:00:00;47;77.4;41.3;60.8
2023-04-12 08:00:00;15;76.8;36.7;44.9
2023-04-12 09:00:00;15;77.0;37.0;45.1
2023-04-12 10:00:00;20;77.1;38.3;50.0
2023-04-12 11:00:00;10;76.2;37.2;44.7
2023-04-12 12:00:00;20;76.2;40.9;51.7
2023-04-12 13:00:00;10;75.5;35.7;43.6
2023-04-12 14:00:00;15;75.6;39.9;50.0
2023-04-12 15:00:00;20;75.7;42.7;55.6
2023-04-12 16:00:00;17;75.7;39.3;49.4
2023-04-12 17:00:00;11;75.8;35.2;43.4
2023-04-12 18:00:00;14;75.7;35.6;44.2
2023-04-12 19:00:00;16;75.5;41.3;52.3
2023-04-12 20:00:00;18;75.9;39.2;50.4
2023-04-12 21:00:00;12;76.0;35.9;44.4
2023-04-12 22:00:00;18;76.3;41.5;53.2
2023-04-12 23:00:00;0;65.7;35.4;46.5
2023-04-13 00:00:00;0;66.7;34.4;41.6
2023-04-13 01:00:00;1;67.1;34.0;40.1
2023-04-13 02:00:00;1;65.8;34.0;40.3
2023-04-13 03:00:00;1;65.7;34.0;39.9
2023-04-13 04:00:00;1;66.4;34.0;40.8
2023-04-13 05:00:00;1;66.5;34.0;40.3
2023-04-13 06:00:00;6;73.7;32.6;43.9
2023-04-13 07:00:00;52;77.8;41.1;61.5
2023-04-13 08:00:00;15;77.7;38.4;46.8
2023-04-13 09:00:00;17;77.5;37.9;46.9
2023-04-13 10:00:00;16;77.8;37.8;46.7
2023-04-13 11:00:00;15;77.9;37.6;46.6
2023-04-13 12:00:00;19;77.6;40.8;52.2
2023-04-13 13:00:00;18;77.4;39.5;50.5
2023-04-13 14:00:00;14;77.1;37.1;46.3
2023-04-13 15:00:00;17;77.5;41.8;53.1
2023-04-13 16:00:00;20;77.3;39.9;50.7
2023-04-13 17:00:00;12;77.0;36.7;45.1
2023-04-13 18:00:00;13;77.0;36.8;45.2
2023-04-13 19:00:00;19;76.8;39.6;49.8
2023-04-13 20:00:00;20;76.7;40.4;52.2
2023-04-13 21:00:00;16;77.0;36.8;46.1
2023-04-13 22:00:00;29;77.7;44.5;60.1
2023-04-13 23:00:00;0;61.6;41.3;48.7
2023-04-14 00:00:00;0;60.1;37.1;41.0
2023-04-14 01:00:00;0;68.6;34.8;41.2
2023-04-14 02:00:00;1;67.1;34.1;40.7
2023-04-14 03:00:00;1;66.5;34.0;39.6
2023-04-14 04:00:00;1;67.4;34.0;41.0
2023-04-14 05:00:00;1;67.7;34.0;39.1
2023-04-14 06:00:00;7;75.4;33.3;45.2
2023-04-14 07:00:00;52;78.9;40.2;60.0
2023-04-14 08:00:00;19;78.1;38.6;48.0
2023-04-14 09:00:00;19;78.3;38.0;48.0
2023-04-14 10:00:00;17;78.0;38.0;47.5
2023-04-14 11:00:00;22;78.3;40.2;51.6
2023-04-14 12:00:00;20;78.1;37.5;48.3
2023-04-14 13:00:00;15;78.2;39.4;49.0
2023-04-14 14:00:00;17;78.3;40.1;51.0
2023-04-14 15:00:00;24;78.2;41.8;55.8
2023-04-14 16:00:00;13;77.4;37.0;45.3
2023-04-14 17:00:00;15;77.1;36.6;45.2
2023-04-14 18:00:00;19;77.3;39.5;50.7
2023-04-14 19:00:00;13;77.0;36.4;45.0
2023-04-14 20:00:00;17;77.3;39.6;50.5
2023-04-14 21:00:00;22;77.6;42.1;55.1
2023-04-14 22:00:00;19;77.4;41.7;53.9
2023-04-14 23:00:00;0;64.2;38.0;40.9
2023-04-15 00:00:00;1;69.3;34.5;40.1
2023-04-15 01:00:00;1;67.8;34.0;40.1
2023-04-15 02:00:00;0;65.8;33.9;40.4
2023-04-15 03:00:00;1;64.4;33.9;40.1
2023-04-15 04:00:00;0;64.6;34.0;40.4
2023-04-15 05:00:00;1;64.8;34.0;39.8
2023-04-15 06:00:00;1;65.5;34.0;39.7
2023-04-15 07:00:00;31;76.5;43.1;57.6
2023-04-15 08:00:00;30;77.9;34.0;46.3
2023-04-15 09:00:00;18;77.9;37.0;46.4
2023-04-15 10:00:00;18;78.0;37.0;46.5
2023-04-15 11:00:00;20;78.2;39.6;50.7
2023-04-15 12:00:00;17;78.0;37.3;47.5
2023-04-15 13:00:00;18;78.1;40.5;51.5
2023-04-15 14:00:00;20;78.0;39.7;51.1
2023-04-15 15:00:00;24;78.0;40.0;52.3
2023-04-15 16:00:00;12;77.4;37.9;46.3
2023-04-15 17:00:00;18;77.6;39.4;50.3
2023-04-15 18:00:00;25;78.2;39.5;51.6
2023-04-15 19:00:00;13;78.0;37.7;46.1
2023-04-15 20:00:00;23;77.9;40.5;52.7
2023-04-15 21:00:00;25;77.6;40.3;53.7
2023-04-15 22:00:00;9;75.1;40.4;48.3
2023-04-15 23:00:00;0;60.9;41.0;46.2
2023-04-16 00:00:00;0;61.4;36.5;40.5
2023-04-16 01:00:00;0;68.6;34.2;40.1
2023-04-16 02:00:00;1;67.1;34.0;40.5
2023-04-16 03:00:00;0;66.8;34.0;40.9
2023-04-16 04:00:00;1;67.6;34.0;41.5
2023-04-16 05:00:00;1;67.9;34.0;40.0
2023-04-16 06:00:00;1;68.2;34.0;40.2
2023-04-16 07:00:00;40;78.5;42.4;61.6
2023-04-16 08:00:00;33;78.9;38.3;51.6
2023-04-16 09:00:00;20;78.8;38.0;47.5
2023-04-16 10:00:00;19;78.4;38.0;47.3
2023-04-16 11:00:00;18;78.0;37.9;47.2
2023-04-16 12:00:00;17;78.0;37.9;46.9
2023-04-16 13:00:00;23;78.5;41.1;53.7
2023-04-16 14:00:00;22;78.3;40.2;52.2
2023-04-16 15:00:00;22;78.2;37.9;49.6
2023-04-16 16:00:00;15;78.2;39.4;48.9
2023-04-16 17:00:00;17;78.0;37.0;46.2
2023-04-16 18:00:00;23;78.0;40.9;53.5
2023-04-16 19:00:00;14;77.4;37.3;45.9
2023-04-16 20:00:00;22;77.7;40.4;52.2
2023-04-16 21:00:00;16;77.7;37.0;46.7
2023-04-16 22:00:00;15;75.6;43.2;53.6
2023-04-16 23:00:00;0;61.4;41.9;48.0
2023-04-17 00:00:00;1;63.4;36.3;39.7
2023-04-17 01:00:00;1;69.5;34.0;39.2
2023-04-17 02:00:00;1;67.9;34.0;39.9
2023-04-17 03:00:00;1;68.2;34.0;40.9
2023-04-17 04:00:00;1;68.5;34.0;41.8
2023-04-17 05:00:00;1;68.6;34.0;40.5
2023-04-17 06:00:00;7;75.0;33.2;45.0
2023-04-17 07:00:00;59;78.9;40.3;61.5
2023-04-17 08:00:00;18;78.8;38.8;48.0
2023-04-17 09:00:00;19;78.1;38.0;47.7
2023-04-17 10:00:00;17;78.1;37.9;46.9
2023-04-17 11:00:00;20;78.3;41.6;53.7
2023-04-17 12:00:00;15;78.0;36.6;45.5
2023-04-17 13:00:00;18;77.2;37.5;48.2
2023-04-17 14:00:00;12;77.1;38.5;46.8
2023-04-17 15:00:00;20;77.3;42.0;54.4
2023-04-17 16:00:00;12;76.9;35.8;44.2
2023-04-17 17:00:00;11;76.7;35.9;44.0
2023-04-17 18:00:00;17;76.3;40.4;52.2
2023-04-17 19:00:00;8;75.8;36.0;43.0
2023-04-17 20:00:00;18;76.4;39.6;50.8
2023-04-17 21:00:00;21;76.3;40.1;51.9
2023-04-17 22:00:00;18;76.5;38.2;49.8
2023-04-17 23:00:00;0;62.0;43.1;50.4
2023-04-18 00:00:00;0;56.2;37.8;40.4
2023-04-18 01:00:00;13;75.6;63.0;72.2
2023-04-18 02:00:00;0;66.0;55.4;63.4
2023-04-18 03:00:00;0;55.9;48.4;48.7
2023-04-18 04:00:00;1;59.1;37.4;39.9
2023-04-18 05:00:00;1;66.2;34.0;38.9
2023-04-18 06:00:00;6;73.7;32.7;43.9
2023-04-18 07:00:00;40;77.5;32.8;46.3
2023-04-18 08:00:00;18;77.1;37.2;46.6
2023-04-18 09:00:00;17;77.0;37.0;46.3
2023-04-18 10:00:00;15;77.0;37.0;45.9
2023-04-18 11:00:00;13;77.0;36.6;45.2
2023-04-18 12:00:00;17;77.0;36.6;47.5
2023-04-18 13:00:00;12;76.8;38.1;47.1
2023-04-18 14:00:00;20;76.9;39.7;51.2
2023-04-18 15:00:00;14;75.7;41.0;50.7
2023-04-18 16:00:00;16;75.3;40.0;51.4
2023-04-18 17:00:00;8;75.0;35.5;42.8
2023-04-18 18:00:00;9;74.7;34.7;42.5
2023-04-18 19:00:00;15;74.7;38.6;50.8
2023-04-18 20:00:00;7;73.9;38.2;44.3
2023-04-18 21:00:00;15;75.2;35.9;46.8
2023-04-18 22:00:00;13;74.0;39.4;48.4
2023-04-18 23:00:00;0;60.9;40.9;50.6
2023-04-19 00:00:00;0;50.3;37.5;40.2
2023-04-19 01:00:00;0;59.6;34.8;39.6
2023-04-19 02:00:00;1;64.7;33.1;39.5
2023-04-19 03:00:00;1;63.4;33.0;40.3
2023-04-19 04:00:00;0;63.8;33.0;40.4
2023-04-19 05:00:00;1;65.4;33.8;40.5
2023-04-19 06:00:00;6;72.9;32.2;43.1
2023-04-19 07:00:00;48;76.9;41.4;61.7
2023-04-19 08:00:00;14;76.7;37.9;46.3
2023-04-19 09:00:00;27;77.0;42.4;56.2
2023-04-19 10:00:00;12;76.4;37.1;45.3
2023-04-19 11:00:00;18;76.4;38.3;49.5
2023-04-19 12:00:00;11;76.1;36.0;43.9
2023-04-19 13:00:00;17;76.0;39.4;50.1
2023-04-19 14:00:00;16;75.2;37.4;48.2
2023-04-19 15:00:00;9;74.8;37.9;45.1
2023-04-19 16:00:00;16;74.3;40.8;51.2
2023-04-19 17:00:00;8;74.1;35.0;42.7
2023-04-19 18:00:00;17;74.4;39.4;50.3
2023-04-19 19:00:00;8;74.2;35.1;42.2
2023-04-19 20:00:00;14;75.2;35.6;45.6
2023-04-19 21:00:00;12;74.7;42.5;51.8
2023-04-19 22:00:00;14;74.0;40.6;50.4
2023-04-19 23:00:00;0;64.9;36.0;48.7
2023-04-20 00:00:00;0;56.4;33.8;45.5
2023-04-20 01:00:00;0;60.1;32.9;41.5
2023-04-20 02:00:00;1;64.5;33.0;39.7
2023-04-20 03:00:00;1;63.3;33.0;39.5
2023-04-20 04:00:00;1;63.9;33.3;40.1
2023-04-20 05:00:00;1;65.8;33.9;40.2
2023-04-20 06:00:00;6;72.7;32.2;43.0
2023-04-20 07:00:00;46;76.9;41.5;61.6
2023-04-20 08:00:00;13;76.2;39.3;47.7
2023-04-20 09:00:00;16;76.6;36.6;45.6
2023-04-20 10:00:00;16;76.6;36.9;45.5
2023-04-20 11:00:00;13;77.0;37.0;45.6
2023-04-20 12:00:00;19;76.9;38.4;49.4
2023-04-20 13:00:00;13;76.8;38.7;47.5
2023-04-20 14:00:00;20;77.2;39.9;51.8
2023-04-20 15:00:00;16;77.0;38.4;48.7
2023-04-20 16:00:00;14;77.2;39.4;49.1
2023-04-20 17:00:00;15;77.2;37.1;46.4
2023-04-20 18:00:00;20;77.6;41.1;52.8
2023-04-20 19:00:00;14;77.0;37.1;46.4
2023-04-20 20:00:00;17;77.3;39.5;50.5
2023-04-20 21:00:00;18;77.3;37.6;48.9
2023-04-20 22:00:00;18;77.5;41.5;53.1
2023-04-20 23:00:00;0;60.8;41.2;46.0
2023-04-21 00:00:00;0;56.8;37.1;40.6
2023-04-21 01:00:00;0;67.8;34.3;40.2
2023-04-21 02:00:00;1;67.0;34.0;40.3
2023-04-21 03:00:00;1;65.9;34.0;39.7
2023-04-21 04:00:00;1;66.4;34.0;40.4
2023-04-21 05:00:00;1;67.1;34.0;40.0
2023-04-21 06:00:00;6;74.6;33.0;44.5
2023-04-21 07:00:00;51;78.6;41.0;61.6
2023-04-21 08:00:00;15;78.1;39.3;48.0
2023-04-21 09:00:00;16;78.0;38.0;46.9
2023-04-21 10:00:00;14;78.0;37.1;46.1
2023-04-21 11:00:00;15;77.7;37.0;45.8
2023-04-21 12:00:00;20;78.0;40.4;51.8
2023-04-21 13:00:00;19;77.9;40.6;51.7
2023-04-21 14:00:00;20;77.8;40.1;52.3
2023-04-21 15:00:00;12;77.8;38.3;46.7
2023-04-21 16:00:00;17;77.7;40.5;51.8
2023-04-21 17:00:00;13;77.0;36.6;45.4
2023-04-21 18:00:00;13;76.9;36.6;45.2
2023-04-21 19:00:00;19;77.0;39.0;50.2
2023-04-21 20:00:00;17;76.8;36.9;47.8
2023-04-21 21:00:00;15;76.9;40.3;50.3
2023-04-21 22:00:00;19;77.1;43.0;55.3
2023-04-21 23:00:00;0;67.7;35.3;44.9
2023-04-22 00:00:00;0;68.4;34.0;41.7
2023-04-22 01:00:00;0;67.3;34.0;41.4
2023-04-22 02:00:00;1;66.4;34.0;40.5
2023-04-22 03:00:00;1;65.2;34.0;39.6
2023-04-22 04:00:00;1;65.8;34.0;40.2
2023-04-22 05:00:00;0;66.5;34.0;40.2
2023-04-22 06:00:00;1;67.1;34.0;40.5
2023-04-22 07:00:00;34;78.1;43.4;61.6
2023-04-22 08:00:00;31;78.2;37.2;49.9
2023-04-22 09:00:00;17;78.0;38.0;46.9
2023-04-22 10:00:00;17;78.0;37.3;46.6
2023-04-22 11:00:00;18;78.0;36.8;46.4
2023-04-22 12:00:00;20;77.8;37.1;47.5
2023-04-22 13:00:00;18;78.1;40.7;51.8
2023-04-22 14:00:00;19;77.7;41.1;52.6
2023-04-22 15:00:00;26;77.8;44.8;60.7
2023-04-22 16:00:00;11;76.9;36.9;44.9
2023-04-22 17:00:00;11;76.0;36.0;44.6
2023-04-22 18:00:00;21;76.7;40.9;53.3
2023-04-22 19:00:00;11;76.0;36.2;44.2
2023-04-22 20:00:00;16;76.1;36.5;46.7
2023-04-22 21:00:00;18;76.5;40.8;53.0
2023-04-22 22:00:00;8;72.0;42.7;49.1
2023-04-22 23:00:00;0;67.8;44.5;61.7
2023-04-23 00:00:00;0;54.4;40.4;46.6
2023-04-23 01:00:00;0;48.6;37.9;41.5
2023-04-23 02:00:00;0;54.7;34.9;40.1
2023-04-23 03:00:00;0;59.3;33.3;41.0
2023-04-23 04:00:00;0;59.9;33.0;40.8
2023-04-23 05:00:00;0;59.1;33.0;40.9
2023-04-23 06:00:00;0;58.7;33.0;40.6
2023-04-23 07:00:00;32;76.6;44.6;61.7
2023-04-23 08:00:00;25;77.0;34.2;45.1
2023-04-23 09:00:00;15;76.2;36.0;44.6
2023-04-23 10:00:00;14;76.4;36.0;44.4
2023-04-23 11:00:00;23;76.6;39.0;51.0
2023-04-23 12:00:00;9;75.0;36.1;43.1
2023-04-23 13:00:00;16;75.0;39.4;49.1
2023-04-23 14:00:00;14;74.8;38.9;48.9
2023-04-23 15:00:00;16;74.2;35.9;46.2
2023-04-23 16:00:00;7;73.1;36.5;43.1
2023-04-23 17:00:00;9;73.4;33.9;41.7
2023-04-23 18:00:00;14;73.9;37.7;47.0
2023-04-23 19:00:00;11;74.2;33.9;42.1
2023-04-23 20:00:00;15;74.5;38.8;48.7
2023-04-23 21:00:00;14;74.2;35.7;45.6
2023-04-23 22:00:00;5;69.2;43.7;47.6
2023-04-23 23:00:00;0;62.7;33.2;43.0
2023-04-24 00:00:00;0;64.2;33.0;41.3
2023-04-24 01:00:00;1;63.8;33.0;39.9
2023-04-24 02:00:00;0;62.6;33.0;40.3
2023-04-24 03:00:00;1;62.0;33.0;39.9
2023-04-24 04:00:00;1;62.1;33.0;40.1
2023-04-24 05:00:00;1;62.6;33.0;40.3
2023-04-24 06:00:00;6;72.2;31.7;42.6
2023-04-24 07:00:00;48;76.8;41.4;61.5
2023-04-24 08:00:00;14;76.3;39.2;47.6
2023-04-24 09:00:00;15;76.1;36.0;44.8
2023-04-24 10:00:00;14;76.0;36.0;44.7
2023-04-24 11:00:00;12;76.0;36.0;44.5
2023-04-24 12:00:00;17;76.2;37.3;48.3
2023-04-24 13:00:00;11;75.6;39.6;47.7
2023-04-24 14:00:00;14;76.0;39.1;48.9
2023-04-24 15:00:00;16;75.4;42.4;53.4
2023-04-24 16:00:00;9;74.8;34.6;42.6
2023-04-24 17:00:00;8;74.0;34.7;42.3
2023-04-24 18:00:00;14;73.5;40.9;50.3
2023-04-24 19:00:00;10;74.1;34.1;42.1
2023-04-24 20:00:00;16;74.9;40.9;51.7
2023-04-24 21:00:00;11;75.0;34.6;42.6
2023-04-24 22:00:00;20;75.1;43.4;55.5
2023-04-24 23:00:00;0;63.1;42.9;53.2
2023-04-25 00:00:00;0;51.8;39.0;43.5
2023-04-25 01:00:00;13;74.8;64.2;73.6
2023-04-25 02:00:00;0;67.1;56.3;67.3
2023-04-25 03:00:00;0;58.8;49.9;57.5
2023-04-25 04:00:00;0;52.9;45.5;50.2
2023-04-25 05:00:00;0;50.9;39.6;41.0
2023-04-25 06:00:00;5;71.0;32.5;43.0
2023-04-25 07:00:00;34;76.4;32.7;45.2
2023-04-25 08:00:00;15;76.6;36.9;45.4
2023-04-25 09:00:00;16;77.0;36.5;45.4
2023-04-25 10:00:00;15;77.0;37.0;45.4
2023-04-25 11:00:00;17;76.6;36.7;47.2
2023-04-25 12:00:00;13;76.8;37.7;46.6
2023-04-25 13:00:00;18;76.6;39.8;50.8
2023-04-25 14:00:00;17;76.8;38.6;49.4
2023-04-25 15:00:00;14;76.0;41.0;51.1
2023-04-25 16:00:00;10;75.5;35.6;43.8
2023-04-25 17:00:00;10;75.2;35.6;43.4
2023-04-25 18:00:00;13;75.0;35.3;44.5
2023-04-25 19:00:00;12;75.0;40.0;49.0
2023-04-25 20:00:00;16;75.1;35.7;45.7
2023-04-25 21:00:00;19;75.9;41.6;53.8
2023-04-25 22:00:00;17;75.5;41.4;52.7
2023-04-25 23:00:00;0;60.9;42.4;47.6
2023-04-26 00:00:00;0;55.4;37.6;40.4
2023-04-26 01:00:00;1;65.9;34.3;40.2
2023-04-26 02:00:00;1;65.6;34.0;40.6
2023-04-26 03:00:00;1;64.8;34.0;40.4
2023-04-26 04:00:00;1;66.2;34.0;40.7
2023-04-26 05:00:00;1;66.9;34.0;40.5
2023-04-26 06:00:00;6;74.4;33.0;44.3
2023-04-26 07:00:00;47;78.1;40.9;60.0
2023-04-26 08:00:00;17;77.6;38.1;47.1
2023-04-26 09:00:00;15;77.8;37.8;46.8
2023-04-26 10:00:00;14;77.4;37.0;46.2
2023-04-26 11:00:00;17;77.7;39.5;50.0
2023-04-26 12:00:00;13;77.0;36.0;45.0
2023-04-26 13:00:00;16;76.9;39.3;49.8
2023-04-26 14:00:00;13;76.7;36.3;45.8
2023-04-26 15:00:00;18;76.2;42.7;55.8
2023-04-26 16:00:00;9;74.6;40.9;48.6
2023-04-26 17:00:00;11;74.2;34.7;42.9
2023-04-26 18:00:00;17;74.3;38.3;48.6
2023-04-26 19:00:00;9;74.9;34.9;42.4
2023-04-26 20:00:00;14;74.9;35.0;43.8
2023-04-26 21:00:00;16;74.9;39.6;50.4
2023-04-26 22:00:00;11;74.5;40.2;48.0
2023-04-26 23:00:00;0;61.9;33.7;52.5
2023-04-27 00:00:00;1;55.8;32.6;45.2
2023-04-27 01:00:00;0;57.2;31.2;44.7
2023-04-27 02:00:00;0;60.3;31.8;44.3
2023-04-27 03:00:00;1;60.4;32.1;40.2
2023-04-27 04:00:00;1;61.5;33.0;39.5
2023-04-27 05:00:00;1;61.6;33.0;39.7
2023-04-27 06:00:00;6;72.5;31.7;42.6
2023-04-27 07:00:00;47;77.0;41.4;61.6
2023-04-27 08:00:00;13;76.2;38.6;47.1
2023-04-27 09:00:00;13;76.0;35.9;44.5
2023-04-27 10:00:00;12;76.0;35.3;43.5
2023-04-27 11:00:00;14;75.3;38.8;48.7
2023-04-27 12:00:00;14;75.5;36.9;47.6
2023-04-27 13:00:00;8;74.2;37.7;44.6
2023-04-27 14:00:00;14;73.8;40.6;51.0
2023-04-27 15:00:00;8;72.2;38.6;48.5
2023-04-27 16:00:00;1;65.1;48.9;53.5
2023-04-27 17:00:00;0;49.9;42.5;42.6
2023-04-27 18:00:00;0;46.4;39.2;41.1
2023-04-27 19:00:00;6;57.2;43.0;50.7
2023-04-27 20:00:00;0;63.5;45.6;60.1
2023-04-27 21:00:00;10;67.9;47.8;55.0
2023-04-27 22:00:00;21;64.2;41.1;51.8
2023-04-27 23:00:00;0;66.7;41.4;62.5
2023-04-28 00:00:00;0;57.2;38.3;55.3
2023-04-28 01:00:00;0;51.9;36.5;50.6
2023-04-28 02:00:00;0;48.3;35.2;47.4
