Site;SS22 Gare CFF Vevey - Aile Ouest (ID 3222);SS22 Gare CFF Vevey - Aile Ouest (ID 3222);SS22 Gare CFF Vevey - Aile Ouest (ID 3222);SS22 Gare CFF Vevey - Aile Ouest (ID 3222)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-01-01 00:00:00;2;65.0;35.0;38.0
2023-01-01 01:00:00;1;67.9;34.2;39.9
2023-01-01 02:00:00;1;67.5;34.0;40.0
2023-01-01 03:00:00;0;66.0;34.0;40.5
2023-01-01 04:00:00;1;66.4;34.0;40.2
2023-01-01 05:00:00;0;67.0;34.0;40.4
2023-01-01 06:00:00;1;67.2;34.0;40.4
2023-01-01 07:00:00;39;78.7;41.8;61.6
2023-01-01 08:00:00;37;79.0;36.9;50.3
2023-01-01 09:00:00;23;78.9;37.6;47.0
2023-01-01 10:00:00;23;79.0;37.8;47.0
2023-01-01 11:00:00;22;79.0;38.0;47.0
2023-01-01 12:00:00;19;78.9;37.8;46.7
2023-01-01 13:00:00;25;78.8;39.6;52.1
2023-01-01 14:00:00;14;78.1;38.2;46.4
2023-01-01 15:00:00;26;78.6;42.4;56.3
2023-01-01 16:00:00;17;78.0;36.6;45.2
2023-01-01 17:00:00;23;78.6;41.2;53.5
2023-01-01 18:00:00;18;78.0;36.7;45.4
2023-01-01 19:00:00;17;78.0;37.0;45.6
2023-01-01 20:00:00;19;78.1;37.0;45.8
2023-01-01 21:00:00;17;78.0;37.0;46.0
2023-01-01 22:00:00;8;77.3;36.0;43.9
2023-01-01 23:00:00;0;71.1;34.7;42.5
2023-01-02 00:00:00;1;70.6;34.0;40.3
2023-01-02 01:00:00;1;69.1;34.0;39.9
2023-01-02 02:00:00;1;67.5;34.0;39.9
2023-01-02 03:00:00;0;66.9;34.0;41.6
2023-01-02 04:00:00;1;67.2;34.0;41.0
2023-01-02 05:00:00;1;67.6;34.0;41.2
2023-01-02 06:00:00;7;75.0;32.5;44.2
2023-01-02 07:00:00;47;78.7;32.3;46.7
2023-01-02 08:00:00;23;79.0;37.3;46.8
2023-01-02 09:00:00;22;78.9;37.5;47.0
2023-01-02 10:00:00;23;78.9;40.1;51.5
2023-01-02 11:00:00;21;79.0;37.2;46.7
2023-01-02 12:00:00;23;78.9;40.3;52.2
2023-01-02 13:00:00;18;78.3;37.0;46.1
2023-01-02 14:00:00;20;78.4;40.1;51.4
2023-01-02 15:00:00;27;78.4;39.4;52.3
2023-01-02 16:00:00;15;78.3;37.6;46.4
2023-01-02 17:00:00;17;78.0;36.0;44.8
2023-01-02 18:00:00;23;78.4;39.7;51.1
2023-01-02 19:00:00;17;78.0;36.0;44.7
2023-01-02 20:00:00;20;78.1;38.7;49.6
2023-01-02 21:00:00;19;78.0;36.0;45.1
2023-01-02 22:00:00;27;78.1;42.0;55.3
2023-01-02 23:00:00;0;69.6;35.5;51.8
2023-01-03 00:00:00;1;69.2;34.1;40.6
2023-01-03 01:00:00;21;78.1;59.9;73.7
2023-01-03 02:00:00;1;72.1;60.6;69.0
2023-01-03 03:00:00;0;61.4;51.6;58.2
2023-01-03 04:00:00;0;53.0;46.0;46.1
2023-01-03 05:00:00;0;55.2;37.4;40.3
2023-01-03 06:00:00;6;73.5;32.4;43.6
2023-01-03 07:00:00;44;78.6;32.1;46.0
2023-01-03 08:00:00;22;78.0;37.0;46.2
2023-01-03 09:00:00;21;78.0;37.0;46.1
2023-01-03 10:00:00;20;78.1;37.0;46.2
2023-01-03 11:00:00;24;78.1;37.1;47.2
2023-01-03 12:00:00;20;78.2;39.1;49.5
2023-01-03 13:00:00;25;78.5;40.8;53.2
2023-01-03 14:00:00;28;78.3;39.1;51.7
2023-01-03 15:00:00;17;78.2;39.1;48.6
2023-01-03 16:00:00;23;78.3;40.0;52.4
2023-01-03 17:00:00;28;78.6;41.0;55.1
2023-01-03 18:00:00;18;78.1;38.0;47.2
2023-01-03 19:00:00;20;78.0;37.0;46.5
2023-01-03 20:00:00;27;78.5;41.6;55.2
2023-01-03 21:00:00;28;78.8;40.9;55.3
2023-01-03 22:00:00;21;78.4;40.0;51.1
2023-01-03 23:00:00;0;62.8;42.1;51.5
2023-01-04 00:00:00;0;54.8;38.1;40.2
2023-01-04 01:00:00;1;67.3;34.7;40.5
2023-01-04 02:00:00;1;67.5;34.0;40.7
2023-01-04 03:00:00;1;66.1;34.0;40.5
2023-01-04 04:00:00;1;66.5;34.0;40.5
2023-01-04 05:00:00;1;67.2;34.0;40.3
2023-01-04 06:00:00;7;75.5;33.0;45.2
2023-01-04 07:00:00;62;79.1;39.2;61.6
2023-01-04 08:00:00;23;78.7;40.7;51.4
2023-01-04 09:00:00;23;78.9;38.0;47.7
2023-01-04 10:00:00;22;79.0;38.0;47.7
2023-01-04 11:00:00;27;79.0;40.0;52.2
2023-01-04 12:00:00;18;78.8;38.1;47.0
2023-01-04 13:00:00;27;78.7;40.7;53.1
2023-01-04 14:00:00;27;78.7;39.1;51.8
2023-01-04 15:00:00;21;78.7;41.2;52.5
2023-01-04 16:00:00;24;78.6;40.7;52.9
2023-01-04 17:00:00;20;78.1;37.2;46.8
2023-01-04 18:00:00;20;78.4;37.5;46.8
2023-01-04 19:00:00;25;78.5;40.3;52.2
2023-01-04 20:00:00;21;78.5;37.7;46.9
2023-01-04 21:00:00;26;78.9;40.6;54.4
2023-01-04 22:00:00;23;78.6;43.0;55.8
2023-01-04 23:00:00;0;70.1;35.6;45.9
2023-01-05 00:00:00;0;70.7;34.0;40.8
2023-01-05 01:00:00;0;69.1;34.0;40.8
2023-01-05 02:00:00;0;67.5;34.0;41.3
2023-01-05 03:00:00;1;66.2;34.0;40.0
2023-01-05 04:00:00;1;66.5;34.0;41.1
2023-01-05 05:00:00;1;66.8;34.0;40.7
2023-01-05 06:00:00;7;74.8;33.0;44.8
2023-01-05 07:00:00;63;79.1;39.0;61.7
2023-01-05 08:00:00;23;78.5;41.1;51.8
2023-01-05 09:00:00;23;78.6;38.0;47.4
2023-01-05 10:00:00;21;78.9;38.0;47.3
2023-01-05 11:00:00;23;79.0;38.0;47.7
2023-01-05 12:00:00;23;78.9;39.7;50.9
2023-01-05 13:00:00;25;78.9;39.8;51.0
2023-01-05 14:00:00;22;78.7;41.4;53.8
2023-01-05 15:00:00;22;78.5;40.5;52.1
2023-01-05 16:00:00;24;78.2;38.6;50.6
2023-01-05 17:00:00;18;78.5;39.7;49.5
2023-01-05 18:00:00;20;78.0;37.2;46.6
2023-01-05 19:00:00;22;78.1;38.2;48.4
2023-01-05 20:00:00;19;78.2;39.6;49.2
2023-01-05 21:00:00;28;78.6;40.5;54.3
2023-01-05 22:00:00;22;78.6;42.6;55.0
2023-01-05 23:00:00;0;70.7;35.7;44.8
2023-01-06 00:00:00;1;71.4;34.8;41.1
2023-01-06 01:00:00;1;69.7;34.8;40.1
2023-01-06 02:00:00;1;68.0;34.8;41.2
2023-01-06 03:00:00;1;67.8;34.9;40.1
2023-01-06 04:00:00;1;68.1;35.0;40.8
2023-01-06 05:00:00;1;69.0;35.0;41.4
2023-01-06 06:00:00;8;76.5;33.9;46.2
2023-01-06 07:00:00;68;79.6;39.1;61.8
2023-01-06 08:00:00;25;79.1;42.2;53.7
2023-01-06 09:00:00;25;79.0;39.0;49.1
2023-01-06 10:00:00;25;79.0;39.0;49.0
2023-01-06 11:00:00;29;79.2;40.6;52.8
2023-01-06 12:00:00;21;79.0;39.0;48.6
2023-01-06 13:00:00;22;79.0;39.1;49.7
2023-01-06 14:00:00;23;79.2;40.4;52.2
2023-01-06 15:00:00;26;79.4;42.7;56.1
2023-01-06 16:00:00;23;79.1;40.0;51.8
2023-01-06 17:00:00;21;79.0;38.0;47.7
2023-01-06 18:00:00;29;79.2;41.6;55.4
2023-01-06 19:00:00;20;79.0;38.2;47.6
2023-01-06 20:00:00;24;79.0;40.2;52.2
2023-01-06 21:00:00;27;79.0;39.0;52.0
2023-01-06 22:00:00;22;79.2;42.6;54.8
2023-01-06 23:00:00;0;71.5;35.8;45.2
2023-01-07 00:00:00;1;71.4;34.2;41.3
2023-01-07 01:00:00;0;69.9;34.0;40.4
2023-01-07 02:00:00;0;68.3;34.1;40.8
2023-01-07 03:00:00;0;67.7;34.2;41.5
2023-01-07 04:00:00;1;68.1;34.5;40.8
2023-01-07 05:00:00;1;68.7;34.8;40.4
2023-01-07 06:00:00;1;68.8;34.9;41.5
2023-01-07 07:00:00;43;79.0;41.3;61.7
2023-01-07 08:00:00;42;79.6;38.7;53.3
2023-01-07 09:00:00;28;79.3;38.8;49.3
2023-01-07 10:00:00;32;79.5;38.3;49.4
2023-01-07 11:00:00;26;79.5;39.0;49.4
2023-01-07 12:00:00;28;79.4;42.0;55.2
2023-01-07 13:00:00;20;79.0;39.0;48.6
2023-01-07 14:00:00;29;79.6;42.5;56.5
2023-01-07 15:00:00;20;79.0;38.8;48.5
2023-01-07 16:00:00;22;79.1;40.5;51.8
2023-01-07 17:00:00;25;79.3;40.5;52.9
2023-01-07 18:00:00;22;79.1;38.0;48.0
2023-01-07 19:00:00;24;79.2;40.3;52.7
2023-01-07 20:00:00;27;79.1;39.0;50.6
2023-01-07 21:00:00;29;79.5;41.9;56.5
2023-01-07 22:00:00;15;78.3;44.8;55.8
2023-01-07 23:00:00;0;63.1;39.3;45.0
2023-01-08 00:00:00;2;70.8;34.5;41.0
2023-01-08 01:00:00;1;71.1;33.3;41.7
2023-01-08 02:00:00;2;72.8;32.3;40.6
2023-01-08 03:00:00;2;73.1;32.6;41.3
2023-01-08 04:00:00;1;72.5;33.5;42.4
2023-01-08 05:00:00;1;72.8;32.0;41.2
2023-01-08 06:00:00;2;72.9;32.1;41.7
2023-01-08 07:00:00;41;79.7;41.6;61.7
2023-01-08 08:00:00;42;79.9;37.8;52.3
2023-01-08 09:00:00;26;79.7;39.0;48.8
2023-01-08 10:00:00;25;79.6;39.0;48.8
2023-01-08 11:00:00;24;79.6;39.0;48.7
2023-01-08 12:00:00;28;79.7;41.1;53.9
2023-01-08 13:00:00;21;79.4;38.9;48.4
2023-01-08 14:00:00;28;79.6;40.9;53.2
2023-01-08 15:00:00;26;79.4;40.4;52.8
2023-01-08 16:00:00;30;79.6;41.6;56.3
2023-01-08 17:00:00;28;79.6;42.1;56.2
2023-01-08 18:00:00;27;79.6;42.4;56.3
2023-01-08 19:00:00;23;79.0;38.0;48.5
2023-01-08 20:00:00;26;79.3;41.0;53.9
2023-01-08 21:00:00;27;79.4;40.7;54.5
2023-01-08 22:00:00;11;77.5;43.3;51.5
2023-01-08 23:00:00;0;71.7;35.7;41.7
2023-01-09 00:00:00;0;71.8;34.6;40.6
2023-01-09 01:00:00;0;70.3;34.3;41.5
2023-01-09 02:00:00;0;68.8;34.1;41.0
2023-01-09 03:00:00;0;68.8;34.1;41.5
2023-01-09 04:00:00;1;68.8;34.5;40.9
2023-01-09 05:00:00;1;68.5;34.0;40.2
2023-01-09 06:00:00;7;76.1;33.3;45.6
2023-01-09 07:00:00;67;79.7;39.3;61.7
2023-01-09 08:00:00;25;79.2;40.1;51.0
2023-01-09 09:00:00;24;79.4;38.8;48.6
2023-01-09 10:00:00;22;79.1;39.0;48.5
2023-01-09 11:00:00;26;79.3;40.8;53.2
2023-01-09 12:00:00;23;79.0;38.4;48.4
2023-01-09 13:00:00;28;79.5;41.4;54.2
2023-01-09 14:00:00;27;79.1;39.0;50.0
2023-01-09 15:00:00;27;79.3;40.9;53.4
2023-01-09 16:00:00;23;79.3;41.2;52.3
2023-01-09 17:00:00;21;79.0;39.0;49.0
2023-01-09 18:00:00;29;79.3;41.3;54.0
2023-01-09 19:00:00;21;79.1;39.1;48.9
2023-01-09 20:00:00;23;79.2;39.0;48.8
2023-01-09 21:00:00;31;79.8;41.3;56.1
2023-01-09 22:00:00;24;79.6;42.8;55.9
2023-01-09 23:00:00;1;73.4;36.1;43.6
2023-01-10 00:00:00;2;73.8;32.1;41.4
2023-01-10 01:00:00;23;79.6;59.6;74.1
2023-01-10 02:00:00;0;70.5;59.0;62.4
2023-01-10 03:00:00;1;69.7;36.0;42.5
2023-01-10 04:00:00;2;72.5;32.8;43.0
2023-01-10 05:00:00;3;73.7;32.9;40.9
2023-01-10 06:00:00;7;77.5;35.7;47.1
2023-01-10 07:00:00;58;79.9;33.5;50.0
2023-01-10 08:00:00;28;80.0;39.6;50.2
2023-01-10 09:00:00;27;80.0;39.6;50.1
2023-01-10 10:00:00;32;80.0;40.9;53.6
2023-01-10 11:00:00;23;80.2;40.3;50.6
2023-01-10 12:00:00;24;79.9;39.9;49.9
2023-01-10 13:00:00;26;79.9;42.0;54.4
2023-01-10 14:00:00;25;80.0;42.0;54.3
2023-01-10 15:00:00;25;79.8;39.4;51.1
2023-01-10 16:00:00;21;79.7;41.2;52.1
2023-01-10 17:00:00;24;79.9;38.8;49.0
2023-01-10 18:00:00;29;79.8;40.4;52.9
2023-01-10 19:00:00;22;79.7;39.1;49.0
2023-01-10 20:00:00;26;79.9;40.6;52.5
2023-01-10 21:00:00;29;80.0;41.0;54.7
2023-01-10 22:00:00;23;79.6;39.9;51.1
2023-01-10 23:00:00;0;65.7;38.4;46.8
2023-01-11 00:00:00;1;72.3;33.2;41.2
2023-01-11 01:00:00;2;72.1;33.0;39.7
2023-01-11 02:00:00;1;72.3;32.9;42.0
2023-01-11 03:00:00;3;73.2;32.3;40.6
2023-01-11 04:00:00;2;73.4;32.6;39.1
2023-01-11 05:00:00;2;73.5;33.4;43.2
2023-01-11 06:00:00;6;77.6;35.9;47.2
2023-01-11 07:00:00;73;80.1;39.1;61.5
2023-01-11 08:00:00;27;80.0;41.7;53.1
2023-01-11 09:00:00;27;80.0;39.4;50.1
2023-01-11 10:00:00;26;79.9;39.3;49.8
2023-01-11 11:00:00;29;80.0;40.9;53.6
2023-01-11 12:00:00;24;80.0;39.1;49.6
2023-01-11 13:00:00;27;80.0;41.0;53.6
2023-01-11 14:00:00;29;80.0;39.8;52.3
2023-01-11 15:00:00;32;80.0;43.3;58.4
2023-01-11 16:00:00;22;79.9;39.4;49.5
2023-01-11 17:00:00;23;79.9;39.0;49.5
2023-01-11 18:00:00;28;80.0;40.8;53.6
2023-01-11 19:00:00;23;80.0;39.1;49.4
2023-01-11 20:00:00;31;79.9;41.6;55.1
2023-01-11 21:00:00;37;80.0;42.8;59.5
2023-01-11 22:00:00;25;80.0;41.1;53.9
2023-01-11 23:00:00;0;65.5;39.9;50.2
2023-01-12 00:00:00;1;72.9;33.1;41.5
2023-01-12 01:00:00;2;72.7;32.7;41.3
2023-01-12 02:00:00;2;73.0;33.5;40.1
2023-01-12 03:00:00;2;73.5;32.8;39.8
2023-01-12 04:00:00;2;73.9;32.7;41.2
2023-01-12 05:00:00;3;74.1;32.9;41.9
2023-01-12 06:00:00;7;77.6;35.9;47.2
2023-01-12 07:00:00;73;80.3;39.7;61.6
2023-01-12 08:00:00;27;80.0;41.2;52.0
2023-01-12 09:00:00;28;80.0;40.0;50.6
2023-01-12 10:00:00;27;80.1;40.0;50.5
2023-01-12 11:00:00;29;80.1;41.6;54.5
2023-01-12 12:00:00;27;80.1;40.3;51.9
2023-01-12 13:00:00;28;80.2;43.3;56.7
2023-01-12 14:00:00;32;80.0;40.9;54.6
2023-01-12 15:00:00;26;80.0;42.1;54.6
2023-01-12 16:00:00;27;80.0;40.6;53.0
2023-01-12 17:00:00;23;79.7;39.0;49.1
2023-01-12 18:00:00;28;79.7;41.1;53.7
2023-01-12 19:00:00;23;79.9;39.0;48.9
2023-01-12 20:00:00;26;79.9;40.5;52.5
2023-01-12 21:00:00;28;79.8;41.0;53.6
2023-01-12 22:00:00;31;79.9;41.5;57.1
2023-01-12 23:00:00;0;62.2;41.2;47.0
2023-01-13 00:00:00;2;69.6;33.7;41.9
2023-01-13 01:00:00;2;72.9;32.9;41.5
2023-01-13 02:00:00;1;72.9;33.5;40.8
2023-01-13 03:00:00;1;73.4;32.8;40.6
2023-01-13 04:00:00;3;73.7;32.6;41.3
2023-01-13 05:00:00;2;73.6;32.8;42.2
2023-01-13 06:00:00;6;77.4;35.4;46.9
2023-01-13 07:00:00;71;80.2;39.5;61.7
2023-01-13 08:00:00;25;80.1;40.1;50.7
2023-01-13 09:00:00;26;79.5;39.0;49.3
2023-01-13 10:00:00;25;80.0;39.0;49.2
2023-01-13 11:00:00;29;79.9;39.4;51.3
2023-01-13 12:00:00;26;79.7;42.1;54.4
2023-01-13 13:00:00;29;79.8;40.1;52.1
2023-01-13 14:00:00;22;79.4;41.2;52.8
2023-01-13 15:00:00;27;79.2;41.0;54.0
2023-01-13 16:00:00;18;79.1;39.0;48.5
2023-01-13 17:00:00;19;79.0;38.4;47.9
2023-01-13 18:00:00;26;79.2;41.3;54.3
2023-01-13 19:00:00;20;79.0;38.0;47.8
2023-01-13 20:00:00;24;79.1;39.9;51.8
2023-01-13 21:00:00;28;79.3;41.3;54.9
2023-01-13 22:00:00;27;79.2;41.3;55.4
2023-01-13 23:00:00;0;60.5;42.9;45.4
2023-01-14 00:00:00;0;61.7;37.0;40.5
2023-01-14 01:00:00;1;69.6;34.4;41.0
2023-01-14 02:00:00;0;68.7;34.0;40.4
2023-01-14 03:00:00;1;68.5;34.9;40.4
2023-01-14 04:00:00;1;70.0;34.9;40.7
2023-01-14 05:00:00;2;73.2;31.5;42.7
2023-01-14 06:00:00;2;74.0;32.4;43.2
2023-01-14 07:00:00;43;79.6;41.5;61.6
2023-01-14 08:00:00;41;80.0;38.1;52.7
2023-01-14 09:00:00;25;79.5;39.2;49.6
2023-01-14 10:00:00;24;79.5;39.1;49.3
2023-01-14 11:00:00;28;79.9;40.7;53.4
2023-01-14 12:00:00;20;79.2;39.1;48.7
2023-01-14 13:00:00;28;79.7;41.2;55.1
2023-01-14 14:00:00;23;79.6;40.9;52.5
2023-01-14 15:00:00;25;79.4;41.2;54.0
2023-01-14 16:00:00;24;79.2;39.8;51.7
2023-01-14 17:00:00;19;79.0;38.1;47.9
2023-01-14 18:00:00;27;79.0;39.9;52.0
2023-01-14 19:00:00;20;79.0;38.1;47.9
2023-01-14 20:00:00;25;79.2;40.7;53.7
2023-01-14 21:00:00;29;79.3;41.7;55.7
2023-01-14 22:00:00;16;78.8;41.7;54.1
2023-01-14 23:00:00;0;61.6;43.5;46.9
2023-01-15 00:00:00;0;60.4;37.4;40.7
2023-01-15 01:00:00;1;69.8;34.3;41.0
2023-01-15 02:00:00;1;67.9;34.0;40.1
2023-01-15 03:00:00;1;67.4;34.0;41.0
2023-01-15 04:00:00;0;68.1;34.0;40.9
2023-01-15 05:00:00;1;68.9;34.0;40.1
2023-01-15 06:00:00;1;69.1;34.0;40.7
2023-01-15 07:00:00;41;79.4;41.1;61.6
2023-01-15 08:00:00;39;79.3;37.9;52.2
2023-01-15 09:00:00;23;79.0;38.0;47.9
2023-01-15 10:00:00;23;79.0;38.0;47.7
2023-01-15 11:00:00;32;79.1;39.4;52.7
2023-01-15 12:00:00;24;79.3;42.0;53.7
2023-01-15 13:00:00;24;79.0;38.0;48.0
2023-01-15 14:00:00;30;79.3;40.4;54.0
2023-01-15 15:00:00;32;79.4;42.0;56.8
2023-01-15 16:00:00;32;79.4;42.0;56.1
2023-01-15 17:00:00;21;79.2;39.6;49.2
2023-01-15 18:00:00;32;79.5;42.2;56.6
2023-01-15 19:00:00;21;79.1;39.4;49.2
2023-01-15 20:00:00;31;79.6;41.3;55.7
2023-01-15 21:00:00;21;79.2;40.5;50.7
2023-01-15 22:00:00;24;79.9;46.5;61.8
2023-01-15 23:00:00;1;73.4;36.7;43.2
2023-01-16 00:00:00;3;74.5;33.1;41.4
2023-01-16 01:00:00;2;74.1;33.3;41.4
2023-01-16 02:00:00;2;74.5;33.5;40.2
2023-01-16 03:00:00;3;74.5;33.8;40.0
2023-01-16 04:00:00;1;74.5;33.8;41.2
2023-01-16 05:00:00;3;74.7;33.3;40.9
2023-01-16 06:00:00;7;77.8;36.0;47.8
2023-01-16 07:00:00;72;80.7;38.8;59.7
2023-01-16 08:00:00;29;80.0;40.0;51.0
2023-01-16 09:00:00;28;80.1;40.0;50.9
2023-01-16 10:00:00;32;80.5;41.2;53.8
2023-01-16 11:00:00;26;80.1;40.1;50.8
2023-01-16 12:00:00;31;80.4;41.2;53.9
2023-01-16 13:00:00;30;80.2;40.4;52.5
2023-01-16 14:00:00;25;80.1;41.1;52.4
2023-01-16 15:00:00;31;80.4;42.2;55.2
2023-01-16 16:00:00;25;80.1;40.0;50.8
2023-01-16 17:00:00;27;80.2;41.2;53.6
2023-01-16 18:00:00;28;80.1;40.1;51.9
2023-01-16 19:00:00;29;80.3;42.5;55.5
2023-01-16 20:00:00;25;80.1;40.0;50.8
2023-01-16 21:00:00;32;80.3;42.5;57.4
2023-01-16 22:00:00;32;80.3;43.5;59.2
2023-01-16 23:00:00;1;64.8;41.0;45.0
2023-01-17 00:00:00;1;74.5;33.8;41.6
2023-01-17 01:00:00;17;79.8;60.0;73.7
2023-01-17 02:00:00;0;69.6;52.3;55.5
2023-01-17 03:00:00;30;79.3;30.3;41.8
2023-01-17 04:00:00;16;80.0;32.9;42.1
2023-01-17 05:00:00;16;79.9;32.9;42.0
2023-01-17 06:00:00;21;80.0;34.3;48.6
2023-01-17 07:00:00;42;81.0;38.4;51.9
2023-01-17 08:00:00;30;80.7;40.5;51.8
2023-01-17 09:00:00;29;80.6;41.0;51.8
2023-01-17 10:00:00;28;80.8;41.0;51.8
2023-01-17 11:00:00;35;81.0;41.4;54.5
2023-01-17 12:00:00;28;80.8;40.7;51.8
2023-01-17 13:00:00;33;80.8;42.4;56.4
2023-01-17 14:00:00;30;80.9;42.1;54.8
2023-01-17 15:00:00;42;81.0;43.8;60.5
2023-01-17 16:00:00;26;80.9;41.5;52.5
2023-01-17 17:00:00;27;80.9;41.0;51.9
2023-01-17 18:00:00;35;80.9;42.9;57.2
2023-01-17 19:00:00;30;80.8;41.2;53.1
2023-01-17 20:00:00;34;81.0;42.2;55.5
2023-01-17 21:00:00;29;81.0;42.5;55.2
2023-01-17 22:00:00;32;80.9;43.5;58.8
2023-01-17 23:00:00;4;76.8;36.0;42.1
2023-01-18 00:00:00;17;79.9;32.8;41.9
2023-01-18 01:00:00;16;80.0;33.0;42.0
2023-01-18 02:00:00;16;80.0;33.0;41.9
2023-01-18 03:00:00;17;80.0;33.0;42.0
2023-01-18 04:00:00;16;80.0;33.0;41.9
2023-01-18 05:00:00;17;80.0;33.0;42.0
2023-01-18 06:00:00;22;80.2;34.5;48.9
2023-01-18 07:00:00;50;81.2;41.3;57.7
2023-01-18 08:00:00;30;81.0;41.0;52.3
2023-01-18 09:00:00;29;81.1;41.0;52.2
2023-01-18 10:00:00;34;81.1;41.8;54.7
2023-01-18 11:00:00;34;81.1;41.9;55.2
2023-01-18 12:00:00;30;81.0;41.0;52.4
2023-01-18 13:00:00;34;81.0;42.7;56.7
2023-01-18 14:00:00;39;81.0;43.2;58.4
2023-01-18 15:00:00;40;81.1;43.3;59.0
2023-01-18 16:00:00;27;80.9;41.5;52.6
2023-01-18 17:00:00;29;81.0;41.1;52.4
2023-01-18 18:00:00;35;81.0;42.7;56.8
2023-01-18 19:00:00;30;81.0;41.1;52.4
2023-01-18 20:00:00;34;81.1;42.4;55.9
2023-01-18 21:00:00;37;81.2;43.3;58.8
2023-01-18 22:00:00;39;81.4;44.0;60.9
2023-01-18 23:00:00;4;72.8;37.9;42.8
2023-01-19 00:00:00;20;80.7;33.8;42.7
2023-01-19 01:00:00;19;81.0;34.0;42.8
2023-01-19 02:00:00;20;81.0;34.0;42.9
2023-01-19 03:00:00;21;81.0;34.1;43.2
2023-01-19 04:00:00;21;81.0;35.0;43.4
2023-01-19 05:00:00;21;81.0;35.0;43.6
2023-01-19 06:00:00;27;81.0;36.4;51.3
2023-01-19 07:00:00;48;82.0;40.2;54.7
2023-01-19 08:00:00;35;81.8;42.7;54.8
2023-01-19 09:00:00;37;81.9;44.0;57.5
2023-01-19 10:00:00;35;81.9;42.8;54.7
2023-01-19 11:00:00;34;82.0;43.0;54.8
2023-01-19 12:00:00;37;81.9;43.6;56.8
2023-01-19 13:00:00;40;82.0;44.2;59.0
2023-01-19 14:00:00;35;82.0;44.3;58.1
2023-01-19 15:00:00;30;81.9;43.7;55.8
2023-01-19 16:00:00;34;81.8;43.9;57.4
2023-01-19 17:00:00;28;81.9;42.2;53.8
2023-01-19 18:00:00;35;81.9;42.4;55.7
2023-01-19 19:00:00;38;81.8;43.6;58.1
2023-01-19 20:00:00;38;81.9;44.1;58.2
2023-01-19 21:00:00;37;81.9;44.8;59.4
2023-01-19 22:00:00;38;82.0;44.0;58.5
2023-01-19 23:00:00;9;79.5;37.0;44.6
2023-01-20 00:00:00;24;82.0;35.0;44.6
2023-01-20 01:00:00;23;81.8;35.8;44.9
2023-01-20 02:00:00;24;81.9;36.0;45.4
2023-01-20 03:00:00;24;82.0;36.0;45.6
2023-01-20 04:00:00;24;81.9;36.0;45.8
2023-01-20 05:00:00;25;82.0;36.0;45.9
2023-01-20 06:00:00;30;82.4;37.6;53.2
2023-01-20 07:00:00;55;83.0;43.4;60.3
2023-01-20 08:00:00;37;82.9;43.0;54.7
2023-01-20 09:00:00;36;83.0;43.0;54.7
2023-01-20 10:00:00;37;83.2;42.9;54.8
2023-01-20 11:00:00;40;83.1;43.6;57.0
2023-01-20 12:00:00;39;83.1;43.5;56.8
2023-01-20 13:00:00;39;83.0;44.0;58.0
2023-01-20 14:00:00;38;83.1;43.9;57.7
2023-01-20 15:00:00;45;83.0;44.3;59.8
2023-01-20 16:00:00;32;82.9;43.8;55.8
2023-01-20 17:00:00;33;82.8;43.0;54.8
2023-01-20 18:00:00;39;82.8;42.9;56.4
2023-01-20 19:00:00;34;82.6;43.3;55.3
2023-01-20 20:00:00;41;82.7;43.7;57.6
2023-01-20 21:00:00;42;82.8;43.7;59.2
2023-01-20 22:00:00;40;82.7;43.8;58.9
2023-01-20 23:00:00;10;81.4;36.2;45.1
2023-01-21 00:00:00;24;82.4;35.7;45.1
2023-01-21 01:00:00;24;82.3;35.8;44.9
2023-01-21 02:00:00;23;82.1;36.0;45.0
2023-01-21 03:00:00;24;82.0;35.8;45.0
2023-01-21 04:00:00;24;82.1;35.9;45.1
2023-01-21 05:00:00;25;82.1;36.0;45.3
2023-01-21 06:00:00;26;82.1;36.0;45.6
2023-01-21 07:00:00;55;83.0;42.6;61.9
2023-01-21 08:00:00;44;82.9;42.6;56.3
2023-01-21 09:00:00;38;83.0;42.4;54.7
2023-01-21 10:00:00;39;83.0;42.9;54.8
2023-01-21 11:00:00;38;83.0;42.9;54.8
2023-01-21 12:00:00;42;83.1;43.4;57.1
2023-01-21 13:00:00;35;83.0;43.6;56.0
2023-01-21 14:00:00;38;83.1;43.6;57.5
2023-01-21 15:00:00;40;82.9;44.2;58.8
2023-01-21 16:00:00;34;82.9;42.6;54.8
2023-01-21 17:00:00;39;82.9;42.4;55.9
2023-01-21 18:00:00;42;82.9;44.4;59.2
2023-01-21 19:00:00;41;82.8;43.6;58.2
2023-01-21 20:00:00;41;82.8;42.9;56.6
2023-01-21 21:00:00;37;82.7;43.5;56.2
2023-01-21 22:00:00;31;82.7;43.8;59.9
2023-01-21 23:00:00;17;81.9;35.8;44.6
2023-01-22 00:00:00;23;82.1;35.0;44.7
2023-01-22 01:00:00;24;82.0;35.0;44.7
2023-01-22 02:00:00;24;82.1;35.0;44.9
2023-01-22 03:00:00;24;82.0;35.9;45.0
2023-01-22 04:00:00;24;82.0;36.0;45.1
2023-01-22 05:00:00;25;82.0;36.0;45.2
