Site;SS39 Av. de Gilamont 46 (ID 3239);SS39 Av. de Gilamont 46 (ID 3239);SS39 Av. de Gilamont 46 (ID 3239);SS39 Av. de Gilamont 46 (ID 3239)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-05-25 04:00:00;0;56.4;39.5;56.2
2023-05-25 05:00:00;0;53.9;38.3;53.5
2023-05-25 06:00:00;46;73.9;62.5;73.1
2023-05-25 07:00:00;0;75.5;62.9;75.5
2023-05-25 08:00:00;0;71.4;51.8;71.3
2023-05-25 09:00:00;28;72.6;52.5;71.8
2023-05-25 10:00:00;15;77.6;66.7;77.0
2023-05-25 11:00:00;0;72.8;54.2;72.9
2023-05-25 12:00:00;0;69.0;48.5;69.0
2023-05-25 13:00:00;25;73.0;58.0;72.5
2023-05-25 14:00:00;1;77.7;64.5;77.5
2023-05-25 15:00:00;0;73.4;53.5;73.3
2023-05-25 16:00:00;0;69.5;48.9;69.4
2023-05-25 17:00:00;18;75.4;63.1;74.7
2023-05-25 18:00:00;0;74.9;58.9;74.8
2023-05-25 19:00:00;0;71.1;52.0;70.9
2023-05-25 20:00:00;0;67.5;48.5;67.3
2023-05-25 21:00:00;24;77.8;66.8;76.9
2023-05-25 22:00:00;0;74.2;56.2;74.1
2023-05-25 23:00:00;0;70.3;50.4;70.1
2023-05-26 00:00:00;0;66.7;47.2;66.4
2023-05-26 01:00:00;0;63.3;45.2;63.1
2023-05-26 02:00:00;0;60.3;43.5;60.0
2023-05-26 03:00:00;0;57.5;42.0;57.2
2023-05-26 04:00:00;0;54.9;40.8;54.5
2023-05-26 05:00:00;0;52.5;39.7;52.1
2023-05-26 06:00:00;44;74.2;64.1;73.1
2023-05-26 07:00:00;1;77.1;64.9;77.1
2023-05-26 08:00:00;0;72.9;53.1;72.9
2023-05-26 09:00:00;2;69.5;49.0;69.3
2023-05-26 10:00:00;31;79.0;66.0;77.8
2023-05-26 11:00:00;0;74.3;56.2;74.3
2023-05-26 12:00:00;0;70.5;50.4;70.4
2023-05-26 13:00:00;16;70.4;52.0;69.9
2023-05-26 14:00:00;13;77.9;66.8;77.3
2023-05-26 15:00:00;0;73.5;55.4;73.4
2023-05-26 16:00:00;0;69.7;50.4;69.7
2023-05-26 17:00:00;16;71.3;55.9;70.9
2023-05-26 18:00:00;5;76.6;65.1;76.3
2023-05-26 19:00:00;0;72.4;54.5;72.3
2023-05-26 20:00:00;0;68.6;49.9;68.6
2023-05-26 21:00:00;26;76.4;63.8;75.2
2023-05-26 22:00:00;0;74.7;59.5;74.6
2023-05-26 23:00:00;0;70.9;52.0;70.7
2023-05-27 00:00:00;0;67.2;48.3;67.1
2023-05-27 01:00:00;0;63.8;45.7;63.7
2023-05-27 02:00:00;0;60.7;43.7;60.5
2023-05-27 03:00:00;0;57.9;42.3;57.7
2023-05-27 04:00:00;0;55.2;40.9;55.0
2023-05-27 05:00:00;0;52.8;39.8;52.6
2023-05-27 06:00:00;45;74.2;63.7;73.2
2023-05-27 07:00:00;1;75.4;63.9;75.4
2023-05-27 08:00:00;0;71.4;53.6;71.3
2023-05-27 09:00:00;0;67.7;49.2;67.7
2023-05-27 10:00:00;27;75.6;64.2;74.8
2023-05-27 11:00:00;0;75.8;60.6;75.8
2023-05-27 12:00:00;0;71.9;52.8;71.8
2023-05-27 13:00:00;0;68.3;49.6;68.2
2023-05-27 14:00:00;26;78.6;66.6;77.5
2023-05-27 15:00:00;0;74.0;56.7;73.9
2023-05-27 16:00:00;0;70.2;50.9;70.1
2023-05-27 17:00:00;13;69.8;52.1;69.4
2023-05-27 18:00:00;11;77.8;66.7;77.3
2023-05-27 19:00:00;0;73.4;55.6;73.3
2023-05-27 20:00:00;0;69.6;50.8;69.6
2023-05-27 21:00:00;22;73.3;58.8;72.5
2023-05-27 22:00:00;0;76.1;64.0;76.0
2023-05-27 23:00:00;0;72.0;53.9;71.9
2023-05-28 00:00:00;0;68.3;49.6;68.2
2023-05-28 01:00:00;0;64.9;46.8;64.8
2023-05-28 02:00:00;0;61.7;44.8;61.6
2023-05-28 03:00:00;0;58.9;43.4;58.7
2023-05-28 04:00:00;0;56.2;42.1;56.0
2023-05-28 05:00:00;0;53.8;40.8;53.5
2023-05-28 06:00:00;33;73.6;63.9;72.7
2023-05-28 07:00:00;0;75.5;61.5;75.5
2023-05-28 08:00:00;0;71.6;53.0;71.5
2023-05-28 09:00:00;0;67.9;49.0;67.9
2023-05-28 10:00:00;20;76.0;66.1;75.4
2023-05-28 11:00:00;0;74.7;59.1;74.7
2023-05-28 12:00:00;0;70.9;52.2;70.9
2023-05-28 13:00:00;37;75.9;60.4;75.0
2023-05-28 14:00:00;3;76.4;63.4;76.2
2023-05-28 15:00:00;0;72.3;53.8;72.2
2023-05-28 16:00:00;0;68.6;49.6;68.5
2023-05-28 17:00:00;23;74.0;61.0;73.3
2023-05-28 18:00:00;0;75.7;61.7;75.6
2023-05-28 19:00:00;0;71.7;53.2;71.7
2023-05-28 20:00:00;0;68.1;49.3;68.0
2023-05-28 21:00:00;29;78.0;67.5;77.3
2023-05-28 22:00:00;0;74.5;58.4;74.5
2023-05-28 23:00:00;0;70.8;52.1;70.6
2023-05-29 00:00:00;0;67.2;48.6;67.0
2023-05-29 01:00:00;0;63.8;46.3;63.7
2023-05-29 02:00:00;0;60.8;44.5;60.6
2023-05-29 03:00:00;0;58.0;43.1;57.9
2023-05-29 04:00:00;0;55.3;41.7;55.2
2023-05-29 05:00:00;0;53.0;40.5;52.8
2023-05-29 06:00:00;37;73.9;62.7;72.9
2023-05-29 07:00:00;0;75.1;61.2;75.1
2023-05-29 08:00:00;0;71.1;52.6;71.1
2023-05-29 09:00:00;0;67.5;48.6;67.5
2023-05-29 10:00:00;24;76.1;65.3;75.5
2023-05-29 11:00:00;0;75.6;59.9;75.6
2023-05-29 12:00:00;0;71.7;52.4;71.7
2023-05-29 13:00:00;25;71.9;52.7;71.3
2023-05-29 14:00:00;20;78.4;70.2;77.9
2023-05-29 15:00:00;0;74.7;57.1;74.8
2023-05-29 16:00:00;0;71.0;50.4;70.9
2023-05-29 17:00:00;14;70.5;51.9;70.1
2023-05-29 18:00:00;11;77.8;67.8;77.4
2023-05-29 19:00:00;0;73.6;55.8;73.6
2023-05-29 20:00:00;0;69.9;50.5;69.8
2023-05-29 21:00:00;33;75.8;61.8;75.0
2023-05-29 22:00:00;0;76.1;61.6;76.0
2023-05-29 23:00:00;0;72.0;52.6;71.9
2023-05-30 00:00:00;0;68.3;48.6;68.2
2023-05-30 01:00:00;0;64.8;46.0;64.8
2023-05-30 02:00:00;0;61.7;44.1;61.5
2023-05-30 03:00:00;0;58.8;42.5;58.7
2023-05-30 04:00:00;0;56.2;41.3;56.0
