Site;SS38 Av. de Gilamont 13-15-17-19a-19b (ID 3238);SS38 Av. de Gilamont 13-15-17-19a-19b (ID 3238);SS38 Av. de Gilamont 13-15-17-19a-19b (ID 3238);SS38 Av. de Gilamont 13-15-17-19a-19b (ID 3238)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-01-01 00:00:00;114;80.0;70.0;69.7
2023-01-01 01:00:00;47;79.6;53.1;47.0
2023-01-01 02:00:00;51;79.7;48.2;45.0
2023-01-01 03:00:00;28;77.6;72.3;68.8
2023-01-01 04:00:00;91;78.4;64.0;61.0
2023-01-01 05:00:00;36;79.9;47.4;41.1
2023-01-01 06:00:00;73;79.9;44.4;42.1
2023-01-01 07:00:00;34;78.7;72.9;74.4
2023-01-01 08:00:00;20;73.7;65.5;69.1
2023-01-01 09:00:00;15;77.6;67.6;61.9
2023-01-01 10:00:00;62;79.5;72.2;69.0
2023-01-01 11:00:00;92;80.0;70.5;66.9
2023-01-01 12:00:00;143;80.9;68.0;67.6
2023-01-01 13:00:00;131;80.8;68.9;68.6
2023-01-01 14:00:00;74;80.5;63.0;59.5
2023-01-01 15:00:00;39;79.5;73.4;71.2
2023-01-01 16:00:00;88;79.8;70.8;67.9
2023-01-01 17:00:00;125;80.4;69.2;68.8
2023-01-01 18:00:00;65;80.1;62.7;59.7
2023-01-01 19:00:00;40;78.7;72.6;70.8
2023-01-01 20:00:00;89;80.2;71.2;68.2
2023-01-01 21:00:00;143;80.6;67.7;67.3
2023-01-01 22:00:00;135;80.7;68.3;67.9
2023-01-01 23:00:00;80;80.1;61.8;57.3
2023-01-02 00:00:00;80;80.1;62.6;57.9
2023-01-02 01:00:00;69;80.4;61.0;55.6
2023-01-02 02:00:00;55;79.4;49.8;46.6
2023-01-02 03:00:00;47;79.0;41.9;38.4
2023-01-02 04:00:00;52;79.6;55.9;54.0
2023-01-02 05:00:00;0;75.5;69.6;72.3
2023-01-02 06:00:00;19;76.2;70.4;70.1
2023-01-02 07:00:00;59;78.6;51.2;48.0
2023-01-02 08:00:00;14;78.1;73.4;71.0
2023-01-02 09:00:00;95;77.6;66.3;65.2
2023-01-02 10:00:00;135;81.0;68.7;68.1
2023-01-02 11:00:00;114;80.9;70.6;70.5
2023-01-02 12:00:00;125;80.9;69.4;69.1
2023-01-02 13:00:00;121;81.0;70.0;69.7
2023-01-02 14:00:00;40;79.6;64.8;61.8
2023-01-02 15:00:00;42;79.5;73.8;68.7
2023-01-02 16:00:00;95;79.6;70.1;67.4
2023-01-02 17:00:00;129;80.6;68.9;68.2
2023-01-02 18:00:00;89;79.9;61.1;57.8
2023-01-02 19:00:00;35;79.1;74.0;71.3
2023-01-02 20:00:00;55;80.0;73.2;68.1
2023-01-02 21:00:00;99;79.8;70.2;65.2
2023-01-02 22:00:00;147;80.1;67.0;66.4
2023-01-02 23:00:00;114;80.3;69.5;65.9
2023-01-03 00:00:00;112;80.4;63.2;61.3
2023-01-03 01:00:00;47;79.2;59.3;54.4
2023-01-03 02:00:00;18;78.1;73.2;70.5
2023-01-03 03:00:00;38;78.8;58.1;52.3
2023-01-03 04:00:00;57;79.3;41.4;38.0
2023-01-03 05:00:00;62;79.2;51.9;49.9
2023-01-03 06:00:00;0;75.2;70.2;71.9
2023-01-03 07:00:00;36;76.4;69.5;68.2
2023-01-03 08:00:00;53;79.2;69.9;65.3
2023-01-03 09:00:00;19;78.5;74.1;70.9
2023-01-03 10:00:00;36;78.9;73.3;68.1
2023-01-03 11:00:00;71;79.9;55.7;50.9
2023-01-03 12:00:00;57;79.4;70.4;66.9
2023-01-03 13:00:00;79;80.0;56.5;51.9
2023-01-03 14:00:00;50;79.5;73.9;68.9
2023-01-03 15:00:00;38;79.3;74.2;68.5
2023-01-03 16:00:00;93;79.9;53.6;50.4
2023-01-03 17:00:00;34;78.9;74.1;69.0
2023-01-03 18:00:00;42;79.2;67.6;65.5
2023-01-03 19:00:00;55;79.5;72.8;68.9
2023-01-03 20:00:00;63;79.4;69.5;67.1
2023-01-03 21:00:00;63;80.0;73.0;68.1
2023-01-03 22:00:00;70;80.2;70.2;65.2
2023-01-03 23:00:00;52;80.0;73.7;70.2
2023-01-04 00:00:00;33;79.4;74.4;68.2
2023-01-04 01:00:00;18;78.8;74.7;68.1
2023-01-04 02:00:00;34;78.1;67.5;66.4
2023-01-04 03:00:00;17;77.4;72.7;68.4
2023-01-04 04:00:00;60;77.1;47.6;44.2
2023-01-04 05:00:00;90;79.9;43.3;41.2
2023-01-04 06:00:00;34;78.9;73.8;70.4
2023-01-04 07:00:00;23;77.2;71.9;67.3
2023-01-04 08:00:00;41;79.3;73.8;68.6
2023-01-04 09:00:00;22;78.7;74.2;67.9
2023-01-04 10:00:00;34;79.1;73.4;66.4
2023-01-04 11:00:00;56;79.6;62.3;58.3
2023-01-04 12:00:00;67;79.5;59.9;54.4
2023-01-04 13:00:00;80;79.7;70.8;65.9
2023-01-04 14:00:00;145;80.6;67.5;66.9
2023-01-04 15:00:00;140;80.5;67.9;67.2
2023-01-04 16:00:00;130;80.7;68.9;68.2
2023-01-04 17:00:00;69;80.0;53.0;48.6
2023-01-04 18:00:00;35;78.9;73.9;68.9
2023-01-04 19:00:00;124;80.2;68.8;66.2
2023-01-04 20:00:00;143;80.5;68.0;67.1
2023-01-04 21:00:00;145;80.5;67.7;67.0
2023-01-04 22:00:00;139;80.5;68.5;67.6
2023-01-04 23:00:00;133;80.6;69.1;68.3
2023-01-05 00:00:00;99;80.3;62.6;58.8
2023-01-05 01:00:00;74;79.8;60.6;55.9
2023-01-05 02:00:00;58;79.6;59.9;56.5
2023-01-05 03:00:00;16;76.7;60.3;54.6
2023-01-05 04:00:00;60;79.0;42.0;38.5
2023-01-05 05:00:00;31;77.9;71.2;71.8
2023-01-05 06:00:00;20;73.6;65.8;69.0
2023-01-05 07:00:00;25;79.1;74.8;70.0
2023-01-05 08:00:00;41;79.1;73.3;68.2
2023-01-05 09:00:00;21;79.0;74.8;68.3
2023-01-05 10:00:00;49;79.6;72.1;67.2
2023-01-05 11:00:00;16;78.4;73.8;70.8
2023-01-05 12:00:00;38;79.0;73.2;68.3
2023-01-05 13:00:00;85;79.7;70.9;66.6
2023-01-05 14:00:00;156;80.7;67.0;66.4
2023-01-05 15:00:00;150;80.3;67.3;66.7
2023-01-05 16:00:00;140;80.6;68.0;67.4
2023-01-05 17:00:00;130;80.4;68.7;68.1
2023-01-05 18:00:00;131;80.3;68.5;68.0
2023-01-05 19:00:00;137;80.5;68.0;67.5
2023-01-05 20:00:00;135;80.5;68.4;67.9
2023-01-05 21:00:00;137;80.6;68.5;67.8
2023-01-05 22:00:00;140;80.7;68.3;67.6
2023-01-05 23:00:00;96;80.4;66.7;62.6
2023-01-06 00:00:00;79;80.5;62.8;58.2
2023-01-06 01:00:00;35;78.9;67.7;67.4
2023-01-06 02:00:00;0;72.1;64.4;66.3
2023-01-06 03:00:00;99;79.3;68.7;66.4
2023-01-06 04:00:00;50;80.2;42.8;38.9
2023-01-06 05:00:00;69;79.9;50.7;48.9
2023-01-06 06:00:00;0;76.3;71.3;73.3
2023-01-06 07:00:00;28;77.6;71.8;68.7
2023-01-06 08:00:00;38;79.8;74.2;68.4
2023-01-06 09:00:00;56;79.8;71.1;69.5
2023-01-06 10:00:00;29;80.0;74.9;68.5
2023-01-06 11:00:00;79;80.2;71.9;68.0
2023-01-06 12:00:00;151;81.2;67.9;67.4
2023-01-06 13:00:00;149;81.1;68.0;67.5
2023-01-06 14:00:00;149;81.0;67.9;67.3
2023-01-06 15:00:00;147;81.0;67.8;67.3
2023-01-06 16:00:00;137;81.1;69.0;68.2
2023-01-06 17:00:00;135;81.0;68.9;68.2
2023-01-06 18:00:00;134;81.0;68.7;68.0
2023-01-06 19:00:00;131;81.0;69.0;68.4
2023-01-06 20:00:00;132;81.0;69.0;68.4
2023-01-06 21:00:00;134;81.0;68.7;68.1
2023-01-06 22:00:00;130;81.0;69.0;68.6
2023-01-06 23:00:00;102;80.7;70.3;64.2
2023-01-07 00:00:00;85;80.6;64.1;59.1
2023-01-07 01:00:00;85;80.4;64.0;59.2
2023-01-07 02:00:00;61;80.4;58.1;53.2
2023-01-07 03:00:00;2;76.8;71.7;73.9
2023-01-07 04:00:00;10;72.2;56.9;58.3
2023-01-07 05:00:00;38;79.1;67.9;68.1
2023-01-07 06:00:00;11;74.1;66.3;70.1
2023-01-07 07:00:00;30;79.7;75.1;70.7
2023-01-07 08:00:00;19;77.5;72.3;67.9
2023-01-07 09:00:00;87;79.1;69.4;66.5
2023-01-07 10:00:00;144;81.2;68.0;67.9
2023-01-07 11:00:00;147;81.3;68.3;67.9
2023-01-07 12:00:00;152;81.2;67.9;67.3
2023-01-07 13:00:00;152;81.4;68.0;67.4
2023-01-07 14:00:00;143;81.2;68.6;68.1
2023-01-07 15:00:00;110;81.1;68.5;65.4
2023-01-07 16:00:00;64;80.5;70.1;66.1
2023-01-07 17:00:00;30;79.3;74.3;68.4
2023-01-07 18:00:00;45;80.2;74.5;68.7
2023-01-07 19:00:00;69;80.4;71.0;67.3
2023-01-07 20:00:00;51;80.3;73.8;68.5
2023-01-07 21:00:00;62;80.5;73.6;68.5
2023-01-07 22:00:00;150;81.2;67.7;67.3
2023-01-07 23:00:00;138;81.2;69.3;68.4
2023-01-08 00:00:00;67;80.8;56.4;51.7
2023-01-08 01:00:00;63;80.8;59.2;55.5
2023-01-08 02:00:00;16;78.8;74.2;68.3
2023-01-08 03:00:00;69;80.0;56.4;52.2
2023-01-08 04:00:00;0;76.9;72.1;67.3
2023-01-08 05:00:00;60;78.9;44.1;39.9
2023-01-08 06:00:00;43;79.7;68.1;68.3
2023-01-08 07:00:00;14;74.4;66.7;70.1
2023-01-08 08:00:00;26;80.2;75.7;71.3
2023-01-08 09:00:00;15;78.6;74.0;68.3
2023-01-08 10:00:00;28;79.0;73.6;67.9
2023-01-08 11:00:00;42;80.6;75.0;69.1
2023-01-08 12:00:00;45;80.4;74.6;68.9
2023-01-08 13:00:00;51;80.8;74.4;68.5
2023-01-08 14:00:00;116;81.2;69.4;65.9
2023-01-08 15:00:00;151;81.5;68.0;67.5
2023-01-08 16:00:00;152;81.5;67.9;67.4
2023-01-08 17:00:00;153;81.2;67.9;67.2
2023-01-08 18:00:00;159;81.3;67.1;66.6
2023-01-08 19:00:00;159;81.3;67.0;66.5
2023-01-08 20:00:00;160;81.2;67.0;66.3
2023-01-08 21:00:00;161;81.3;66.9;66.1
2023-01-08 22:00:00;160;81.3;67.0;66.4
2023-01-08 23:00:00;138;81.2;69.0;68.2
2023-01-09 00:00:00;111;81.1;69.9;67.6
2023-01-09 01:00:00;51;80.5;58.9;54.3
2023-01-09 02:00:00;0;75.9;69.8;72.2
2023-01-09 03:00:00;0;69.1;59.7;63.6
2023-01-09 04:00:00;112;80.1;69.4;70.0
2023-01-09 05:00:00;70;81.3;63.1;59.2
2023-01-09 06:00:00;89;80.5;46.8;45.2
2023-01-09 07:00:00;46;80.2;74.1;72.9
2023-01-09 08:00:00;46;80.1;74.1;68.9
2023-01-09 09:00:00;25;79.3;74.4;68.1
2023-01-09 10:00:00;27;79.8;75.3;67.9
2023-01-09 11:00:00;60;80.3;62.8;59.9
2023-01-09 12:00:00;30;77.8;68.4;63.8
2023-01-09 13:00:00;63;80.3;63.9;60.1
2023-01-09 14:00:00;40;79.9;73.9;68.5
2023-01-09 15:00:00;19;79.2;74.7;68.7
2023-01-09 16:00:00;143;81.0;67.8;67.7
2023-01-09 17:00:00;145;81.0;68.0;67.7
2023-01-09 18:00:00;151;81.2;68.0;67.5
2023-01-09 19:00:00;155;81.3;67.7;67.3
2023-01-09 20:00:00;163;81.3;66.8;66.4
2023-01-09 21:00:00;160;81.4;67.1;66.9
2023-01-09 22:00:00;159;81.4;67.3;67.0
2023-01-09 23:00:00;153;81.5;68.0;67.3
2023-01-10 00:00:00;138;81.4;69.5;68.8
2023-01-10 01:00:00;69;81.2;62.3;59.3
2023-01-10 02:00:00;0;76.2;70.2;73.6
2023-01-10 03:00:00;8;70.7;57.3;59.6
2023-01-10 04:00:00;46;79.6;66.5;66.6
2023-01-10 05:00:00;4;73.8;66.2;70.5
2023-01-10 06:00:00;43;80.1;72.0;67.0
2023-01-10 07:00:00;64;80.4;67.5;64.6
2023-01-10 08:00:00;48;80.8;74.7;69.1
2023-01-10 09:00:00;57;81.1;70.3;67.2
2023-01-10 10:00:00;81;80.7;72.1;68.6
2023-01-10 11:00:00;148;81.9;68.9;68.5
2023-01-10 12:00:00;145;81.9;69.0;68.6
2023-01-10 13:00:00;143;81.8;69.1;68.7
2023-01-10 14:00:00;143;81.9;69.1;68.8
2023-01-10 15:00:00;138;81.8;69.4;68.9
2023-01-10 16:00:00;132;81.6;70.0;69.5
2023-01-10 17:00:00;101;81.5;64.7;62.4
2023-01-10 18:00:00;65;80.7;68.4;67.6
2023-01-10 19:00:00;51;80.9;74.8;68.8
2023-01-10 20:00:00;119;81.3;70.0;66.7
2023-01-10 21:00:00;165;81.5;67.1;66.8
2023-01-10 22:00:00;169;81.6;66.9;66.5
2023-01-10 23:00:00;163;81.7;67.9;66.9
2023-01-11 00:00:00;142;81.5;69.5;68.8
2023-01-11 01:00:00;76;81.2;62.3;58.8
2023-01-11 02:00:00;0;76.6;71.0;73.4
2023-01-11 03:00:00;18;78.0;73.2;68.2
2023-01-11 04:00:00;32;75.6;53.9;50.4
2023-01-11 05:00:00;62;80.4;61.0;60.0
2023-01-11 06:00:00;31;79.3;73.7;69.5
2023-01-11 07:00:00;31;80.4;75.4;69.2
2023-01-11 08:00:00;42;80.6;75.0;69.2
2023-01-11 09:00:00;33;80.7;75.5;69.0
2023-01-11 10:00:00;89;80.8;69.4;65.2
2023-01-11 11:00:00;142;81.9;69.7;69.0
2023-01-11 12:00:00;138;81.7;69.5;68.8
2023-01-11 13:00:00;137;81.9;70.1;69.4
2023-01-11 14:00:00;133;81.7;70.0;69.5
2023-01-11 15:00:00;58;80.8;63.5;60.3
2023-01-11 16:00:00;27;78.8;73.3;69.4
2023-01-11 17:00:00;28;79.5;74.5;69.0
2023-01-11 18:00:00;91;80.5;68.8;63.8
2023-01-11 19:00:00;153;81.7;68.2;67.4
2023-01-11 20:00:00;165;81.8;67.1;66.4
2023-01-11 21:00:00;162;81.8;67.6;66.6
2023-01-11 22:00:00;168;81.7;66.9;66.0
2023-01-11 23:00:00;155;81.8;68.0;67.3
2023-01-12 00:00:00;138;81.7;70.0;69.3
2023-01-12 01:00:00;108;81.4;72.1;72.5
2023-01-12 02:00:00;99;81.8;69.3;66.5
2023-01-12 03:00:00;60;80.8;43.0;40.0
2023-01-12 04:00:00;64;80.4;43.0;40.2
2023-01-12 05:00:00;29;79.0;72.9;74.3
2023-01-12 06:00:00;37;76.2;67.6;70.2
2023-01-12 07:00:00;24;80.4;76.0;69.3
2023-01-12 08:00:00;51;80.9;72.5;66.0
2023-01-12 09:00:00;50;80.7;73.3;70.8
2023-01-12 10:00:00;31;80.3;74.5;68.5
2023-01-12 11:00:00;60;80.9;67.4;61.9
2023-01-12 12:00:00;23;78.4;72.3;68.9
2023-01-12 13:00:00;35;80.3;73.7;66.9
2023-01-12 14:00:00;143;81.7;68.3;67.7
2023-01-12 15:00:00;149;81.7;68.7;68.0
2023-01-12 16:00:00;149;81.8;68.8;68.1
2023-01-12 17:00:00;147;81.5;69.0;68.3
2023-01-12 18:00:00;151;81.6;68.3;67.7
2023-01-12 19:00:00;161;81.6;67.5;66.9
2023-01-12 20:00:00;169;81.6;66.7;66.1
2023-01-12 21:00:00;167;81.4;67.0;66.4
2023-01-12 22:00:00;164;81.7;67.3;66.8
2023-01-12 23:00:00;148;81.7;68.8;68.0
2023-01-13 00:00:00;118;81.5;71.5;71.1
2023-01-13 01:00:00;66;81.1;56.2;51.6
2023-01-13 02:00:00;60;80.5;43.0;40.0
2023-01-13 03:00:00;38;79.8;68.3;68.5
2023-01-13 04:00:00;15;74.9;66.9;70.4
2023-01-13 05:00:00;4;77.6;73.2;70.2
2023-01-13 06:00:00;33;77.7;70.3;69.2
2023-01-13 07:00:00;34;79.4;73.7;69.0
2023-01-13 08:00:00;65;80.6;70.4;64.7
2023-01-13 09:00:00;24;80.1;75.4;72.8
2023-01-13 10:00:00;42;79.8;73.2;66.7
2023-01-13 11:00:00;147;81.6;68.8;68.2
2023-01-13 12:00:00;149;81.6;68.7;67.9
2023-01-13 13:00:00;154;81.4;68.0;67.3
2023-01-13 14:00:00;151;81.3;68.0;67.5
2023-01-13 15:00:00;142;81.2;69.0;68.1
2023-01-13 16:00:00;141;81.0;68.4;67.7
2023-01-13 17:00:00;138;81.2;69.0;68.2
2023-01-13 18:00:00;131;81.0;69.2;68.7
2023-01-13 19:00:00;142;81.0;68.3;67.5
2023-01-13 20:00:00;145;81.0;68.0;67.3
2023-01-13 21:00:00;151;81.0;67.6;66.8
2023-01-13 22:00:00;149;81.0;67.9;67.0
2023-01-13 23:00:00;117;80.9;70.5;68.4
2023-01-14 00:00:00;90;80.5;64.0;59.5
2023-01-14 01:00:00;101;80.7;61.3;58.0
2023-01-14 02:00:00;59;81.0;53.7;48.4
2023-01-14 03:00:00;9;77.5;72.9;68.6
2023-01-14 04:00:00;51;78.0;46.5;42.2
2023-01-14 05:00:00;36;79.3;70.1;70.7
2023-01-14 06:00:00;19;75.8;68.3;70.7
2023-01-14 07:00:00;23;79.4;74.7;69.6
2023-01-14 08:00:00;85;79.5;47.9;45.9
2023-01-14 09:00:00;64;80.6;73.7;70.3
2023-01-14 10:00:00;45;80.4;74.4;68.5
2023-01-14 11:00:00;145;81.6;68.1;67.8
2023-01-14 12:00:00;146;81.3;68.1;67.7
2023-01-14 13:00:00;151;81.5;67.9;67.4
2023-01-14 14:00:00;154;81.2;67.7;67.1
2023-01-14 15:00:00;151;81.1;67.8;67.2
2023-01-14 16:00:00;148;81.2;68.1;67.3
2023-01-14 17:00:00;140;81.1;68.5;67.8
2023-01-14 18:00:00;142;81.1;68.0;67.5
2023-01-14 19:00:00;144;81.0;68.0;67.4
2023-01-14 20:00:00;148;81.0;67.9;67.1
2023-01-14 21:00:00;143;81.0;68.3;67.6
2023-01-14 22:00:00;136;81.0;68.9;68.2
2023-01-14 23:00:00;76;80.7;63.2;58.4
2023-01-15 00:00:00;73;80.6;59.7;54.9
2023-01-15 01:00:00;64;80.5;58.4;55.4
2023-01-15 02:00:00;6;76.0;70.1;65.1
2023-01-15 03:00:00;92;80.8;64.7;60.8
2023-01-15 04:00:00;62;80.3;53.9;50.6
2023-01-15 05:00:00;2;75.9;68.7;62.3
2023-01-15 06:00:00;77;80.1;44.0;42.1
2023-01-15 07:00:00;28;78.6;72.8;74.2
2023-01-15 08:00:00;27;77.4;71.4;69.6
2023-01-15 09:00:00;17;78.5;73.7;67.8
2023-01-15 10:00:00;42;79.8;73.9;68.7
2023-01-15 11:00:00;46;80.2;72.6;66.2
2023-01-15 12:00:00;60;80.7;70.8;68.6
2023-01-15 13:00:00;102;80.8;70.6;67.8
2023-01-15 14:00:00;153;81.0;67.3;67.1
2023-01-15 15:00:00;154;81.0;67.6;67.2
2023-01-15 16:00:00;153;81.2;68.0;67.5
2023-01-15 17:00:00;150;81.1;68.0;67.7
2023-01-15 18:00:00;153;81.1;68.0;67.5
2023-01-15 19:00:00;158;81.2;67.8;67.3
2023-01-15 20:00:00;155;81.3;68.0;67.6
2023-01-15 21:00:00;151;81.4;68.5;68.1
2023-01-15 22:00:00;156;81.5;68.0;67.8
2023-01-15 23:00:00;149;81.7;69.0;68.3
2023-01-16 00:00:00;136;81.9;70.1;69.5
2023-01-16 01:00:00;116;81.8;72.1;71.8
2023-01-16 02:00:00;45;81.0;47.8;42.2
2023-01-16 03:00:00;59;80.9;44.0;40.6
2023-01-16 04:00:00;28;79.6;72.0;73.1
2023-01-16 05:00:00;17;74.5;66.1;70.1
2023-01-16 06:00:00;24;80.3;75.5;71.2
2023-01-16 07:00:00;33;80.1;74.6;68.9
2023-01-16 08:00:00;69;81.0;72.9;67.4
2023-01-16 09:00:00;104;81.8;71.7;69.3
2023-01-16 10:00:00;144;82.0;69.7;69.3
2023-01-16 11:00:00;149;82.2;69.6;69.2
2023-01-16 12:00:00;145;82.0;69.6;69.3
2023-01-16 13:00:00;147;82.1;69.6;69.2
2023-01-16 14:00:00;148;82.0;69.3;69.1
2023-01-16 15:00:00;145;82.1;70.0;69.5
2023-01-16 16:00:00;139;82.2;70.6;70.1
2023-01-16 17:00:00;136;82.0;70.7;70.1
2023-01-16 18:00:00;140;82.1;70.2;69.7
2023-01-16 19:00:00;152;82.0;69.2;68.7
2023-01-16 20:00:00;160;82.1;68.4;67.9
2023-01-16 21:00:00;160;82.0;68.6;68.1
2023-01-16 22:00:00;166;82.1;68.0;67.6
2023-01-16 23:00:00;146;82.0;69.8;69.1
2023-01-17 00:00:00;104;81.8;66.9;63.7
2023-01-17 01:00:00;73;81.5;59.5;55.3
2023-01-17 02:00:00;62;81.5;53.5;49.2
2023-01-17 03:00:00;47;81.0;45.3;40.7
2023-01-17 04:00:00;74;81.4;57.0;55.3
2023-01-17 05:00:00;0;77.5;72.1;74.8
2023-01-17 06:00:00;33;73.4;61.6;64.7
2023-01-17 07:00:00;33;80.8;75.3;73.7
2023-01-17 08:00:00;52;81.5;74.9;69.2
2023-01-17 09:00:00;72;81.4;72.8;68.1
2023-01-17 10:00:00;148;82.5;69.8;69.5
2023-01-17 11:00:00;149;82.5;69.7;69.6
2023-01-17 12:00:00;146;82.3;70.0;69.6
2023-01-17 13:00:00;147;82.5;69.9;69.5
2023-01-17 14:00:00;147;82.2;69.8;69.5
2023-01-17 15:00:00;143;82.4;70.2;69.9
2023-01-17 16:00:00;142;82.5;70.4;70.1
2023-01-17 17:00:00;138;82.4;70.5;70.1
2023-01-17 18:00:00;148;82.1;69.8;69.3
2023-01-17 19:00:00;154;82.5;69.5;69.0
2023-01-17 20:00:00;169;82.6;68.2;67.9
2023-01-17 21:00:00;165;82.6;68.6;68.3
2023-01-17 22:00:00;162;82.5;68.8;68.7
2023-01-17 23:00:00;152;82.8;69.8;69.1
2023-01-18 00:00:00;138;82.8;71.1;70.4
2023-01-18 01:00:00;102;82.5;68.1;65.5
2023-01-18 02:00:00;54;82.0;50.4;45.6
2023-01-18 03:00:00;24;79.5;73.0;75.8
2023-01-18 04:00:00;4;72.7;61.2;65.0
2023-01-18 05:00:00;40;80.2;68.7;69.0
2023-01-18 06:00:00;32;76.4;67.7;70.6
2023-01-18 07:00:00;26;81.2;76.6;70.7
2023-01-18 08:00:00;59;81.8;74.3;69.0
2023-01-18 09:00:00;33;81.3;74.1;66.5
2023-01-18 10:00:00;30;79.8;72.6;73.4
2023-01-18 11:00:00;58;81.3;68.8;63.7
2023-01-18 12:00:00;76;82.0;58.8;54.3
2023-01-18 13:00:00;98;81.8;58.0;54.9
2023-01-18 14:00:00;31;81.4;76.5;70.2
2023-01-18 15:00:00;63;81.6;71.5;70.4
2023-01-18 16:00:00;95;81.4;71.3;67.0
2023-01-18 17:00:00;155;82.9;69.0;68.5
2023-01-18 18:00:00;160;82.8;68.3;68.0
2023-01-18 19:00:00;161;82.8;68.0;67.8
2023-01-18 20:00:00;170;82.8;67.3;67.0
2023-01-18 21:00:00;177;82.8;66.8;66.5
2023-01-18 22:00:00;170;82.7;67.4;67.1
2023-01-18 23:00:00;159;82.9;68.8;68.5
2023-01-19 00:00:00;157;83.0;69.1;68.8
2023-01-19 01:00:00;147;83.0;70.0;69.6
2023-01-19 02:00:00;141;83.0;70.8;70.2
2023-01-19 03:00:00;138;83.0;71.0;70.6
2023-01-19 04:00:00;128;83.0;71.6;71.8
2023-01-19 05:00:00;113;83.1;72.0;73.0
2023-01-19 06:00:00;110;83.1;71.9;73.1
2023-01-19 07:00:00;64;81.7;73.9;71.0
2023-01-19 08:00:00;52;82.6;75.9;69.7
2023-01-19 09:00:00;58;82.1;68.7;63.4
2023-01-19 10:00:00;30;81.8;76.5;71.1
2023-01-19 11:00:00;26;81.1;75.3;68.9
2023-01-19 12:00:00;39;82.0;74.7;69.6
2023-01-19 13:00:00;29;80.8;74.2;73.9
2023-01-19 14:00:00;22;81.3;76.1;69.5
2023-01-19 15:00:00;36;81.9;75.4;70.4
2023-01-19 16:00:00;18;81.1;75.7;69.8
2023-01-19 17:00:00;23;80.9;75.0;69.0
2023-01-19 18:00:00;40;82.2;76.3;70.1
2023-01-19 19:00:00;71;82.8;74.4;71.2
2023-01-19 20:00:00;66;82.9;74.8;70.6
2023-01-19 21:00:00;69;82.9;75.1;72.4
2023-01-19 22:00:00;77;82.7;74.0;69.2
2023-01-19 23:00:00;101;83.0;72.5;69.3
2023-01-20 00:00:00;154;83.7;69.3;69.2
2023-01-20 01:00:00;153;83.8;69.7;69.4
2023-01-20 02:00:00;148;83.8;70.0;69.8
2023-01-20 03:00:00;148;84.1;70.8;70.3
2023-01-20 04:00:00;147;84.0;70.6;70.4
2023-01-20 05:00:00;146;84.1;70.8;70.5
2023-01-20 06:00:00;146;84.3;71.0;70.9
2023-01-20 07:00:00;147;84.2;71.0;70.8
2023-01-20 08:00:00;155;84.4;70.3;70.1
2023-01-20 09:00:00;154;84.3;70.5;70.3
2023-01-20 10:00:00;151;84.7;71.0;70.8
2023-01-20 11:00:00;148;84.6;71.2;71.1
2023-01-20 12:00:00;149;84.7;71.2;71.1
2023-01-20 13:00:00;151;84.6;71.1;70.9
2023-01-20 14:00:00;156;84.6;70.4;70.2
2023-01-20 15:00:00;151;84.2;70.8;70.6
2023-01-20 16:00:00;150;84.2;70.8;70.6
2023-01-20 17:00:00;149;83.9;70.8;70.4
2023-01-20 18:00:00;148;84.1;70.6;70.4
2023-01-20 19:00:00;152;84.1;70.3;70.1
2023-01-20 20:00:00;161;84.0;70.3;70.0
2023-01-20 21:00:00;163;84.0;70.2;70.1
2023-01-20 22:00:00;163;84.2;70.3;70.2
2023-01-20 23:00:00;165;84.2;70.4;70.2
2023-01-21 00:00:00;160;84.2;70.6;70.3
2023-01-21 01:00:00;151;84.1;71.6;71.2
2023-01-21 02:00:00;146;84.0;72.0;71.4
2023-01-21 03:00:00;145;84.1;72.0;71.7
2023-01-21 04:00:00;142;84.1;72.1;71.8
2023-01-21 05:00:00;140;84.0;71.9;71.7
2023-01-21 06:00:00;86;84.0;63.8;63.6
2023-01-21 07:00:00;84;83.6;46.7;45.0
2023-01-21 08:00:00;45;82.0;72.5;69.0
2023-01-21 09:00:00;52;81.7;73.4;69.1
2023-01-21 10:00:00;45;83.6;77.0;70.2
2023-01-21 11:00:00;46;83.3;75.8;70.7
2023-01-21 12:00:00;34;83.4;77.0;70.9
2023-01-21 13:00:00;43;83.6;77.0;71.5
2023-01-21 14:00:00;64;84.1;75.4;71.8
2023-01-21 15:00:00;49;83.7;76.3;71.2
2023-01-21 16:00:00;53;82.8;74.9;69.8
2023-01-21 17:00:00;85;83.3;63.5;61.1
2023-01-21 18:00:00;63;83.2;75.4;69.6
2023-01-21 19:00:00;82;83.9;74.7;70.3
2023-01-21 20:00:00;156;84.0;70.1;70.0
2023-01-21 21:00:00;156;84.0;70.4;70.2
2023-01-21 22:00:00;158;84.1;70.2;70.1
2023-01-21 23:00:00;158;83.9;70.1;70.0
2023-01-22 00:00:00;160;84.0;70.1;70.0
2023-01-22 01:00:00;155;84.0;70.5;70.3
2023-01-22 02:00:00;152;84.0;71.0;70.7
2023-01-22 03:00:00;151;84.0;71.0;70.8
2023-01-22 04:00:00;149;84.1;71.2;71.1
