Site;SS38 Av. de Gilamont 13-15-17-19a-19b (ID 3238);SS38 Av. de Gilamont 13-15-17-19a-19b (ID 3238);SS38 Av. de Gilamont 13-15-17-19a-19b (ID 3238);SS38 Av. de Gilamont 13-15-17-19a-19b (ID 3238)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-03-04 10:00:00;71;81.7;66.2;61.7
2023-03-04 11:00:00;68;81.8;73.8;69.5
2023-03-04 12:00:00;87;81.7;72.6;67.8
2023-03-04 13:00:00;150;82.2;68.6;67.5
2023-03-04 14:00:00;154;82.1;68.1;67.1
2023-03-04 15:00:00;154;82.0;67.6;66.6
2023-03-04 16:00:00;155;81.9;67.5;66.3
2023-03-04 17:00:00;152;81.7;67.4;66.2
2023-03-04 18:00:00;154;81.6;67.0;65.9
2023-03-04 19:00:00;156;81.5;66.9;65.7
2023-03-04 20:00:00;152;81.4;67.3;66.2
2023-03-04 21:00:00;151;81.5;67.4;66.2
2023-03-04 22:00:00;147;81.4;68.0;66.6
2023-03-04 23:00:00;129;81.6;69.8;68.6
2023-03-05 00:00:00;115;81.5;70.7;70.0
2023-03-05 01:00:00;104;81.1;62.7;59.3
2023-03-05 02:00:00;67;81.0;58.7;54.6
2023-03-05 03:00:00;22;78.0;71.2;74.2
2023-03-05 04:00:00;13;78.2;67.9;60.5
2023-03-05 05:00:00;82;80.6;44.0;41.3
2023-03-05 06:00:00;36;79.6;71.5;72.5
2023-03-05 07:00:00;24;75.3;66.9;70.3
2023-03-05 08:00:00;32;79.4;69.7;63.8
2023-03-05 09:00:00;72;80.8;66.0;62.9
2023-03-05 10:00:00;46;81.0;74.7;68.4
2023-03-05 11:00:00;131;81.8;69.2;67.5
2023-03-05 12:00:00;152;82.0;68.0;67.1
2023-03-05 13:00:00;152;81.9;67.9;66.9
2023-03-05 14:00:00;153;81.8;67.7;66.6
2023-03-05 15:00:00;152;81.8;68.0;66.7
2023-03-05 16:00:00;150;81.8;68.0;66.8
2023-03-05 17:00:00;145;81.6;68.0;67.0
2023-03-05 18:00:00;151;81.4;67.3;66.2
2023-03-05 19:00:00;153;81.4;67.2;65.9
2023-03-05 20:00:00;157;81.4;67.0;65.6
2023-03-05 21:00:00;157;81.7;66.9;65.7
2023-03-05 22:00:00;152;81.6;67.6;66.3
2023-03-05 23:00:00;147;81.9;68.5;67.1
2023-03-06 00:00:00;123;81.9;70.7;69.8
2023-03-06 01:00:00;97;81.7;69.3;63.5
2023-03-06 02:00:00;61;81.0;44.1;40.9
2023-03-06 03:00:00;74;81.1;47.9;45.1
2023-03-06 04:00:00;8;78.5;73.5;75.2
2023-03-06 05:00:00;33;76.9;68.6;70.2
2023-03-06 06:00:00;10;78.7;74.2;68.6
2023-03-06 07:00:00;48;80.6;73.7;68.4
2023-03-06 08:00:00;111;82.0;70.7;67.6
2023-03-06 09:00:00;150;82.2;68.9;67.7
2023-03-06 10:00:00;147;82.3;69.0;68.0
2023-03-06 11:00:00;147;82.2;69.0;68.0
2023-03-06 12:00:00;144;82.2;69.3;68.3
2023-03-06 13:00:00;142;81.9;69.0;68.0
2023-03-06 14:00:00;141;82.1;69.1;68.2
2023-03-06 15:00:00;132;81.7;69.8;68.5
2023-03-06 16:00:00;96;81.6;61.6;58.9
2023-03-06 17:00:00;49;79.8;67.1;68.6
2023-03-06 18:00:00;26;80.0;75.5;68.6
2023-03-06 19:00:00;56;80.5;73.7;68.1
2023-03-06 20:00:00;102;81.4;71.1;67.0
2023-03-06 21:00:00;162;81.5;67.0;65.7
2023-03-06 22:00:00;164;81.9;67.1;66.0
2023-03-06 23:00:00;159;81.9;67.9;66.4
2023-03-07 00:00:00;142;82.0;69.5;68.2
2023-03-07 01:00:00;117;82.0;71.9;71.3
2023-03-07 02:00:00;58;81.0;46.5;42.2
2023-03-07 03:00:00;63;81.1;55.9;52.7
2023-03-07 04:00:00;0;76.8;71.0;73.6
2023-03-07 05:00:00;19;77.6;71.5;70.6
2023-03-07 06:00:00;24;75.8;68.4;67.1
2023-03-07 07:00:00;95;81.5;72.0;68.6
2023-03-07 08:00:00;150;82.4;69.0;68.0
2023-03-07 09:00:00;148;82.3;69.1;68.1
2023-03-07 10:00:00;146;82.6;69.8;68.5
2023-03-07 11:00:00;144;82.4;70.0;68.8
2023-03-07 12:00:00;142;82.6;70.0;69.0
2023-03-07 13:00:00;141;82.1;70.0;68.7
2023-03-07 14:00:00;140;82.1;70.0;68.6
2023-03-07 15:00:00;137;82.0;70.0;68.8
2023-03-07 16:00:00;90;81.5;58.5;55.6
2023-03-07 17:00:00;49;80.3;74.0;69.7
2023-03-07 18:00:00;54;80.6;74.0;68.1
2023-03-07 19:00:00;151;81.8;67.9;66.7
2023-03-07 20:00:00;164;81.9;66.9;65.5
2023-03-07 21:00:00;171;82.0;66.6;65.2
2023-03-07 22:00:00;164;81.9;67.0;65.7
2023-03-07 23:00:00;159;82.0;67.7;66.1
2023-03-08 00:00:00;133;81.9;70.0;68.8
2023-03-08 01:00:00;102;81.4;68.7;65.6
2023-03-08 02:00:00;61;81.3;53.8;48.3
2023-03-08 03:00:00;24;78.6;71.8;73.2
2023-03-08 04:00:00;6;72.3;59.8;62.0
2023-03-08 05:00:00;46;79.7;66.5;66.2
2023-03-08 06:00:00;37;76.7;68.4;70.2
2023-03-08 07:00:00;20;80.1;76.1;69.2
2023-03-08 08:00:00;57;80.8;74.1;68.4
2023-03-08 09:00:00;43;81.0;75.4;68.8
2023-03-08 10:00:00;35;80.5;74.5;68.3
2023-03-08 11:00:00;80;81.4;53.2;48.7
2023-03-08 12:00:00;59;80.6;65.5;60.8
2023-03-08 13:00:00;84;81.1;63.9;58.9
2023-03-08 14:00:00;28;79.6;74.5;67.9
2023-03-08 15:00:00;74;81.0;60.5;54.7
2023-03-08 16:00:00;60;80.3;63.5;59.1
2023-03-08 17:00:00;75;80.0;62.4;58.3
2023-03-08 18:00:00;48;80.4;74.4;68.4
2023-03-08 19:00:00;153;81.1;67.3;66.0
2023-03-08 20:00:00;167;81.2;66.0;64.7
2023-03-08 21:00:00;168;81.1;65.9;64.4
2023-03-08 22:00:00;170;81.1;66.4;64.6
2023-03-08 23:00:00;157;81.1;67.2;65.7
2023-03-09 00:00:00;138;81.0;69.0;67.7
2023-03-09 01:00:00;109;81.1;71.4;70.9
2023-03-09 02:00:00;56;80.4;56.5;50.0
2023-03-09 03:00:00;56;79.8;42.0;38.1
2023-03-09 04:00:00;63;80.1;51.5;47.8
2023-03-09 05:00:00;54;79.7;42.0;37.8
2023-03-09 06:00:00;66;79.8;68.5;67.7
2023-03-09 07:00:00;24;79.5;75.3;68.5
2023-03-09 08:00:00;42;79.6;74.1;68.0
2023-03-09 09:00:00;49;79.7;73.4;67.9
2023-03-09 10:00:00;38;79.4;71.2;67.6
2023-03-09 11:00:00;36;78.4;72.7;68.1
2023-03-09 12:00:00;20;78.8;74.5;68.0
2023-03-09 13:00:00;40;78.6;73.0;67.7
2023-03-09 14:00:00;18;78.5;74.7;68.1
2023-03-09 15:00:00;25;77.3;72.5;67.0
2023-03-09 16:00:00;24;77.3;72.3;67.1
2023-03-09 17:00:00;25;77.9;73.8;67.8
2023-03-09 18:00:00;52;78.2;71.8;67.1
2023-03-09 19:00:00;49;78.2;72.5;66.8
2023-03-09 20:00:00;58;78.5;72.3;67.2
2023-03-09 21:00:00;80;78.9;71.3;66.9
2023-03-09 22:00:00;69;78.6;71.6;66.7
2023-03-09 23:00:00;55;78.8;72.6;67.2
2023-03-10 00:00:00;40;78.3;73.1;67.4
2023-03-10 01:00:00;17;77.9;73.7;67.4
2023-03-10 02:00:00;0;72.2;65.4;62.8
2023-03-10 03:00:00;21;70.9;62.7;62.8
2023-03-10 04:00:00;0;75.3;70.9;68.7
2023-03-10 05:00:00;18;75.6;70.8;68.8
2023-03-10 06:00:00;18;74.2;68.2;67.5
2023-03-10 07:00:00;29;77.8;73.0;68.0
2023-03-10 08:00:00;52;78.8;72.7;67.5
2023-03-10 09:00:00;58;79.4;73.0;67.8
2023-03-10 10:00:00;24;78.4;74.3;67.5
2023-03-10 11:00:00;38;78.5;73.2;67.8
2023-03-10 12:00:00;18;78.0;74.0;67.5
2023-03-10 13:00:00;42;79.1;73.9;67.9
2023-03-10 14:00:00;44;78.7;73.2;67.5
2023-03-10 15:00:00;28;77.7;72.7;67.2
2023-03-10 16:00:00;31;78.7;74.2;67.9
2023-03-10 17:00:00;45;79.0;73.6;67.8
2023-03-10 18:00:00;50;78.6;72.5;67.3
2023-03-10 19:00:00;51;79.3;73.3;67.3
2023-03-10 20:00:00;57;79.4;73.1;67.7
2023-03-10 21:00:00;57;79.4;72.9;67.3
2023-03-10 22:00:00;66;79.5;72.4;67.3
2023-03-10 23:00:00;54;79.5;73.4;67.3
2023-03-11 00:00:00;35;79.1;74.1;67.8
2023-03-11 01:00:00;17;78.0;73.9;67.7
2023-03-11 02:00:00;17;77.2;72.7;67.3
2023-03-11 03:00:00;0;72.3;65.7;63.3
2023-03-11 04:00:00;20;70.7;62.3;62.6
2023-03-11 05:00:00;0;75.9;71.6;69.0
2023-03-11 06:00:00;19;76.1;70.6;68.9
2023-03-11 07:00:00;18;75.3;68.8;67.6
2023-03-11 08:00:00;17;77.9;73.4;68.1
2023-03-11 09:00:00;45;79.8;74.0;68.2
2023-03-11 10:00:00;62;80.4;73.2;67.8
2023-03-11 11:00:00;54;80.2;74.0;68.3
2023-03-11 12:00:00;56;80.3;74.1;68.4
2023-03-11 13:00:00;46;80.3;74.9;68.7
2023-03-11 14:00:00;53;80.4;74.5;68.5
2023-03-11 15:00:00;66;80.4;73.2;68.1
2023-03-11 16:00:00;51;80.0;73.8;68.1
2023-03-11 17:00:00;30;79.6;75.0;68.0
2023-03-11 18:00:00;52;79.8;73.4;68.1
2023-03-11 19:00:00;39;79.8;74.5;68.2
2023-03-11 20:00:00;52;80.0;73.9;68.0
2023-03-11 21:00:00;52;80.3;74.5;68.4
2023-03-11 22:00:00;54;80.4;74.1;67.9
2023-03-11 23:00:00;40;79.9;74.4;68.2
2023-03-12 00:00:00;30;79.3;74.6;68.3
2023-03-12 01:00:00;16;78.6;74.4;68.1
2023-03-12 02:00:00;0;74.3;68.2;64.6
2023-03-12 03:00:00;25;76.7;71.0;67.0
2023-03-12 04:00:00;0;72.7;65.8;63.7
2023-03-12 05:00:00;20;72.5;65.0;64.6
2023-03-12 06:00:00;0;75.5;70.4;68.4
2023-03-12 07:00:00;18;77.2;71.7;69.5
2023-03-12 08:00:00;27;77.5;71.8;68.3
2023-03-12 09:00:00;22;78.5;73.6;67.6
2023-03-12 10:00:00;43;79.9;74.3;68.5
2023-03-12 11:00:00;56;80.1;73.5;68.0
2023-03-12 12:00:00;63;80.5;73.7;68.0
2023-03-12 13:00:00;45;80.1;74.6;68.3
2023-03-12 14:00:00;59;80.0;73.4;67.6
2023-03-12 15:00:00;46;79.9;74.3;68.2
2023-03-12 16:00:00;36;79.1;74.4;67.9
2023-03-12 17:00:00;38;79.5;74.3;67.7
2023-03-12 18:00:00;37;79.0;74.0;68.0
2023-03-12 19:00:00;40;78.2;73.1;67.6
2023-03-12 20:00:00;68;79.1;72.1;67.1
2023-03-12 21:00:00;82;79.5;71.2;66.5
2023-03-12 22:00:00;71;79.7;72.5;67.1
2023-03-12 23:00:00;46;79.5;73.9;67.3
2023-03-13 00:00:00;24;78.9;74.4;67.6
2023-03-13 01:00:00;25;79.1;74.9;68.2
2023-03-13 02:00:00;0;74.1;68.3;64.4
2023-03-13 03:00:00;0;67.7;58.8;59.3
2023-03-13 04:00:00;20;77.3;72.8;70.2
2023-03-13 05:00:00;17;74.6;68.4;67.6
2023-03-13 06:00:00;25;77.5;72.4;69.3
2023-03-13 07:00:00;19;78.6;74.6;67.9
2023-03-13 08:00:00;50;79.3;73.5;67.9
2023-03-13 09:00:00;45;79.6;73.8;68.0
2023-03-13 10:00:00;19;78.4;74.1;67.7
2023-03-13 11:00:00;35;78.4;72.9;67.6
2023-03-13 12:00:00;0;75.9;71.7;66.4
2023-03-13 13:00:00;41;77.3;70.8;66.6
2023-03-13 14:00:00;35;78.9;74.0;67.4
2023-03-13 15:00:00;32;77.6;72.3;65.7
2023-03-13 16:00:00;38;78.4;73.1;67.7
2023-03-13 17:00:00;17;77.1;73.1;67.1
2023-03-13 18:00:00;25;76.0;70.9;66.4
2023-03-13 19:00:00;53;77.3;71.0;66.6
2023-03-13 20:00:00;60;78.1;71.8;66.6
2023-03-13 21:00:00;84;78.7;70.8;66.5
2023-03-13 22:00:00;80;78.3;70.2;65.6
2023-03-13 23:00:00;64;78.3;71.5;66.5
2023-03-14 00:00:00;36;77.7;73.2;67.2
2023-03-14 01:00:00;16;76.6;72.7;66.6
2023-03-14 02:00:00;0;71.0;64.2;62.2
2023-03-14 03:00:00;20;69.7;61.6;62.0
2023-03-14 04:00:00;0;74.5;70.1;67.9
2023-03-14 05:00:00;17;74.9;69.9;68.1
2023-03-14 06:00:00;26;74.4;67.8;66.6
2023-03-14 07:00:00;40;78.5;73.2;67.9
2023-03-14 08:00:00;56;78.8;72.5;67.2
2023-03-14 09:00:00;41;78.6;73.2;67.5
2023-03-14 10:00:00;19;78.2;74.3;67.5
2023-03-14 11:00:00;39;78.0;72.6;67.4
2023-03-14 12:00:00;18;77.8;73.8;67.5
2023-03-14 13:00:00;22;77.4;72.6;67.0
2023-03-14 14:00:00;33;78.7;73.9;67.7
2023-03-14 15:00:00;19;77.6;73.3;67.2
2023-03-14 16:00:00;18;76.8;72.1;66.8
2023-03-14 17:00:00;91;78.4;62.1;59.4
2023-03-14 18:00:00;37;78.3;72.5;67.8
2023-03-14 19:00:00;150;80.0;66.6;65.4
2023-03-14 20:00:00;160;80.1;65.7;64.6
2023-03-14 21:00:00;164;80.2;65.5;64.4
2023-03-14 22:00:00;161;80.4;66.0;65.0
2023-03-14 23:00:00;162;80.5;66.4;65.1
2023-03-15 00:00:00;154;80.5;67.1;66.0
2023-03-15 01:00:00;150;80.8;67.6;66.5
2023-03-15 02:00:00;147;80.8;68.0;67.0
2023-03-15 03:00:00;145;80.8;68.0;67.0
2023-03-15 04:00:00;144;80.9;68.0;67.1
2023-03-15 05:00:00;144;81.0;68.4;67.4
2023-03-15 06:00:00;145;80.8;68.2;67.0
2023-03-15 07:00:00;149;81.0;68.0;66.9
2023-03-15 08:00:00;155;80.8;67.3;66.1
2023-03-15 09:00:00;155;81.3;68.0;66.9
2023-03-15 10:00:00;152;81.1;68.3;67.2
2023-03-15 11:00:00;151;81.2;68.5;67.3
2023-03-15 12:00:00;148;81.2;69.0;67.6
2023-03-15 13:00:00;150;81.1;68.4;67.2
2023-03-15 14:00:00;147;81.0;68.3;67.3
2023-03-15 15:00:00;147;81.0;68.7;67.3
2023-03-15 16:00:00;145;81.0;68.6;67.3
2023-03-15 17:00:00;143;81.0;68.6;67.3
2023-03-15 18:00:00;142;81.0;68.2;67.2
2023-03-15 19:00:00;150;80.9;67.5;66.3
2023-03-15 20:00:00;159;80.9;66.8;65.4
2023-03-15 21:00:00;166;80.9;66.5;65.1
2023-03-15 22:00:00;166;80.9;66.9;65.3
2023-03-15 23:00:00;167;81.0;67.0;65.7
2023-03-16 00:00:00;155;81.0;68.1;67.0
2023-03-16 01:00:00;146;81.0;69.0;68.0
2023-03-16 02:00:00;142;81.1;69.7;68.4
2023-03-16 03:00:00;141;81.3;70.0;68.8
2023-03-16 04:00:00;139;81.1;70.0;68.9
2023-03-16 05:00:00;139;81.4;70.0;69.2
2023-03-16 06:00:00;140;81.6;70.0;69.1
2023-03-16 07:00:00;146;81.7;69.9;68.7
2023-03-16 08:00:00;148;81.5;69.8;68.6
2023-03-16 09:00:00;151;81.9;69.7;68.7
2023-03-16 10:00:00;146;81.9;69.9;69.0
2023-03-16 11:00:00;144;81.9;70.1;69.4
2023-03-16 12:00:00;142;81.8;70.2;69.3
2023-03-16 13:00:00;144;81.6;69.7;68.8
2023-03-16 14:00:00;143;81.3;69.6;68.6
2023-03-16 15:00:00;140;81.2;70.0;68.9
2023-03-16 16:00:00;140;81.0;69.8;68.7
2023-03-16 17:00:00;140;81.1;69.2;68.3
2023-03-16 18:00:00;147;81.1;68.5;67.6
2023-03-16 19:00:00;151;80.9;67.9;66.9
2023-03-16 20:00:00;155;80.9;67.2;66.2
2023-03-16 21:00:00;163;81.0;66.9;65.8
2023-03-16 22:00:00;155;81.0;67.9;66.9
2023-03-16 23:00:00;149;80.9;68.6;67.4
2023-03-17 00:00:00;141;81.1;69.3;68.2
2023-03-17 01:00:00;93;80.8;62.0;60.0
2023-03-17 02:00:00;32;78.6;70.1;72.1
2023-03-17 03:00:00;13;73.2;60.4;63.0
2023-03-17 04:00:00;98;80.0;52.1;50.6
2023-03-17 05:00:00;0;76.5;71.4;73.6
2023-03-17 06:00:00;36;75.7;67.8;68.4
2023-03-17 07:00:00;44;79.9;70.0;64.2
2023-03-17 08:00:00;51;80.3;74.1;68.8
2023-03-17 09:00:00;40;80.6;75.0;68.8
2023-03-17 10:00:00;78;80.4;71.6;67.9
2023-03-17 11:00:00;144;81.4;68.7;67.8
2023-03-17 12:00:00;145;81.1;68.0;67.2
2023-03-17 13:00:00;146;81.2;67.9;67.0
2023-03-17 14:00:00;143;81.0;68.0;67.1
2023-03-17 15:00:00;139;80.8;67.9;66.9
2023-03-17 16:00:00;143;80.5;67.3;66.4
2023-03-17 17:00:00;134;80.5;68.0;67.0
2023-03-17 18:00:00;133;80.4;67.9;67.0
2023-03-17 19:00:00;143;79.9;66.4;65.4
2023-03-17 20:00:00;151;80.1;66.1;65.1
2023-03-17 21:00:00;148;80.1;66.5;65.6
2023-03-17 22:00:00;151;80.0;66.2;65.2
2023-03-17 23:00:00;135;80.2;68.0;66.8
2023-03-18 00:00:00;97;79.7;66.0;62.8
2023-03-18 01:00:00;94;80.2;65.4;61.4
2023-03-18 02:00:00;49;79.5;62.6;62.0
2023-03-18 03:00:00;0;73.5;66.3;68.8
2023-03-18 04:00:00;43;73.1;54.9;55.3
2023-03-18 05:00:00;7;76.8;72.2;73.7
2023-03-18 06:00:00;19;75.1;68.5;69.6
2023-03-18 07:00:00;25;78.5;73.7;69.2
2023-03-18 08:00:00;16;78.0;73.5;67.6
2023-03-18 09:00:00;50;80.1;73.9;68.2
2023-03-18 10:00:00;52;80.1;73.5;68.2
2023-03-18 11:00:00;49;79.9;73.8;67.7
2023-03-18 12:00:00;104;80.5;70.3;66.7
2023-03-18 13:00:00;150;80.7;67.4;66.5
2023-03-18 14:00:00;153;80.6;66.6;65.8
2023-03-18 15:00:00;147;80.2;66.8;65.8
2023-03-18 16:00:00;143;79.9;66.9;66.0
2023-03-18 17:00:00;142;80.0;66.9;65.9
2023-03-18 18:00:00;145;79.7;66.3;65.4
2023-03-18 19:00:00;138;79.5;66.6;65.7
2023-03-18 20:00:00;138;79.7;66.8;65.7
2023-03-18 21:00:00;136;79.8;67.0;66.2
2023-03-18 22:00:00;140;79.3;66.7;65.7
2023-03-18 23:00:00;110;79.6;69.2;67.2
2023-03-19 00:00:00;79;79.4;63.6;58.1
2023-03-19 01:00:00;50;79.2;57.7;54.9
2023-03-19 02:00:00;14;77.6;73.0;69.6
2023-03-19 03:00:00;1;72.2;64.4;60.6
2023-03-19 04:00:00;45;77.5;66.6;66.8
2023-03-19 05:00:00;22;74.6;67.8;68.2
2023-03-19 06:00:00;65;78.6;54.3;50.2
2023-03-19 07:00:00;101;79.4;52.8;52.0
2023-03-19 08:00:00;18;78.3;74.4;68.8
2023-03-19 09:00:00;37;78.3;72.6;67.5
2023-03-19 10:00:00;36;79.1;74.2;68.1
2023-03-19 11:00:00;133;79.8;67.6;65.5
2023-03-19 12:00:00;149;80.0;66.8;65.8
2023-03-19 13:00:00;147;79.6;66.3;65.5
2023-03-19 14:00:00;147;79.9;66.6;65.5
2023-03-19 15:00:00;143;79.8;66.7;65.7
2023-03-19 16:00:00;143;79.6;66.6;65.5
2023-03-19 17:00:00;138;79.4;67.5;66.4
2023-03-19 18:00:00;133;79.0;67.8;66.6
2023-03-19 19:00:00;137;79.4;67.4;66.3
2023-03-19 20:00:00;150;79.1;66.0;64.6
2023-03-19 21:00:00;149;79.2;66.3;65.0
2023-03-19 22:00:00;146;79.4;66.6;65.5
2023-03-19 23:00:00;96;79.5;67.7;62.7
2023-03-20 00:00:00;108;79.3;66.6;64.1
2023-03-20 01:00:00;38;78.7;62.8;56.9
2023-03-20 02:00:00;18;77.1;69.4;62.2
2023-03-20 03:00:00;59;78.7;43.9;40.8
2023-03-20 04:00:00;69;78.8;49.1;46.8
2023-03-20 05:00:00;3;76.2;71.7;73.7
2023-03-20 06:00:00;40;74.8;66.5;69.0
2023-03-20 07:00:00;23;78.6;74.6;68.5
2023-03-20 08:00:00;48;79.0;73.2;67.7
2023-03-20 09:00:00;39;79.1;73.7;67.6
2023-03-20 10:00:00;102;79.5;69.1;66.7
2023-03-20 11:00:00;136;80.0;67.9;67.0
2023-03-20 12:00:00;137;80.0;68.0;66.9
2023-03-20 13:00:00;132;79.9;68.0;67.1
2023-03-20 14:00:00;132;79.8;68.0;66.9
2023-03-20 15:00:00;109;79.5;68.8;65.9
2023-03-20 16:00:00;62;78.8;58.1;55.6
2023-03-20 17:00:00;18;76.7;72.3;67.3
2023-03-20 18:00:00;45;77.9;72.1;67.5
2023-03-20 19:00:00;102;78.5;67.6;63.2
2023-03-20 20:00:00;151;79.0;65.5;64.4
2023-03-20 21:00:00;154;79.1;65.6;64.4
2023-03-20 22:00:00;151;79.1;66.0;64.7
2023-03-20 23:00:00;137;79.2;67.3;66.1
2023-03-21 00:00:00;93;79.5;66.8;63.3
2023-03-21 01:00:00;70;79.3;60.6;55.6
2023-03-21 02:00:00;56;78.7;44.0;41.1
2023-03-21 03:00:00;43;78.7;60.9;58.2
2023-03-21 04:00:00;0;74.1;68.1;71.6
2023-03-21 05:00:00;19;76.4;71.3;70.0
2023-03-21 06:00:00;42;75.1;66.9;66.1
2023-03-21 07:00:00;143;80.4;67.9;66.8
2023-03-21 08:00:00;144;80.6;67.9;66.8
2023-03-21 09:00:00;142;80.6;68.0;67.0
2023-03-21 10:00:00;134;80.7;68.9;67.9
2023-03-21 11:00:00;91;80.0;60.7;57.8
2023-03-21 12:00:00;32;79.2;74.5;69.5
2023-03-21 13:00:00;43;79.3;73.3;67.8
2023-03-21 14:00:00;27;78.7;73.9;67.4
2023-03-21 15:00:00;134;79.8;68.0;67.0
2023-03-21 16:00:00;116;79.9;69.1;67.1
2023-03-21 17:00:00;64;79.2;57.4;53.7
2023-03-21 18:00:00;18;77.3;73.0;67.6
2023-03-21 19:00:00;57;78.8;72.4;67.6
2023-03-21 20:00:00;61;78.8;72.2;66.9
2023-03-21 21:00:00;93;78.9;69.8;66.0
2023-03-21 22:00:00;153;79.5;66.0;65.0
2023-03-21 23:00:00;143;79.5;66.9;65.8
2023-03-22 00:00:00;120;79.8;68.9;67.1
2023-03-22 01:00:00;45;78.7;57.5;55.4
2023-03-22 02:00:00;0;73.0;58.7;64.6
2023-03-22 03:00:00;18;76.5;71.3;66.2
2023-03-22 04:00:00;30;77.5;66.6;60.5
2023-03-22 05:00:00;75;78.7;43.0;40.9
2023-03-22 06:00:00;62;79.4;66.9;66.4
2023-03-22 07:00:00;26;77.8;72.1;69.8
2023-03-22 08:00:00;51;79.1;73.3;68.1
2023-03-22 09:00:00;118;80.0;66.9;64.0
2023-03-22 10:00:00;107;80.4;67.3;64.2
2023-03-22 11:00:00;61;79.7;57.7;54.4
2023-03-22 12:00:00;22;77.7;73.1;67.8
2023-03-22 13:00:00;129;79.9;68.2;67.2
2023-03-22 14:00:00;71;80.1;61.6;57.3
2023-03-22 15:00:00;20;78.0;73.3;70.7
2023-03-22 16:00:00;33;76.8;69.3;63.6
2023-03-22 17:00:00;98;79.4;67.3;62.9
2023-03-22 18:00:00;60;78.5;64.3;62.8
2023-03-22 19:00:00;52;78.5;72.5;67.3
2023-03-22 20:00:00;68;78.5;71.8;67.2
2023-03-22 21:00:00;103;78.8;68.6;65.0
2023-03-22 22:00:00;149;79.0;65.9;64.7
2023-03-22 23:00:00;142;79.1;66.9;65.7
2023-03-23 00:00:00;110;79.3;69.0;66.0
2023-03-23 01:00:00;43;78.2;61.1;59.5
2023-03-23 02:00:00;0;72.5;65.6;69.6
2023-03-23 03:00:00;40;72.3;57.2;57.9
2023-03-23 04:00:00;0;74.6;70.5;72.5
2023-03-23 05:00:00;19;73.8;68.0;69.0
2023-03-23 06:00:00;39;77.7;72.2;67.6
2023-03-23 07:00:00;139;79.6;67.2;66.4
2023-03-23 08:00:00;140;79.5;67.2;66.2
2023-03-23 09:00:00;136;79.6;67.8;66.7
2023-03-23 10:00:00;127;79.6;68.5;67.5
2023-03-23 11:00:00;66;79.0;59.5;56.0
2023-03-23 12:00:00;18;77.2;72.8;70.0
2023-03-23 13:00:00;42;78.3;72.9;67.5
2023-03-23 14:00:00;39;77.7;68.9;62.3
2023-03-23 15:00:00;26;77.4;72.8;71.3
2023-03-23 16:00:00;18;76.0;72.0;66.7
2023-03-23 17:00:00;16;75.2;71.1;66.3
2023-03-23 18:00:00;81;77.1;68.1;64.0
2023-03-23 19:00:00;146;78.1;65.4;64.4
2023-03-23 20:00:00;152;78.0;64.5;63.4
2023-03-23 21:00:00;150;77.9;64.6;63.4
2023-03-23 22:00:00;152;78.3;65.1;64.0
2023-03-23 23:00:00;126;78.1;67.2;66.1
2023-03-24 00:00:00;96;78.5;69.0;65.8
2023-03-24 01:00:00;49;77.5;58.4;52.8
2023-03-24 02:00:00;0;74.2;69.9;65.8
2023-03-24 03:00:00;0;67.9;59.8;60.3
2023-03-24 04:00:00;19;74.8;70.1;68.0
2023-03-24 05:00:00;38;74.7;58.1;55.2
2023-03-24 06:00:00;27;77.2;73.0;69.6
2023-03-24 07:00:00;39;75.4;69.8;66.1
2023-03-24 08:00:00;38;77.9;72.9;67.2
2023-03-24 09:00:00;28;77.7;73.5;67.6
2023-03-24 10:00:00;52;77.6;69.0;65.2
2023-03-24 11:00:00;34;77.1;67.3;63.5
2023-03-24 12:00:00;57;77.7;70.2;66.9
2023-03-24 13:00:00;76;78.2;54.7;50.8
2023-03-24 14:00:00;52;77.3;71.1;67.7
2023-03-24 15:00:00;18;76.7;73.2;67.3
2023-03-24 16:00:00;35;76.9;69.9;64.4
2023-03-24 17:00:00;30;77.4;72.5;71.5
2023-03-24 18:00:00;29;77.0;72.4;66.9
2023-03-24 19:00:00;136;78.5;66.2;65.4
2023-03-24 20:00:00;149;78.8;65.3;64.4
2023-03-24 21:00:00;151;78.7;65.2;64.4
2023-03-24 22:00:00;144;78.9;66.1;65.3
2023-03-24 23:00:00;133;79.1;67.6;66.5
2023-03-25 00:00:00;91;79.1;66.3;62.9
2023-03-25 01:00:00;83;78.9;63.1;58.7
2023-03-25 02:00:00;45;77.7;62.5;61.5
2023-03-25 03:00:00;0;71.8;64.9;66.7
2023-03-25 04:00:00;51;73.8;55.0;53.9
2023-03-25 05:00:00;24;77.9;73.1;72.6
2023-03-25 06:00:00;0;74.6;70.0;65.8
2023-03-25 07:00:00;26;77.0;70.5;65.2
2023-03-25 08:00:00;53;78.4;68.6;65.3
2023-03-25 09:00:00;29;78.6;74.3;68.2
2023-03-25 10:00:00;80;79.3;70.7;67.3
2023-03-25 11:00:00;145;80.0;66.9;66.1
2023-03-25 12:00:00;147;80.1;67.0;66.0
2023-03-25 13:00:00;149;79.9;66.5;65.6
2023-03-25 14:00:00;145;79.9;66.7;65.8
