Site;SS13 Rte des Communaux 20 (ID 3213);SS13 Rte des Communaux 20 (ID 3213);SS13 Rte des Communaux 20 (ID 3213);SS13 Rte des Communaux 20 (ID 3213)
Object;Régulation primaire (échangeur 1);Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station
Time Stamp;Temp depart secondaire [°C];Puissance [kW];Température depart [°C];Température retour [°C]
2023-01-01 00:00:00;56.6;63;80.0;59.0
2023-01-01 01:00:00;57.7;64;79.9;60.7
2023-01-01 02:00:00;56.1;75;80.0;56.9
2023-01-01 03:00:00;62.2;41;80.0;66.7
2023-01-01 04:00:00;62.8;34;79.9;68.8
2023-01-01 05:00:00;60.0;48;79.8;64.8
2023-01-01 06:00:00;58.3;57;80.1;60.0
2023-01-01 07:00:00;59.3;44;79.8;60.4
2023-01-01 08:00:00;50.0;68;80.1;50.5
2023-01-01 09:00:00;57.7;52;80.0;57.7
2023-01-01 10:00:00;48.5;73;80.0;48.6
2023-01-01 11:00:00;51.9;71;80.1;50.7
2023-01-01 12:00:00;61.5;43;80.2;64.9
2023-01-01 13:00:00;57.2;68;80.2;59.5
2023-01-01 14:00:00;63.3;33;80.0;70.3
2023-01-01 15:00:00;62.6;35;80.1;68.1
2023-01-01 16:00:00;57.3;63;80.0;59.2
2023-01-01 17:00:00;55.4;60;79.8;57.6
2023-01-01 18:00:00;58.5;45;79.9;61.4
2023-01-01 19:00:00;57.6;56;79.9;59.4
2023-01-01 20:00:00;54.8;59;79.9;57.2
2023-01-01 21:00:00;60.8;43;79.8;63.0
2023-01-01 22:00:00;50.4;75;80.0;50.3
2023-01-01 23:00:00;60.7;48;79.9;63.8
2023-01-02 00:00:00;59.7;49;79.9;65.1
2023-01-02 01:00:00;60.7;49;80.1;65.4
2023-01-02 02:00:00;63.2;34;80.2;70.0
2023-01-02 03:00:00;58.2;67;79.7;60.8
2023-01-02 04:00:00;63.3;34;80.0;70.1
2023-01-02 05:00:00;62.9;34;80.1;69.0
2023-01-02 06:00:00;58.8;47;80.0;62.8
2023-01-02 07:00:00;57.2;53;80.0;57.8
2023-01-02 08:00:00;59.1;47;80.2;61.6
2023-01-02 09:00:00;53.1;69;80.1;53.2
2023-01-02 10:00:00;54.8;62;80.0;54.9
2023-01-02 11:00:00;59.5;52;80.1;60.9
2023-01-02 12:00:00;56.3;56;80.2;59.2
2023-01-02 13:00:00;61.8;41;80.0;66.2
2023-01-02 14:00:00;57.2;66;80.3;60.7
2023-01-02 15:00:00;63.3;30;80.1;70.3
2023-01-02 16:00:00;58.9;50;79.9;62.0
2023-01-02 17:00:00;61.9;32;79.9;67.0
2023-01-02 18:00:00;55.9;60;79.9;58.4
2023-01-02 19:00:00;56.1;50;79.6;59.6
2023-01-02 20:00:00;61.7;37;79.7;65.7
2023-01-02 21:00:00;58.6;47;79.7;62.5
2023-01-02 22:00:00;57.4;54;79.3;59.5
2023-01-02 23:00:00;57.3;59;79.6;60.5
2023-01-03 00:00:00;62.6;26;79.6;70.4
2023-01-03 01:00:00;58.5;64;79.9;61.1
2023-01-03 02:00:00;62.2;33;79.0;68.4
2023-01-03 03:00:00;62.8;32;79.5;69.6
2023-01-03 04:00:00;62.7;33;80.0;69.4
2023-01-03 05:00:00;57.2;63;79.5;59.6
2023-01-03 06:00:00;61.0;37;79.6;64.6
2023-01-03 07:00:00;54.2;51;79.7;56.6
2023-01-03 08:00:00;52.5;61;79.7;52.0
2023-01-03 09:00:00;57.4;46;79.7;58.6
2023-01-03 10:00:00;49.1;69;79.9;48.4
2023-01-03 11:00:00;50.1;64;79.7;49.1
2023-01-03 12:00:00;51.1;64;79.8;50.5
2023-01-03 13:00:00;51.3;63;79.9;50.6
2023-01-03 14:00:00;50.1;68;79.7;48.7
2023-01-03 15:00:00;51.1;63;79.7;50.5
2023-01-03 16:00:00;50.5;65;79.9;49.1
2023-01-03 17:00:00;50.6;64;79.8;49.6
2023-01-03 18:00:00;51.3;62;79.6;51.0
2023-01-03 19:00:00;51.4;62;79.7;50.7
2023-01-03 20:00:00;51.5;62;79.9;50.8
2023-01-03 21:00:00;51.8;65;79.8;51.0
2023-01-03 22:00:00;55.2;60;80.0;54.7
2023-01-03 23:00:00;58.4;55;80.0;61.6
2023-01-04 00:00:00;57.5;64;80.0;58.9
2023-01-04 01:00:00;63.0;36;79.9;69.4
2023-01-04 02:00:00;55.3;73;80.0;56.8
2023-01-04 03:00:00;62.6;41;80.0;67.2
2023-01-04 04:00:00;62.6;37;79.8;67.9
2023-01-04 05:00:00;58.8;51;79.9;62.8
2023-01-04 06:00:00;58.4;52;80.1;59.7
2023-01-04 07:00:00;58.4;47;80.0;58.8
2023-01-04 08:00:00;50.7;67;80.0;50.5
2023-01-04 09:00:00;54.5;56;80.0;54.8
2023-01-04 10:00:00;48.4;70;80.0;48.0
2023-01-04 11:00:00;56.8;51;80.0;57.1
2023-01-04 12:00:00;52.8;62;80.0;53.7
2023-01-04 13:00:00;54.2;61;80.0;55.4
2023-01-04 14:00:00;49.7;72;80.1;48.6
2023-01-04 15:00:00;49.4;74;80.0;46.5
2023-01-04 16:00:00;48.5;74;80.0;46.6
2023-01-04 17:00:00;50.9;65;80.0;50.1
2023-01-04 18:00:00;51.8;63;79.9;51.1
2023-01-04 19:00:00;52.2;64;79.9;51.0
2023-01-04 20:00:00;53.2;65;80.0;52.6
2023-01-04 21:00:00;52.3;71;80.0;50.5
2023-01-04 22:00:00;53.2;74;80.0;51.5
2023-01-04 23:00:00;56.8;71;80.0;56.0
2023-01-05 00:00:00;60.7;54;80.0;62.9
2023-01-05 01:00:00;63.0;36;79.9;69.1
2023-01-05 02:00:00;62.7;36;79.7;68.7
2023-01-05 03:00:00;57.3;63;80.0;60.2
2023-01-05 04:00:00;62.7;37;79.9;68.2
2023-01-05 05:00:00;62.4;38;79.8;67.7
2023-01-05 06:00:00;59.0;46;80.0;62.2
2023-01-05 07:00:00;54.6;56;80.0;54.6
2023-01-05 08:00:00;54.4;55;79.9;56.0
2023-01-05 09:00:00;51.1;69;79.9;50.2
2023-01-05 10:00:00;51.1;67;80.0;49.8
2023-01-05 11:00:00;51.9;65;80.0;50.9
2023-01-05 12:00:00;53.1;65;80.1;52.3
2023-01-05 13:00:00;60.4;40;80.0;62.7
2023-01-05 14:00:00;54.5;69;80.0;55.7
2023-01-05 15:00:00;53.8;67;80.0;53.6
2023-01-05 16:00:00;55.6;56;80.0;56.0
2023-01-05 17:00:00;54.7;51;80.0;55.5
2023-01-05 18:00:00;51.3;59;79.8;52.5
2023-01-05 19:00:00;51.7;62;79.8;51.7
2023-01-05 20:00:00;50.1;67;79.8;49.2
2023-01-05 21:00:00;52.6;66;80.0;52.1
2023-01-05 22:00:00;52.6;73;79.9;51.3
2023-01-05 23:00:00;54.4;70;80.0;53.1
2023-01-06 00:00:00;59.9;59;80.0;60.7
2023-01-06 01:00:00;62.7;39;80.0;67.7
2023-01-06 02:00:00;62.5;38;80.0;67.4
2023-01-06 03:00:00;56.9;69;80.1;58.7
2023-01-06 04:00:00;62.5;41;80.2;66.9
2023-01-06 05:00:00;62.5;41;80.0;67.1
2023-01-06 06:00:00;54.6;64;80.2;55.6
2023-01-06 07:00:00;59.2;48;80.2;59.6
2023-01-06 08:00:00;50.3;70;80.1;50.7
2023-01-06 09:00:00;51.1;71;80.6;50.3
2023-01-06 10:00:00;51.6;72;80.4;50.0
2023-01-06 11:00:00;52.4;71;80.4;51.1
2023-01-06 12:00:00;57.1;60;80.8;56.7
2023-01-06 13:00:00;60.6;51;80.8;63.6
2023-01-06 14:00:00;56.1;69;80.8;56.9
2023-01-06 15:00:00;55.2;74;80.7;55.5
2023-01-06 16:00:00;54.9;69;80.6;55.7
2023-01-06 17:00:00;61.2;42;80.2;63.9
2023-01-06 18:00:00;52.1;68;80.4;53.1
2023-01-06 19:00:00;59.1;50;80.2;60.0
2023-01-06 20:00:00;52.9;72;80.1;53.9
2023-01-06 21:00:00;56.4;65;80.3;57.5
2023-01-06 22:00:00;56.9;73;80.2;55.7
2023-01-06 23:00:00;59.8;65;80.3;60.3
2023-01-07 00:00:00;63.4;35;80.2;69.7
2023-01-07 01:00:00;60.4;50;80.2;65.4
2023-01-07 02:00:00;58.0;68;80.3;59.5
2023-01-07 03:00:00;63.1;39;80.4;68.4
2023-01-07 04:00:00;62.3;43;80.1;67.3
2023-01-07 05:00:00;57.6;65;80.4;59.8
2023-01-07 06:00:00;61.8;45;80.6;64.8
2023-01-07 07:00:00;54.1;60;80.3;55.1
2023-01-07 08:00:00;50.8;73;80.5;49.6
2023-01-07 09:00:00;54.3;65;80.6;53.4
2023-01-07 10:00:00;48.7;79;80.4;46.7
2023-01-07 11:00:00;51.0;78;80.7;49.6
2023-01-07 12:00:00;60.5;51;80.9;61.8
2023-01-07 13:00:00;55.2;76;81.0;56.2
2023-01-07 14:00:00;63.0;44;80.9;67.0
2023-01-07 15:00:00;54.5;77;80.9;54.7
2023-01-07 16:00:00;56.2;63;80.9;58.6
2023-01-07 17:00:00;60.3;53;80.8;61.9
2023-01-07 18:00:00;52.6;73;80.6;53.8
2023-01-07 19:00:00;57.7;65;80.7;57.1
2023-01-07 20:00:00;55.5;73;80.7;56.0
2023-01-07 21:00:00;61.3;49;80.6;63.9
2023-01-07 22:00:00;52.3;90;80.8;51.5
2023-01-07 23:00:00;59.1;77;81.0;58.7
2023-01-08 00:00:00;62.5;50;80.9;66.1
2023-01-08 01:00:00;63.5;40;81.0;68.8
2023-01-08 02:00:00;57.2;73;81.0;59.1
2023-01-08 03:00:00;63.6;40;81.0;69.0
2023-01-08 04:00:00;63.9;38;81.0;70.6
2023-01-08 05:00:00;59.8;73;81.0;61.7
2023-01-08 06:00:00;63.6;43;80.9;68.6
2023-01-08 07:00:00;62.1;46;80.9;64.8
2023-01-08 08:00:00;59.1;59;81.0;62.1
2023-01-08 09:00:00;59.9;58;81.0;61.3
2023-01-08 10:00:00;59.4;56;81.0;61.8
2023-01-08 11:00:00;52.7;87;81.0;51.5
2023-01-08 12:00:00;57.2;65;81.0;57.8
2023-01-08 13:00:00;55.7;81;81.0;53.7
2023-01-08 14:00:00;56.0;76;81.0;54.0
2023-01-08 15:00:00;57.9;70;81.0;56.7
2023-01-08 16:00:00;57.6;62;81.0;59.5
2023-01-08 17:00:00;57.9;72;80.9;56.2
2023-01-08 18:00:00;62.2;47;81.0;64.7
2023-01-08 19:00:00;56.0;61;80.7;58.9
2023-01-08 20:00:00;55.2;81;81.0;53.3
2023-01-08 21:00:00;56.7;70;81.0;55.3
2023-01-08 22:00:00;62.5;47;80.9;65.5
2023-01-08 23:00:00;62.4;47;80.8;67.1
2023-01-09 00:00:00;60.6;62;80.8;63.5
2023-01-09 01:00:00;63.6;39;80.8;69.7
2023-01-09 02:00:00;63.6;39;80.7;69.8
2023-01-09 03:00:00;58.7;72;80.7;60.5
2023-01-09 04:00:00;63.2;39;80.3;68.8
2023-01-09 05:00:00;63.4;40;80.9;68.7
2023-01-09 06:00:00;56.9;55;80.6;60.0
2023-01-09 07:00:00;52.6;69;80.5;52.0
2023-01-09 08:00:00;49.9;76;80.8;47.6
2023-01-09 09:00:00;51.7;73;80.7;50.7
2023-01-09 10:00:00;52.6;73;81.0;51.1
2023-01-09 11:00:00;54.8;68;80.9;53.3
2023-01-09 12:00:00;60.0;49;80.9;60.8
2023-01-09 13:00:00;49.7;77;80.8;49.6
2023-01-09 14:00:00;52.4;73;80.8;50.8
2023-01-09 15:00:00;53.0;69;80.9;51.7
2023-01-09 16:00:00;56.1;59;80.5;54.8
2023-01-09 17:00:00;54.3;60;80.9;55.5
2023-01-09 18:00:00;50.1;75;80.9;49.1
2023-01-09 19:00:00;51.6;75;80.9;50.1
2023-01-09 20:00:00;52.4;71;80.8;51.0
2023-01-09 21:00:00;53.1;70;80.9;51.9
2023-01-09 22:00:00;51.2;80;81.0;49.1
2023-01-09 23:00:00;54.5;82;81.0;52.5
2023-01-10 00:00:00;62.0;60;81.0;64.0
2023-01-10 01:00:00;63.1;48;80.8;66.7
2023-01-10 02:00:00;62.9;45;81.0;66.8
2023-01-10 03:00:00;56.0;71;80.9;57.0
2023-01-10 04:00:00;62.7;45;81.0;66.2
2023-01-10 05:00:00;62.0;48;81.0;65.5
2023-01-10 06:00:00;54.9;66;81.0;55.2
2023-01-10 07:00:00;50.7;73;81.0;50.8
2023-01-10 08:00:00;50.1;78;81.1;48.5
2023-01-10 09:00:00;50.8;76;81.1;49.2
2023-01-10 10:00:00;50.0;79;81.1;48.4
2023-01-10 11:00:00;52.1;75;81.0;50.1
2023-01-10 12:00:00;58.6;53;81.1;59.4
2023-01-10 13:00:00;52.5;70;81.2;52.4
2023-01-10 14:00:00;52.8;71;81.0;52.3
2023-01-10 15:00:00;53.0;72;81.0;51.6
2023-01-10 16:00:00;50.7;77;81.1;49.5
2023-01-10 17:00:00;51.5;76;81.0;50.1
2023-01-10 18:00:00;52.4;75;81.0;50.9
2023-01-10 19:00:00;52.3;75;81.0;50.4
2023-01-10 20:00:00;53.3;70;81.0;52.1
2023-01-10 21:00:00;55.2;73;81.0;54.0
2023-01-10 22:00:00;56.1;82;81.0;54.0
2023-01-10 23:00:00;59.7;70;81.0;59.9
2023-01-11 00:00:00;63.5;44;81.0;68.7
2023-01-11 01:00:00;63.8;42;81.0;69.6
2023-01-11 02:00:00;58.4;73;81.0;60.9
2023-01-11 03:00:00;63.3;47;81.0;67.2
2023-01-11 04:00:00;63.0;44;80.9;67.2
2023-01-11 05:00:00;56.4;70;81.0;57.9
2023-01-11 06:00:00;58.7;54;81.0;59.6
2023-01-11 07:00:00;53.6;68;81.0;53.3
2023-01-11 08:00:00;50.0;81;81.0;48.7
2023-01-11 09:00:00;50.8;75;81.0;49.5
2023-01-11 10:00:00;51.3;78;81.1;49.0
2023-01-11 11:00:00;52.3;74;81.1;51.0
2023-01-11 12:00:00;52.7;70;81.0;51.4
2023-01-11 13:00:00;53.0;75;81.1;50.9
2023-01-11 14:00:00;52.0;76;81.0;50.1
2023-01-11 15:00:00;52.7;76;81.0;50.9
2023-01-11 16:00:00;53.2;73;81.2;51.5
2023-01-11 17:00:00;53.8;73;80.9;52.0
2023-01-11 18:00:00;53.1;72;81.0;51.5
2023-01-11 19:00:00;54.2;69;81.0;52.6
2023-01-11 20:00:00;60.2;50;81.1;61.1
2023-01-11 21:00:00;50.1;80;81.0;49.9
2023-01-11 22:00:00;52.8;86;81.1;50.3
2023-01-11 23:00:00;56.7;77;81.0;55.3
2023-01-12 00:00:00;63.5;47;81.0;68.4
2023-01-12 01:00:00;63.5;45;81.1;68.4
2023-01-12 02:00:00;58.8;75;81.0;60.1
2023-01-12 03:00:00;62.7;46;81.0;65.8
2023-01-12 04:00:00;62.8;46;81.0;66.3
2023-01-12 05:00:00;56.1;71;81.0;57.1
2023-01-12 06:00:00;60.3;51;81.2;60.8
2023-01-12 07:00:00;53.4;67;81.0;53.1
2023-01-12 08:00:00;50.0;78;81.1;49.0
2023-01-12 09:00:00;49.1;83;81.0;46.4
2023-01-12 10:00:00;48.8;82;81.1;46.7
2023-01-12 11:00:00;50.4;80;81.1;48.4
2023-01-12 12:00:00;51.4;77;81.3;49.7
2023-01-12 13:00:00;58.9;55;81.1;58.4
2023-01-12 14:00:00;51.1;75;81.0;50.8
2023-01-12 15:00:00;50.2;82;81.1;47.9
2023-01-12 16:00:00;52.5;74;81.0;50.7
2023-01-12 17:00:00;59.6;52;81.0;60.3
2023-01-12 18:00:00;51.5;71;81.0;51.6
2023-01-12 19:00:00;51.3;77;81.0;50.1
2023-01-12 20:00:00;52.7;74;81.0;51.2
2023-01-12 21:00:00;53.4;78;81.0;51.8
2023-01-12 22:00:00;55.0;86;81.0;52.2
2023-01-12 23:00:00;57.0;80;81.0;55.5
2023-01-13 00:00:00;62.7;53;81.0;65.8
2023-01-13 01:00:00;63.4;46;81.0;67.8
2023-01-13 02:00:00;57.8;76;81.0;59.2
2023-01-13 03:00:00;63.6;47;80.9;68.2
2023-01-13 04:00:00;63.5;46;81.0;67.9
2023-01-13 05:00:00;62.4;52;81.0;66.4
2023-01-13 06:00:00;57.3;69;81.0;57.7
2023-01-13 07:00:00;59.3;52;81.0;59.2
2023-01-13 08:00:00;49.5;81;81.1;48.8
2023-01-13 09:00:00;50.1;82;81.0;47.9
2023-01-13 10:00:00;51.1;79;81.0;49.2
2023-01-13 11:00:00;49.9;82;81.0;47.1
2023-01-13 12:00:00;50.7;78;81.0;49.3
2023-01-13 13:00:00;51.8;73;80.9;50.2
2023-01-13 14:00:00;55.6;70;81.0;54.0
2023-01-13 15:00:00;53.4;75;80.9;52.7
2023-01-13 16:00:00;60.2;47;80.5;61.2
2023-01-13 17:00:00;49.7;74;80.6;50.0
2023-01-13 18:00:00;52.3;70;80.2;51.1
2023-01-13 19:00:00;56.7;56;80.3;56.5
2023-01-13 20:00:00;55.4;58;80.6;56.9
2023-01-13 21:00:00;53.1;72;80.4;52.5
2023-01-13 22:00:00;57.2;76;80.5;55.3
2023-01-13 23:00:00;59.7;67;80.4;60.2
2023-01-14 00:00:00;59.8;67;80.3;61.3
2023-01-14 01:00:00;62.9;46;80.5;67.4
2023-01-14 02:00:00;62.8;42;80.5;67.1
2023-01-14 03:00:00;56.9;76;80.6;58.2
2023-01-14 04:00:00;62.6;45;80.4;66.4
2023-01-14 05:00:00;62.7;46;80.9;66.5
2023-01-14 06:00:00;54.4;73;80.9;54.7
2023-01-14 07:00:00;59.1;53;80.8;58.8
2023-01-14 08:00:00;52.8;68;80.9;53.0
2023-01-14 09:00:00;52.5;71;80.8;51.1
2023-01-14 10:00:00;52.2;70;80.9;52.1
2023-01-14 11:00:00;52.8;73;81.0;51.3
2023-01-14 12:00:00;56.2;60;81.0;56.4
2023-01-14 13:00:00;58.8;53;81.0;60.9
2023-01-14 14:00:00;56.3;65;80.9;56.8
2023-01-14 15:00:00;51.6;84;80.9;51.3
2023-01-14 16:00:00;56.6;68;80.8;55.6
2023-01-14 17:00:00;58.0;54;80.8;59.2
2023-01-14 18:00:00;48.5;80;80.4;47.9
2023-01-14 19:00:00;56.5;65;80.6;55.6
2023-01-14 20:00:00;55.5;68;80.8;57.1
2023-01-14 21:00:00;55.7;73;80.6;55.3
2023-01-14 22:00:00;57.2;75;80.7;55.9
2023-01-14 23:00:00;59.1;64;80.5;59.5
2023-01-15 00:00:00;63.7;36;80.9;70.5
2023-01-15 01:00:00;60.9;55;80.5;65.3
2023-01-15 02:00:00;60.2;60;80.5;63.2
2023-01-15 03:00:00;60.2;58;80.6;64.2
2023-01-15 04:00:00;60.9;60;80.8;64.6
2023-01-15 05:00:00;63.0;40;80.3;68.5
2023-01-15 06:00:00;60.5;52;80.6;63.2
2023-01-15 07:00:00;56.1;65;80.7;56.0
2023-01-15 08:00:00;60.7;48;80.6;62.3
2023-01-15 09:00:00;53.2;79;80.6;53.4
2023-01-15 10:00:00;54.6;76;80.7;52.5
2023-01-15 11:00:00;57.6;58;80.5;57.0
2023-01-15 12:00:00;53.5;58;80.5;54.8
2023-01-15 13:00:00;48.8;71;80.4;48.0
2023-01-15 14:00:00;50.1;73;80.4;48.7
2023-01-15 15:00:00;49.6;74;80.4;48.1
2023-01-15 16:00:00;49.2;77;80.5;47.7
2023-01-15 17:00:00;49.6;77;80.7;48.0
2023-01-15 18:00:00;50.7;72;80.6;49.5
2023-01-15 19:00:00;52.2;69;80.8;51.0
2023-01-15 20:00:00;58.4;54;81.0;57.5
2023-01-15 21:00:00;55.6;59;81.0;55.7
2023-01-15 22:00:00;50.0;75;81.0;49.3
2023-01-15 23:00:00;55.2;67;81.0;54.2
2023-01-16 00:00:00;62.1;42;81.0;65.4
2023-01-16 01:00:00;55.0;70;81.0;56.2
2023-01-16 02:00:00;61.8;54;81.0;62.9
2023-01-16 03:00:00;62.0;49;81.1;64.1
2023-01-16 04:00:00;55.3;71;81.0;55.9
2023-01-16 05:00:00;61.0;50;81.1;62.1
2023-01-16 06:00:00;54.1;64;81.2;55.0
2023-01-16 07:00:00;53.4;72;81.4;51.4
2023-01-16 08:00:00;48.3;79;81.2;48.0
2023-01-16 09:00:00;50.9;78;81.4;49.2
2023-01-16 10:00:00;51.3;75;81.4;49.4
2023-01-16 11:00:00;51.6;77;81.7;49.6
2023-01-16 12:00:00;51.2;74;81.3;49.7
2023-01-16 13:00:00;50.4;77;81.4;48.7
2023-01-16 14:00:00;48.7;82;81.6;46.7
2023-01-16 15:00:00;49.2;80;81.4;47.4
2023-01-16 16:00:00;50.9;80;81.3;49.3
2023-01-16 17:00:00;50.4;81;81.4;48.3
2023-01-16 18:00:00;50.7;76;81.3;49.2
2023-01-16 19:00:00;50.8;77;81.5;49.1
2023-01-16 20:00:00;51.8;73;81.2;50.8
2023-01-16 21:00:00;52.8;71;81.3;51.5
2023-01-16 22:00:00;51.6;74;81.2;50.1
2023-01-16 23:00:00;51.9;79;81.4;50.1
2023-01-17 00:00:00;58.6;67;81.5;57.3
2023-01-17 01:00:00;62.2;49;81.5;64.6
2023-01-17 02:00:00;55.2;78;81.6;55.2
2023-01-17 03:00:00;62.0;51;81.8;63.6
2023-01-17 04:00:00;58.1;65;81.8;59.9
2023-01-17 05:00:00;59.1;61;81.6;59.0
2023-01-17 06:00:00;59.8;55;82.0;59.5
2023-01-17 07:00:00;51.6;73;81.9;51.5
2023-01-17 08:00:00;50.0;79;81.8;48.4
2023-01-17 09:00:00;52.1;71;81.7;50.9
2023-01-17 10:00:00;49.9;77;81.8;48.3
2023-01-17 11:00:00;50.3;78;81.9;48.8
2023-01-17 12:00:00;50.9;78;82.0;49.0
2023-01-17 13:00:00;50.2;79;81.9;48.7
2023-01-17 14:00:00;49.1;82;81.9;47.2
2023-01-17 15:00:00;48.7;82;81.9;46.8
2023-01-17 16:00:00;48.1;87;81.9;46.1
2023-01-17 17:00:00;49.5;79;81.8;47.8
2023-01-17 18:00:00;49.6;79;81.9;48.0
2023-01-17 19:00:00;49.8;77;82.0;48.6
2023-01-17 20:00:00;49.2;79;82.0;47.7
2023-01-17 21:00:00;49.7;79;82.0;48.1
2023-01-17 22:00:00;50.2;80;81.9;48.5
2023-01-17 23:00:00;52.3;78;82.0;50.8
2023-01-18 00:00:00;57.5;68;82.1;56.3
2023-01-18 01:00:00;57.6;72;82.0;57.6
2023-01-18 02:00:00;62.3;55;82.0;63.2
2023-01-18 03:00:00;59.1;64;82.0;60.3
2023-01-18 04:00:00;57.9;75;82.0;58.0
2023-01-18 05:00:00;61.6;53;82.0;62.6
2023-01-18 06:00:00;53.2;73;82.0;53.3
2023-01-18 07:00:00;51.5;76;81.9;49.7
2023-01-18 08:00:00;51.8;73;82.1;51.4
2023-01-18 09:00:00;48.1;84;82.0;46.0
2023-01-18 10:00:00;48.8;83;82.0;46.7
2023-01-18 11:00:00;48.6;83;82.1;46.7
2023-01-18 12:00:00;48.5;82;82.0;47.1
2023-01-18 13:00:00;48.2;85;82.1;46.4
2023-01-18 14:00:00;48.7;87;82.1;46.6
2023-01-18 15:00:00;50.0;90;82.0;48.1
2023-01-18 16:00:00;53.4;86;82.1;51.4
2023-01-18 17:00:00;57.3;76;82.1;55.0
2023-01-18 18:00:00;58.8;65;82.0;58.6
2023-01-18 19:00:00;49.4;93;82.2;48.0
2023-01-18 20:00:00;50.9;92;82.1;48.3
2023-01-18 21:00:00;51.4;89;82.1;49.3
2023-01-18 22:00:00;53.5;85;82.2;51.5
2023-01-18 23:00:00;55.5;88;82.5;53.1
2023-01-19 00:00:00;59.5;80;82.4;57.8
2023-01-19 01:00:00;58.8;86;82.4;56.0
2023-01-19 02:00:00;63.0;63;82.5;64.3
2023-01-19 03:00:00;63.8;61;82.5;66.0
2023-01-19 04:00:00;61.2;72;82.9;62.6
2023-01-19 05:00:00;58.5;78;83.0;57.8
2023-01-19 06:00:00;60.5;66;83.0;59.5
2023-01-19 07:00:00;50.1;92;82.8;49.3
2023-01-19 08:00:00;49.3;98;82.9;47.0
2023-01-19 09:00:00;50.9;96;83.0;48.6
2023-01-19 10:00:00;51.0;97;82.9;48.4
2023-01-19 11:00:00;51.9;100;83.1;49.2
2023-01-19 12:00:00;53.3;97;83.0;50.2
2023-01-19 13:00:00;55.3;90;83.3;53.3
2023-01-19 14:00:00;51.9;103;83.1;49.0
2023-01-19 15:00:00;53.3;96;83.0;51.2
2023-01-19 16:00:00;61.4;64;83.0;61.1
2023-01-19 17:00:00;51.3;94;82.9;50.3
2023-01-19 18:00:00;53.1;90;82.8;51.0
2023-01-19 19:00:00;52.9;90;83.0;50.9
2023-01-19 20:00:00;53.4;89;82.8;51.0
2023-01-19 21:00:00;53.2;89;83.0;50.8
2023-01-19 22:00:00;52.7;91;82.9;50.5
2023-01-19 23:00:00;52.9;101;83.0;50.0
2023-01-20 00:00:00;58.9;85;83.2;57.0
2023-01-20 01:00:00;58.7;89;83.0;56.3
2023-01-20 02:00:00;63.7;72;83.5;64.5
2023-01-20 03:00:00;64.7;65;83.4;67.1
2023-01-20 04:00:00;59.2;94;83.6;59.3
2023-01-20 05:00:00;62.9;67;83.8;62.9
2023-01-20 06:00:00;61.1;70;83.7;60.0
2023-01-20 07:00:00;52.3;91;83.9;51.4
2023-01-20 08:00:00;50.1;100;83.9;47.9
2023-01-20 09:00:00;50.9;96;84.0;49.0
2023-01-20 10:00:00;49.1;103;84.1;46.7
2023-01-20 11:00:00;51.2;100;84.2;49.0
2023-01-20 12:00:00;58.9;81;84.2;56.6
2023-01-20 13:00:00;58.0;80;84.2;57.2
2023-01-20 14:00:00;54.3;91;83.9;52.9
2023-01-20 15:00:00;51.6;104;84.0;49.0
2023-01-20 16:00:00;55.8;91;83.6;53.1
2023-01-20 17:00:00;58.8;76;83.7;58.0
2023-01-20 18:00:00;49.4;102;83.6;47.6
2023-01-20 19:00:00;51.9;97;83.6;49.6
2023-01-20 20:00:00;51.7;95;83.6;49.3
2023-01-20 21:00:00;51.3;98;83.6;48.6
2023-01-20 22:00:00;48.8;105;83.6;46.1
2023-01-20 23:00:00;52.7;104;83.7;50.2
2023-01-21 00:00:00;60.9;89;83.9;58.9
2023-01-21 01:00:00;62.8;80;83.9;62.5
2023-01-21 02:00:00;65.3;64;84.0;68.3
2023-01-21 03:00:00;64.7;68;84.0;67.3
2023-01-21 04:00:00;61.0;94;84.0;60.9
2023-01-21 05:00:00;63.3;65;83.9;63.9
2023-01-21 06:00:00;61.3;72;83.9;60.0
2023-01-21 07:00:00;50.5;98;83.7;49.6
2023-01-21 08:00:00;52.8;97;83.9;50.3
2023-01-21 09:00:00;56.8;87;84.0;53.9
2023-01-21 10:00:00;50.7;97;84.0;49.5
2023-01-21 11:00:00;57.9;84;84.2;55.2
2023-01-21 12:00:00;53.7;92;84.2;52.8
2023-01-21 13:00:00;58.2;82;84.1;56.6
2023-01-21 14:00:00;53.8;101;84.3;52.0
2023-01-21 15:00:00;55.1;106;84.1;52.1
2023-01-21 16:00:00;56.7;96;84.0;54.8
2023-01-21 17:00:00;57.3;83;83.8;56.8
2023-01-21 18:00:00;50.5;109;83.8;47.5
2023-01-21 19:00:00;54.3;99;83.8;51.3
2023-01-21 20:00:00;53.3;96;83.6;50.6
2023-01-21 21:00:00;53.2;101;83.7;50.0
2023-01-21 22:00:00;53.2;105;83.7;49.9
2023-01-21 23:00:00;58.9;95;83.8;56.1
2023-01-22 00:00:00;61.4;85;83.9;60.1
2023-01-22 01:00:00;61.3;83;83.6;60.1
2023-01-22 02:00:00;64.1;74;83.7;65.5
2023-01-22 03:00:00;64.9;67;83.9;67.2
2023-01-22 04:00:00;58.9;101;83.9;58.4
2023-01-22 05:00:00;63.3;65;83.9;64.0
2023-01-22 06:00:00;61.3;70;83.8;60.3
