Site;SS03 Av Corsier 8-10 (ID 3203);SS03 Av Corsier 8-10 (ID 3203);SS03 Av Corsier 8-10 (ID 3203);SS03 Av Corsier 8-10 (ID 3203)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-02-22 07:00:00;21;80.0;27.0;35.6
2023-02-22 08:00:00;27;76.2;50.8;62.0
2023-02-22 09:00:00;16;79.4;27.2;36.0
2023-02-22 10:00:00;46;80.2;49.9;66.5
2023-02-22 11:00:00;1;58.4;44.1;43.4
2023-02-22 12:00:00;9;74.8;26.0;36.3
2023-02-22 13:00:00;24;77.3;54.4;69.1
2023-02-22 14:00:00;3;55.7;41.2;39.1
2023-02-22 15:00:00;17;74.4;27.9;39.2
2023-02-22 16:00:00;20;73.8;53.1;64.1
2023-02-22 17:00:00;11;73.0;29.2;33.8
2023-02-22 18:00:00;36;79.6;48.9;64.4
2023-02-22 19:00:00;9;70.4;36.1;38.4
2023-02-22 20:00:00;40;79.4;32.3;46.2
2023-02-22 21:00:00;15;71.2;53.9;59.9
2023-02-22 22:00:00;17;78.4;26.2;34.7
2023-02-22 23:00:00;48;80.3;52.2;70.4
2023-02-23 00:00:00;0;58.0;51.6;51.1
2023-02-23 01:00:00;8;72.0;25.9;35.9
2023-02-23 02:00:00;24;77.9;45.8;59.1
2023-02-23 03:00:00;2;58.7;48.3;47.6
2023-02-23 04:00:00;13;75.2;25.2;34.1
2023-02-23 05:00:00;26;78.6;45.5;58.4
2023-02-23 06:00:00;10;72.2;37.8;41.8
2023-02-23 07:00:00;19;79.1;26.0;34.9
2023-02-23 08:00:00;27;79.4;45.4;58.6
2023-02-23 09:00:00;32;70.1;41.1;48.7
2023-02-23 10:00:00;23;76.8;55.1;68.1
2023-02-23 11:00:00;4;60.1;38.3;37.3
2023-02-23 12:00:00;24;74.7;28.2;41.1
2023-02-23 13:00:00;14;73.4;54.6;66.1
2023-02-23 14:00:00;5;61.2;35.5;35.4
2023-02-23 15:00:00;22;73.4;30.7;43.4
2023-02-23 16:00:00;8;70.8;54.9;64.0
2023-02-23 17:00:00;3;60.8;34.5;35.5
2023-02-23 18:00:00;29;75.5;34.3;47.4
2023-02-23 19:00:00;8;66.2;51.5;56.0
2023-02-23 20:00:00;10;76.3;25.4;33.7
2023-02-23 21:00:00;59;79.8;49.3;69.1
2023-02-23 22:00:00;4;68.0;43.0;46.6
2023-02-23 23:00:00;41;78.3;44.1;59.8
2023-02-24 00:00:00;1;60.0;50.4;51.4
2023-02-24 01:00:00;7;73.2;25.4;34.4
2023-02-24 02:00:00;24;77.7;46.1;58.7
2023-02-24 03:00:00;4;64.2;41.6;41.9
2023-02-24 04:00:00;11;75.8;25.0;34.4
2023-02-24 05:00:00;23;78.1;46.4;58.2
2023-02-24 06:00:00;14;72.6;36.6;40.6
2023-02-24 07:00:00;20;79.2;26.0;35.6
2023-02-24 08:00:00;40;79.5;47.3;62.6
2023-02-24 09:00:00;16;75.1;31.5;36.8
2023-02-24 10:00:00;39;79.1;34.6;49.1
2023-02-24 11:00:00;11;71.1;55.2;62.9
2023-02-24 12:00:00;5;68.5;31.3;35.4
2023-02-24 13:00:00;42;78.3;39.2;51.8
2023-02-24 14:00:00;1;61.8;52.6;54.0
2023-02-24 15:00:00;8;73.5;26.0;35.3
2023-02-24 16:00:00;32;78.7;45.5;60.9
2023-02-24 17:00:00;0;57.0;48.3;48.1
2023-02-24 18:00:00;15;74.8;26.1;36.2
2023-02-24 19:00:00;26;75.9;53.4;67.4
2023-02-24 20:00:00;5;66.0;34.0;35.6
2023-02-24 21:00:00;40;78.5;39.3;54.8
2023-02-24 22:00:00;10;67.1;52.3;59.3
2023-02-24 23:00:00;43;70.1;47.7;57.6
2023-02-25 00:00:00;6;70.6;55.4;65.6
2023-02-25 01:00:00;3;58.7;36.8;36.2
2023-02-25 02:00:00;19;75.6;33.2;45.2
2023-02-25 03:00:00;5;66.6;55.3;59.2
2023-02-25 04:00:00;7;70.0;28.6;34.2
2023-02-25 05:00:00;26;76.7;32.9;43.7
2023-02-25 06:00:00;12;72.4;47.1;51.0
2023-02-25 07:00:00;17;78.8;25.9;34.8
2023-02-25 08:00:00;29;79.0;31.6;42.4
2023-02-25 09:00:00;7;69.8;51.5;54.6
2023-02-25 10:00:00;12;77.2;25.7;34.2
2023-02-25 11:00:00;48;79.0;43.6;59.0
2023-02-25 12:00:00;5;65.4;44.2;45.9
2023-02-25 13:00:00;39;76.8;29.7;43.5
2023-02-25 14:00:00;22;76.0;54.9;67.9
2023-02-25 15:00:00;5;61.3;36.6;36.4
2023-02-25 16:00:00;46;76.6;31.9;45.8
2023-02-25 17:00:00;26;75.8;54.6;66.6
2023-02-25 18:00:00;14;74.1;29.6;35.0
2023-02-25 19:00:00;38;78.9;34.4;48.2
2023-02-25 20:00:00;17;73.4;47.1;54.0
2023-02-25 21:00:00;17;79.0;26.0;35.4
2023-02-25 22:00:00;41;78.7;53.3;69.1
2023-02-25 23:00:00;6;68.1;34.6;36.0
2023-02-26 00:00:00;29;78.3;33.0;45.0
2023-02-26 01:00:00;11;69.9;50.8;55.5
2023-02-26 02:00:00;16;78.5;25.8;34.6
2023-02-26 03:00:00;34;78.5;49.3;63.6
2023-02-26 04:00:00;14;73.0;32.6;36.3
2023-02-26 05:00:00;17;79.0;26.0;35.1
2023-02-26 06:00:00;23;77.2;49.5;59.0
2023-02-26 07:00:00;27;79.9;27.0;36.1
2023-02-26 08:00:00;27;80.0;27.4;37.8
2023-02-26 09:00:00;25;77.2;49.4;58.0
2023-02-26 10:00:00;21;80.3;27.5;33.4
2023-02-26 11:00:00;49;80.7;40.8;58.1
2023-02-26 12:00:00;20;76.4;43.9;51.8
2023-02-26 13:00:00;49;81.1;34.5;48.9
2023-02-26 14:00:00;30;80.2;56.3;69.1
2023-02-26 15:00:00;14;77.5;31.1;38.7
2023-02-26 16:00:00;22;80.3;28.0;37.2
2023-02-26 17:00:00;33;76.6;51.1;61.8
2023-02-26 18:00:00;23;80.6;27.8;36.1
2023-02-26 19:00:00;45;81.4;37.4;54.1
2023-02-26 20:00:00;29;78.2;43.8;52.9
2023-02-26 21:00:00;55;81.5;40.0;55.7
2023-02-26 22:00:00;22;77.7;43.8;49.7
2023-02-26 23:00:00;41;81.5;39.9;56.9
2023-02-27 00:00:00;10;75.5;40.4;46.5
2023-02-27 01:00:00;19;80.4;26.9;36.2
2023-02-27 02:00:00;26;80.6;46.4;58.3
2023-02-27 03:00:00;11;74.7;46.2;50.9
2023-02-27 04:00:00;19;80.9;26.9;37.5
2023-02-27 05:00:00;19;80.8;27.0;35.6
2023-02-27 06:00:00;19;78.4;50.2;58.2
2023-02-27 07:00:00;26;81.3;27.6;39.4
2023-02-27 08:00:00;39;81.5;31.9;43.3
2023-02-27 09:00:00;25;78.5;50.7;60.2
2023-02-27 10:00:00;36;81.2;27.8;36.0
2023-02-27 11:00:00;37;81.8;40.8;54.4
2023-02-27 12:00:00;10;74.5;41.4;46.0
2023-02-27 13:00:00;13;80.5;27.0;35.9
2023-02-27 14:00:00;32;81.1;39.9;51.3
2023-02-27 15:00:00;9;74.0;41.4;45.8
2023-02-27 16:00:00;18;80.8;27.0;36.3
2023-02-27 17:00:00;37;80.1;48.1;62.0
2023-02-27 18:00:00;9;77.5;30.4;34.4
2023-02-27 19:00:00;38;80.9;31.0;44.7
2023-02-27 20:00:00;27;77.9;50.5;61.0
2023-02-27 21:00:00;29;81.2;27.5;40.7
2023-02-27 22:00:00;45;81.7;44.8;62.1
2023-02-27 23:00:00;8;73.3;42.1;46.9
2023-02-28 00:00:00;43;81.1;46.4;62.9
2023-02-28 01:00:00;17;75.6;32.9;37.7
2023-02-28 02:00:00;17;80.8;26.2;35.8
2023-02-28 03:00:00;21;76.3;48.9;60.6
2023-02-28 04:00:00;18;76.4;30.9;36.2
2023-02-28 05:00:00;18;80.8;26.9;35.9
2023-02-28 06:00:00;34;80.4;47.7;58.2
2023-02-28 07:00:00;32;79.8;29.4;41.0
2023-02-28 08:00:00;54;81.2;30.7;47.0
2023-02-28 09:00:00;25;78.2;49.4;60.6
2023-02-28 10:00:00;20;81.5;27.9;39.8
2023-02-28 11:00:00;44;81.9;45.6;61.5
2023-02-28 12:00:00;7;72.0;41.0;45.0
2023-02-28 13:00:00;12;79.8;27.0;36.1
2023-02-28 14:00:00;26;80.7;45.3;58.8
2023-02-28 15:00:00;6;70.1;38.0;40.7
2023-02-28 16:00:00;17;80.1;26.9;35.5
2023-02-28 17:00:00;28;76.5;52.5;62.1
2023-02-28 18:00:00;19;79.3;27.9;35.4
2023-02-28 19:00:00;35;80.9;33.5;46.7
2023-02-28 20:00:00;34;77.9;51.1;63.5
2023-02-28 21:00:00;34;81.0;26.8;37.2
2023-02-28 22:00:00;48;81.7;46.8;65.2
2023-02-28 23:00:00;12;74.1;42.0;47.5
2023-03-01 00:00:00;18;80.5;26.0;35.2
2023-03-01 01:00:00;45;81.2;42.8;57.4
2023-03-01 02:00:00;11;74.5;36.8;41.6
2023-03-01 03:00:00;24;80.6;26.0;35.9
2023-03-01 04:00:00;28;81.1;44.3;57.3
2023-03-01 05:00:00;11;74.2;36.1;39.7
2023-03-01 06:00:00;32;81.2;26.7;37.3
2023-03-01 07:00:00;33;78.9;48.8;60.2
2023-03-01 08:00:00;3;80.0;28.8;36.9
2023-03-01 09:00:00;54;81.6;39.7;55.7
2023-03-01 10:00:00;27;77.3;44.3;51.6
2023-03-01 11:00:00;17;81.0;27.0;35.7
2023-03-01 12:00:00;36;81.2;40.5;53.1
2023-03-01 13:00:00;8;73.4;39.7;43.8
2023-03-01 14:00:00;16;80.6;27.0;35.5
2023-03-01 15:00:00;36;80.5;48.0;61.7
2023-03-01 16:00:00;14;75.0;33.1;36.9
2023-03-01 17:00:00;20;80.8;26.1;36.6
2023-03-01 18:00:00;31;76.6;52.1;62.2
2023-03-01 19:00:00;2;80.6;27.0;34.5
2023-03-01 20:00:00;38;81.2;40.6;56.4
2023-03-01 21:00:00;22;77.7;40.9;51.5
2023-03-01 22:00:00;39;80.9;32.8;44.6
2023-03-01 23:00:00;23;76.9;54.9;65.7
2023-03-02 00:00:00;16;76.5;28.7;34.8
2023-03-02 01:00:00;36;80.8;37.1;50.4
2023-03-02 02:00:00;12;73.5;44.1;49.3
2023-03-02 03:00:00;18;80.2;26.0;35.3
2023-03-02 04:00:00;30;80.7;37.8;49.5
2023-03-02 05:00:00;8;73.0;43.7;47.2
2023-03-02 06:00:00;32;81.0;26.7;35.6
2023-03-02 07:00:00;48;81.3;41.2;54.2
2023-03-02 08:00:00;4;77.2;35.4;42.9
2023-03-02 09:00:00;35;81.0;30.8;42.7
2023-03-02 10:00:00;25;76.3;50.2;60.9
2023-03-02 11:00:00;15;80.5;27.0;36.1
2023-03-02 12:00:00;32;80.0;50.1;65.4
2023-03-02 13:00:00;11;71.8;34.5;37.4
2023-03-02 14:00:00;26;79.9;27.1;37.0
2023-03-02 15:00:00;23;74.0;54.0;62.3
2023-03-02 16:00:00;15;79.4;27.0;35.8
2023-03-02 17:00:00;21;79.8;28.4;37.9
2023-03-02 18:00:00;20;74.9;51.4;58.4
2023-03-02 19:00:00;21;80.0;27.0;36.6
2023-03-02 20:00:00;46;80.8;41.7;59.9
2023-03-02 21:00:00;29;77.2;40.4;46.2
2023-03-02 22:00:00;46;81.1;34.2;53.6
2023-03-02 23:00:00;18;75.0;49.3;57.0
2023-03-03 00:00:00;23;80.3;26.0;36.3
2023-03-03 01:00:00;34;80.9;46.7;61.4
2023-03-03 02:00:00;12;75.1;34.3;39.3
2023-03-03 03:00:00;22;80.5;27.0;36.1
2023-03-03 04:00:00;24;79.7;48.1;60.1
2023-03-03 05:00:00;15;76.3;31.4;36.1
2023-03-03 06:00:00;24;81.1;27.6;38.7
2023-03-03 07:00:00;39;78.4;49.2;58.2
2023-03-03 08:00:00;22;81.3;28.1;36.9
2023-03-03 09:00:00;64;81.8;44.1;61.1
2023-03-03 10:00:00;15;75.3;45.2;51.7
2023-03-03 11:00:00;18;80.6;27.0;36.2
2023-03-03 12:00:00;30;80.2;49.2;62.3
2023-03-03 13:00:00;12;73.6;33.1;36.3
2023-03-03 14:00:00;27;80.3;31.0;42.3
2023-03-03 15:00:00;18;72.9;53.1;60.0
2023-03-03 16:00:00;16;79.8;26.2;34.8
2023-03-03 17:00:00;39;80.8;38.4;52.7
2023-03-03 18:00:00;11;73.6;43.0;47.8
2023-03-03 19:00:00;32;80.6;27.3;39.5
2023-03-03 20:00:00;31;77.5;53.2;65.5
2023-03-03 21:00:00;17;79.1;27.3;34.1
2023-03-03 22:00:00;56;81.2;49.2;68.5
2023-03-03 23:00:00;10;73.3;40.8;45.4
2023-03-04 00:00:00;19;80.4;26.0;35.5
2023-03-04 01:00:00;36;80.7;37.7;49.8
2023-03-04 02:00:00;8;74.1;42.5;47.6
2023-03-04 03:00:00;22;80.5;26.0;35.5
2023-03-04 04:00:00;28;81.0;39.1;50.7
2023-03-04 05:00:00;16;74.6;40.8;45.3
2023-03-04 06:00:00;33;81.1;27.3;37.8
2023-03-04 07:00:00;40;81.3;40.5;52.8
2023-03-04 08:00:00;18;78.5;36.9;44.9
2023-03-04 09:00:00;38;81.2;28.0;37.8
2023-03-04 10:00:00;44;81.6;45.9;61.7
2023-03-04 11:00:00;6;69.1;40.5;44.0
2023-03-04 12:00:00;34;80.0;32.3;46.4
2023-03-04 13:00:00;15;73.2;54.9;63.3
2023-03-04 14:00:00;9;71.6;30.2;35.6
2023-03-04 15:00:00;32;78.4;37.0;51.0
2023-03-04 16:00:00;4;65.4;51.9;54.6
2023-03-04 17:00:00;10;77.2;26.3;36.2
2023-03-04 18:00:00;31;77.7;51.8;65.4
2023-03-04 19:00:00;12;73.9;30.5;35.0
2023-03-04 20:00:00;44;79.9;36.2;51.1
2023-03-04 21:00:00;9;71.6;48.5;53.0
2023-03-04 22:00:00;16;79.7;26.0;35.2
2023-03-04 23:00:00;53;80.6;48.8;66.5
2023-03-05 00:00:00;5;67.9;39.5;43.1
2023-03-05 01:00:00;22;79.2;25.7;34.5
2023-03-05 02:00:00;23;73.6;53.9;62.8
2023-03-05 03:00:00;16;78.6;26.5;34.9
2023-03-05 04:00:00;25;80.1;31.8;41.8
2023-03-05 05:00:00;13;74.3;48.1;52.7
2023-03-05 06:00:00;30;80.9;26.7;36.8
2023-03-05 07:00:00;33;81.0;32.5;44.8
2023-03-05 08:00:00;15;78.1;44.9;51.1
2023-03-05 09:00:00;6;80.9;27.7;39.6
2023-03-05 10:00:00;41;81.3;36.8;50.5
2023-03-05 11:00:00;18;73.9;45.4;55.7
2023-03-05 12:00:00;22;79.6;27.7;36.9
2023-03-05 13:00:00;25;75.3;52.9;64.1
2023-03-05 14:00:00;15;78.0;28.0;35.2
2023-03-05 15:00:00;42;80.5;39.9;53.8
2023-03-05 16:00:00;7;71.8;41.8;46.8
2023-03-05 17:00:00;16;79.6;26.9;34.9
2023-03-05 18:00:00;33;78.8;50.6;65.1
2023-03-05 19:00:00;19;76.3;30.6;35.9
2023-03-05 20:00:00;51;80.6;41.1;57.9
2023-03-05 21:00:00;15;77.2;43.7;49.1
2023-03-05 22:00:00;47;80.6;29.2;39.0
2023-03-05 23:00:00;24;75.6;52.4;62.4
2023-03-06 00:00:00;20;79.8;27.0;40.1
2023-03-06 01:00:00;34;80.1;31.3;42.1
2023-03-06 02:00:00;10;74.4;48.8;54.4
2023-03-06 03:00:00;19;75.5;43.8;51.7
2023-03-06 04:00:00;16;80.7;27.0;36.1
2023-03-06 05:00:00;33;81.0;36.7;48.2
2023-03-06 06:00:00;24;78.5;40.1;46.6
2023-03-06 07:00:00;11;81.1;28.0;38.9
2023-03-06 08:00:00;36;81.5;41.0;57.6
2023-03-06 09:00:00;10;76.0;38.4;43.8
2023-03-06 10:00:00;44;81.6;44.2;60.3
2023-03-06 11:00:00;4;69.4;44.8;48.3
2023-03-06 12:00:00;13;79.0;27.0;37.4
2023-03-06 13:00:00;34;80.3;47.5;61.9
2023-03-06 14:00:00;7;68.8;37.4;39.4
2023-03-06 15:00:00;10;78.7;26.1;36.8
2023-03-06 16:00:00;34;79.2;51.6;66.1
2023-03-06 17:00:00;8;71.1;33.9;36.5
2023-03-06 18:00:00;47;80.6;44.9;61.0
2023-03-06 19:00:00;9;73.8;40.6;45.9
2023-03-06 20:00:00;19;80.1;27.0;36.1
2023-03-06 21:00:00;47;80.6;51.2;68.3
2023-03-06 22:00:00;37;76.6;33.0;39.3
2023-03-06 23:00:00;33;78.2;53.3;67.7
2023-03-07 00:00:00;14;74.9;30.4;35.5
2023-03-07 01:00:00;24;80.2;29.4;40.0
2023-03-07 02:00:00;18;75.3;49.8;55.7
2023-03-07 03:00:00;18;76.6;28.4;41.2
2023-03-07 04:00:00;37;81.1;35.9;48.2
2023-03-07 05:00:00;21;75.7;43.0;48.8
2023-03-07 06:00:00;35;81.2;27.6;38.5
2023-03-07 07:00:00;32;81.5;41.1;53.7
2023-03-07 08:00:00;11;77.9;36.3;42.4
2023-03-07 09:00:00;38;81.3;34.0;47.7
2023-03-07 10:00:00;19;73.8;53.3;62.8
2023-03-07 11:00:00;10;76.8;28.3;36.4
2023-03-07 12:00:00;27;80.1;35.5;48.8
2023-03-07 13:00:00;6;67.9;51.6;55.3
2023-03-07 14:00:00;16;78.2;26.1;35.1
2023-03-07 15:00:00;27;79.3;40.1;53.8
2023-03-07 16:00:00;0;63.2;48.7;50.3
2023-03-07 17:00:00;11;77.9;26.0;36.1
2023-03-07 18:00:00;31;77.6;51.4;63.6
2023-03-07 19:00:00;18;78.0;28.4;35.4
2023-03-07 20:00:00;51;80.9;42.4;60.1
2023-03-07 21:00:00;23;75.8;44.7;53.1
2023-03-07 22:00:00;48;80.9;38.3;54.6
2023-03-07 23:00:00;12;69.7;53.8;58.8
2023-03-08 00:00:00;12;78.2;25.7;35.4
2023-03-08 01:00:00;35;79.5;35.7;49.2
2023-03-08 02:00:00;5;68.1;50.0;53.3
2023-03-08 03:00:00;15;79.1;25.5;34.5
2023-03-08 04:00:00;28;79.9;37.7;48.3
2023-03-08 05:00:00;9;72.7;43.7;47.7
2023-03-08 06:00:00;14;80.8;26.6;36.4
2023-03-08 07:00:00;38;80.8;40.5;53.0
2023-03-08 08:00:00;10;74.7;38.3;43.1
2023-03-08 09:00:00;32;80.2;32.6;45.2
2023-03-08 10:00:00;18;73.0;49.8;58.0
2023-03-08 11:00:00;16;79.3;26.1;35.0
2023-03-08 12:00:00;39;80.4;42.3;56.6
2023-03-08 13:00:00;3;67.6;43.0;46.1
2023-03-08 14:00:00;11;78.1;26.0;35.0
2023-03-08 15:00:00;28;76.7;53.5;67.1
2023-03-08 16:00:00;12;72.8;30.5;34.3
2023-03-08 17:00:00;27;79.7;26.8;36.9
2023-03-08 18:00:00;31;77.3;52.6;66.6
2023-03-08 19:00:00;14;75.7;28.8;34.5
2023-03-08 20:00:00;46;79.8;36.6;52.3
2023-03-08 21:00:00;17;72.4;55.5;60.9
2023-03-08 22:00:00;17;78.8;26.2;34.6
2023-03-08 23:00:00;46;80.2;50.5;67.6
2023-03-09 00:00:00;1;58.2;48.3;49.4
2023-03-09 01:00:00;7;71.0;25.5;35.1
2023-03-09 02:00:00;25;78.2;53.0;68.8
2023-03-09 03:00:00;0;58.1;48.7;60.8
2023-03-09 04:00:00;0;39.4;41.8;37.4
2023-03-09 05:00:00;18;75.9;56.1;69.1
2023-03-09 06:00:00;5;65.0;39.8;42.2
2023-03-09 07:00:00;19;78.1;25.9;34.8
2023-03-09 08:00:00;23;74.6;53.5;65.2
2023-03-09 09:00:00;45;72.5;41.4;51.8
2023-03-09 10:00:00;12;70.1;53.3;61.1
2023-03-09 11:00:00;7;70.1;28.7;34.3
2023-03-09 12:00:00;33;77.7;41.7;55.8
2023-03-09 13:00:00;0;61.2;51.3;57.0
2023-03-09 14:00:00;3;58.9;31.5;34.3
2023-03-09 15:00:00;30;77.6;51.3;67.4
2023-03-09 16:00:00;1;51.8;47.8;46.5
2023-03-09 17:00:00;13;68.0;28.9;39.8
2023-03-09 18:00:00;13;71.9;55.1;64.6
2023-03-09 19:00:00;7;65.5;33.0;33.9
2023-03-09 20:00:00;40;77.8;39.3;54.2
2023-03-09 21:00:00;5;66.9;51.5;54.2
2023-03-09 22:00:00;33;77.0;27.7;39.8
2023-03-09 23:00:00;29;77.8;54.7;70.5
2023-03-10 00:00:00;0;52.8;49.7;50.0
2023-03-10 01:00:00;32;65.1;36.6;46.3
2023-03-10 02:00:00;6;67.3;54.1;61.2
2023-03-10 03:00:00;5;66.7;29.7;34.2
2023-03-10 04:00:00;19;75.5;33.0;45.7
2023-03-10 05:00:00;4;65.7;55.3;58.5
2023-03-10 06:00:00;17;74.8;27.0;33.9
2023-03-10 07:00:00;29;78.8;36.7;48.8
2023-03-10 08:00:00;6;69.9;44.8;49.4
2023-03-10 09:00:00;38;78.5;31.5;45.1
2023-03-10 10:00:00;15;70.2;53.1;59.8
2023-03-10 11:00:00;12;77.0;25.9;34.4
2023-03-10 12:00:00;45;78.9;41.1;55.2
2023-03-10 13:00:00;1;65.1;46.0;48.4
2023-03-10 14:00:00;11;76.7;25.0;33.4
2023-03-10 15:00:00;32;78.4;46.0;59.9
2023-03-10 16:00:00;3;63.9;40.7;41.1
2023-03-10 17:00:00;27;77.2;26.7;37.0
2023-03-10 18:00:00;20;73.6;54.5;65.2
2023-03-10 19:00:00;10;71.8;29.9;34.3
2023-03-10 20:00:00;42;78.7;37.0;52.0
2023-03-10 21:00:00;18;73.0;49.7;56.2
2023-03-10 22:00:00;19;78.9;25.6;35.8
2023-03-10 23:00:00;34;77.3;38.2;50.9
2023-03-11 00:00:00;4;66.7;49.4;52.9
2023-03-11 01:00:00;17;77.6;26.2;34.7
2023-03-11 02:00:00;24;73.7;54.2;64.2
2023-03-11 03:00:00;13;74.8;27.6;33.7
2023-03-11 04:00:00;19;78.5;26.3;35.8
2023-03-11 05:00:00;16;72.1;55.0;60.7
2023-03-11 06:00:00;21;79.0;26.1;36.0
2023-03-11 07:00:00;34;79.7;31.1;42.7
2023-03-11 08:00:00;16;75.1;46.8;54.1
2023-03-11 09:00:00;23;79.5;26.7;35.7
2023-03-11 10:00:00;44;80.2;41.0;54.8
2023-03-11 11:00:00;9;73.9;39.5;45.4
2023-03-11 12:00:00;19;79.5;26.0;35.0
2023-03-11 13:00:00;35;76.7;51.0;63.9
2023-03-11 14:00:00;14;74.4;29.9;34.7
2023-03-11 15:00:00;36;79.7;35.0;48.0
2023-03-11 16:00:00;14;73.4;45.0;50.3
2023-03-11 17:00:00;19;79.6;26.0;35.4
2023-03-11 18:00:00;31;79.9;44.1;57.4
2023-03-11 19:00:00;15;73.8;34.9;39.3
2023-03-11 20:00:00;25;79.8;27.6;39.5
2023-03-11 21:00:00;21;74.2;51.7;59.9
2023-03-11 22:00:00;20;79.5;26.0;35.8
2023-03-11 23:00:00;28;77.5;33.6;47.1
2023-03-12 00:00:00;8;67.7;53.8;59.0
2023-03-12 01:00:00;11;74.4;26.6;33.6
2023-03-12 02:00:00;30;79.6;43.1;56.4
2023-03-12 03:00:00;5;65.9;43.3;44.7
2023-03-12 04:00:00;13;78.0;25.0;33.7
2023-03-12 05:00:00;24;79.3;45.9;58.4
2023-03-12 06:00:00;11;73.8;34.7;39.1
2023-03-12 07:00:00;20;79.7;26.0;35.3
2023-03-12 08:00:00;22;76.0;52.6;60.9
2023-03-12 09:00:00;14;75.9;29.1;35.1
2023-03-12 10:00:00;26;79.5;30.1;40.8
2023-03-12 11:00:00;15;70.4;53.5;60.0
2023-03-12 12:00:00;8;75.7;25.7;35.1
2023-03-12 13:00:00;34;76.1;42.5;58.0
2023-03-12 14:00:00;0;62.1;51.8;56.4
2023-03-12 15:00:00;5;66.5;29.0;34.8
2023-03-12 16:00:00;33;78.3;49.9;66.2
2023-03-12 17:00:00;1;55.8;44.9;42.8
2023-03-12 18:00:00;28;76.8;31.0;45.3
2023-03-12 19:00:00;12;69.4;53.9;58.8
2023-03-12 20:00:00;14;77.9;25.5;34.0
2023-03-12 21:00:00;45;79.4;49.0;65.7
2023-03-12 22:00:00;10;71.6;36.8;40.6
2023-03-12 23:00:00;29;74.4;27.5;41.1
2023-03-13 00:00:00;25;75.8;54.1;67.4
2023-03-13 01:00:00;5;65.4;34.3;36.2
2023-03-13 02:00:00;23;76.9;30.1;41.9
2023-03-13 03:00:00;10;70.7;54.9;63.6
2023-03-13 04:00:00;4;63.1;33.4;35.6
2023-03-13 05:00:00;29;75.6;32.7;44.2
2023-03-13 06:00:00;10;70.9;49.9;53.0
2023-03-13 07:00:00;15;78.8;25.0;33.8
2023-03-13 08:00:00;33;79.3;34.8;47.6
2023-03-13 09:00:00;4;63.7;51.7;54.5
2023-03-13 10:00:00;5;72.3;25.7;35.0
2023-03-13 11:00:00;33;78.0;50.1;66.0
2023-03-13 12:00:00;0;54.4;50.0;50.3
2023-03-13 13:00:00;29;61.8;34.8;45.1
2023-03-13 14:00:00;23;77.8;54.8;70.4
2023-03-13 15:00:00;0;50.0;48.3;46.7
2023-03-13 16:00:00;31;68.6;41.8;52.7
2023-03-13 17:00:00;2;67.0;53.5;63.4
2023-03-13 18:00:00;1;53.0;37.4;36.3
2023-03-13 19:00:00;43;76.5;46.4;63.0
2023-03-13 20:00:00;1;60.1;44.9;46.0
2023-03-13 21:00:00;34;74.7;32.6;45.1
2023-03-13 22:00:00;16;74.9;55.1;69.3
2023-03-13 23:00:00;0;47.2;47.7;45.5
2023-03-14 00:00:00;37;71.1;46.1;58.4
2023-03-14 01:00:00;0;59.2;47.5;47.7
2023-03-14 02:00:00;11;75.4;24.2;33.2
2023-03-14 03:00:00;27;75.2;48.6;65.0
2023-03-14 04:00:00;5;64.8;38.6;38.6
2023-03-14 05:00:00;10;76.4;25.0;32.9
2023-03-14 06:00:00;25;76.0;51.7;60.2
2023-03-14 07:00:00;18;75.2;28.7;34.5
2023-03-14 08:00:00;32;78.5;31.1;43.8
2023-03-14 09:00:00;16;71.2;51.4;58.2
2023-03-14 10:00:00;15;77.7;26.0;34.4
2023-03-14 11:00:00;34;78.2;30.7;42.6
2023-03-14 12:00:00;13;71.3;51.4;57.2
2023-03-14 13:00:00;13;77.7;26.0;34.7
2023-03-14 14:00:00;29;79.0;32.4;44.0
2023-03-14 15:00:00;8;67.1;53.7;55.9
2023-03-14 16:00:00;11;76.4;26.4;34.4
2023-03-14 17:00:00;37;79.2;43.2;57.2
2023-03-14 18:00:00;7;70.3;41.8;45.1
2023-03-14 19:00:00;15;78.3;26.0;34.7
2023-03-14 20:00:00;41;77.2;52.1;66.9
2023-03-14 21:00:00;14;73.8;30.8;35.7
2023-03-14 22:00:00;63;79.8;46.2;65.8
2023-03-14 23:00:00;11;71.1;56.2;62.4
2023-03-15 00:00:00;10;72.3;28.5;33.8
2023-03-15 01:00:00;34;78.0;34.8;47.4
2023-03-15 02:00:00;3;65.5;51.9;54.1
2023-03-15 03:00:00;11;76.8;25.2;33.7
2023-03-15 04:00:00;27;78.7;38.4;49.9
2023-03-15 05:00:00;6;68.8;45.7;47.8
2023-03-15 06:00:00;25;80.0;26.1;35.7
2023-03-15 07:00:00;34;80.1;39.8;51.8
2023-03-15 08:00:00;11;76.5;37.3;42.3
2023-03-15 09:00:00;29;79.5;30.6;42.9
2023-03-15 10:00:00;17;73.8;54.9;64.7
2023-03-15 11:00:00;13;69.6;50.8;58.8
2023-03-15 12:00:00;26;78.7;55.7;70.3
2023-03-15 13:00:00;8;78.2;65.5;71.3
