Site;SS10 Rue du Panorama 2 (ID 3210);SS10 Rue du Panorama 2 (ID 3210);SS10 Rue du Panorama 2 (ID 3210);SS10 Rue du Panorama 2 (ID 3210);SS10 Rue du Panorama 2 (ID 3210);SS10 Rue du Panorama 2 (ID 3210)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station 2;Compteur d'énergie sous-station 2;Compteur d'énergie sous-station 2
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Puissance [kW];Température depart [°C];Température retour [°C]
2023-06-20 02:00:00;44;78.0;73.4;41;78.1;73.6
2023-06-20 03:00:00;44;78.0;73.8;41;78.0;74.0
2023-06-20 04:00:00;43;78.0;73.8;40;78.0;74.3
2023-06-20 05:00:00;48;78.1;73.6;45;78.1;73.8
2023-06-20 06:00:00;60;78.0;72.3;56;78.0;72.7
2023-06-20 07:00:00;57;78.0;72.5;55;78.0;72.8
2023-06-20 08:00:00;48;78.0;73.1;49;78.2;73.8
2023-06-20 09:00:00;54;78.3;72.7;58;78.2;73.5
2023-06-20 10:00:00;51;78.5;73.0;52;78.6;73.7
2023-06-20 11:00:00;49;78.3;73.0;52;78.5;73.6
2023-06-20 12:00:00;45;78.0;73.1;48;78.1;73.6
2023-06-20 13:00:00;41;78.2;73.6;43;78.3;74.1
2023-06-20 14:00:00;51;78.1;73.1;48;78.2;73.4
2023-06-20 15:00:00;50;78.0;73.3;48;78.1;73.6
2023-06-20 16:00:00;47;78.0;73.6;45;78.1;73.8
2023-06-20 17:00:00;49;78.0;73.1;47;78.0;73.4
2023-06-20 18:00:00;62;78.1;71.9;60;78.2;72.3
2023-06-20 19:00:00;48;78.0;73.3;46;78.2;73.5
2023-06-20 20:00:00;47;78.1;73.4;44;78.2;73.9
2023-06-20 21:00:00;50;78.0;73.1;48;78.1;73.3
2023-06-20 22:00:00;67;78.1;72.1;58;78.1;72.8
2023-06-20 23:00:00;55;78.3;72.3;54;78.4;72.5
2023-06-21 00:00:00;53;78.2;72.6;53;78.2;72.8
2023-06-21 01:00:00;61;78.2;71.7;59;78.3;72.0
2023-06-21 02:00:00;48;78.1;72.9;45;78.1;73.3
2023-06-21 03:00:00;42;78.1;73.7;41;78.2;73.9
2023-06-21 04:00:00;44;78.0;73.4;41;78.0;73.9
2023-06-21 05:00:00;42;78.1;74.0;39;78.2;74.6
2023-06-21 06:00:00;55;78.0;72.8;51;78.0;73.2
2023-06-21 07:00:00;66;78.1;72.2;62;78.2;72.5
2023-06-21 08:00:00;56;78.2;72.9;55;78.3;73.4
2023-06-21 09:00:00;69;78.4;72.0;68;78.4;72.5
2023-06-21 10:00:00;77;78.4;71.0;78;78.4;71.4
2023-06-21 11:00:00;48;78.0;73.5;47;78.2;74.0
2023-06-21 12:00:00;48;78.0;73.1;50;78.0;73.3
2023-06-21 13:00:00;53;78.2;72.4;57;78.3;72.5
2023-06-21 14:00:00;60;78.3;71.9;64;78.4;71.9
2023-06-21 15:00:00;54;78.0;72.7;57;78.1;72.8
2023-06-21 16:00:00;58;78.0;72.1;62;78.2;72.4
2023-06-21 17:00:00;51;78.1;72.7;54;78.1;73.0
2023-06-21 18:00:00;46;78.3;73.2;46;78.3;73.9
2023-06-21 19:00:00;49;78.0;73.1;50;78.1;73.5
2023-06-21 20:00:00;51;78.0;72.6;52;78.0;73.0
2023-06-21 21:00:00;55;78.1;72.3;54;78.2;72.9
2023-06-21 22:00:00;60;78.1;71.8;60;78.3;72.3
2023-06-21 23:00:00;57;78.2;72.2;57;78.3;72.5
2023-06-22 00:00:00;50;78.2;73.1;50;78.2;73.6
2023-06-22 01:00:00;47;78.3;73.5;46;78.3;73.9
2023-06-22 02:00:00;45;78.2;73.5;44;78.2;74.1
2023-06-22 03:00:00;38;78.2;74.3;36;78.3;74.8
2023-06-22 04:00:00;45;78.1;73.6;27;78.1;73.5
2023-06-22 05:00:00;40;78.1;74.1;37;78.1;74.5
2023-06-22 06:00:00;54;78.0;72.6;52;78.0;73.2
2023-06-22 07:00:00;47;78.0;73.6;46;78.1;74.1
2023-06-22 08:00:00;49;78.1;73.5;48;78.2;74.1
2023-06-22 09:00:00;65;78.4;72.1;67;78.5;72.6
2023-06-22 10:00:00;61;78.3;72.6;61;78.3;73.3
2023-06-22 11:00:00;47;78.2;74.0;45;78.5;74.5
2023-06-22 12:00:00;50;78.3;73.5;50;78.4;74.0
2023-06-22 13:00:00;44;78.3;74.0;43;78.5;74.6
2023-06-22 14:00:00;45;78.4;73.9;44;78.5;74.5
2023-06-22 15:00:00;58;78.3;72.7;58;78.5;73.2
2023-06-22 16:00:00;46;78.2;73.7;45;78.3;74.3
2023-06-22 17:00:00;46;78.3;74.0;45;78.5;74.3
2023-06-22 18:00:00;49;78.0;73.2;49;78.2;73.7
2023-06-22 19:00:00;54;78.1;72.9;56;78.2;73.2
2023-06-22 20:00:00;59;78.0;72.2;63;78.1;72.8
2023-06-22 21:00:00;58;78.7;73.0;57;78.7;73.6
2023-06-22 22:00:00;58;78.3;72.7;59;78.4;73.2
2023-06-22 23:00:00;59;78.4;72.8;57;78.5;73.4
2023-06-23 00:00:00;51;78.5;73.8;49;78.5;74.5
2023-06-23 01:00:00;58;78.4;73.2;56;78.4;74.0
2023-06-23 02:00:00;42;78.4;74.4;40;78.3;75.0
2023-06-23 03:00:00;52;78.4;74.0;39;78.5;74.1
2023-06-23 04:00:00;40;78.0;73.9;24;78.1;73.8
2023-06-23 05:00:00;50;78.1;73.8;47;78.1;74.2
2023-06-23 06:00:00;51;78.2;73.9;47;78.2;74.5
2023-06-23 07:00:00;65;78.2;72.4;67;78.4;73.0
2023-06-23 08:00:00;56;78.4;73.4;51;78.6;74.4
2023-06-23 09:00:00;62;78.6;73.0;62;78.5;73.8
2023-06-23 10:00:00;62;78.4;73.0;61;78.5;73.8
2023-06-23 11:00:00;52;78.6;73.8;51;78.7;74.5
2023-06-23 12:00:00;47;78.4;74.0;48;78.5;74.5
2023-06-23 13:00:00;53;78.3;73.1;56;78.4;73.5
2023-06-23 14:00:00;49;78.4;73.6;49;78.5;74.3
2023-06-23 15:00:00;50;78.2;73.4;52;78.3;74.0
2023-06-23 16:00:00;48;78.3;73.6;48;78.3;73.9
2023-06-23 17:00:00;46;78.2;73.6;46;78.3;74.3
2023-06-23 18:00:00;51;78.2;72.9;52;78.2;73.5
2023-06-23 19:00:00;56;78.1;72.5;58;78.2;73.2
2023-06-23 20:00:00;56;78.1;72.7;59;78.3;73.1
2023-06-23 21:00:00;52;78.1;73.0;53;78.3;73.5
2023-06-23 22:00:00;58;78.1;72.4;61;78.1;72.7
2023-06-23 23:00:00;47;78.3;73.4;49;78.4;74.0
2023-06-24 00:00:00;49;78.2;73.4;50;78.3;74.0
2023-06-24 01:00:00;54;78.4;73.0;54;78.4;73.8
2023-06-24 02:00:00;48;78.1;73.7;47;78.3;74.4
2023-06-24 03:00:00;46;78.2;74.0;40;78.3;74.4
2023-06-24 04:00:00;43;78.1;74.5;24;78.2;74.3
2023-06-24 05:00:00;42;78.0;74.4;38;78.1;74.7
2023-06-24 06:00:00;42;78.2;74.4;39;78.3;74.9
2023-06-24 07:00:00;41;78.1;74.6;37;78.1;75.2
2023-06-24 08:00:00;55;78.6;73.6;51;78.6;74.3
2023-06-24 09:00:00;48;78.4;74.1;46;78.5;74.6
2023-06-24 10:00:00;63;78.4;72.8;60;78.5;73.5
2023-06-24 11:00:00;50;78.7;73.6;50;78.7;74.4
2023-06-24 12:00:00;44;78.1;73.8;45;78.1;74.3
2023-06-24 13:00:00;40;78.5;74.1;40;78.6;74.6
2023-06-24 14:00:00;48;78.3;73.4;49;78.5;73.7
2023-06-24 15:00:00;45;78.3;73.7;46;78.4;74.2
2023-06-24 16:00:00;47;78.2;73.2;49;78.4;73.6
2023-06-24 17:00:00;39;78.1;73.7;40;78.2;74.3
2023-06-24 18:00:00;48;78.4;73.3;50;78.4;73.7
2023-06-24 19:00:00;47;78.0;73.0;49;78.0;73.3
2023-06-24 20:00:00;52;78.0;72.5;54;78.2;73.1
2023-06-24 21:00:00;54;78.2;72.2;57;78.2;72.7
2023-06-24 22:00:00;51;78.0;72.7;51;78.1;73.2
2023-06-24 23:00:00;64;78.1;71.9;61;78.3;72.3
2023-06-25 00:00:00;54;78.1;72.9;51;78.1;73.6
2023-06-25 01:00:00;48;78.1;73.4;47;78.1;73.7
2023-06-25 02:00:00;47;78.1;73.8;43;78.2;74.3
2023-06-25 03:00:00;43;78.2;74.2;39;78.2;74.8
2023-06-25 04:00:00;51;78.3;73.2;37;78.3;73.2
2023-06-25 05:00:00;42;78.0;73.7;40;78.0;74.3
2023-06-25 06:00:00;49;78.1;73.3;47;78.2;73.9
2023-06-25 07:00:00;45;78.2;73.7;43;78.3;74.3
2023-06-25 08:00:00;73;78.1;72.4;69;78.2;72.5
2023-06-25 09:00:00;72;78.3;72.0;73;78.4;72.4
2023-06-25 10:00:00;83;78.4;70.9;77;78.4;71.5
2023-06-25 11:00:00;63;78.4;72.5;60;78.5;73.1
2023-06-25 12:00:00;55;78.2;72.9;52;78.3;73.2
2023-06-25 13:00:00;50;78.3;73.3;47;78.3;73.6
2023-06-25 14:00:00;45;78.2;73.3;46;78.2;73.4
2023-06-25 15:00:00;52;78.2;72.8;53;78.4;73.3
2023-06-25 16:00:00;51;78.2;72.9;51;78.3;73.4
2023-06-25 17:00:00;52;78.0;73.0;49;78.0;73.4
2023-06-25 18:00:00;52;78.0;73.0;51;78.0;73.2
2023-06-25 19:00:00;52;78.0;73.0;50;78.0;73.5
2023-06-25 20:00:00;52;78.0;72.9;48;78.1;73.4
2023-06-25 21:00:00;55;78.1;72.5;52;78.2;72.8
2023-06-25 22:00:00;56;78.0;72.5;54;78.2;72.9
2023-06-25 23:00:00;69;78.2;71.3;66;78.3;71.9
2023-06-26 00:00:00;61;78.3;72.2;60;78.4;72.7
2023-06-26 01:00:00;44;78.1;74.0;41;78.2;74.2
2023-06-26 02:00:00;49;78.2;73.8;45;78.2;74.2
2023-06-26 03:00:00;45;78.2;74.3;38;78.2;74.4
2023-06-26 04:00:00;56;78.2;73.1;42;78.2;72.9
2023-06-26 05:00:00;50;78.1;74.0;44;78.1;74.3
2023-06-26 06:00:00;51;78.0;73.6;46;78.1;73.9
2023-06-26 07:00:00;48;78.2;74.0;43;78.4;74.3
2023-06-26 08:00:00;56;78.1;73.4;50;78.3;73.8
2023-06-26 09:00:00;67;78.5;72.8;59;78.7;73.1
2023-06-26 10:00:00;72;78.4;72.1;65;78.7;72.5
2023-06-26 11:00:00;60;78.4;72.8;53;78.5;73.2
2023-06-26 12:00:00;59;78.6;72.6;54;78.6;72.9
2023-06-26 13:00:00;53;78.0;72.8;49;78.1;72.9
2023-06-26 14:00:00;56;78.2;72.8;50;78.5;73.2
2023-06-26 15:00:00;59;78.1;72.4;53;78.1;72.7
2023-06-26 16:00:00;60;78.2;72.1;58;78.3;72.2
2023-06-26 17:00:00;49;78.0;72.9;46;78.0;73.2
2023-06-26 18:00:00;51;78.0;72.5;48;78.0;72.7
2023-06-26 19:00:00;50;78.0;72.7;47;78.0;73.0
2023-06-26 20:00:00;56;78.0;71.9;53;78.0;72.3
2023-06-26 21:00:00;58;78.1;71.9;55;78.2;72.2
2023-06-26 22:00:00;53;78.1;72.3;54;78.2;72.4
2023-06-26 23:00:00;65;78.2;71.1;61;78.2;71.4
2023-06-27 00:00:00;59;78.0;72.0;57;78.1;72.2
2023-06-27 01:00:00;48;78.2;73.1;47;78.3;73.7
2023-06-27 02:00:00;48;78.2;73.3;47;78.3;73.6
2023-06-27 03:00:00;42;78.0;73.5;41;78.0;74.1
2023-06-27 04:00:00;43;78.0;73.6;37;78.0;73.8
2023-06-27 05:00:00;58;78.3;72.3;53;78.4;72.8
2023-06-27 06:00:00;61;78.0;71.2;65;78.0;71.7
2023-06-27 07:00:00;48;78.0;72.9;48;78.0;73.6
2023-06-27 08:00:00;53;78.1;72.5;54;78.1;73.0
2023-06-27 09:00:00;45;78.0;73.1;48;78.1;73.6
2023-06-27 10:00:00;53;78.3;72.7;53;78.3;73.2
2023-06-27 11:00:00;50;78.1;73.1;50;78.3;73.5
2023-06-27 12:00:00;49;78.1;73.1;46;78.2;73.4
2023-06-27 13:00:00;44;78.2;73.5;42;78.2;73.9
2023-06-27 14:00:00;53;78.1;72.8;51;78.2;73.2
2023-06-27 15:00:00;54;78.1;72.9;52;78.2;73.2
2023-06-27 16:00:00;63;78.3;72.2;59;78.4;72.5
2023-06-27 17:00:00;47;78.0;73.1;45;78.0;73.8
2023-06-27 18:00:00;53;78.2;72.7;52;78.4;73.1
2023-06-27 19:00:00;46;78.1;73.6;43;78.1;73.9
2023-06-27 20:00:00;49;78.0;72.9;47;78.0;73.3
2023-06-27 21:00:00;52;78.0;72.5;50;78.0;72.9
2023-06-27 22:00:00;52;78.2;72.7;51;78.3;73.0
2023-06-27 23:00:00;62;78.2;72.0;59;78.3;72.3
2023-06-28 00:00:00;50;78.2;73.2;49;78.2;73.3
2023-06-28 01:00:00;44;78.5;74.0;42;78.5;74.2
2023-06-28 02:00:00;38;78.0;74.5;35;78.1;74.8
2023-06-28 03:00:00;28;78.1;75.4;25;78.1;75.7
2023-06-28 04:00:00;32;78.0;74.7;16;78.0;74.7
2023-06-28 05:00:00;28;78.1;75.4;26;78.1;75.8
2023-06-28 06:00:00;42;78.2;74.1;41;78.3;74.3
2023-06-28 07:00:00;39;78.1;74.4;37;78.2;74.7
2023-06-28 08:00:00;37;78.1;74.7;34;78.2;75.1
2023-06-28 09:00:00;56;78.3;73.3;51;78.4;73.6
2023-06-28 10:00:00;51;78.5;74.1;46;78.6;74.3
2023-06-28 11:00:00;43;78.6;74.6;38;78.6;74.8
2023-06-28 12:00:00;64;78.5;73.3;55;78.8;73.8
2023-06-28 13:00:00;54;78.2;73.1;49;78.4;73.1
2023-06-28 14:00:00;52;78.3;73.1;48;78.6;73.3
2023-06-28 15:00:00;59;78.2;72.5;53;78.3;72.6
2023-06-28 16:00:00;54;78.3;72.9;49;78.4;73.1
2023-06-28 17:00:00;49;78.0;73.3;44;78.1;73.4
2023-06-28 18:00:00;49;78.2;73.2;45;78.2;73.5
2023-06-28 19:00:00;44;78.0;73.7;41;78.0;74.0
2023-06-28 20:00:00;46;78.1;73.6;43;78.1;73.8
2023-06-28 21:00:00;47;78.2;73.4;45;78.2;73.8
2023-06-28 22:00:00;61;78.4;72.4;58;78.5;72.6
2023-06-28 23:00:00;47;78.1;73.4;45;78.1;73.6
2023-06-29 00:00:00;47;78.2;73.5;44;78.3;74.0
2023-06-29 01:00:00;46;78.0;73.7;43;78.2;74.0
2023-06-29 02:00:00;42;78.2;74.3;37;78.2;74.8
2023-06-29 03:00:00;41;78.4;74.3;36;78.5;74.6
2023-06-29 04:00:00;42;78.0;73.9;24;78.1;73.8
2023-06-29 05:00:00;40;78.0;74.0;38;78.0;74.4
2023-06-29 06:00:00;46;78.2;73.8;43;78.2;74.1
2023-06-29 07:00:00;53;78.2;73.2;51;78.2;73.6
2023-06-29 08:00:00;63;78.2;72.1;60;78.2;72.9
2023-06-29 09:00:00;59;78.5;73.0;54;78.5;73.4
2023-06-29 10:00:00;60;78.5;72.9;54;78.7;73.1
2023-06-29 11:00:00;60;78.4;72.7;55;78.5;73.0
2023-06-29 12:00:00;52;78.2;73.2;47;78.3;73.4
2023-06-29 13:00:00;54;78.2;73.1;49;78.4;73.2
2023-06-29 14:00:00;66;78.1;71.4;60;78.2;71.8
2023-06-29 15:00:00;55;78.1;72.9;49;78.2;73.0
2023-06-29 16:00:00;45;78.1;73.8;42;78.3;74.2
2023-06-29 17:00:00;48;78.0;73.5;45;78.1;73.8
2023-06-29 18:00:00;46;78.0;73.6;44;78.1;73.7
2023-06-29 19:00:00;50;78.0;73.1;49;78.1;73.2
2023-06-29 20:00:00;64;78.1;71.5;61;78.1;72.1
2023-06-29 21:00:00;63;78.4;71.7;61;78.4;72.0
2023-06-29 22:00:00;60;78.3;72.1;57;78.3;72.7
2023-06-29 23:00:00;58;78.1;72.2;55;78.2;72.8
2023-06-30 00:00:00;57;78.2;72.5;54;78.2;73.0
2023-06-30 01:00:00;54;78.2;72.7;52;78.3;73.3
2023-06-30 02:00:00;53;78.1;73.0;50;78.3;73.3
2023-06-30 03:00:00;48;78.3;73.6;44;78.3;74.0
2023-06-30 04:00:00;50;78.0;73.2;41;78.0;73.4
2023-06-30 05:00:00;61;78.2;72.2;53;78.2;72.7
2023-06-30 06:00:00;57;78.0;72.8;51;78.1;73.0
2023-06-30 07:00:00;50;78.1;73.2;47;78.1;73.5
2023-06-30 08:00:00;63;78.2;72.4;58;78.3;72.9
2023-06-30 09:00:00;58;78.2;73.0;50;78.3;73.5
2023-06-30 10:00:00;64;78.3;72.4;57;78.3;72.8
2023-06-30 11:00:00;72;78.4;71.8;66;78.4;71.9
2023-06-30 12:00:00;67;78.4;72.6;61;78.4;72.8
2023-06-30 13:00:00;59;78.2;72.8;54;78.3;73.0
2023-06-30 14:00:00;58;78.4;72.7;55;78.5;72.8
2023-06-30 15:00:00;56;78.4;73.0;51;78.6;73.4
2023-06-30 16:00:00;70;78.3;71.7;64;78.3;72.1
2023-06-30 17:00:00;58;78.4;73.0;52;78.5;73.1
2023-06-30 18:00:00;48;78.2;73.6;42;78.2;73.9
2023-06-30 19:00:00;56;78.3;73.1;51;78.3;73.4
2023-06-30 20:00:00;64;78.1;72.5;58;78.2;72.7
2023-06-30 21:00:00;58;78.2;72.9;53;78.4;73.3
2023-06-30 22:00:00;64;78.4;72.5;58;78.4;72.8
2023-06-30 23:00:00;71;78.3;71.5;70;78.4;72.1
2023-07-01 00:00:00;60;78.3;72.8;59;78.4;73.6
2023-07-01 01:00:00;60;78.5;72.8;59;78.5;73.6
2023-07-01 02:00:00;49;78.3;73.8;47;78.4;74.7
2023-07-01 03:00:00;57;78.4;73.4;47;78.5;73.8
2023-07-01 04:00:00;57;78.1;73.3;36;78.0;73.3
2023-07-01 05:00:00;51;78.3;73.8;49;78.3;74.3
2023-07-01 06:00:00;62;78.0;73.1;57;78.1;73.5
2023-07-01 07:00:00;55;78.2;73.8;48;78.3;74.4
2023-07-01 08:00:00;50;78.5;74.4;45;78.6;74.8
2023-07-01 09:00:00;82;78.3;72.0;74;78.3;72.3
2023-07-01 10:00:00;68;78.6;72.9;61;78.7;73.2
2023-07-01 11:00:00;52;78.5;74.1;46;78.6;74.5
2023-07-01 12:00:00;54;78.5;73.6;49;78.6;74.0
2023-07-01 13:00:00;51;78.4;73.9;44;78.6;74.2
2023-07-01 14:00:00;48;78.3;73.9;44;78.5;74.2
2023-07-01 15:00:00;60;78.5;72.9;56;78.6;73.0
2023-07-01 16:00:00;48;78.3;73.8;43;78.4;74.4
2023-07-01 17:00:00;49;78.3;73.8;44;78.5;74.0
2023-07-01 18:00:00;48;78.1;73.7;42;78.2;74.0
2023-07-01 19:00:00;58;78.3;73.0;52;78.4;73.3
2023-07-01 20:00:00;55;78.1;73.2;49;78.3;73.5
2023-07-01 21:00:00;64;78.2;72.3;58;78.4;72.9
2023-07-01 22:00:00;67;78.3;72.0;60;78.4;72.2
2023-07-01 23:00:00;56;78.2;73.0;50;78.2;73.5
2023-07-02 00:00:00;58;78.4;73.1;54;78.4;73.5
2023-07-02 01:00:00;53;78.4;73.7;47;78.5;73.9
2023-07-02 02:00:00;49;78.4;74.2;43;78.5;74.5
2023-07-02 03:00:00;50;78.1;73.9;44;78.2;74.1
2023-07-02 04:00:00;54;78.4;72.7;43;78.5;72.7
2023-07-02 05:00:00;55;78.1;73.2;51;78.1;73.8
2023-07-02 06:00:00;56;78.1;73.0;53;78.2;73.6
2023-07-02 07:00:00;50;78.4;73.9;46;78.4;74.5
2023-07-02 08:00:00;52;78.4;73.8;49;78.5;74.4
2023-07-02 09:00:00;78;78.4;71.5;74;78.5;72.4
2023-07-02 10:00:00;55;78.4;73.4;53;78.4;74.0
2023-07-02 11:00:00;61;78.7;72.8;60;78.7;73.7
2023-07-02 12:00:00;88;78.6;71.2;84;78.7;71.8
2023-07-02 13:00:00;70;78.7;72.1;70;78.8;72.6
2023-07-02 14:00:00;78;78.6;71.1;79;78.7;71.6
2023-07-02 15:00:00;73;78.4;71.8;71;78.4;72.3
2023-07-02 16:00:00;61;78.2;72.5;59;78.3;73.0
2023-07-02 17:00:00;52;78.4;73.4;48;78.8;74.1
2023-07-02 18:00:00;54;78.2;72.9;52;78.3;73.3
2023-07-02 19:00:00;58;78.1;72.6;57;78.3;73.0
2023-07-02 20:00:00;63;78.0;72.3;61;78.1;72.6
2023-07-02 21:00:00;60;78.2;72.4;58;78.3;73.1
2023-07-02 22:00:00;56;78.0;72.7;53;78.2;73.2
2023-07-02 23:00:00;59;78.3;72.6;57;78.4;73.1
2023-07-03 00:00:00;51;78.3;73.4;48;78.5;74.0
2023-07-03 01:00:00;53;78.3;73.3;51;78.4;73.6
2023-07-03 02:00:00;51;78.4;73.7;47;78.6;74.4
2023-07-03 03:00:00;51;78.3;73.8;45;78.3;74.2
2023-07-03 04:00:00;47;78.1;73.8;27;78.1;73.7
2023-07-03 05:00:00;50;78.1;73.2;50;78.1;73.7
2023-07-03 06:00:00;58;78.1;72.5;55;78.2;73.2
2023-07-03 07:00:00;49;78.2;73.8;46;78.3;74.1
2023-07-03 08:00:00;59;78.3;72.9;56;78.4;73.7
2023-07-03 09:00:00;55;78.3;73.3;54;78.3;74.0
2023-07-03 10:00:00;55;78.6;73.2;54;78.8;73.9
2023-07-03 11:00:00;60;78.4;72.5;62;78.5;72.9
2023-07-03 12:00:00;50;78.3;73.2;50;78.3;73.9
2023-07-03 13:00:00;44;78.4;73.4;45;78.5;73.9
2023-07-03 14:00:00;49;78.4;72.8;50;78.5;73.4
2023-07-03 15:00:00;49;78.0;72.9;50;78.1;73.3
2023-07-03 16:00:00;51;78.2;72.9;54;78.2;73.2
2023-07-03 17:00:00;53;78.0;72.3;56;78.0;72.8
2023-07-03 18:00:00;50;78.3;72.9;51;78.3;73.6
2023-07-03 19:00:00;49;78.2;72.8;50;78.4;73.6
2023-07-03 20:00:00;47;78.1;72.9;48;78.1;73.4
2023-07-03 21:00:00;48;78.0;72.8;50;78.0;73.4
2023-07-03 22:00:00;51;78.1;72.5;53;78.2;73.3
2023-07-03 23:00:00;58;78.1;71.8;61;78.2;72.3
2023-07-04 00:00:00;45;78.0;73.2;45;78.1;74.0
2023-07-04 01:00:00;50;78.1;72.8;51;78.2;73.5
2023-07-04 02:00:00;44;78.1;73.7;43;78.1;74.4
2023-07-04 03:00:00;44;78.1;73.9;43;78.2;74.5
2023-07-04 04:00:00;45;78.4;73.9;27;78.3;73.9
2023-07-04 05:00:00;48;78.1;73.4;45;78.2;73.9
2023-07-04 06:00:00;69;78.0;71.7;67;78.0;72.2
2023-07-04 07:00:00;51;78.3;73.6;47;78.3;74.3
2023-07-04 08:00:00;49;78.3;73.9;46;78.4;74.4
2023-07-04 09:00:00;55;78.4;73.5;52;78.4;73.9
2023-07-04 10:00:00;49;78.5;74.0;46;78.7;74.5
2023-07-04 11:00:00;58;78.3;73.0;55;78.4;73.5
2023-07-04 12:00:00;49;78.6;73.7;47;78.7;74.1
2023-07-04 13:00:00;51;78.4;73.1;50;78.4;73.3
2023-07-04 14:00:00;52;78.1;73.1;50;78.2;73.4
2023-07-04 15:00:00;50;78.2;73.3;47;78.2;73.6
2023-07-04 16:00:00;45;78.1;73.7;43;78.2;74.0
2023-07-04 17:00:00;66;78.3;71.9;63;78.3;72.4
2023-07-04 18:00:00;48;78.1;73.4;46;78.2;73.6
2023-07-04 19:00:00;47;78.1;73.3;45;78.2;73.7
2023-07-04 20:00:00;50;78.0;73.2;48;78.0;73.4
2023-07-04 21:00:00;50;78.0;72.9;49;78.0;73.3
2023-07-04 22:00:00;53;78.1;72.9;50;78.1;73.3
2023-07-04 23:00:00;48;78.3;73.3;46;78.4;73.6
2023-07-05 00:00:00;63;78.2;71.9;60;78.3;72.4
2023-07-05 01:00:00;45;78.3;74.0;42;78.3;74.4
2023-07-05 02:00:00;47;78.2;73.8;43;78.4;74.2
2023-07-05 03:00:00;38;78.2;74.7;31;78.3;75.1
2023-07-05 04:00:00;40;78.3;73.8;27;78.4;73.8
2023-07-05 05:00:00;39;78.0;74.2;37;78.0;74.8
2023-07-05 06:00:00;45;78.1;74.0;43;78.1;74.4
2023-07-05 07:00:00;48;78.1;73.6;45;78.2;73.9
2023-07-05 08:00:00;60;78.1;72.8;51;78.2;73.2
2023-07-05 09:00:00;62;78.3;72.9;55;78.4;72.9
2023-07-05 10:00:00;72;78.6;71.8;64;78.6;72.2
2023-07-05 11:00:00;49;78.3;73.9;42;78.3;74.2
2023-07-05 12:00:00;57;78.3;73.3;49;78.4;73.5
2023-07-05 13:00:00;59;78.6;72.9;50;78.6;73.3
2023-07-05 14:00:00;67;78.3;72.4;57;78.4;72.6
2023-07-05 15:00:00;69;78.3;72.3;61;78.3;72.5
2023-07-05 16:00:00;74;78.4;71.8;68;78.5;72.0
2023-07-05 17:00:00;60;78.5;73.0;54;78.6;73.3
2023-07-05 18:00:00;60;78.3;72.7;54;78.3;72.9
2023-07-05 19:00:00;64;78.7;72.8;57;78.8;73.0
2023-07-05 20:00:00;59;78.3;73.1;54;78.3;73.2
2023-07-05 21:00:00;53;78.2;73.5;47;78.3;73.7
2023-07-05 22:00:00;60;78.4;73.1;54;78.5;73.5
2023-07-05 23:00:00;75;78.5;71.9;68;78.6;72.2
2023-07-06 00:00:00;55;78.5;73.8;49;78.7;73.9
2023-07-06 01:00:00;62;78.3;73.2;55;78.3;73.4
2023-07-06 02:00:00;50;78.4;74.1;44;78.5;74.6
2023-07-06 03:00:00;56;78.7;73.9;46;78.7;74.1
2023-07-06 04:00:00;41;78.2;73.4;30;78.3;73.6
2023-07-06 05:00:00;56;78.2;73.2;52;78.3;73.9
2023-07-06 06:00:00;55;78.2;73.2;51;78.2;73.8
2023-07-06 07:00:00;51;78.2;73.8;48;78.3;74.1
2023-07-06 08:00:00;68;78.3;72.6;61;78.5;73.1
2023-07-06 09:00:00;81;78.4;71.7;78;78.4;72.0
2023-07-06 10:00:00;67;78.6;72.7;64;78.7;73.3
2023-07-06 11:00:00;57;78.8;73.7;54;78.8;74.3
2023-07-06 12:00:00;57;78.4;73.2;56;78.7;73.5
2023-07-06 13:00:00;57;78.3;72.8;57;78.4;73.1
2023-07-06 14:00:00;63;78.5;72.4;61;78.5;73.0
2023-07-06 15:00:00;65;78.3;72.4;65;78.4;72.7
2023-07-06 16:00:00;51;78.4;73.1;51;78.4;73.5
2023-07-06 17:00:00;50;78.3;73.4;48;78.4;73.9
2023-07-06 18:00:00;47;78.3;73.6;46;78.3;74.0
2023-07-06 19:00:00;51;78.2;73.2;50;78.3;73.6
2023-07-06 20:00:00;57;78.2;72.4;57;78.2;72.8
2023-07-06 21:00:00;60;78.0;72.4;60;78.1;72.9
2023-07-06 22:00:00;56;78.3;72.7;57;78.4;72.9
2023-07-06 23:00:00;51;78.2;73.0;51;78.2;73.3
2023-07-07 00:00:00;49;78.1;73.6;47;78.4;74.2
2023-07-07 01:00:00;46;78.4;74.0;45;78.4;74.4
2023-07-07 02:00:00;39;78.6;75.0;37;78.7;75.2
2023-07-07 03:00:00;51;78.2;73.6;43;78.2;73.9
2023-07-07 04:00:00;38;78.2;74.2;28;78.2;74.1
2023-07-07 05:00:00;44;78.0;73.9;40;78.0;74.3
2023-07-07 06:00:00;58;78.2;73.2;55;78.3;73.6
2023-07-07 07:00:00;46;78.3;74.4;43;78.4;74.8
2023-07-07 08:00:00;58;78.4;73.5;53;78.4;73.7
